mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
384	379	1/4	1/4	2/4	4	1	#viio7/iii	-0.626863	-7.08692	/			Bb	I		#viio7/iii	#vii	o	7		iii				o7	0	0	7, 4, 1, -2		7	7	2	3	0.4	0.25	0.5	0.3333333333333333
385	380	0	0	2/4	4	1	iii	-0.0205987	-5.40032	/			Bb	I		iii	iii								m	0	0	2, -1, 3		2	2	5	5	0.5	0.75	0.75	0.5
386	381	0	0	2/4	4	1	V65						Bb	I		V65	V		65						Mm7	0	0	3, 0, -3, -1		-1	3	2	8	0.2	0.25	1.25	0.16666666666666666
387	382	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	2	3	0.4	0.25	0.5	0.3333333333333333
387	382	1/4	1/4	2/4	4	1	V65						Bb	I		V65	V		65						Mm7	0	0	3, 0, -3, -1		-1	3	2	3	0.4	0.25	0.5	0.3333333333333333
388	383	0	0	2/4	4	1	I64						Bb	I		I64	I		64						M	0	0	-1, -2, 2		-2	-1	0	5	0.0	0.0	0.75	0.0
388	383	1/4	1/4	2/4	4	1	V65	-0.125076	-5.55984	/			Bb	I		V65	V		65						Mm7	0	0	3, 0, -3, -1		-1	3	0	6	0.0	0.0	1.0	0.0
389	384	0	0	2/4	4	1	I	0	-5.5	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	2.0	0.0
390	385	0	0	2/4	4	1	V2/IV	-0.104477	-7.11481	/			Bb	I		V2/IV	V		2		IV				Mm7	0	0	-4, -2, 2, -1		-2	-4	1	6	0.14285714285714285	0.125	1.875	0.0625
391	386	0	0	2/4	4	1	IV6	-0.208954	-7.70447	/			Bb	I		IV6	IV		6						M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	2.0	0.0
392	387	0	0	2/4	4	1	IV	0	-7.5	/			Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	1	6	0.14285714285714285	0.125	1.875	0.0625
393	388	0	0	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	4	18	0.18181818181818182	0.5	4.5	0.1
395	390	1/4	1/4	2/4	4	1	I\\						Bb	I		I	I							\\	M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.875	0.0
396	391	0	0	2/4	4	1	V43	0.308954	-3.88753	/			Bb	I		V43	V		43						Mm7	0	0	0, -3, -1, 3		-1	0	1	4	0.2	0.125	0.625	0.16666666666666666
396	391	1/4	1/4	2/4	4	1	I	0.417909	-3.41046	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	2	7	0.2222222222222222	0.25	1.625	0.13333333333333333
398	393	0	0	2/4	4	1	V2/IV	0.313431	-7.70447	/			Bb	I		V2/IV	V		2		IV				Mm7	0	0	-4, -2, 2, -1		-2	-4	1	6	0.14285714285714285	0.125	1.875	0.0625
399	394	0	0	2/4	4	1	IV	-0.00447714	-7.70447	/			Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	0	5	0.0	0.0	1.5	0.0
399	394	1/4	1/4	2/4	4	1	IV6	0.208954	-7.70447	/			Bb	I		IV6	IV		6						M	0	0	1, -2, -3		-3	1	3	5	0.375	0.375	1.375	0.21428571428571427
400	395	1/4	1/4	2/4	4	1	V65/V						Bb	I		V65/V	V		65		V				Mm7	0	0	4, 1, -2, 0		0	4	0	4	0.0	0.0	0.75	0.0
401	396	0	0	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	5	24	0.1724137931034483	0.625	6.375	0.08928571428571429
404	399	1/4	1/4	2/4	4	1	I\\						Bb	I		I	I							\\	M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.875	0.0
405	400	0	0	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	20	0.0	0.0	2.5	0.0
407	402	1/4	1/4	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.75	0.0
408	403	0	0	2/4	4	1	vi						Bb	I		vi	vi								m	0	0	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
408	403	1/4	1/4	2/4	4	1	IV						Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
409	404	0	0	2/4	4	1	ii						Bb	I		ii	ii								m	0	0	0, -3, 1		0	0	0	3	0.0	0.0	0.375	0.0
409	404	1/4	1/4	2/4	4	1	V6						Bb	I		V6	V		6						M	0	0	3, 0, -1		-1	3	0	3	0.0	0.0	0.375	0.0
410	405	0	0	2/4	4	1	V						Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
410	405	1/4	1/4	2/4	4	1	I6						Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	0	3	0.0	0.0	0.375	0.0
411	406	0	0	2/4	4	1	V2						Bb	I		V2	V		2						Mm7	0	0	-3, -1, 3, 0		-1	-3	0	6	0.0	0.0	0.75	0.0
411	406	1/4	1/4	2/4	4	1	I6						Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	0	6	0.0	0.0	0.75	0.0
412	407	0	0	2/4	4	1	vi6						Bb	I		vi6	vi		6						m	0	0	-2, 2, 1		1	-2	0	4	0.0	0.0	0.5	0.0
412	407	1/4	1/4	2/4	4	1	IV6						Bb	I		IV6	IV		6						M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.5	0.0
413	408	0	0	2/4	4	1	ii6						Bb	I		ii6	ii		6						m	0	0	-3, 1, 0		0	-3	0	4	0.0	0.0	0.5	0.0
413	408	1/4	1/4	2/4	4	1	viio6						Bb	I		viio6	vii	o	6						o	0	0	0, -3, 3		3	0	0	4	0.0	0.0	0.5	0.0
414	409	0	0	2/4	4	1	V6	0	-3	/			Bb	I		V6	V		6						M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.5	0.0
414	409	1/4	1/4	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
415	410	0	0	2/4	4	1	V	0	-2.8	/			Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	17	0.0	0.0	2.25	0.0
417	412	0	0	2/4	4	1	viio43	0	-2.8	/			Bb	I		viio43	vii	o	43						o7	0	0	-3, -6, 3, 0		3	-3	2	14	0.125	0.25	1.75	0.125
419	414	0	0	2/4	4	1	V[I	0	-2.8	/			Bb	I	V	I	I								M	0	0	-2, 2, -1		-2	-2	0	13	0.0	0.0	1.5	0.0
420	415	0	0	2/4	4	1	V7	0	-2.6	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	28	0.0	0.0	4.0	0.0
422	417	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	0	34	0.0	0.0	4.0	0.0
424	419	0	0	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	40	0.0	0.0	4.0	0.0
426	421	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	2	18	0.1	0.125	1.875	0.0625
427	422	0	0	2/4	4	1	#viio7/ii	-0.0838784	-2.74867	/			Bb	I		#viio7/ii	#vii	o	7		ii				o7	0	0	5, 2, -1, -4		5	5	0	21	0.0	0.0	2.0	0.0
428	423	0	0	2/4	4	1	viio7/V	0.104477	-2.68539	/			Bb	I		viio7/V	vii	o	7		V				o7	0	0	4, 1, -2, -5		4	4	2	40	0.047619047619047616	0.25	3.75	0.0625
430	425	0	0	2/4	4	1	viio7	0	-3.33078	/			Bb	I		viio7	vii	o	7						o7	0	0	3, 0, -3, -6		3	3	2	42	0.045454545454545456	0.25	4.0	0.058823529411764705
432	427	0	0	2/4	4	1	#viio7/ii	0.229553	-4.79553	/			Bb	I		#viio7/ii	#vii	o	7		ii				o7	0	0	5, 2, -1, -4		5	5	5	17	0.22727272727272727	0.4375	1.6875	0.20588235294117646
433	428	0	0	2/4	4	1	viio7/V	0	-5.25464	/			Bb	I		viio7/V	vii	o	7		V				o7	0	0	4, 1, -2, -5		4	4	1	21	0.045454545454545456	0.125	2.0	0.058823529411764705
434	429	0	0	2/4	4	1	viio7	0	-3.87732	/			Bb	I		viio7	vii	o	7						o7	0	0	3, 0, -3, -6		3	3	1	20	0.047619047619047616	0.125	1.875	0.0625
435	430	0	0	2/4	4	1	#viio7/ii	0.229553	-5.9433	/			Bb	I		#viio7/ii	#vii	o	7		ii				o7	0	0	5, 2, -1, -4		5	5	1	20	0.047619047619047616	0.125	1.875	0.0625
436	431	0	0	2/4	4	1	IV]	0	-7.09107	/			Bb	I		IV	IV					]			M	0	0	-3, 1, -2		-3	-3	3	9	0.25	0.25	0.75	0.25
436	431	1/4	1/4	2/4	4	1	IV	-0.229553	-4.79553	/			Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	6	35	0.14634146341463414	0.5	3.4375	0.12698412698412698
438	433	1/4	1/4	2/4	4	1	V65/IV	0.208954	-6.26118	/			Bb	I		V65/IV	V		65		IV				Mm7	0	0	2, -1, -4, -2		-2	2	0	30	0.0	0.0	3.0	0.0
440	435	0	0	2/4	4	1	IV	0.0205987	-6.56868	/			Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	2	10	0.16666666666666666	0.125	0.875	0.125
440	435	1/4	1/4	2/4	4	1	IV6	0	-4.79553	/			Bb	I		IV6	IV		6						M	0	0	1, -2, -3		-3	1	1	4	0.2	0.125	0.5	0.2
440	435	3/8	3/8	2/4	4	1	iv6	0.229553	-5.4842	/			Bb	I		iv6	iv		6						m	0	0	-6, -2, -3		-3	-6	0	6	0.0	0.0	0.5	0.0
441	436	0	0	2/4	4	1	V(64)	0.68866	-5.9433	/			Bb	I		V(64)	V			64					M	0	0	-1, -2, 2		-1	-1	1	9	0.1	0.125	0.875	0.125
441	436	1/4	1/4	2/4	4	1	V7	-0.229553	-6.86152	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	2	20	0.09090909090909091	0.125	1.9375	0.06060606060606061
442	437	1/4	1/4	2/4	4	1	I	0	-7.55018	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	1	10	0.09090909090909091	0.125	2.8125	0.0425531914893617
444	439	0	0	2/4	4	1	I6	0	-7.77973	/			Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	1	5	0.16666666666666666	0.125	1.8125	0.06451612903225806
445	440	0	0	2/4	4	1	V+6/vi	0	-7.32062	/			Bb	I		V+6/vi	V	+	6		vi				+	0	0	6, 10, 2		2	6	4	6	0.4	0.875	0.9375	0.4827586206896552
446	441	0	0	2/4	4	1	V7/ii	0	-4.79553	/			Bb	I		V7/ii	V		7		ii				Mm7	0	0	1, 5, 2, -1		1	1	0	17	0.0	0.0	2.0	0.0
447	442	0	0	2/4	4	1	ii	-0.229553	-5.71375	/			Bb	I		ii	ii								m	0	0	0, -3, 1		0	0	3	8	0.2727272727272727	0.25	0.75	0.25
448	443	0	0	2/4	4	1	V/ii	-0.229553	-3.87732	/			Bb	I		V/ii	V				ii				M	0	0	1, 5, 2		1	1	1	9	0.1	0.0625	0.9375	0.0625
449	444	0	0	2/4	4	1	ii	0.229553	-5.02509	/			Bb	I		ii	ii								m	0	0	0, -3, 1		0	0	1	7	0.125	0.125	0.8125	0.13333333333333333
450	445	0	0	2/4	4	1	V7	0	-4.33643	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	17	0.0	0.0	2.0	0.0
451	446	0	0	2/4	4	1	I	0.459107	-5.02509	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	3	12	0.2	0.25	1.125	0.18181818181818182
452	447	0	0	2/4	4	1	IV						Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	0	9	0.0	0.0	1.0	0.0
452	447	1/4	1/4	2/4	4	1	V						Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	8	0.0	0.0	1.0	0.0
453	448	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	4	9	0.3076923076923077	0.3125	0.8125	0.2777777777777778
454	449	0	0	2/4	4	1	vi	-0.145676	-4.26823	/			Bb	I		vi	vi								m	0	0	1, -2, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
454	449	1/8	1/8	2/4	4	1	IV	0.313431	-4.35051	/			Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
454	449	1/4	1/4	2/4	4	1	V	0.250153	-3.56241	/			Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.125	0.375	0.25
455	450	0	0	2/4	4	1	I6	0.104477	-3.1445	/			Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	2	4	0.3333333333333333	0.125	0.375	0.25
455	450	1/4	1/4	2/4	4	1	viio/IV	-0.940294	-3.4776	/			Bb	I		viio/IV	vii	o			IV				o	0	0	2, -1, -4		2	2	1	3	0.25	0.0625	0.3125	0.16666666666666666
455	450	3/8	3/8	2/4	4	1	IV	0.228072	-3.64376	/			Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	1	3	0.25	0.0625	0.3125	0.16666666666666666
456	451	0	0	2/4	4	1	IV.IV	-0.188356	-3.84928	/			Bb	IV		IV	IV								M	0	0	-4, 0, -3		-4	-4	2	6	0.25	0.125	0.625	0.16666666666666666
456	451	1/4	1/4	2/4	4	1	V						Bb	IV		V	V								M	0	0	-2, 2, -1		-2	-2	4	6	0.4	0.25	0.5	0.3333333333333333
457	452	0	0	2/4	4	1	I6						Bb	IV		I6	I		6						M	0	0	1, -2, -3		-3	1	2	6	0.25	0.125	0.625	0.16666666666666666
457	452	1/4	1/4	2/4	4	1	V6						Bb	IV		V6	V		6						M	0	0	2, -1, -2		-2	2	1	4	0.2	0.0625	0.4375	0.125
457	452	3/8	3/8	2/4	4	1	I	0	-3.2477	/			Bb	IV		I	I								M	0	0	-3, 1, -2		-3	-3	0	5	0.0	0.0	0.5	0.0
458	453	0	0	2/4	4	1	vi	0	-5.14113	/			Bb	IV		vi	vi								m	0	0	0, -3, 1		0	0	0	5	0.0	0.0	0.5	0.0
458	453	1/8	1/8	2/4	4	1	V65/V	0	-4.56598	/			Bb	IV		V65/V	V		65		V				Mm7	0	0	3, 0, -3, -1		-1	3	0	5	0.0	0.0	0.5	0.0
458	453	1/4	1/4	2/4	4	1	V	0.542984	-4.6057	/			Bb	IV		V	V								M	0	0	-2, 2, -1		-2	-2	2	8	0.2	0.1875	0.8125	0.1875
459	454	0	0	2/4	4	1	vi6(2)	0.104477	-4.50143	/			Bb	IV		vi6(2)	vi		6	2					m	0	0	-3, 1, 2		0	-3	0	5	0.0	0.0	0.5	0.0
459	454	1/8	1/8	2/4	4	1	vi6	0.104477	-4.06716	/			Bb	IV		vi6	vi		6						m	0	0	-3, 1, 0		0	-3	0	5	0.0	0.0	0.5	0.0
459	454	1/4	1/4	2/4	4	1	V2/vi	0	-4.56598	/			Bb	IV		V2/vi	V		2		vi				Mm7	0	0	-1, 1, 5, 2		1	-1	1	9	0.1	0.0625	0.9375	0.0625
460	455	0	0	2/4	4	1	I.ii6	0.229553	-4.79553	/			Bb	I		ii6	ii		6						m	0	0	-3, 1, 0		0	-3	1	9	0.1	0.0625	0.9375	0.0625
460	455	1/4	1/4	2/4	4	1	V65/V	0	-4.79553	/			Bb	I		V65/V	V		65		V				Mm7	0	0	4, 1, -2, 0		0	4	0	10	0.0	0.0	1.0	0.0
461	456	0	0	2/4	4	1	V7	0	-4.79553	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	4	18	0.18181818181818182	0.25	1.75	0.125
462	457	0	0	2/4	4	1	V65	0	-4.79553	/			Bb	I		V65	V		65						Mm7	0	0	3, 0, -3, -1		-1	3	0	5	0.0	0.0	0.5	0.0
462	457	1/8	1/8	2/4	4	1	I\\	0.229553	-4.79553	/			Bb	I		I	I							\\	M	0	0	-2, 2, -1		-2	-2	3	9	0.25	0.1875	1.125	0.14285714285714285
463	458	0	0	2/4	4	1	V2	0.229553	-4.33643	/			Bb	I		V2	V		2						Mm7	0	0	-3, -1, 3, 0		-1	-3	3	19	0.13636363636363635	0.1875	1.6875	0.1
464	459	1/8	1/8	2/4	4	1	I6	0.229553	-4.33643	/			Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	2	12	0.14285714285714285	0.1875	1.3125	0.125
465	460	0	0	2/4	4	1	V2	-0.459107	-3.87732	/			Bb	I		V2	V		2						Mm7	0	0	-3, -1, 3, 0		-1	-3	5	17	0.22727272727272727	0.3125	1.6875	0.15625
466	461	0	0	2/4	4	1	V43	0	-6.40241	/			Bb	I		V43	V		43						Mm7	0	0	0, -3, -1, 3		-1	0	0	5	0.0	0.0	0.5	0.0
466	461	1/8	1/8	2/4	4	1	I	0	-7.32062	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	0.5	0.0
466	461	1/4	1/4	2/4	4	1	V2/IV	-0.229553	-6.40241	/			Bb	I		V2/IV	V		2		IV				Mm7	0	0	-4, -2, 2, -1		-2	-4	0	5	0.0	0.0	0.5	0.0
466	461	3/8	3/8	2/4	4	1	IV6	0.68866	-6.17286	/			Bb	I		IV6	IV		6						M	0	0	1, -2, -3		-3	1	0	5	0.0	0.0	0.5	0.0
467	462	0	0	2/4	4	1	iv6	0	-6.17286	/			Bb	I		iv6	iv		6						m	0	0	-6, -2, -3		-3	-6	0	5	0.0	0.0	0.5	0.0
467	462	1/8	1/8	2/4	4	1	V(64)	0	-6.40241	/			Bb	I		V(64)	V			64					M	0	0	-1, -2, 2		-1	-1	0	5	0.0	0.0	0.5	0.0
467	462	1/4	1/4	2/4	4	1	V7	0.229553	-6.40241	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	5	28	0.15151515151515152	0.25	2.75	0.08333333333333333
469	464	0	0	2/4	4	1	V65	0	-4.10687	/			Bb	I		V65	V		65						Mm7	0	0	3, 0, -3, -1		-1	3	0	5	0.0	0.0	0.5	0.0
469	464	1/8	1/8	2/4	4	1	I\\	-0.104477	-4.10391	/			Bb	I		I	I							\\	M	0	0	-2, 2, -1		-2	-2	1	11	0.08333333333333333	0.0625	1.25	0.047619047619047616
470	465	0	0	2/4	4	1	V7	0.229553	-4.56598	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	4	19	0.17391304347826086	0.25	1.75	0.125
471	466	0	0	2/4	4	1	V65	-0.229553	-4.56598	/			Bb	I		V65	V		65						Mm7	0	0	3, 0, -3, -1		-1	3	0	5	0.0	0.0	0.5	0.0
471	466	1/8	1/8	2/4	4	1	I	0	-5.25464	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	1	13	0.07142857142857142	0.0625	1.5625	0.038461538461538464
472	467	0	0	2/4	4	1	V7	0	-3.64777	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	5	18	0.21739130434782608	0.3125	1.6875	0.15625
473	468	0	0	2/4	4	1	I	0	-4.79553	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	4	8	0.3333333333333333	0.25	0.75	0.25
473	468	1/4	1/4	2/4	4	1	V7	0	-5.02509	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	4	16	0.2	0.25	1.75	0.125
474	469	1/4	1/4	2/4	4	1	I	0.229553	-5.02509	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	0	8	0.0	0.0	1.0	0.0
475	470	0	0	2/4	4	1	IV.I	0	-4.79553	/			Bb	IV		I	I								M	0	0	-3, 1, -2		-3	-3	4	8	0.3333333333333333	0.25	0.75	0.25
475	470	1/4	1/4	2/4	4	1	IV	0	-4.33643	/			Bb	IV		IV	IV								M	0	0	-4, 0, -3		-4	-4	0	8	0.0	0.0	1.0	0.0
476	471	0	0	2/4	4	1	ii	0	-3.18866	/			Bb	IV		ii	ii								m	0	0	-1, -4, 0		-1	-1	4	8	0.3333333333333333	0.25	0.75	0.25
476	471	1/4	1/4	2/4	4	1	I	0.459107	-4.33643	/			Bb	IV		I	I								M	0	0	-3, 1, -2		-3	-3	4	16	0.2	0.25	1.75	0.125
477	472	1/4	1/4	2/4	4	1	ii	0.229553	-3.41821	/			Bb	IV		ii	ii								m	0	0	-1, -4, 0		-1	-1	0	8	0.0	0.0	1.0	0.0
478	473	0	0	2/4	4	1	V						Bb	IV		V	V								M	0	0	-2, 2, -1		-2	-2	0	8	0.0	0.0	1.0	0.0
478	473	1/4	1/4	2/4	4	1	I						Bb	IV		I	I								M	0	0	-3, 1, -2		-3	-3	0	16	0.0	0.0	2.0	0.0
479	474	1/4	1/4	2/4	4	1	V7/ii	0.229553	-3.64777	/			Bb	IV		V7/ii	V		7		ii				Mm7	0	0	0, 4, 1, -2		0	0	0	16	0.0	0.0	2.0	0.0
480	475	1/4	1/4	2/4	4	1	V						Bb	IV		V	V								M	0	0	-2, 2, -1		-2	-2	0	16	0.0	0.0	2.0	0.0
481	476	1/4	1/4	2/4	4	1	I.V	0	-3.64777	/			Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	8	0.0	0.0	1.0	0.0
482	477	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	4	6	0.4	0.25	0.5	0.3333333333333333
482	477	1/4	1/4	2/4	4	1	ii	0.229553	-4.33643	/			Bb	I		ii	ii								m	0	0	0, -3, 1		0	0	6	8	0.42857142857142855	0.5	1.0	0.3333333333333333
483	478	1/8	1/8	2/4	4	1	V6	0	-4.56598	/			Bb	I		V6	V		6						M	0	0	3, 0, -1		-1	3	4	4	0.5	0.25	0.25	0.5
483	478	1/4	1/4	2/4	4	1	I6	0.229553	-5.02509	/			Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	4	6	0.4	0.25	0.75	0.25
484	479	0	0	2/4	4	1	vi	0	-4.56598	/			Bb	I		vi	vi								m	0	0	1, -2, 2		1	1	4	8	0.3333333333333333	0.25	0.75	0.25
484	479	1/4	1/4	2/4	4	1	IV.vi						Bb	IV		vi	vi								m	0	0	0, -3, 1		0	0	4	8	0.3333333333333333	0.25	0.75	0.25
485	480	0	0	2/4	4	1	ii	0	-4.33643	/			Bb	IV		ii	ii								m	0	0	-1, -4, 0		-1	-1	4	8	0.3333333333333333	0.25	0.75	0.25
485	480	1/4	1/4	2/4	4	1	V						Bb	IV		V	V								M	0	0	-2, 2, -1		-2	-2	4	8	0.3333333333333333	0.25	0.75	0.25
486	481	0	0	2/4	4	1	I	0	-3.87732	/			Bb	IV		I	I								M	0	0	-3, 1, -2		-3	-3	4	8	0.3333333333333333	0.25	0.75	0.25
486	481	1/4	1/4	2/4	4	1	IV						Bb	IV		IV	IV								M	0	0	-4, 0, -3		-4	-4	4	8	0.3333333333333333	0.25	0.75	0.25
487	482	0	0	2/4	4	1	V6						Bb	IV		V6	V		6						M	0	0	2, -1, -2		-2	2	2	8	0.2	0.125	0.875	0.125
487	482	1/4	1/4	2/4	4	1	I						Bb	IV		I	I								M	0	0	-3, 1, -2		-3	-3	4	16	0.2	0.25	1.75	0.125
488	483	1/4	1/4	2/4	4	1	V65/ii						Bb	IV		V65/ii	V		65		ii				Mm7	0	0	4, 1, -2, 0		0	4	2	12	0.14285714285714285	0.125	1.375	0.08333333333333333
489	484	1/8	1/8	2/4	4	1	V						Bb	IV		V	V								M	0	0	-2, 2, -1		-2	-2	1	5	0.16666666666666666	0.0625	0.5625	0.1
489	484	1/4	1/4	2/4	4	1	V64	0	-5.9433	/			Bb	IV		V64	V		64						M	0	0	-1, -2, 2		-2	-1	3	20	0.13043478260869565	0.1875	2.3125	0.075
490	485	1/4	1/4	2/4	4	1	I.V	0.417909	-6.88212	/			Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	3	7	0.3	0.375	0.875	0.3
491	486	0	0	2/4	4	1	I	0.459107	-7.09107	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	1	9	0.1	0.0625	0.9375	0.0625
491	486	1/4	1/4	2/4	4	1	V43	0	-5.4842	/			Bb	I		V43	V		43						Mm7	0	0	0, -3, -1, 3		-1	0	2	5	0.2857142857142857	0.125	0.875	0.125
492	487	0	0	2/4	4	1	I	-0.272233	-5.56511	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	2	8	0.2	0.125	0.875	0.125
492	487	1/4	1/4	2/4	4	1	V7	0.0411985	-4.98093	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	1	6	0.14285714285714285	0.0625	0.9375	0.0625
493	488	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	1	11	0.08333333333333333	0.0625	0.9375	0.0625
493	488	1/4	1/4	2/4	4	1	V7	0	-4.10687	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	2	9	0.18181818181818182	0.125	0.875	0.125
494	489	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	2	10	0.16666666666666666	0.125	0.875	0.125
494	489	1/4	1/4	2/4	4	1	V7	0.229553	-5.25464	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	1	10	0.09090909090909091	0.0625	0.9375	0.0625
495	490	0	0	2/4	4	1	I	0	-4.79553	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	3	11	0.21428571428571427	0.1875	0.8125	0.1875
495	490	1/4	1/4	2/4	4	1	V7	0.229553	-4.79553	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	2	12	0.14285714285714285	0.125	0.875	0.125
496	491	0	0	2/4	4	1	I	0.459107	-4.79553	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	1	13	0.07142857142857142	0.0625	0.9375	0.0625
496	491	1/4	1/4	2/4	4	1	V7	0.229553	-4.79553	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	3	17	0.15	0.1875	1.5625	0.10714285714285714
497	492	1/4	1/4	2/4	4	1	V	0.229553	-5.02509	/			Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	10	0.0	0.0	1.25	0.0
498	493	0	0	2/4	4	1	I\\	0	-5.02509	/			Bb	I		I	I							\\	M	0	0	-2, 2, -1		-2	-2	0	12	0.0	0.0	1.5	0.0
