mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
149	147	430	445	0.25		1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	2977							374			
149	147	1721/4	1781/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	2978							374			
149	147	861/2	891/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	2979		articStaccatoBelow								
149	147	429	444	1.5		0	0	Chord	6/8	2	1	3/8			1/4	3/2	2980							371			
149	147	861/2	891/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	2981		articStaccatoBelow								
149	147	429	444	1.5		0	0	Chord	6/8	3	1	3/8			1/4	3/2	2982							372			
149	147	861/2	891/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	2983		articStaccatoBelow								
149	147	429	444	1.5		0	0	Chord	6/8	4	1	3/8			1/4	3/2	2984										
149	147	861/2	891/2	0.25		3/8	3/8	Chord	6/8	4	1	1/16			1/16	1	2985							375			
149	147	1723/4	1783/4	0.25		7/16	7/16	Chord	6/8	4	1	1/16			1/16	1	2986							375			
149	147	431	446	0.25		1/2	1/2	Chord	6/8	4	1	1/16			1/16	1	2987							375			
149	147	1725/4	1785/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16			1/16	1	2988							375			
149	147	863/2	893/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16			1/16	1	2989							375			
149	147	1727/4	1787/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16			1/16	1	2990										
150	148	432	447	1.0		0	0	Chord	6/8	4	1	1/4			1/4	1	2991										
151	149	873/2	903/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2992							376			
151	149	437	452	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2993							376			
151	149	875/2	905/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0						sf									
151	149	875/2	905/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2994										
151	149	435	450	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	2995							377			
151	149	871/2	901/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2996							377			
151	149	436	451	0.0		1/4	1/4	Dynamic	6/8	2	1	0						sf									
151	149	436	451	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2997										
151	149	873/2	903/2	0.0		3/8	3/8	Spanner	6/8	2	1	0														31	
151	149	873/2	903/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	2998									31	
152	150	438	453	0.0		0	0	Spanner	6/8	1	1	0														32	
152	150	438	453	3.0		0	0	Chord	6/8	1	1	3/4			1/2	3/2	2999									32	
152	150	438	453	0.0		0	0	Dynamic	6/8	2	1	0						p									
152	150	438	453	0.0		0	0	Spanner	6/8	2	1	0															
152	150	438	453	3.0		0	0	Chord	6/8	2	1	3/4			1/2	3/2	3000										
152	150	438	453	0.0		0	0	Dynamic	6/8	4	1	0						p									
152	150	438	453	1.5		0	0	Chord	6/8	4	1	3/8			1/4	3/2	3001							378			
152	150	879/2	909/2	1.5		3/8	3/8	Chord	6/8	4	1	3/8			1/4	3/2	3002										
153	151	441	456	0.0		0	0	Spanner	6/8	1	1	0															
153	151	441	456	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	3003							379			
153	151	883/2	913/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	3004							379			
153	151	442	457	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3005										
153	151	885/2	915/2	0.0		3/8	3/8	Spanner	6/8	1	1	0														33	
153	151	885/2	915/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	3006									33	
153	151	441	456	0.0		0	0	Dynamic	6/8	2	1	0						p									
153	151	442	457	0.0		1/4	1/4	Dynamic	6/8	2	1	0						sf									
153	151	885/2	915/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	3007										
153	151	441	456	0.5		0	0	Chord	6/8	3	1	1/8			1/8	1	3008							380			
153	151	883/2	913/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	3009							380			
153	151	442	457	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	3010										
153	151	885/2	915/2	0.0		3/8	3/8	Spanner	6/8	3	1	0														34	
153	151	885/2	915/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	3011							381		34	
153	151	887/2	917/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	3012									34	
153	151	442	457	0.0		1/4	1/4	Dynamic	6/8	4	1	0						sf									
153	151	885/2	915/2	0.0		3/8	3/8	Spanner	6/8	4	1	0															17
153	151	885/2	915/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	3013							382			17
153	151	443	458	0.5		1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3014										17
153	151	887/2	917/2	0.0		5/8	5/8	Dynamic	6/8	4	1	0						sf									
153	151	887/2	917/2	0.0		5/8	5/8	Spanner	6/8	4	1	0															
153	151	887/2	917/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3015										
154	152	444	459	0.0		0	0	Spanner	6/8	1	1	0															
154	152	444	459	3.0		0	0	Chord	6/8	1	1	3/4			1/2	3/2	3016										
154	152	444	459	0.0		0	0	Dynamic	6/8	2	1	0						p									
154	152	444	459	1.5		0	0	Chord	6/8	2	1	3/8			1/4	3/2	3017							383			
154	152	891/2	921/2	1.5		3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	3018										
154	152	444	459	0.0		0	0	Spanner	6/8	3	1	0															
154	152	444	459	3.0		0	0	Chord	6/8	3	1	3/4			1/2	3/2	3019										
154	152	444	459	0.0		0	0	Dynamic	6/8	4	1	0						p									
154	152	444	459	0.0		0	0	Spanner	6/8	4	1	0														35	
154	152	444	459	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	3020									35	
155	153	447	462	0.0		0	0	Spanner	6/8	1	1	0															18
155	153	447	462	0.75		0	0	Chord	6/8	1	1	3/16			1/8	3/2	3021							384			18
155	153	1791/4	1851/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	3022							384			18
155	153	448	463	0.25		1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	3023							384			18
155	153	1793/4	1853/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	3024							384			18
155	153	897/2	927/2	0.0		3/8	3/8	Spanner	6/8	1	1	0															
155	153	897/2	927/2	0.0		3/8	3/8	Spanner	6/8	1	1	0														36	
155	153	897/2	927/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	3025									36	
155	153	447	462	0.0		0	0	Spanner	6/8	2	1	0															19
155	153	447	462	1.0		0	0	Chord	6/8	2	1	1/4			1/4	1	3026										19
155	153	448	463	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	3027							385			19
155	153	897/2	927/2	0.0		3/8	3/8	Spanner	6/8	2	1	0												385			
155	153	897/2	927/2	0.0		3/8	3/8	Spanner	6/8	2	1	0												385		37	
155	153	897/2	927/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	3028							385		37	
155	153	449	464	0.25		1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	3029							385		37	
155	153	1797/4	1857/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	3030							385		37	
155	153	899/2	929/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	3031							385		37	
155	153	1799/4	1859/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	3032									37	
155	153	447	462	0.0		0	0	Spanner	6/8	3	1	0															20
155	153	447	462	1.0		0	0	Chord	6/8	3	1	1/4			1/4	1	3033										20
155	153	448	463	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	3034							386			20
155	153	897/2	927/2	0.0		3/8	3/8	Spanner	6/8	3	1	0												386			
155	153	897/2	927/2	0.0		3/8	3/8	Spanner	6/8	3	1	0												386		38	
155	153	897/2	927/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	3035							386		38	
155	153	899/2	929/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	3036							386		38	
155	153	1799/4	1859/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	3037									38	
155	153	447	462	0.0		0	0	Dynamic	6/8	4	1	0						p									
155	153	447	462	0.0		0	0	Spanner	6/8	4	1	0															
155	153	447	462	0.0		0	0	Spanner	6/8	4	1	0															21
155	153	447	462	0.0		0	0	Spanner	6/8	4	1	0														39	21
155	153	447	462	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	3038									39	21
156	154	450	465	0.0		0	0	Spanner	6/8	1	1	0															
156	154	450	465	0.0		0	0	Spanner	6/8	1	1	0															22
156	154	450	465	0.25		0	0	Chord	6/8	1	1	1/16			1/16	1	3039							387			22
156	154	1801/4	1861/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	3040							387			22
156	154	901/2	931/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	3041							387			22
156	154	1803/4	1863/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	3042							387			22
156	154	451	466	0.25		1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	3043							387			22
156	154	1805/4	1865/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	3044							387			22
156	154	903/2	933/2	0.0		3/8	3/8	Spanner	6/8	1	1	0															
156	154	903/2	933/2	0.0		3/8	3/8	Spanner	6/8	1	1	0														40	
156	154	903/2	933/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	3045									40	
156	154	450	465	0.0		0	0	Spanner	6/8	2	1	0															
156	154	450	465	0.0		0	0	Spanner	6/8	2	1	0															23
156	154	450	465	1.0		0	0	Chord	6/8	2	1	1/4			1/4	1	3046										23
156	154	451	466	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	3047							388			23
156	154	903/2	933/2	0.0		3/8	3/8	Spanner	6/8	2	1	0												388			
156	154	903/2	933/2	0.0		3/8	3/8	Spanner	6/8	2	1	0												388		41	
156	154	903/2	933/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	3048							388		41	
156	154	1807/4	1867/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	3049							388		41	
156	154	452	467	0.25		1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	3050							388		41	
156	154	1809/4	1869/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	3051							388		41	
156	154	905/2	935/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	3052							388		41	
156	154	1811/4	1871/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	3053									41	
156	154	450	465	0.0		0	0	Spanner	6/8	3	1	0															
156	154	450	465	0.0		0	0	Spanner	6/8	3	1	0															24
156	154	450	465	1.0		0	0	Chord	6/8	3	1	1/4			1/4	1	3054							389			24
156	154	451	466	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	3055							389			24
156	154	903/2	933/2	0.0		3/8	3/8	Spanner	6/8	3	1	0												389			
156	154	903/2	933/2	0.0		3/8	3/8	Spanner	6/8	3	1	0												389		42	
156	154	903/2	933/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	3056							389		42	
156	154	905/2	935/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	3057							389		42	
156	154	1811/4	1871/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	3058									42	
156	154	450	465	0.0		0	0	Spanner	6/8	4	1	0															
156	154	450	465	0.0		0	0	Spanner	6/8	4	1	0															
156	154	450	465	0.0		0	0	Spanner	6/8	4	1	0															25
156	154	450	465	0.0		0	0	Spanner	6/8	4	1	0														43	25
156	154	450	465	3.0		0	0	Chord	6/8	4	1	3/4			1/2	3/2	3059									43	25
157	155	453	468	0.0		0	0	StaffText	6/8	1	1	0								<i>sempre</i>							
157	155	453	468	0.0		0	0	Dynamic	6/8	1	1	0						p									
157	155	453	468	0.0		0	0	Spanner	6/8	1	1	0															
157	155	453	468	0.25		0	0	Chord	6/8	1	1	1/16			1/16	1	3060							390			
157	155	1813/4	1873/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	3061							390			
157	155	907/2	937/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	3062							390			
157	155	1815/4	1875/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	3063							390			
157	155	454	469	0.25		1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	3064							390			
157	155	1817/4	1877/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	3065							390			
157	155	909/2	939/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	3066							390			
157	155	1819/4	1879/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	3067							390			
157	155	455	470	0.25		1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	3068							390			
157	155	1821/4	1881/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	3069							390			
157	155	911/2	941/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	3070							390			
157	155	1823/4	1883/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	3071										
157	155	453	468	0.0		0	0	StaffText	6/8	2	1	0								<i>sempre</i>							
157	155	453	468	0.0		0	0	Dynamic	6/8	2	1	0						p									
157	155	453	468	0.0		0	0	Spanner	6/8	2	1	0															
157	155	453	468	1.0		0	0	Chord	6/8	2	1	1/4			1/4	1	3072										
157	155	909/2	939/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	3073										
157	155	453	468	0.0		0	0	StaffText	6/8	3	1	0								<i>sempre</i>							
157	155	453	468	0.0		0	0	Dynamic	6/8	3	1	0						p									
157	155	453	468	0.0		0	0	Spanner	6/8	3	1	0															
157	155	453	468	1.0		0	0	Chord	6/8	3	1	1/4			1/4	1	3074										
157	155	909/2	939/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	3075										
157	155	453	468	0.0		0	0	StaffText	6/8	4	1	0								<i>sempre</i>							
157	155	453	468	0.0		0	0	Dynamic	6/8	4	1	0						p									
157	155	453	468	0.0		0	0	Spanner	6/8	4	1	0															
157	155	453	468	0.0		0	0	Spanner	6/8	4	1	0															
157	155	453	468	1.0		0	0	Chord	6/8	4	1	1/4			1/4	1	3076										
157	155	909/2	939/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	3077										
158	156	456	471	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	3078										
158	156	1825/4	1885/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	3079							391			
158	156	913/2	943/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	3080							391			
158	156	1827/4	1887/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	3081							391			
158	156	457	472	0.25		1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	3082							391			
158	156	1829/4	1889/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	3083							391			
158	156	915/2	945/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	3084							391			
158	156	1831/4	1891/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	3085							391			
158	156	458	473	0.25		1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	3086										
158	156	1833/4	1893/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	3087							392			
158	156	917/2	947/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	3088							392			
158	156	1835/4	1895/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	3089							392			
159	157	459	474	0.25		0	0	Chord	6/8	3	1	1/16			1/16	1	3090							392			
159	157	1837/4	1897/4	0.25		1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	3091							392			
159	157	919/2	949/2	0.25		1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	3092							392			
159	157	1839/4	1899/4	0.25		3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	3093							392			
159	157	460	475	0.25		1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	3094										
159	157	1845/4	1905/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	3095							393			
159	157	923/2	953/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	3096							393			
159	157	1847/4	1907/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	3097							393			
159	157	1841/4	1901/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16			1/16	1	3098							394			
159	157	921/2	951/2	0.25		3/8	3/8	Chord	6/8	4	1	1/16			1/16	1	3099							394			
159	157	1843/4	1903/4	0.25		7/16	7/16	Chord	6/8	4	1	1/16			1/16	1	3100							394			
159	157	461	476	0.5		1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3101		articStaccatoAbove								
160	158	462	477	0.25		0	0	Chord	6/8	3	1	1/16			1/16	1	3102		articStaccatoBelow								
160	158	1853/4	1913/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	3103							395			
160	158	927/2	957/2	0.25		3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	3104							395			
160	158	1855/4	1915/4	0.25		7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	3105							395			
160	158	464	479	0.25		1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	3106		articStaccatoBelow								
160	158	1849/4	1909/4	0.25		1/16	1/16	Chord	6/8	4	1	1/16			1/16	1	3107							396			
160	158	925/2	955/2	0.25		1/8	1/8	Chord	6/8	4	1	1/16			1/16	1	3108							396			
160	158	1851/4	1911/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16			1/16	1	3109							396			
160	158	463	478	0.25		1/4	1/4	Chord	6/8	4	1	1/16			1/16	1	3110		articStaccatoAbove								
160	158	1857/4	1917/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16			1/16	1	3111							397			
160	158	929/2	959/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16			1/16	1	3112							397			
160	158	1859/4	1919/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16			1/16	1	3113							397			
161	159	1861/4	1921/4	0.0		1/16	1/16	StaffText	6/8	1	1	0								<i>cresc.</i>							
161	159	1861/4	1921/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	3114							398			
161	159	931/2	961/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	3115							398			
161	159	1863/4	1923/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	3116							398			
161	159	466	481	0.25		1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	3117							398			
161	159	1865/4	1925/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	3118							398			
161	159	933/2	963/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	3119							398			
161	159	1867/4	1927/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	3120							398			
161	159	467	482	0.25		1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	3121							398			
161	159	1869/4	1929/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	3122							398			
161	159	935/2	965/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	3123							398			
161	159	1871/4	1931/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	3124										
161	159	1865/4	1925/4	0.0		5/16	5/16	StaffText	6/8	2	1	0								<i>cresc.</i>							
161	159	1865/4	1925/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	3125							399			
161	159	933/2	963/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	3126							399			
161	159	1867/4	1927/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	3127							399			
161	159	467	482	0.25		1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	3128							399			
161	159	1869/4	1929/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	3129							399			
161	159	935/2	965/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	3130							399			
161	159	1871/4	1931/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	3131										
161	159	1861/4	1921/4	0.0		1/16	1/16	StaffText	6/8	3	1	0								<i>cresc.</i>							
161	159	1861/4	1921/4	0.25		1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	3132							400			
161	159	931/2	961/2	0.25		1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	3133							400			
161	159	1863/4	1923/4	0.25		3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	3134							400			
161	159	466	481	0.25		1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	3135							400			
161	159	1865/4	1925/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	3136							400			
161	159	933/2	963/2	0.25		3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	3137							400			
161	159	1867/4	1927/4	0.25		7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	3138							400			
161	159	467	482	0.25		1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	3139							400			
161	159	1869/4	1929/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	3140							400			
161	159	935/2	965/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	3141							400			
161	159	1871/4	1931/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	3142										
161	159	465	480	0.25		0	0	Chord	6/8	4	1	1/16			1/16	1	3143										
161	159	1861/4	1921/4	0.0		1/16	1/16	StaffText	6/8	4	1	0								<i>cresc.</i>							
161	159	1861/4	1921/4	0.25		1/16	1/16	Chord	6/8	4	1	1/16			1/16	1	3144							401			
161	159	931/2	961/2	0.25		1/8	1/8	Chord	6/8	4	1	1/16			1/16	1	3145							401			
161	159	1863/4	1923/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16			1/16	1	3146							401			
161	159	466	481	0.25		1/4	1/4	Chord	6/8	4	1	1/16			1/16	1	3147							401			
161	159	1865/4	1925/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16			1/16	1	3148							401			
161	159	933/2	963/2	0.25		3/8	3/8	Chord	6/8	4	1	1/16			1/16	1	3149							401			
161	159	1867/4	1927/4	0.25		7/16	7/16	Chord	6/8	4	1	1/16			1/16	1	3150							401			
161	159	467	482	0.25		1/2	1/2	Chord	6/8	4	1	1/16			1/16	1	3151							401			
161	159	1869/4	1929/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16			1/16	1	3152							401			
161	159	935/2	965/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16			1/16	1	3153							401			
161	159	1871/4	1931/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16			1/16	1	3154										
162	160	468	483	0.0		0	0	Dynamic	6/8	1	1	0						f									
162	160	468	483	0.25		0	0	Chord	6/8	1	1	1/16			1/16	1	3155							402			
162	160	1873/4	1933/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	3156							402			
162	160	937/2	967/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	3157							402			
162	160	1875/4	1935/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	3158							402			
162	160	469	484	0.25		1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	3159							402			
162	160	1877/4	1937/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	3160										
162	160	939/2	969/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	3161							403			
162	160	1879/4	1939/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	3162							403			
162	160	470	485	0.25		1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	3163							403			
162	160	1881/4	1941/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	3164							403			
162	160	941/2	971/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	3165							403			
162	160	1883/4	1943/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	3166										
162	160	468	483	0.0		0	0	Dynamic	6/8	2	1	0						f									
162	160	468	483	0.25		0	0	Chord	6/8	2	1	1/16			1/16	1	3167							404			
162	160	1873/4	1933/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	3168							404			
162	160	937/2	967/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	3169							404			
162	160	1875/4	1935/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	3170							404			
162	160	469	484	0.25		1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	3171							404			
162	160	1877/4	1937/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	3172										
162	160	939/2	969/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	3173							405			
162	160	1879/4	1939/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	3174							405			
162	160	470	485	0.25		1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	3175							405			
162	160	1881/4	1941/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	3176							405			
162	160	941/2	971/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	3177							405			
162	160	1883/4	1943/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	3178										
162	160	468	483	0.0		0	0	Dynamic	6/8	3	1	0						f									
162	160	468	483	0.25		0	0	Chord	6/8	3	1	1/16			1/16	1	3179							406			
162	160	1873/4	1933/4	0.25		1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	3180							406			
162	160	937/2	967/2	0.25		1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	3181							406			
162	160	1875/4	1935/4	0.25		3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	3182										
162	160	469	484	0.25		1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	3183		articStaccatoAbove								
162	160	1877/4	1937/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	3184		articStaccatoAbove								
162	160	939/2	969/2	0.25		3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	3185										
162	160	1879/4	1939/4	0.25		7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	3186										
162	160	470	485	0.25		1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	3187										
162	160	1881/4	1941/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	3188										
162	160	941/2	971/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	3189										
162	160	1883/4	1943/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	3190										
162	160	468	483	0.0		0	0	Dynamic	6/8	4	1	0						f									
162	160	468	483	0.25		0	0	Chord	6/8	4	1	1/16			1/16	1	3191							407			
162	160	1873/4	1933/4	0.25		1/16	1/16	Chord	6/8	4	1	1/16			1/16	1	3192							407			
162	160	937/2	967/2	0.25		1/8	1/8	Chord	6/8	4	1	1/16			1/16	1	3193							407			
162	160	1875/4	1935/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16			1/16	1	3194										
