mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
86	78	671/3	764/3	0.3333333333333333		2/3	2/3	Chord	3/4	4	1	1/12		1/8	2/3	968								
87	79	224	255	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	969								
87	79	224	255	0.0		0	0	StaffText	3/4	2	1	0							<i>sempre</i>					
87	79	224	255	0.0		0	0	Dynamic	3/4	2	1	0					p							
87	79	224	255	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	970		articStaccatoBelow						
87	79	449/2	511/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	971		articStaccatoAbove						
87	79	225	256	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	972		articStaccatoAbove						
87	79	451/2	513/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	973		articStaccatoAbove						
87	79	226	257	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	974		articStaccatoAbove						
87	79	453/2	515/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	975		articStaccatoAbove						
87	79	224	255	0.0		0	0	StaffText	3/4	3	1	0							<i>sempre</i>					
87	79	224	255	0.0		0	0	Dynamic	3/4	3	1	0					p							
87	79	224	255	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	976		articStaccatoBelow						
87	79	225	256	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	977		articStaccatoAbove						
87	79	226	257	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	978		articStaccatoBelow						
87	79	224	255	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	979								
88	80	227	258	0.0		0	0	StaffText	3/4	2	1	0							<i>sempre staccato</i>					
88	80	227	258	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	980								
88	80	455/2	517/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	981								
88	80	228	259	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	982								
88	80	457/2	519/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	983								
88	80	229	260	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	984								
88	80	459/2	521/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	985								
88	80	227	258	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	986							133	
88	80	455/2	517/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	987								
88	80	228	259	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	988		articStaccatoAbove						
88	80	229	260	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	989		articStaccatoAbove						
89	81	230	261	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	990								
89	81	461/2	523/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	991								
89	81	231	262	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	992								
89	81	463/2	525/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	993								
89	81	232	263	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	994								
89	81	465/2	527/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	995								
89	81	230	261	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	996							134	
89	81	461/2	523/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	997								
89	81	231	262	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	998		articStaccatoAbove						
89	81	232	263	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	999		articStaccatoAbove						
90	82	233	264	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1000								
90	82	467/2	529/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1001								
90	82	234	265	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1002								
90	82	469/2	531/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1003								
90	82	235	266	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1004								
90	82	471/2	533/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1005								
90	82	233	264	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1006		articStaccatoAbove						
90	82	234	265	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1007		articStaccatoAbove						
90	82	235	266	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1008		articStaccatoAbove						
91	83	236	267	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1009		articStaccatoBelow						
91	83	473/2	535/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1010		articStaccatoBelow						
91	83	237	268	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1011		articStaccatoBelow						
91	83	475/2	537/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1012		articStaccatoBelow						
91	83	238	269	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1013		articStaccatoBelow						
91	83	477/2	539/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1014		articStaccatoBelow						
91	83	236	267	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1015							135	
91	83	238	269	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1016								
92	84	239	270	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1017		articStaccatoBelow						
92	84	479/2	541/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1018		articStaccatoBelow						
92	84	240	271	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1019		articStaccatoBelow						
92	84	481/2	543/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1020		articStaccatoBelow						
92	84	241	272	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1021		articStaccatoBelow						
92	84	483/2	545/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1022		articStaccatoBelow						
92	84	239	270	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1023							136	
92	84	241	272	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1024							136	
92	84	483/2	545/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1025								
93	85	242	273	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1026								
93	85	243	274	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1027								
93	85	244	275	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1028								
93	85	242	273	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1029		articStaccatoAbove						
93	85	485/2	547/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1030		articStaccatoAbove						
93	85	243	274	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1031		articStaccatoAbove						
93	85	487/2	549/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1032		articStaccatoAbove						
93	85	244	275	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1033		articStaccatoAbove						
93	85	489/2	551/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1034		articStaccatoAbove						
94	86	245	276	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1035							137	
94	86	491/2	553/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1036								
94	86	246	277	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1037								
94	86	247	278	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1038								
94	86	245	276	0.0		0	0	StaffText	3/4	3	1	0							<i>sempre staccato</i>					
94	86	245	276	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1039								
94	86	491/2	553/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1040								
94	86	246	277	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1041								
94	86	493/2	555/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1042								
94	86	247	278	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1043								
94	86	495/2	557/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1044								
95	87	248	279	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1045							138	
95	87	497/2	559/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1046								
95	87	249	280	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1047								
95	87	250	281	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1048								
95	87	248	279	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1049								
95	87	497/2	559/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1050								
95	87	249	280	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1051								
95	87	499/2	561/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1052								
95	87	250	281	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1053								
95	87	501/2	563/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1054								
96	88	251	282	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1055								
96	88	252	283	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1056								
96	88	253	284	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1057								
96	88	251	282	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1058								
96	88	503/2	565/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1059								
96	88	252	283	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1060								
96	88	505/2	567/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1061								
96	88	253	284	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1062								
96	88	507/2	569/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1063								
97	89	254	285	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1064							139	
97	89	256	287	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1065								
97	89	254	285	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1066								
97	89	509/2	571/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1067								
97	89	255	286	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1068								
97	89	511/2	573/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1069								
97	89	256	287	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1070								
97	89	513/2	575/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1071								
98	90	257	288	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1072							140	
98	90	259	290	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1073							140	
98	90	519/2	581/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1074								
98	90	257	288	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1075								
98	90	515/2	577/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1076								
98	90	258	289	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1077								
98	90	517/2	579/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1078								
98	90	259	290	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1079								
98	90	519/2	581/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1080								
99	91	521/2	583/2	0.0		1/8	1/8	Dynamic	3/4	1	1	0					p							
99	91	521/2	583/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1081		articStaccatoAbove						
99	91	261	292	0.0		1/4	1/4	StaffText	3/4	1	1	0							<i>cresc.</i>					
99	91	261	292	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1082		articStaccatoAbove						
99	91	523/2	585/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1083		articStaccatoAbove						
99	91	262	293	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1084		articStaccatoAbove						
99	91	525/2	587/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1085		articStaccatoAbove						
99	91	260	291	0.0		0	0	StaffText	3/4	2	1	0							<i>cresc.</i>					
99	91	260	291	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1086								
99	91	521/2	583/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1087		articStaccatoAbove						
99	91	261	292	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1088		articStaccatoAbove						
99	91	523/2	585/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1089		articStaccatoAbove						
99	91	262	293	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1090		articStaccatoAbove						
99	91	525/2	587/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1091		articStaccatoAbove						
99	91	260	291	0.0		0	0	StaffText	3/4	3	1	0							<i>cresc.</i>					
99	91	260	291	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1092								
99	91	521/2	583/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1093								
99	91	261	292	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1094								
99	91	262	293	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1095								
99	91	261	292	0.0		1/4	1/4	StaffText	3/4	4	1	0							<i>cresc.</i>					
99	91	261	292	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1096								
99	91	262	293	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1097								
100	92	263	294	0.0		0	0	StaffText	3/4	1	1	0							<i>sempre staccato</i>					
100	92	263	294	0.0		0	0	StaffText	3/4	1	1	0							<i>sempre staccato</i>					
100	92	263	294	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1098		articStaccatoAbove						
100	92	527/2	589/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1099		articStaccatoAbove						
100	92	264	295	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1100		articStaccatoAbove						
100	92	529/2	591/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1101		articStaccatoAbove						
100	92	265	296	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1102		articStaccatoAbove						
100	92	531/2	593/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1103		articStaccatoAbove						
100	92	263	294	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1104								
100	92	527/2	589/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1105								
100	92	264	295	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1106								
100	92	529/2	591/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1107								
100	92	265	296	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1108								
100	92	531/2	593/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1109								
100	92	263	294	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1110							141	
100	92	527/2	589/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1111								
100	92	264	295	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1112		articStaccatoBelow						
100	92	265	296	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1113								
100	92	263	294	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1114							142	
100	92	527/2	589/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1115								
100	92	264	295	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1116		articStaccatoAbove						
100	92	265	296	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1117								
101	93	266	297	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1118		articStaccatoAbove						
101	93	533/2	595/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1119		articStaccatoAbove						
101	93	267	298	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1120		articStaccatoAbove						
101	93	535/2	597/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1121		articStaccatoAbove						
101	93	268	299	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1122		articStaccatoAbove						
101	93	537/2	599/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1123		articStaccatoAbove						
101	93	266	297	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1124								
101	93	533/2	595/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1125								
101	93	267	298	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1126								
101	93	535/2	597/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1127								
101	93	268	299	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1128								
101	93	537/2	599/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1129								
101	93	266	297	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1130							143	
101	93	533/2	595/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1131								
101	93	267	298	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1132		articStaccatoAbove						
101	93	268	299	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1133		articStaccatoBelow						
101	93	266	297	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1134							144	
101	93	533/2	595/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1135								
101	93	267	298	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1136		articStaccatoAbove						
101	93	268	299	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1137		articStaccatoAbove						
102	94	269	300	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1138								
102	94	539/2	601/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1139								
102	94	270	301	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1140								
102	94	541/2	603/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1141								
102	94	271	302	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1142								
102	94	543/2	605/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1143								
102	94	269	300	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1144								
102	94	539/2	601/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1145								
102	94	270	301	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1146								
102	94	541/2	603/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1147								
102	94	271	302	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1148								
102	94	543/2	605/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1149								
102	94	269	300	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1150		articStaccatoBelow						
102	94	270	301	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1151		articStaccatoBelow						
102	94	271	302	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1152		articStaccatoBelow						
102	94	269	300	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1153		articStaccatoAbove						
102	94	270	301	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1154		articStaccatoAbove						
102	94	271	302	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1155		articStaccatoAbove						
103	95	272	303	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1156								
103	95	545/2	607/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1157								
103	95	273	304	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1158								
103	95	547/2	609/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1159								
103	95	274	305	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1160								
103	95	549/2	611/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1161								
103	95	272	303	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1162								
103	95	545/2	607/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1163								
103	95	273	304	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1164								
103	95	547/2	609/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1165								
103	95	274	305	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1166								
103	95	549/2	611/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1167								
103	95	272	303	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1168							145	
103	95	274	305	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1169								
103	95	272	303	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1170							146	
103	95	274	305	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1171								
104	96	275	306	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1172								
104	96	551/2	613/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1173								
104	96	276	307	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1174								
104	96	553/2	615/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1175								
104	96	277	308	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1176								
104	96	555/2	617/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1177								
104	96	275	306	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1178								
104	96	551/2	613/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1179								
104	96	276	307	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1180								
104	96	553/2	615/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1181								
104	96	277	308	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1182								
104	96	555/2	617/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1183								
104	96	275	306	0.0		0	0	Dynamic	3/4	3	1	0					sf							
104	96	275	306	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1184							147	
104	96	277	308	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1185							147	
104	96	555/2	617/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1186								
104	96	275	306	0.0		0	0	Dynamic	3/4	4	1	0					sf							
104	96	275	306	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1187							148	
104	96	277	308	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1188							148	
104	96	555/2	617/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1189								
105	97	278	309	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1190								
105	97	279	310	0.0		1/4	1/4	Dynamic	3/4	1	1	0					f							
105	97	279	310	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1191		articStaccatoAbove						
105	97	280	311	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1192		articStaccatoAbove						
105	97	278	309	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1193								
105	97	279	310	0.0		1/4	1/4	Dynamic	3/4	2	1	0					f							
105	97	279	310	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1194		articStaccatoAbove						
105	97	280	311	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1195		articStaccatoAbove						
105	97	278	309	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1196								
105	97	557/2	619/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1197		articStaccatoAbove						
105	97	279	310	0.0		1/4	1/4	Dynamic	3/4	3	1	0					f							
105	97	279	310	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1198		articStaccatoAbove						
105	97	559/2	621/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1199		articStaccatoAbove						
105	97	280	311	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1200		articStaccatoAbove						
105	97	561/2	623/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1201		articStaccatoAbove						
105	97	278	309	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1202								
105	97	557/2	619/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1203								
105	97	279	310	0.0		1/4	1/4	Dynamic	3/4	4	1	0					f							
105	97	279	310	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1204		articStaccatoAbove						
105	97	559/2	621/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1205		articStaccatoAbove						
105	97	280	311	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1206		articStaccatoAbove						
105	97	561/2	623/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1207		articStaccatoAbove						
106	98	281	312	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1208							149	
106	98	563/2	625/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1209								
106	98	282	313	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1210		articStaccatoAbove						
106	98	283	314	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1211		articStaccatoAbove						
106	98	281	312	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1212							150	
106	98	563/2	625/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1213								
106	98	282	313	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1214		articStaccatoAbove						
106	98	283	314	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1215		articStaccatoAbove						
106	98	281	312	0.0		0	0	StaffText	3/4	3	1	0							<i>sempre staccato</i>					
106	98	281	312	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1216								
106	98	563/2	625/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1217								
106	98	282	313	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1218								
106	98	565/2	627/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1219								
106	98	283	314	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1220								
106	98	567/2	629/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1221								
106	98	281	312	0.0		0	0	StaffText	3/4	4	1	0							<i>sempre staccato</i>					
106	98	281	312	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1222								
106	98	563/2	625/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1223								
106	98	282	313	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1224								
106	98	565/2	627/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1225								
106	98	283	314	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1226								
