mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
97	86	685/4	693/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1645										337			
97	86	1371/8	1387/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1646										337			
97	86	343/2	347/2	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1647													
97	86	341/2	345/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1648													
97	86	683/4	691/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1649													
97	86	171	173	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1650													
97	86	685/4	693/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1651													
97	86	343/2	347/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1652													
97	86	687/4	695/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1653													
97	86	172	174	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1654													
97	86	689/4	697/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1655													
98	87	345/2	349/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1656			ornamentTrill										
98	87	345/2	349/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1657										338			
98	87	173	175	0.375		1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	1658										338			
98	87	1387/8	1403/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1659													
98	87	347/2	351/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1660										339			
98	87	174	176	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1661													
98	87	345/2	349/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1662										340			
98	87	173	175	0.375		1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	1663										340			
98	87	1387/8	1403/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1664													
98	87	347/2	351/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1665										341			
98	87	174	176	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1666													
98	87	345/2	349/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1667													
98	87	691/4	699/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1668													
98	87	173	175	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1669													
98	87	693/4	701/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1670													
98	87	347/2	351/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1671													
98	87	695/4	703/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1672													
98	87	174	176	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1673													
98	87	697/4	705/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1674													
99	88		353/2	0.375	1	0	0	Chord	2/4	1	1	3/32		1/16	3/2	1675										342			
99	88		1415/8	0.0625	1	3/32	3/32	Chord	2/4	1	1	1/64		1/64	1	1676										342			
99	88		2831/16	0.0625	1	7/64	7/64	Chord	2/4	1	1	1/64		1/64	1	1677													
99	88		177	0.25	1	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1678			articStaccatoAbove										
99	88		709/4	0.25	1	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1679			articStaccatoAbove										
99	88		355/2	0.5	1	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1680			articStaccatoAbove										
99	88		353/2	0.0	1	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1681													
99	88		353/2	0.0	1	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1682													
99	88		353/2	0.0	1	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1683													
99	88		353/2	1.0	1	0	0	Chord	2/4	2	1	1/4		1/4	1	1684										343			
99	88		355/2	0.5	1	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1685													
99	88		178	0.5	1	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1686													
99	88		353/2	0.0	1	0	0	Chord	2/4	3	1	0	grace16	1/16	1	1687													
99	88		353/2	0.0	1	0	0	Chord	2/4	3	1	0	grace16	1/16	1	1688													
99	88		353/2	0.0	1	0	0	Chord	2/4	3	1	0	grace16	1/16	1	1689													
99	88		353/2	1.0	1	0	0	Chord	2/4	3	1	1/4		1/4	1	1690										344			
99	88		355/2	0.5	1	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1691													
99	88		178	0.5	1	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1692													
99	88		353/2	0.25	1	0	0	Chord	2/4	4	1	1/16		1/16	1	1693													
99	88		707/4	0.25	1	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1694													
99	88		177	0.25	1	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1695													
99	88		709/4	0.25	1	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1696													
99	88		355/2	0.125	1	1/4	1/4	Chord	2/4	4	1	1/32		1/32	1	1697										345			
99	88		1421/8	0.125	1	9/32	9/32	Chord	2/4	4	1	1/32		1/32	1	1698										345			
99	88		711/4	0.125	1	5/16	5/16	Chord	2/4	4	1	1/32		1/32	1	1699										345			
99	88		1423/8	0.125	1	11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	1700										345			
99	88		178	0.125	1	3/8	3/8	Chord	2/4	4	1	1/32		1/32	1	1701										345			
99	88		1425/8	0.125	1	13/32	13/32	Chord	2/4	4	1	1/32		1/32	1	1702										345			
99	88		713/4	0.125	1	7/16	7/16	Chord	2/4	4	1	1/32		1/32	1	1703										345			
99	88		1427/8	0.125	1	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	1704													
100	88	349/2	357/2	0.375	2	0	0	Chord	2/4	1	1	3/32		1/16	3/2	1705										346			
100	88	1399/8	1431/8	0.0625	2	3/32	3/32	Chord	2/4	1	1	1/64		1/64	1	1706										346			
100	88	2799/16	2863/16	0.0625	2	7/64	7/64	Chord	2/4	1	1	1/64		1/64	1	1707													
100	88	175	179	0.25	2	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1708			articStaccatoAbove										
100	88	701/4	717/4	0.25	2	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1709			articStaccatoAbove										
100	88	351/2	359/2	0.5	2	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1710			articStaccatoAbove										
100	88	349/2	357/2	0.0	2	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1711													
100	88	349/2	357/2	0.0	2	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1712													
100	88	349/2	357/2	0.0	2	0	0	Chord	2/4	2	1	0	grace16	1/16	1	1713													
100	88	349/2	357/2	1.0	2	0	0	Chord	2/4	2	1	1/4		1/4	1	1714										347			
100	88	351/2	359/2	0.5	2	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1715													
100	88	176	180	0.5	2	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1716													
100	88	349/2	357/2	0.0	2	0	0	Chord	2/4	3	1	0	grace16	1/16	1	1717													
100	88	349/2	357/2	0.0	2	0	0	Chord	2/4	3	1	0	grace16	1/16	1	1718													
100	88	349/2	357/2	0.0	2	0	0	Chord	2/4	3	1	0	grace16	1/16	1	1719													
100	88	349/2	357/2	1.0	2	0	0	Chord	2/4	3	1	1/4		1/4	1	1720										348			
100	88	351/2	359/2	0.5	2	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1721													
100	88	176	180	0.5	2	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1722													
100	88	349/2	357/2	0.25	2	0	0	Chord	2/4	4	1	1/16		1/16	1	1723													
100	88	699/4	715/4	0.25	2	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1724													
100	88	175	179	0.25	2	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1725													
100	88	701/4	717/4	0.25	2	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1726													
100	88	351/2	359/2	0.125	2	1/4	1/4	Chord	2/4	4	1	1/32		1/32	1	1727										349			
100	88	1405/8	1437/8	0.125	2	9/32	9/32	Chord	2/4	4	1	1/32		1/32	1	1728										349			
100	88	703/4	719/4	0.125	2	5/16	5/16	Chord	2/4	4	1	1/32		1/32	1	1729										349			
100	88	1407/8	1439/8	0.125	2	11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	1730										349			
100	88	176	180	0.125	2	3/8	3/8	Chord	2/4	4	1	1/32		1/32	1	1731										349			
100	88	1409/8	1441/8	0.125	2	13/32	13/32	Chord	2/4	4	1	1/32		1/32	1	1732										349			
100	88	705/4	721/4	0.125	2	7/16	7/16	Chord	2/4	4	1	1/32		1/32	1	1733										349			
100	88	1411/8	1443/8	0.125	2	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	1734													
101	89	353/2	361/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1735			ornamentTrill										
101	89	353/2	361/2	0.75		0	0	Chord	2/4	2	1	3/16		1/8	3/2	1736										350			
101	89	709/4	725/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1737										350			
101	89	1419/8	1451/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1738										350			
101	89	355/2	363/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1739			articStaccatoAbove										
101	89	711/4	727/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1740										351			
101	89	1423/8	1455/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1741										351			
101	89	178	182	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1742			articStaccatoAbove										
101	89	713/4	729/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1743										352			
101	89	1427/8	1459/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1744										352			
101	89	353/2	361/2	0.75		0	0	Chord	2/4	3	1	3/16		1/8	3/2	1745										353			
101	89	709/4	725/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1746										353			
101	89	1419/8	1451/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1747										353			
101	89	355/2	363/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1748			articStaccatoAbove										
101	89	711/4	727/4	0.125		5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	1749										354			
101	89	1423/8	1455/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	1750										354			
101	89	178	182	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1751			articStaccatoAbove										
101	89	713/4	729/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1752										355			
101	89	1427/8	1459/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1753										355			
101	89	353/2	361/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1754			articStaccatoBelow										
101	89	707/4	723/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1755			articStaccatoBelow										
101	89	177	181	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1756			articStaccatoBelow										
101	89	709/4	725/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1757			articStaccatoBelow										
101	89	355/2	363/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1758			articStaccatoBelow										
101	89	711/4	727/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1759			articStaccatoBelow										
101	89	178	182	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1760			articStaccatoBelow										
101	89	713/4	729/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1761			articStaccatoBelow										
102	90	357/2	365/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1762													
102	90	357/2	365/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1763			articStaccatoAbove										
102	90	715/4	731/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1764										356			
102	90	1431/8	1463/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1765										356			
102	90	179	183	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1766			articStaccatoAbove										
102	90	717/4	733/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1767										357			
102	90	1435/8	1467/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1768										357			
102	90	359/2	367/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1769			articStaccatoAbove										
102	90	357/2	365/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1770			articStaccatoAbove										
102	90	715/4	731/4	0.125		1/16	1/16	Chord	2/4	3	1	1/32		1/32	1	1771										358			
102	90	1431/8	1463/8	0.125		3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	1772										358			
102	90	179	183	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1773			articStaccatoAbove										
102	90	717/4	733/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1774										359			
102	90	1435/8	1467/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1775										359			
102	90	359/2	367/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1776			articStaccatoAbove										
102	90	357/2	365/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1777			articStaccatoBelow										
102	90	715/4	731/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1778			articStaccatoBelow										
102	90	179	183	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1779			articStaccatoBelow										
102	90	717/4	733/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1780			articStaccatoBelow										
102	90	359/2	367/2	0.125		1/4	1/4	Chord	2/4	4	1	1/32		1/32	1	1781										360			
102	90	1437/8	1469/8	0.125		9/32	9/32	Chord	2/4	4	1	1/32		1/32	1	1782										360			
102	90	719/4	735/4	0.125		5/16	5/16	Chord	2/4	4	1	1/32		1/32	1	1783										360			
102	90	1439/8	1471/8	0.125		11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	1784										360			
102	90	180	184	0.125		3/8	3/8	Chord	2/4	4	1	1/32		1/32	1	1785										360			
102	90	1441/8	1473/8	0.125		13/32	13/32	Chord	2/4	4	1	1/32		1/32	1	1786										360			
102	90	721/4	737/4	0.125		7/16	7/16	Chord	2/4	4	1	1/32		1/32	1	1787										360			
102	90	1443/8	1475/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	1788													
103	91	361/2	369/2	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	1789										361			
103	91	725/4	741/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1790										361			
103	91	1451/8	1483/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1791										361			
103	91	363/2	371/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1792			articStaccatoAbove										
103	91	727/4	743/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1793										362			
103	91	1455/8	1487/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1794										362			
103	91	182	186	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1795			articStaccatoAbove										
103	91	729/4	745/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1796										363			
103	91	1459/8	1491/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1797										363			
103	91	361/2	369/2	0.75		0	0	Chord	2/4	2	1	3/16		1/8	3/2	1798										364			
103	91	725/4	741/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1799										364			
103	91	1451/8	1483/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1800										364			
103	91	363/2	371/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1801			articStaccatoBelow										
103	91	727/4	743/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1802										365			
103	91	1455/8	1487/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1803										365			
103	91	182	186	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1804			articStaccatoBelow										
103	91	729/4	745/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1805										366			
103	91	1459/8	1491/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1806										366			
103	91	361/2	369/2	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1807			ornamentTrill										
103	91	361/2	369/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1808			ornamentTrill										
103	91	723/4	739/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1809			articStaccatoAbove										
103	91	181	185	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1810			articStaccatoAbove										
103	91	725/4	741/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1811			articStaccatoAbove										
103	91	363/2	371/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1812			articStaccatoAbove										
103	91	727/4	743/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1813			articStaccatoAbove										
103	91	182	186	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1814			articStaccatoAbove										
103	91	729/4	745/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1815			articStaccatoAbove										
104	92	365/2	373/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1816			articStaccatoAbove										
104	92	731/4	747/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1817										367			
104	92	1463/8	1495/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1818										367			
104	92	183	187	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1819			articStaccatoAbove										
104	92	733/4	749/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1820										368			
104	92	1467/8	1499/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1821										368			
104	92	367/2	375/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1822			articStaccatoAbove										
104	92	737/4	753/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1823													
104	92	365/2	373/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1824			articStaccatoBelow										
104	92	731/4	747/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1825										369			
104	92	1463/8	1495/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1826										369			
104	92	183	187	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1827			articStaccatoAbove										
104	92	733/4	749/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1828										370			
104	92	1467/8	1499/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1829										370			
104	92	367/2	375/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1830			articStaccatoAbove										
104	92	735/4	751/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1831										371			
104	92	1471/8	1503/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1832										371			
104	92	184	188	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1833			articStaccatoAbove										
104	92	737/4	753/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1834										372			
104	92	1475/8	1507/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1835										372			
104	92	365/2	373/2	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1836													
104	92	367/2	375/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1837													
104	92	735/4	751/4	0.125		5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	1838										373			
104	92	1471/8	1503/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	1839										373			
104	92	184	188	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1840			articStaccatoAbove										
104	92	737/4	753/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1841										374			
104	92	1475/8	1507/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1842										374			
104	92	365/2	373/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1843													
104	92	731/4	747/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1844													
104	92	183	187	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1845													
104	92	733/4	749/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1846													
104	92	367/2	375/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1847													
104	92	735/4	751/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1848													
104	92	184	188	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1849													
104	92	737/4	753/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1850													
105	93	369/2	377/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1851			ornamentTrill										
105	93	369/2	377/2	0.75		0	0	Chord	2/4	2	1	3/16		1/8	3/2	1852										372			
105	93	741/4	757/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1853										372			
105	93	1483/8	1515/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1854										372			
105	93	371/2	379/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1855			articStaccatoAbove										
105	93	743/4	759/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1856										375			
105	93	1487/8	1519/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1857										375			
105	93	186	190	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1858			articStaccatoAbove										
105	93	745/4	761/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1859										376			
105	93	1491/8	1523/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1860										376			
105	93	369/2	377/2	0.75		0	0	Chord	2/4	3	1	3/16		1/8	3/2	1861										374			
105	93	741/4	757/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1862										374			
105	93	1483/8	1515/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1863										374			
105	93	371/2	379/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1864			articStaccatoAbove										
105	93	743/4	759/4	0.125		5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	1865										377			
105	93	1487/8	1519/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	1866										377			
105	93	186	190	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1867			articStaccatoAbove										
105	93	745/4	761/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1868										378			
105	93	1491/8	1523/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1869										378			
105	93	369/2	377/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1870			articStaccatoBelow										
105	93	739/4	755/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1871			articStaccatoBelow										
105	93	185	189	0.0		1/8	1/8	Dynamic	2/4	4	1	0						sf											
105	93	185	189	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1872			articStaccatoBelow										
105	93	741/4	757/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1873			articStaccatoBelow										
105	93	371/2	379/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1874			articStaccatoBelow										
105	93	743/4	759/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1875			articStaccatoBelow										
105	93	186	190	0.0		3/8	3/8	Dynamic	2/4	4	1	0						sf											
105	93	186	190	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1876			articStaccatoBelow										
105	93	745/4	761/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1877			articStaccatoBelow										
106	94	373/2	381/2	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1878													
106	94	373/2	381/2	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1879										379			
106	94	373/2	381/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1880										379			
106	94	373/2	381/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1881			articStaccatoAbove										
106	94	747/4	763/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1882										380			
106	94	1495/8	1527/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1883										380			
106	94	187	191	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1884			articStaccatoAbove										
106	94	749/4	765/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1885										381			
106	94	1499/8	1531/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1886										381			
106	94	375/2	383/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1887													
106	94	373/2	381/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1888			articStaccatoAbove										
106	94	747/4	763/4	0.125		1/16	1/16	Chord	2/4	3	1	1/32		1/32	1	1889										382			
106	94	1495/8	1527/8	0.125		3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	1890										382			
106	94	187	191	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1891			articStaccatoBelow										
106	94	749/4	765/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1892										383			
106	94	1499/8	1531/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1893										383			
106	94	375/2	383/2	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1894													
106	94	373/2	381/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1895			articStaccatoBelow										
106	94	747/4	763/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1896			articStaccatoBelow										
106	94	187	191	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1897			articStaccatoBelow										
106	94	749/4	765/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1898			articStaccatoBelow										
106	94	375/2	383/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1899													
106	94	751/4	767/4	0.125		5/16	5/16	Chord	2/4	4	1	1/32		1/32	1	1900										384			
106	94	1503/8	1535/8	0.125		11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	1901										384			
106	94	188	192	0.125		3/8	3/8	Chord	2/4	4	1	1/32		1/32	1	1902										384			
106	94	1505/8	1537/8	0.125		13/32	13/32	Chord	2/4	4	1	1/32		1/32	1	1903										384			
106	94	753/4	769/4	0.125		7/16	7/16	Chord	2/4	4	1	1/32		1/32	1	1904										384			
