mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
81	72	287/2	291/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1392													
81	72	285/2	289/2	1.5		0	0	Chord	2/4	3	1	3/8		1/4	3/2	1393													
81	72	285/2	289/2	1.5		0	0	Chord	2/4	4	1	3/8		1/4	3/2	1394													
82	72	144	146	0.5		0	3/8	Chord	2/4	1	1	1/8		1/8	1	1395										280			
83	73	289/2	293/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1396										280			
83	73	289/2	293/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1397										281			
83	73	291/2	295/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1398										281			
83	73	146	148	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1399										281			
83	73	289/2	293/2	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1400										282			
83	73	289/2	293/2	2.0		0	0	Chord	2/4	3	2	1/2		1/2	1	1401													
83	73	289/2	293/2	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1402										283			
83	73	291/2	295/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1403										283			
83	73	146	148	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1404										283			
84	74	293/2	297/2	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1405													
84	74	148	150	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1406													
84	74	293/2	297/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1407										281			
84	74	147	149	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1408										281			
84	74	295/2	299/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1409													
84	74	293/2	297/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1410										282			
84	74	147	149	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1411										282			
84	74	295/2	299/2	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1412													
84	74	293/2	297/2	2.0		0	0	Chord	2/4	3	2	1/2		1/2	1	1413													
84	74	293/2	297/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1414										283			
84	74	147	149	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1415										283			
84	74	295/2	299/2	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1416													
85	75	297/2	301/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1417										284			
85	75	299/2	303/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1418										284			
85	75	150	152	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1419										284			
85	75	297/2	301/2	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1420										285			
85	75	297/2	301/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1421													
85	75	297/2	301/2	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1422										286			
85	75	299/2	303/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1423										286			
85	75	150	152	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1424										286			
85	75	297/2	301/2	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1425													
86	76	301/2	305/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1426										284			
86	76	151	153	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	1427										284			
86	76	152	154	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1428													
86	76	301/2	305/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1429										285			
86	76	151	153	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1430										285			
86	76	303/2	307/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1431													
86	76	301/2	305/2	2.0		0	0	Chord	2/4	2	2	1/2		1/2	1	1432													
86	76	301/2	305/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1433										286			
86	76	151	153	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1434										286			
86	76	303/2	307/2	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1435													
86	76	301/2	305/2	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1436													
87	77	305/2	309/2	0.0		0	0	StaffText	2/4	1	1	0								cresc.									
87	77	305/2	309/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1437										287			
87	77	307/2	311/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1438										287			
87	77	154	156	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1439													
87	77	305/2	309/2	0.0		0	0	StaffText	2/4	2	1	0								cresc.									
87	77	305/2	309/2	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1440										288			
87	77	154	156	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1441										288			
87	77	305/2	309/2	0.0		0	0	StaffText	2/4	3	1	0								cresc.									
87	77	305/2	309/2	1.5		0	0	Chord	2/4	3	1	3/8		1/4	3/2	1442										289			
87	77	154	156	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1443													
87	77	305/2	309/2	0.0		0	0	StaffText	2/4	4	1	0								cresc.									
87	77	305/2	309/2	1.5		0	0	Chord	2/4	4	1	3/8		1/4	3/2	1444										290			
87	77	154	156	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1445										290			
88	78	309/2	313/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1446										291			
88	78	155	157	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1447										291			
88	78	311/2	315/2	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1448										291			
88	78	309/2	313/2	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1449										288			
88	78	155	157	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1450										288			
88	78	311/2	315/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1451													
88	78	309/2	313/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1452										292			
88	78	155	157	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1453										292			
88	78	311/2	315/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1454										292			
88	78	156	158	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1455													
88	78	309/2	313/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1456										290			
88	78	155	157	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1457										290			
88	78	311/2	315/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1458										290			
88	78	156	158	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1459													
89	79	313/2	317/2	0.0		0	0	Dynamic	2/4	1	1	0						pp								291			
89	79	313/2	317/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1460										291			
89	79	315/2	319/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1461										291			
89	79	158	160	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1462													
89	79	313/2	317/2	0.0		0	0	Dynamic	2/4	2	1	0						pp											
89	79	313/2	317/2	1.5		0	0	Chord	2/4	2	1	3/8		1/4	3/2	1463													
89	79	158	160	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1464													
89	79	313/2	317/2	0.0		0	0	Dynamic	2/4	3	1	0						pp											
89	79	313/2	317/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1465										293			
89	79	157	159	1.0		1/8	1/8	Chord	2/4	3	1	1/4		1/4	1	1466													
89	79	158	160	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1467													
89	79	313/2	317/2	0.0		0	0	Dynamic	2/4	4	1	0						pp											
89	79	313/2	317/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1468										294			
89	79	157	159	1.0		1/8	1/8	Chord	2/4	4	1	1/4		1/4	1	1469													
89	79	158	160	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1470										295			
90	80	317/2	321/2	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1471										296			
90	80	319/2	323/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1472													
90	80	317/2	321/2	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1473										297			
90	80	319/2	323/2	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1474													
90	80	317/2	321/2	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1475										298			
90	80	319/2	323/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1476													
90	80	317/2	321/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1477										295			
90	80	159	161	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1478										295			
90	80	319/2	323/2	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1479													
91	80	160	162	0.0		0	3/8	StaffText	2/4	1	1	0								<b>Var. 5.</b>									
91	80	160	162	0.0		0	3/8	Dynamic	2/4	2	1	0						f											
91	80	160	162	0.5		0	3/8	Chord	2/4	2	1	1/8		1/8	1	1480													
91	80	160	162	0.0		0	3/8	StaffText	2/4	3	1	0								.									
91	80	160	162	0.0		0	3/8	Dynamic	2/4	3	1	0						f											
91	80	160	162	0.5		0	3/8	Chord	2/4	3	1	1/8		1/8	1	1481													
92	81	321/2	325/2	0.0		0	0	Dynamic	2/4	1	1	0						f											
92	81	321/2	325/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1482			ornamentTrill										
92	81	321/2	325/2	0.75		0	0	Chord	2/4	2	1	3/16		1/8	3/2	1483										299			
92	81	645/4	653/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1484										299			
92	81	1291/8	1307/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1485										299			
92	81	323/2	327/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1486			articStaccatoAbove										
92	81	647/4	655/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1487										300			
92	81	1295/8	1311/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1488										300			
92	81	162	164	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1489			articStaccatoAbove										
92	81	649/4	657/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1490										301			
92	81	1299/8	1315/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1491										301			
92	81	321/2	325/2	0.75		0	0	Chord	2/4	3	1	3/16		1/8	3/2	1492										302			
92	81	645/4	653/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1493										302			
92	81	1291/8	1307/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1494										302			
92	81	323/2	327/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1495			articStaccatoAbove										
92	81	647/4	655/4	0.125		5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	1496										303			
92	81	1295/8	1311/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	1497										303			
92	81	162	164	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1498			articStaccatoAbove										
92	81	649/4	657/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1499										304			
92	81	1299/8	1315/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1500										304			
92	81	321/2	325/2	0.0		0	0	Dynamic	2/4	4	1	0						f											
92	81	321/2	325/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1501			articStaccatoBelow										
92	81	643/4	651/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1502			articStaccatoBelow										
92	81	161	163	0.0		1/8	1/8	Dynamic	2/4	4	1	0						sf											
92	81	161	163	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1503			articStaccatoBelow										
92	81	645/4	653/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1504			articStaccatoBelow										
92	81	323/2	327/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1505			articStaccatoBelow										
92	81	647/4	655/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1506			articStaccatoBelow										
92	81	162	164	0.0		3/8	3/8	Dynamic	2/4	4	1	0						sf											
92	81	162	164	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1507			articStaccatoBelow										
92	81	649/4	657/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1508			articStaccatoBelow										
93	82	325/2	329/2	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1509													
93	82	325/2	329/2	0.0		0	0	Chord	2/4	1	1	0	grace16after	1/16	1	1510										305			
93	82	325/2	329/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1511										305			
93	82	325/2	329/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1512			articStaccatoAbove										
93	82	651/4	659/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1513										306			
93	82	1303/8	1319/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1514										306			
93	82	163	165	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1515			articStaccatoAbove										
93	82	653/4	661/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1516										307			
93	82	1307/8	1323/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1517										307			
93	82	327/2	331/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1518													
93	82	325/2	329/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1519			articStaccatoAbove										
93	82	651/4	659/4	0.125		1/16	1/16	Chord	2/4	3	1	1/32		1/32	1	1520										308			
93	82	1303/8	1319/8	0.125		3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	1521										308			
93	82	163	165	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1522			articStaccatoBelow										
93	82	653/4	661/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1523										309			
93	82	1307/8	1323/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1524										309			
93	82	327/2	331/2	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1525													
93	82	325/2	329/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1526			articStaccatoBelow										
93	82	651/4	659/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1527			articStaccatoBelow										
93	82	163	165	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1528			articStaccatoBelow										
93	82	653/4	661/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1529			articStaccatoBelow										
93	82	327/2	331/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1530													
93	82	655/4	663/4	0.125		5/16	5/16	Chord	2/4	4	1	1/32		1/32	1	1531										310			
93	82	1311/8	1327/8	0.125		11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	1532										310			
93	82	164	166	0.125		3/8	3/8	Chord	2/4	4	1	1/32		1/32	1	1533										310			
93	82	1313/8	1329/8	0.125		13/32	13/32	Chord	2/4	4	1	1/32		1/32	1	1534										310			
93	82	657/4	665/4	0.125		7/16	7/16	Chord	2/4	4	1	1/32		1/32	1	1535										310			
93	82	1315/8	1331/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	1536													
94	83	329/2	333/2	0.875		0	0	Chord	2/4	1	1	7/32		1/8	7/4	1537													
94	83	1323/8	1339/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1538										311			
94	83	331/2	335/2	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1539													
94	83	1327/8	1343/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1540										312			
94	83	166	168	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1541													
94	83	1331/8	1347/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1542										313			
94	83	329/2	333/2	0.75		0	0	Chord	2/4	2	1	3/16		1/8	3/2	1543										314			
94	83	661/4	669/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1544										314			
94	83	1323/8	1339/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1545										314			
94	83	331/2	335/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1546			articStaccatoBelow										
94	83	663/4	671/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1547										315			
94	83	1327/8	1343/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1548										315			
94	83	166	168	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1549			articStaccatoAbove										
94	83	665/4	673/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1550										316			
94	83	1331/8	1347/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1551										316			
94	83	329/2	333/2	0.75		0	0	Chord	2/4	3	1	3/16		1/8	3/2	1552										317			
94	83	661/4	669/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1553										317			
94	83	1323/8	1339/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1554										317			
94	83	331/2	335/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1555			articStaccatoBelow										
94	83	663/4	671/4	0.125		5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	1556										318			
94	83	1327/8	1343/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	1557										318			
94	83	166	168	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1558			articStaccatoBelow										
94	83	665/4	673/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1559										319			
94	83	1331/8	1347/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1560										319			
94	83	329/2	333/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1561			articStaccatoBelow										
94	83	659/4	667/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1562			articStaccatoBelow										
94	83	165	167	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1563			articStaccatoBelow										
94	83	661/4	669/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1564			articStaccatoBelow										
94	83	331/2	335/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1565													
94	83	663/4	671/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1566													
94	83	166	168	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1567													
94	83	665/4	673/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1568													
95	84	333/2	337/2	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1569													
95	84	1335/8	1351/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1570										320			
95	84	167	169	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1571													
95	84	1339/8	1355/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1572										321			
95	84	335/2	339/2	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1573													
95	84	333/2	337/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1574			articStaccatoAbove										
95	84	667/4	675/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1575										322			
95	84	1335/8	1351/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1576										322			
95	84	167	169	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1577			articStaccatoAbove										
95	84	669/4	677/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1578										323			
95	84	1339/8	1355/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1579										323			
95	84	335/2	339/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1580			articStaccatoAbove										
95	84	671/4	679/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1581										324			
95	84	1343/8	1359/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1582										324			
95	84	168	170	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1583			articStaccatoAbove										
95	84	673/4	681/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1584										325			
95	84	1347/8	1363/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1585										325			
95	84	333/2	337/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1586			articStaccatoAbove										
95	84	667/4	675/4	0.125		1/16	1/16	Chord	2/4	3	1	1/32		1/32	1	1587										326			
95	84	1335/8	1351/8	0.125		3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	1588										326			
95	84	167	169	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1589			articStaccatoAbove										
95	84	669/4	677/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1590										327			
95	84	1339/8	1355/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1591										327			
95	84	335/2	339/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1592			articStaccatoAbove										
95	84	671/4	679/4	0.125		5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	1593										328			
95	84	1343/8	1359/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	1594										328			
95	84	168	170	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1595			articStaccatoAbove										
95	84	673/4	681/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1596										329			
95	84	1347/8	1363/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1597										329			
95	84	333/2	337/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1598													
95	84	667/4	675/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1599													
95	84	167	169	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1600													
95	84	669/4	677/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1601													
95	84	335/2	339/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1602													
95	84	671/4	679/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1603													
95	84	168	170	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1604													
95	84	673/4	681/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1605													
96	85	337/2	341/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1606			ornamentTrill										
96	85	337/2	341/2	0.75		0	0	Chord	2/4	2	1	3/16		1/8	3/2	1607										325			
96	85	677/4	685/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1608										325			
96	85	1355/8	1371/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1609										325			
96	85	339/2	343/2	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1610			articStaccatoAbove										
96	85	679/4	687/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1611										330			
96	85	1359/8	1375/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1612										330			
96	85	170	172	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1613			articStaccatoAbove										
96	85	681/4	689/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1614										331			
96	85	1363/8	1379/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1615										331			
96	85	337/2	341/2	0.75		0	0	Chord	2/4	3	1	3/16		1/8	3/2	1616										329			
96	85	677/4	685/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1617										329			
96	85	1355/8	1371/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1618										329			
96	85	339/2	343/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1619			articStaccatoAbove										
96	85	679/4	687/4	0.125		5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	1620										332			
96	85	1359/8	1375/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	1621										332			
96	85	170	172	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1622			articStaccatoAbove										
96	85	681/4	689/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1623										333			
96	85	1363/8	1379/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1624										333			
96	85	337/2	341/2	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1625			articStaccatoBelow										
96	85	675/4	683/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1626			articStaccatoBelow										
96	85	169	171	0.0		1/8	1/8	Dynamic	2/4	4	1	0						sf											
96	85	169	171	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1627			articStaccatoBelow										
96	85	677/4	685/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1628			articStaccatoBelow										
96	85	339/2	343/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1629			articStaccatoBelow										
96	85	679/4	687/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1630			articStaccatoBelow										
96	85	170	172	0.0		3/8	3/8	Dynamic	2/4	4	1	0						sf											
96	85	170	172	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1631			articStaccatoBelow										
96	85	681/4	689/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1632			articStaccatoBelow										
97	86	341/2	345/2	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	1633													
97	86	341/2	345/2	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1634			articStaccatoAbove										
97	86	683/4	691/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1635										334			
97	86	1367/8	1383/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1636										334			
97	86	171	173	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1637			articStaccatoAbove										
97	86	685/4	693/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1638										335			
97	86	1371/8	1387/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1639										335			
97	86	343/2	347/2	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1640													
97	86	341/2	345/2	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1641			articStaccatoAbove										
97	86	683/4	691/4	0.125		1/16	1/16	Chord	2/4	3	1	1/32		1/32	1	1642										336			
97	86	1367/8	1383/8	0.125		3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	1643										336			
97	86	171	173	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1644			articStaccatoBelow										
