mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
76	76	303/2	303/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1357												
76	76	150	150	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1358									249			
76	76	601/4	601/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1359												
76	76	301/2	301/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1360												
76	76	603/4	603/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1361												
76	76	151	151	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1362												
76	76	605/4	605/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1363												
76	76	303/2	303/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1364												
76	76	607/4	607/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1365												
77	77	152	152	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1366									250			
77	77	611/4	611/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1367									250			
77	77	1223/8	1223/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1368												
77	77	153	153	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1369									251			
77	77	307/2	307/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1370												
77	77	152	152	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	1371									252			
77	77	611/4	611/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1372									252			
77	77	1223/8	1223/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1373												
77	77	153	153	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1374									253			
77	77	307/2	307/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1375												
77	77	152	152	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1376									254			
77	77	305/2	305/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1377									254			
77	77	153	153	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1378									254			
77	77	307/2	307/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1379												
77	77	152	152	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1380												
77	77	609/4	609/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1381												
77	77	305/2	305/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1382												
77	77	611/4	611/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1383												
77	77	153	153	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1384												
77	77	613/4	613/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1385												
77	77	307/2	307/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1386												
77	77	615/4	615/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1387												
78	78	154	154	0.0	0	0	StaffText	2/4	1	1	0							cresc.									
78	78	154	154	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1388									255			
78	78	619/4	619/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1389									255			
78	78	1239/8	1239/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1390												
78	78	155	155	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1391									256			
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1392												
78	78	154	154	0.0	0	0	StaffText	2/4	2	1	0							cresc.									
78	78	154	154	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	1393									257			
78	78	619/4	619/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1394									257			
78	78	1239/8	1239/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1395												
78	78	155	155	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1396									258			
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1397												
78	78	154	154	0.0	0	0	StaffText	2/4	3	1	0							cresc.									
78	78	154	154	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1398									259			
78	78	309/2	309/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1399									259			
78	78	155	155	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1400									259			
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1401												
78	78	154	154	0.0	0	0	StaffText	2/4	4	1	0							cresc.									
78	78	154	154	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1402									260			
78	78	617/4	617/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1403												
78	78	309/2	309/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1404												
78	78	619/4	619/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1405												
78	78	155	155	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1406												
78	78	621/4	621/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1407												
78	78	311/2	311/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1408												
78	78	623/4	623/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1409												
79	79	156	156	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1410									261			
79	79	627/4	627/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1411									261			
79	79	1255/8	1255/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1412												
79	79	157	157	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1413									262			
79	79	315/2	315/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1414		ornamentTrill										
79	79	156	156	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1415									263			
79	79	313/2	313/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1416									263			
79	79	157	157	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1417									263			
79	79	315/2	315/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1418												
79	79	156	156	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1419									264			
79	79	313/2	313/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1420									264			
79	79	157	157	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1421									264			
79	79	315/2	315/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1422												
79	79	156	156	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1423												
79	79	625/4	625/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1424												
79	79	313/2	313/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1425												
79	79	627/4	627/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1426												
79	79	157	157	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1427												
79	79	629/4	629/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1428												
79	79	315/2	315/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1429												
79	79	631/4	631/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1430												
80	80	158	158	0.0	0	0	Dynamic	2/4	1	1	0					p											
80	80	158	158	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1431									265			
80	80	1265/8	1265/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1432									265			
80	80	633/4	633/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1433									265			
80	80	1267/8	1267/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1434									265			
80	80	317/2	317/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1435									265			
80	80	1269/8	1269/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1436									265			
80	80	635/4	635/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1437									265			
80	80	1271/8	1271/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1438									265			
80	80	159	159	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1439									265			
80	80	1273/8	1273/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1440									265			
80	80	637/4	637/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1441									265			
80	80	1275/8	1275/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1442									265			
80	80	319/2	319/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1443									265			
80	80	1277/8	1277/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1444									265			
80	80	639/4	639/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1445									265			
80	80	1279/8	1279/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1446												
80	80	158	158	0.0	0	0	Dynamic	2/4	2	1	0					p											
80	80	158	158	0.0	0	0	Spanner	2/4	2	1	0														53		
80	80	158	158	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1447									266	53		
80	80	317/2	317/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1448									266	53		
80	80	159	159	0.0	1/4	1/4	Spanner	2/4	2	1	0													266			
80	80	159	159	0.0	1/4	1/4	Spanner	2/4	2	1	0													266		59	
80	80	159	159	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1449									266		59	
80	80	319/2	319/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1450											59	
80	80	158	158	0.0	0	0	Dynamic	2/4	3	1	0					p											
80	80	158	158	0.0	0	0	Spanner	2/4	3	1	0														54		
80	80	158	158	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1451									267	54		
80	80	317/2	317/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1452									267	54		
80	80	159	159	0.0	1/4	1/4	Spanner	2/4	3	1	0													267			
80	80	159	159	0.0	1/4	1/4	Spanner	2/4	3	1	0													267		60	
80	80	159	159	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1453									267		60	
80	80	319/2	319/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1454											60	
80	80	158	158	0.0	0	0	Dynamic	2/4	4	1	0					p											
80	80	158	158	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1455												
81	81	160	160	0.0	0	0	Spanner	2/4	1	1	0														55		
81	81	160	160	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1456									268	55		
81	81	321/2	321/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1457									268	55		
81	81	161	161	0.0	1/4	1/4	Spanner	2/4	1	1	0													268			
81	81	161	161	0.0	1/4	1/4	Spanner	2/4	1	1	0													268		61	
81	81	161	161	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1458									268		61	
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1459											61	
81	81	160	160	0.0	0	0	Spanner	2/4	2	1	0														56		
81	81	160	160	0.0	0	0	Spanner	2/4	2	1	0														56		
81	81	160	160	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1460									269	56		
81	81	321/2	321/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1461									269	56		
81	81	161	161	0.0	1/4	1/4	Spanner	2/4	2	1	0													269			
81	81	161	161	0.0	1/4	1/4	Spanner	2/4	2	1	0													269		62	
81	81	161	161	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1462									269		62	
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1463											62	
81	81	160	160	0.0	0	0	Spanner	2/4	3	1	0																
81	81	1281/8	1281/8	0.125	1/32	1/32	Chord	2/4	3	1	1/32		1/32	1	1464									270			
81	81	641/4	641/4	0.125	1/16	1/16	Chord	2/4	3	1	1/32		1/32	1	1465									270			
81	81	1283/8	1283/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	1466									270			
81	81	321/2	321/2	0.125	1/8	1/8	Chord	2/4	3	1	1/32		1/32	1	1467									270			
81	81	1285/8	1285/8	0.125	5/32	5/32	Chord	2/4	3	1	1/32		1/32	1	1468									270			
81	81	643/4	643/4	0.125	3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1469									270			
81	81	1287/8	1287/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1470									270			
81	81	161	161	0.125	1/4	1/4	Chord	2/4	3	1	1/32		1/32	1	1471									270			
81	81	1289/8	1289/8	0.125	9/32	9/32	Chord	2/4	3	1	1/32		1/32	1	1472									270			
81	81	645/4	645/4	0.125	5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	1473									270			
81	81	1291/8	1291/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	1474									270			
81	81	323/2	323/2	0.125	3/8	3/8	Chord	2/4	3	1	1/32		1/32	1	1475									270			
81	81	1293/8	1293/8	0.125	13/32	13/32	Chord	2/4	3	1	1/32		1/32	1	1476									270			
81	81	647/4	647/4	0.125	7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1477									270			
81	81	1295/8	1295/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1478												
81	81	160	160	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1479												
81	81	641/4	641/4	0.5	1/16	1/16	Chord	2/4	4	1	1/8		1/8	1	1480												
81	81	643/4	643/4	0.5	3/16	3/16	Chord	2/4	4	1	1/8		1/8	1	1481												
81	81	645/4	645/4	0.5	5/16	5/16	Chord	2/4	4	1	1/8		1/8	1	1482												
81	81	647/4	647/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1483												
82	82	162	162	0.0	0	0	Spanner	2/4	1	1	0																
82	82	162	162	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1484		articStaccatoAbove							271			
82	82	1297/8	1297/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1485									271			
82	82	649/4	649/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1486									271			
82	82	1299/8	1299/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1487									271			
82	82	325/2	325/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1488									271			
82	82	1301/8	1301/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1489									271			
82	82	651/4	651/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1490									271			
82	82	1303/8	1303/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1491									271			
82	82	163	163	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1492									271			
82	82	1305/8	1305/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1493									271			
82	82	653/4	653/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1494									271			
82	82	1307/8	1307/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1495									271			
82	82	327/2	327/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1496									271			
82	82	1309/8	1309/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1497									271			
82	82	655/4	655/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1498									271			
82	82	1311/8	1311/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1499												
82	82	162	162	0.0	0	0	Spanner	2/4	2	1	0																
82	82	162	162	0.0	0	0	Spanner	2/4	2	1	0														57		
82	82	162	162	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1500									272	57		
82	82	325/2	325/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1501									272	57		
82	82	163	163	0.0	1/4	1/4	Spanner	2/4	2	1	0													272			
82	82	163	163	0.0	1/4	1/4	Spanner	2/4	2	1	0													272		63	
82	82	163	163	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1502									272		63	
82	82	327/2	327/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1503											63	
82	82	162	162	0.0	0	0	Spanner	2/4	3	1	0														58		
82	82	162	162	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1504										58		
82	82	325/2	325/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1505									273	58		
82	82	163	163	0.0	1/4	1/4	Spanner	2/4	3	1	0													273			
82	82	163	163	0.0	1/4	1/4	Spanner	2/4	3	1	0													273		64	
82	82	163	163	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1506									273		64	
82	82	327/2	327/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1507											64	
82	82	162	162	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1508												
83	83	164	164	0.0	0	0	Spanner	2/4	1	1	0														59		
83	83	164	164	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1509									274	59		
83	83	329/2	329/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1510									274	59		
83	83	165	165	0.0	1/4	1/4	Spanner	2/4	1	1	0													274			
83	83	165	165	0.0	1/4	1/4	Spanner	2/4	1	1	0													274		65	
83	83	165	165	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1511									274		65	
83	83	331/2	331/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1512											65	
83	83	164	164	0.0	0	0	Spanner	2/4	2	1	0																
83	83	164	164	0.0	0	0	Spanner	2/4	2	1	0														60		
83	83	164	164	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1513									275	60		
83	83	329/2	329/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1514									275	60		
83	83	165	165	0.0	1/4	1/4	Spanner	2/4	2	1	0													275			
83	83	165	165	0.0	1/4	1/4	Spanner	2/4	2	1	0													275		66	
83	83	165	165	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1515									275		66	
83	83	331/2	331/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1516											66	
83	83	164	164	0.0	0	0	Spanner	2/4	3	1	0																
83	83	1313/8	1313/8	0.125	1/32	1/32	Chord	2/4	3	1	1/32		1/32	1	1517									276			
83	83	657/4	657/4	0.125	1/16	1/16	Chord	2/4	3	1	1/32		1/32	1	1518									276			
83	83	1315/8	1315/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	1519									276			
83	83	329/2	329/2	0.125	1/8	1/8	Chord	2/4	3	1	1/32		1/32	1	1520									276			
83	83	1317/8	1317/8	0.125	5/32	5/32	Chord	2/4	3	1	1/32		1/32	1	1521									276			
83	83	659/4	659/4	0.125	3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1522									276			
83	83	1319/8	1319/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1523									276			
83	83	165	165	0.125	1/4	1/4	Chord	2/4	3	1	1/32		1/32	1	1524									276			
83	83	1321/8	1321/8	0.125	9/32	9/32	Chord	2/4	3	1	1/32		1/32	1	1525									276			
83	83	661/4	661/4	0.125	5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	1526									276			
83	83	1323/8	1323/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	1527									276			
83	83	331/2	331/2	0.125	3/8	3/8	Chord	2/4	3	1	1/32		1/32	1	1528									276			
83	83	1325/8	1325/8	0.125	13/32	13/32	Chord	2/4	3	1	1/32		1/32	1	1529									276			
83	83	663/4	663/4	0.125	7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1530									276			
83	83	1327/8	1327/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1531												
83	83	164	164	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1532												
83	83	657/4	657/4	0.5	1/16	1/16	Chord	2/4	4	1	1/8		1/8	1	1533												
83	83	659/4	659/4	0.5	3/16	3/16	Chord	2/4	4	1	1/8		1/8	1	1534												
83	83	661/4	661/4	0.5	5/16	5/16	Chord	2/4	4	1	1/8		1/8	1	1535												
83	83	663/4	663/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1536												
84	84	166	166	0.0	0	0	Spanner	2/4	1	1	0																
84	84	166	166	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	1537		articStaccatoAbove							277			
84	84	1329/8	1329/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1538									277			
84	84	665/4	665/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1539									277			
84	84	1331/8	1331/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1540									277			
84	84	333/2	333/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1541									277			
84	84	1333/8	1333/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1542									277			
84	84	667/4	667/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1543									277			
84	84	1335/8	1335/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1544									277			
84	84	167	167	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1545									277			
84	84	1337/8	1337/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1546									277			
84	84	669/4	669/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1547									277			
84	84	1339/8	1339/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1548									277			
84	84	335/2	335/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1549									277			
84	84	1341/8	1341/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1550									277			
84	84	671/4	671/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1551									277			
84	84	1343/8	1343/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1552												
84	84	166	166	0.0	0	0	Spanner	2/4	2	1	0																
84	84	166	166	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1553		articStaccatoAbove										
84	84	333/2	333/2	0.0	1/8	1/8	Spanner	2/4	2	1	0														61		
84	84	333/2	333/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1554		articStaccatoAbove							278	61		
84	84	167	167	0.0	1/4	1/4	Spanner	2/4	2	1	0													278	61	67	
84	84	167	167	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1555									278	61	67	
84	84	335/2	335/2	0.0	3/8	3/8	Spanner	2/4	2	1	0															67	
84	84	335/2	335/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1556											67	
84	84	166	166	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1557												
84	84	333/2	333/2	0.0	1/8	1/8	Spanner	2/4	3	1	0														62		
84	84	333/2	333/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1558									279	62		
84	84	167	167	0.0	1/4	1/4	Spanner	2/4	3	1	0													279	62	68	
84	84	167	167	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1559									279	62	68	
84	84	335/2	335/2	0.0	3/8	3/8	Spanner	2/4	3	1	0															68	
84	84	335/2	335/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1560											68	
84	84	166	166	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1561												
85	85	168	168	0.0	0	0	Spanner	2/4	1	1	0														63		
85	85	168	168	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1562									280	63		
85	85	337/2	337/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1563									280	63		
85	85	169	169	0.0	1/4	1/4	Spanner	2/4	1	1	0													280			
85	85	169	169	0.0	1/4	1/4	Spanner	2/4	1	1	0													280		69	
85	85	169	169	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1564									280		69	
85	85	339/2	339/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1565											69	
85	85	168	168	0.0	0	0	Spanner	2/4	2	1	0																
85	85	168	168	0.0	0	0	Spanner	2/4	2	1	0														64		
85	85	168	168	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1566									281	64		
85	85	337/2	337/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1567									281	64		
85	85	169	169	0.0	1/4	1/4	Spanner	2/4	2	1	0													281			
85	85	169	169	0.0	1/4	1/4	Spanner	2/4	2	1	0													281		70	
85	85	169	169	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1568									281		70	
85	85	339/2	339/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1569											70	
85	85	168	168	0.0	0	0	Spanner	2/4	3	1	0																
85	85	1345/8	1345/8	0.125	1/32	1/32	Chord	2/4	3	1	1/32		1/32	1	1570									282			
85	85	673/4	673/4	0.125	1/16	1/16	Chord	2/4	3	1	1/32		1/32	1	1571									282			
85	85	1347/8	1347/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	1572									282			
85	85	337/2	337/2	0.125	1/8	1/8	Chord	2/4	3	1	1/32		1/32	1	1573									282			
85	85	1349/8	1349/8	0.125	5/32	5/32	Chord	2/4	3	1	1/32		1/32	1	1574									282			
85	85	675/4	675/4	0.125	3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1575									282			
85	85	1351/8	1351/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1576									282			
85	85	169	169	0.125	1/4	1/4	Chord	2/4	3	1	1/32		1/32	1	1577									282			
85	85	1353/8	1353/8	0.125	9/32	9/32	Chord	2/4	3	1	1/32		1/32	1	1578									282			
85	85	677/4	677/4	0.125	5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	1579									282			
85	85	1355/8	1355/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	1580									282			
85	85	339/2	339/2	0.125	3/8	3/8	Chord	2/4	3	1	1/32		1/32	1	1581									282			
85	85	1357/8	1357/8	0.125	13/32	13/32	Chord	2/4	3	1	1/32		1/32	1	1582									282			
85	85	679/4	679/4	0.125	7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1583									282			
85	85	1359/8	1359/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1584												
85	85	168	168	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1585												
85	85	673/4	673/4	0.5	1/16	1/16	Chord	2/4	4	1	1/8		1/8	1	1586												
85	85	675/4	675/4	0.5	3/16	3/16	Chord	2/4	4	1	1/8		1/8	1	1587												
85	85	677/4	677/4	0.5	5/16	5/16	Chord	2/4	4	1	1/8		1/8	1	1588												
85	85	679/4	679/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1589												
86	86	170	170	0.0	0	0	Spanner	2/4	1	1	0																
