mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur
71	65	195	199	0.0		3/8	3/8	Dynamic	3/4	2	1	0				sf			
71	65	195	199	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	995				
71	65	196	200	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	996				
71	65	387/2	395/2	0.0		0	0	Dynamic	3/4	3	1	0				ff			
71	65	387/2	395/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	997				
71	65	194	198	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	998				
71	65	389/2	397/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	999				
71	65	387/2	395/2	0.0		0	0	Dynamic	3/4	4	1	0				ff			
71	65	387/2	395/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1000				
71	65	194	198	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	1001				
71	65	389/2	397/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1002				
72	66	393/2	401/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1003				
72	66	197	201	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1004		articStaccatoAbove		
72	66	395/2	403/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1005		articStaccatoAbove		
72	66	198	202	0.0		3/8	3/8	Dynamic	3/4	1	1	0				sf			
72	66	198	202	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	1006				
72	66	199	203	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1007				
72	66	393/2	401/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1008				
72	66	197	201	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1009		articStaccatoBelow		
72	66	395/2	403/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1010		articStaccatoBelow		
72	66	198	202	0.0		3/8	3/8	Dynamic	3/4	2	1	0				sf			
72	66	198	202	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	1011				
72	66	199	203	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1012				
72	66	393/2	401/2	0.0		0	0	Dynamic	3/4	3	1	0				ff			
72	66	393/2	401/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1013				
72	66	197	201	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1014				
72	66	395/2	403/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1015				
72	66	393/2	401/2	0.0		0	0	Dynamic	3/4	4	1	0				ff			
72	66	393/2	401/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1016				
72	66	197	201	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	1017				
72	66	395/2	403/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1018				
73	67	399/2	407/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1019				
73	67	200	204	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	1020		articStaccatoAbove		
73	67	401/2	409/2	0.0		1/4	1/4	StaffText	3/4	1	1	0						D.C. Scherzo	
73	67	401/2	409/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1021		articStaccatoAbove		
73	67	201	205	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	1022		articStaccatoAbove		
73	67	403/2	411/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1023		articStaccatoAbove		
73	67	202	206	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1024		articStaccatoAbove		
73	67	399/2	407/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1025				
73	67	200	204	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	1026		articStaccatoBelow		
73	67	401/2	409/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1027		articStaccatoBelow		
73	67	201	205	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	1028		articStaccatoBelow		
73	67	403/2	411/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1029		articStaccatoBelow		
73	67	202	206	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1030		articStaccatoBelow		
73	67	399/2	407/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1031				
73	67	200	204	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	1032				
73	67	401/2	409/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1033				
73	67	201	205	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	1034				
73	67	403/2	411/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1035				
73	67	202	206	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1036				
73	67	399/2	407/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1037				
73	67	200	204	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	1038				
73	67	401/2	409/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1039				
73	67	201	205	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	1040				
73	67	403/2	411/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1041				
73	67	202	206	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	1042				
74	68	405/2	413/2	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	1043				
74	68	405/2	413/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	1044				
74	68	405/2	413/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1045				
74	68	405/2	413/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1046				
