mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
170	166	498	498	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1204											
170	166	496	496	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1205									239		
170	166	497	497	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1206									239		
170	166	498	498	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1207											
171	167	499	499	0.0	0	0	Dynamic	3/4	1	1	0				sfp										
171	167	499	499	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	1208									241		
171	167	499	499	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	1209									242		
171	167	499	499	0.0	0	0	Dynamic	3/4	3	1	0				sfp										
171	167	499	499	0.0	0	0	Dynamic	3/4	3	1	0				sfp										
171	167	499	499	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	1210									243		
171	167	499	499	0.0	0	0	Dynamic	3/4	4	1	0				sfp										
171	167	499	499	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1211		articStaccatoBelow									
171	167	500	500	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1212		articStaccatoBelow									
171	167	501	501	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1213		articStaccatoBelow									
172	168	502	502	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1214											
172	168	502	502	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1215											
172	168	502	502	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1216											
172	168	502	502	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1217											
