mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
80	79	1919/12	1919/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	1976										
80	79	158	158	0.0	0	0	StaffText	2/4	3	1	0								<i>cresc.</i>							
80	79	158	158	0.0	0	0	StaffText	2/4	3	1	0								<i>cresc.</i>							
80	79	158	158	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	1977								347		
80	79	159	159	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1978								347		
80	79	319/2	319/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	1979										
80	79	158	158	0.0	0	0	StaffText	2/4	4	1	0								<i>cresc.</i>							
80	79	158	158	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	1980								348		
80	79	159	159	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	1981								348		
80	79	319/2	319/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1982										
81	80	160	160	0.0	0	0	Dynamic	2/4	1	1	0						p									
81	80	160	160	0.0	0	0	StaffText	2/4	1	1	0								<i>cresc.</i>							
81	80	160	160	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	1983								349		
81	80	643/4	643/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1984								349		
81	80	161	161	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1985								349		
81	80	323/2	323/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0						sfp									
81	80	323/2	323/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	1986										
81	80	160	160	0.0	0	0	Dynamic	2/4	2	1	0						p									
81	80	160	160	0.0	0	0	StaffText	2/4	2	1	0								<i>cresc.</i>							
81	80	160	160	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	1987								350		
81	80	1921/12	1921/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	1988								350		
81	80	961/6	961/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	1989								350		
81	80	641/4	641/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	1990								350		
81	80	481/3	481/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	1991								350		
81	80	1925/12	1925/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	1992								350		
81	80	321/2	321/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	1993								350		
81	80	1927/12	1927/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	1994								350		
81	80	482/3	482/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	1995								350		
81	80	643/4	643/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	1996								350		
81	80	965/6	965/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	1997								350		
81	80	1931/12	1931/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	1998										
81	80	161	161	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	1999								351		
81	80	1933/12	1933/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	2000								351		
81	80	967/6	967/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	2001								351		
81	80	645/4	645/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	2002								351		
81	80	484/3	484/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	2003								351		
81	80	1937/12	1937/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	2004										
81	80	323/2	323/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0						sfp									
81	80	323/2	323/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	2005								352		
81	80	1939/12	1939/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	2006								352		
81	80	485/3	485/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	2007								352		
81	80	647/4	647/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	2008								352		
81	80	971/6	971/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	2009								352		
81	80	1943/12	1943/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	2010										
81	80	160	160	0.0	0	0	StaffText	2/4	3	1	0								<i>cresc.</i>							
81	80	160	160	0.75	0	0	Chord	2/4	3	1	3/16			1/8	3/2	2011								353		
81	80	643/4	643/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	2012								353		
81	80	161	161	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2013								353		
81	80	323/2	323/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0						sfp									
81	80	323/2	323/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2014										
81	80	160	160	0.0	0	0	Dynamic	2/4	4	1	0						p									
81	80	160	160	0.0	0	0	Dynamic	2/4	4	1	0						p									
81	80	160	160	0.0	0	0	StaffText	2/4	4	1	0								<i>cresc.</i>							
81	80	160	160	0.75	0	0	Chord	2/4	4	1	3/16			1/8	3/2	2015								354		
81	80	643/4	643/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2016								354		
81	80	161	161	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2017								354		
81	80	323/2	323/2	0.0	3/8	3/8	Dynamic	2/4	4	1	0						sfp									
81	80	323/2	323/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2018										
82	81	162	162	0.0	0	0	StaffText	2/4	1	1	0								<i>cresc.</i>							
82	81	162	162	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	2019								355		
82	81	651/4	651/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	2020								355		
82	81	163	163	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2021								355		
82	81	327/2	327/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0						sfp									
82	81	327/2	327/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2022										
82	81	162	162	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	2023								356		
82	81	1945/12	1945/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	2024								356		
82	81	973/6	973/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	2025								356		
82	81	649/4	649/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	2026								356		
82	81	487/3	487/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	2027								356		
82	81	1949/12	1949/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	2028								356		
82	81	325/2	325/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	2029								356		
82	81	1951/12	1951/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	2030								356		
82	81	488/3	488/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	2031								356		
82	81	651/4	651/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	2032								356		
82	81	977/6	977/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	2033								356		
82	81	1955/12	1955/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	2034										
82	81	163	163	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	2035								357		
82	81	1957/12	1957/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	2036								357		
82	81	979/6	979/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	2037								357		
82	81	653/4	653/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	2038								357		
82	81	490/3	490/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	2039								357		
82	81	1961/12	1961/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	2040										
82	81	327/2	327/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0						sfp									
82	81	327/2	327/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	2041								358		
82	81	1963/12	1963/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	2042								358		
82	81	491/3	491/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	2043								358		
82	81	655/4	655/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	2044								358		
82	81	983/6	983/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	2045								358		
82	81	1967/12	1967/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	2046										
82	81	162	162	0.0	0	0	StaffText	2/4	3	1	0								<i>cresc.</i>							
82	81	162	162	0.0	0	0	StaffText	2/4	3	1	0								<i>cresc.</i>							
82	81	162	162	0.75	0	0	Chord	2/4	3	1	3/16			1/8	3/2	2047								359		
82	81	651/4	651/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	2048								359		
82	81	163	163	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2049								359		
82	81	327/2	327/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0						sfp									
82	81	327/2	327/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2050										
82	81	162	162	0.0	0	0	StaffText	2/4	4	1	0								<i>cresc.</i>							
82	81	162	162	0.75	0	0	Chord	2/4	4	1	3/16			1/8	3/2	2051								360		
82	81	651/4	651/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2052								360		
82	81	163	163	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2053								360		
82	81	327/2	327/2	0.0	3/8	3/8	Dynamic	2/4	4	1	0						sfp									
82	81	327/2	327/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2054										
83	82	164	164	0.0	0	0	StaffText	2/4	1	1	0								<i>dim.</i>							
83	82	164	164	0.08333333333333333	0	0	Chord	2/4	1	1	1/48			1/32	2/3	2055								361		
83	82	1969/12	1969/12	0.08333333333333333	1/48	1/48	Chord	2/4	1	1	1/48			1/32	2/3	2056								361		
83	82	985/6	985/6	0.08333333333333333	1/24	1/24	Chord	2/4	1	1	1/48			1/32	2/3	2057										
83	82	329/2	329/2	0.08333333333333333	1/8	1/8	Chord	2/4	1	1	1/48			1/32	2/3	2058								362		
83	82	1975/12	1975/12	0.08333333333333333	7/48	7/48	Chord	2/4	1	1	1/48			1/32	2/3	2059								362		
83	82	494/3	494/3	0.08333333333333333	1/6	1/6	Chord	2/4	1	1	1/48			1/32	2/3	2060										
83	82	165	165	0.08333333333333333	1/4	1/4	Chord	2/4	1	1	1/48			1/32	2/3	2061								363		
83	82	1981/12	1981/12	0.08333333333333333	13/48	13/48	Chord	2/4	1	1	1/48			1/32	2/3	2062								363		
83	82	991/6	991/6	0.08333333333333333	7/24	7/24	Chord	2/4	1	1	1/48			1/32	2/3	2063										
83	82	331/2	331/2	0.08333333333333333	3/8	3/8	Chord	2/4	1	1	1/48			1/32	2/3	2064								364		
83	82	1987/12	1987/12	0.08333333333333333	19/48	19/48	Chord	2/4	1	1	1/48			1/32	2/3	2065								364		
83	82	497/3	497/3	0.08333333333333333	5/12	5/12	Chord	2/4	1	1	1/48			1/32	2/3	2066										
83	82	164	164	0.0	0	0	StaffText	2/4	2	1	0								<i>dim.</i>							
83	82	164	164	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	2067								365		
83	82	1969/12	1969/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	2068								365		
83	82	985/6	985/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	2069								365		
83	82	657/4	657/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	2070								365		
83	82	493/3	493/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	2071								365		
83	82	1973/12	1973/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	2072										
83	82	329/2	329/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	2073								366		
83	82	1975/12	1975/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	2074								366		
83	82	494/3	494/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	2075								366		
83	82	659/4	659/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	2076								366		
83	82	989/6	989/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	2077								366		
83	82	1979/12	1979/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	2078										
83	82	165	165	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	2079								367		
83	82	1981/12	1981/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	2080								367		
83	82	991/6	991/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	2081								367		
83	82	661/4	661/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	2082								367		
83	82	496/3	496/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	2083								367		
83	82	1985/12	1985/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	2084										
83	82	331/2	331/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	2085								368		
83	82	1987/12	1987/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	2086								368		
83	82	497/3	497/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	2087								368		
83	82	663/4	663/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	2088								368		
83	82	995/6	995/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	2089								368		
83	82	1991/12	1991/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	2090										
83	82	164	164	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	2091										
83	82	657/4	657/4	0.0	1/16	1/16	Chord	2/4	3	1	0	grace32		1/32	1	2092										
83	82	657/4	657/4	0.1875	1/16	1/16	Chord	2/4	3	1	3/64			1/32	3/2	2093		articStaccatoBelow								
83	82	2631/16	2631/16	0.0625	7/64	7/64	Chord	2/4	3	1	1/64			1/64	1	2094		articStaccatoBelow								
83	82	329/2	329/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	2095										
83	82	659/4	659/4	0.0	3/16	3/16	Chord	2/4	3	1	0	grace16		1/16	1	2096										
83	82	659/4	659/4	0.1875	3/16	3/16	Chord	2/4	3	1	3/64			1/32	3/2	2097		articStaccatoBelow								
83	82	2639/16	2639/16	0.0625	15/64	15/64	Chord	2/4	3	1	1/64			1/64	1	2098		articStaccatoBelow								
83	82	165	165	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	2099										
83	82	661/4	661/4	0.0	5/16	5/16	Chord	2/4	3	1	0	grace32		1/32	1	2100										
83	82	661/4	661/4	0.1875	5/16	5/16	Chord	2/4	3	1	3/64			1/32	3/2	2101		articStaccatoBelow								
83	82	2647/16	2647/16	0.0625	23/64	23/64	Chord	2/4	3	1	1/64			1/64	1	2102		articStaccatoBelow								
83	82	331/2	331/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	2103										
83	82	663/4	663/4	0.0	7/16	7/16	Chord	2/4	3	1	0	grace16		1/16	1	2104										
83	82	663/4	663/4	0.1875	7/16	7/16	Chord	2/4	3	1	3/64			1/32	3/2	2105		articStaccatoBelow								
83	82	2655/16	2655/16	0.0625	31/64	31/64	Chord	2/4	3	1	1/64			1/64	1	2106		articStaccatoBelow								
83	82	164	164	0.0	0	0	StaffText	2/4	4	1	0								<i>dim.</i>							
83	82	164	164	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2107										
84	83	665/4	665/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0						pp									
84	83	665/4	665/4	0.08333333333333333	1/16	1/16	Chord	2/4	1	1	1/48			1/32	2/3	2108								369		
84	83	499/3	499/3	0.08333333333333333	1/12	1/12	Chord	2/4	1	1	1/48			1/32	2/3	2109								369		
84	83	1997/12	1997/12	0.08333333333333333	5/48	5/48	Chord	2/4	1	1	1/48			1/32	2/3	2110										
84	83	667/4	667/4	0.08333333333333333	3/16	3/16	Chord	2/4	1	1	1/48			1/32	2/3	2111								370		
84	83	1001/6	1001/6	0.08333333333333333	5/24	5/24	Chord	2/4	1	1	1/48			1/32	2/3	2112								370		
84	83	2003/12	2003/12	0.08333333333333333	11/48	11/48	Chord	2/4	1	1	1/48			1/32	2/3	2113										
84	83	669/4	669/4	0.08333333333333333	5/16	5/16	Chord	2/4	1	1	1/48			1/32	2/3	2114								371		
84	83	502/3	502/3	0.08333333333333333	1/3	1/3	Chord	2/4	1	1	1/48			1/32	2/3	2115								371		
84	83	2009/12	2009/12	0.08333333333333333	17/48	17/48	Chord	2/4	1	1	1/48			1/32	2/3	2116										
84	83	335/2	335/2	0.08333333333333333	3/8	3/8	Chord	2/4	1	1	1/48			1/32	2/3	2117								372		
84	83	2011/12	2011/12	0.08333333333333333	19/48	19/48	Chord	2/4	1	1	1/48			1/32	2/3	2118								372		
84	83	503/3	503/3	0.08333333333333333	5/12	5/12	Chord	2/4	1	1	1/48			1/32	2/3	2119								372		
84	83	671/4	671/4	0.08333333333333333	7/16	7/16	Chord	2/4	1	1	1/48			1/32	2/3	2120								372		
84	83	1007/6	1007/6	0.08333333333333333	11/24	11/24	Chord	2/4	1	1	1/48			1/32	2/3	2121								372		
84	83	2015/12	2015/12	0.08333333333333333	23/48	23/48	Chord	2/4	1	1	1/48			1/32	2/3	2122										
84	83	166	166	0.0	0	0	Dynamic	2/4	2	1	0						pp									
84	83	166	166	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	2123								373		
84	83	1993/12	1993/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	2124								373		
84	83	997/6	997/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	2125										
84	83	333/2	333/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	2126								374		
84	83	1999/12	1999/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	2127								374		
84	83	500/3	500/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	2128										
84	83	167	167	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	2129								375		
84	83	2005/12	2005/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	2130								375		
84	83	1003/6	1003/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	2131										
84	83	2011/12	2011/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	2132								376		
84	83	503/3	503/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	2133								376		
84	83	671/4	671/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	2134								376		
84	83	1007/6	1007/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	2135								376		
84	83	2015/12	2015/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	2136										
84	83	166	166	0.125	0	0	Chord	2/4	3	1	1/32			1/32	1	2137		articStaccatoBelow								
84	83	1329/8	1329/8	0.0	1/32	1/32	StaffText	2/4	3	1	0								<i>sempre stacc.</i>							
84	83	1329/8	1329/8	0.125	1/32	1/32	Chord	2/4	3	1	1/32			1/32	1	2138		articStaccatoBelow								
84	83	665/4	665/4	0.125	1/16	1/16	Chord	2/4	3	1	1/32			1/32	1	2139		articStaccatoBelow								
84	83	1331/8	1331/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32			1/32	1	2140		articStaccatoBelow								
84	83	333/2	333/2	0.125	1/8	1/8	Chord	2/4	3	1	1/32			1/32	1	2141										
84	83	1333/8	1333/8	0.125	5/32	5/32	Chord	2/4	3	1	1/32			1/32	1	2142										
84	83	667/4	667/4	0.125	3/16	3/16	Chord	2/4	3	1	1/32			1/32	1	2143										
84	83	1335/8	1335/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	2144										
84	83	167	167	1.0	1/4	1/4	Chord	2/4	3	1	1/4		r32	1/4	1	2145										
84	83	166	166	0.0	0	0	Dynamic	2/4	4	1	0						pp									
85	84	168	168	0.0	0	0	StaffText	2/4	1	1	0								<i>sotto voce.</i>							
85	84	168	168	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2146								377		
85	84	337/2	337/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	2147								377		
85	84	1351/8	1351/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2148								377		
85	84	169	169	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2149								377		
85	84	339/2	339/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2150										
85	84	168	168	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	2151								378		
85	84	2017/12	2017/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	2152								378		
85	84	1009/6	1009/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	2153								378		
85	84	673/4	673/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	2154								378		
85	84	505/3	505/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	2155								378		
85	84	2021/12	2021/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	2156										
85	84	337/2	337/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	2157								379		
85	84	2023/12	2023/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	2158								379		
85	84	506/3	506/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	2159								379		
85	84	675/4	675/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	2160								379		
85	84	1013/6	1013/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	2161								379		
85	84	2027/12	2027/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	2162										
85	84	169	169	0.08333333333333333	1/4	1/4	Chord	2/4	2	1	1/48			1/32	2/3	2163								380		
85	84	2029/12	2029/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	2164								380		
85	84	1015/6	1015/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	2165								380		
85	84	677/4	677/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	2166								380		
85	84	508/3	508/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	2167								380		
85	84	2033/12	2033/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	2168										
85	84	339/2	339/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	2169								381		
85	84	2035/12	2035/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	2170								381		
85	84	509/3	509/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	2171								381		
85	84	679/4	679/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	2172								381		
85	84	1019/6	1019/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	2173								381		
85	84	2039/12	2039/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	2174										
85	84	168	168	2.0	0	0	Chord	2/4	3	1	1/2		r32	1/2	1	2175										
85	84	168	168	0.0	0	0	StaffText	2/4	4	1	0								"<font size=""11""/>pizz."							
85	84	168	168	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2176										
85	84	337/2	337/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	2177										
85	84	169	169	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2178										
85	84	339/2	339/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2179										
86	85	170	170	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2180								382		
86	85	341/2	341/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16		1/16	1	2181								382		
86	85	341/2	341/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16		1/16	1	2182								382		
86	85	341/2	341/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16		1/16	1	2183								382		
86	85	341/2	341/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16		1/16	1	2184								382		
86	85	341/2	341/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	2185								382		
86	85	1367/8	1367/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2186										
86	85	171	171	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2187								383		
86	85	343/2	343/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2188								383		
86	85	170	170	0.08333333333333333	0	0	Chord	2/4	2	1	1/48			1/32	2/3	2189								384		
86	85	2041/12	2041/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	2190								384		
86	85	1021/6	1021/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	2191								384		
86	85	681/4	681/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	2192								384		
86	85	511/3	511/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	2193								384		
86	85	2045/12	2045/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	2194										
86	85	341/2	341/2	0.08333333333333333	1/8	1/8	Chord	2/4	2	1	1/48			1/32	2/3	2195								385		
86	85	2047/12	2047/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	2196								385		
86	85	512/3	512/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	2197								385		
