mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
158	157	630	650	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	1485		ornamentTrill		136	2	
158	157	628	648	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""10""/><i>ritar -</i>"			
158	157	628	648	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1486						
158	157	630	650	0.0		1/2	1/2	Spanner	4/4	2	1	0										3	
158	157	630	650	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	1487		ornamentTrill		137	3	
158	157	628	648	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""10""/><i>ritar -</i>"			
158	157	628	648	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1488						
158	157	630	650	0.0		1/2	1/2	Spanner	4/4	3	1	0										4	
158	157	630	650	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	1489		ornamentTrill		138	4	
158	157	628	648	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""10""/><i>ritar -</i>"			
158	157	628	648	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1490						
158	157	630	650	0.0		1/2	1/2	Spanner	4/4	4	1	0										5	
158	157	630	650	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1491					5	
159	158	632	652	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""10""/><i>- dando</i>"			
159	158	632	652	0.0		0	0	Spanner	4/4	1	1	0											
159	158	632	652	0.0		0	0	Spanner	4/4	1	1	0											6
159	158	632	652	0.0		0	0	Chord	4/4	1	1	0	grace16after		1/16	1	1492						6
159	158	632	652	0.0		0	0	Chord	4/4	1	1	0	grace16after		1/16	1	1493						6
159	158	632	652	4.0		0	0	Chord	4/4	1	1	1			1	1	1494						6
159	158	632	652	0.0		0	0	StaffText	4/4	2	1	0								"<i><font size=""10""/>- dando</i>"			
159	158	632	652	0.0		0	0	Spanner	4/4	2	1	0											
159	158	632	652	0.0		0	0	Spanner	4/4	2	1	0											7
159	158	632	652	0.0		0	0	Chord	4/4	2	1	0	grace16after		1/16	1	1495						7
159	158	632	652	0.0		0	0	Chord	4/4	2	1	0	grace16after		1/16	1	1496						7
159	158	632	652	4.0		0	0	Chord	4/4	2	1	1			1	1	1497						7
159	158	632	652	0.0		0	0	Spanner	4/4	3	1	0											
159	158	632	652	0.0		0	0	Spanner	4/4	3	1	0											8
159	158	632	652	0.0		0	0	Chord	4/4	3	1	0	grace16after		1/16	1	1498						8
159	158	632	652	0.0		0	0	Chord	4/4	3	1	0	grace16after		1/16	1	1499						8
159	158	632	652	4.0		0	0	Chord	4/4	3	1	1			1	1	1500						8
159	158	632	652	0.0		0	0	StaffText	4/4	4	1	0								"<i><font size=""10""/>- dando</i>"			
159	158	632	652	0.0		0	0	Spanner	4/4	4	1	0											
159	158	632	652	0.0		0	0	Spanner	4/4	4	1	0											9
159	158	632	652	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1501						9
159	158	634	654	0.0		1/2	1/2	Spanner	4/4	4	1	0											
159	158	634	654	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1502						
160	159	636	656	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>p</i></b>"			
160	159	636	656	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""10""/><i>cresc.</i>"			
160	159	636	656	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/>in tempo"			
160	159	636	656	0.0		0	0	Spanner	4/4	1	1	0											
160	159	636	656	4.0		0	0	Chord	4/4	1	1	1			1	1	1503						
160	159	636	656	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""12""/><b><i>p</i></b>"			
160	159	636	656	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""10""/><i>cresc.</i>"			
160	159	636	656	0.0		0	0	Spanner	4/4	2	1	0											
160	159	636	656	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1504				139		
160	159	637	657	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1505				139		
160	159	638	658	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1506				139		
160	159	639	659	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1507				139		
160	159	636	656	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><b><i>p</i></b>"			
160	159	636	656	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""10""/><i>cresc.</i>"			
160	159	636	656	0.0		0	0	Spanner	4/4	3	1	0											
160	159	636	656	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1508				140		
160	159	637	657	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1509				140		
160	159	638	658	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1510				140		
160	159	639	659	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1511				140		
160	159	636	656	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1512						
161	160	640	660	4.0		0	0	Chord	4/4	1	1	1			1	1	1513						
161	160	640	660	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1514				139		
161	160	641	661	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1515				139		
161	160	642	662	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1516				139		
161	160	643	663	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1517				139		
161	160	640	660	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1518				140		
161	160	641	661	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1519				140		
161	160	642	662	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1520				140		
161	160	643	663	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1521						
161	160	641	661	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1522				141		
161	160	642	662	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1523				141		
161	160	643	663	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1524						
162	161	644	664	4.0		0	0	Chord	4/4	1	1	1			1	1	1525						
162	161	644	664	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1526				139		
162	161	645	665	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1527						
162	161	644	664	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1528				142		
162	161	645	665	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1529				142		
162	161	646	666	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1530				142		
162	161	647	667	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1531				142		
162	161	644	664	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1532				143		
162	161	645	665	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1533				143		
162	161	646	666	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1534				143		
162	161	647	667	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1535				143		
163	162	648	668	4.0		0	0	Chord	4/4	1	1	1			1	1	1536						
163	162	649	669	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1537				144		
163	162	650	670	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1538				144		
163	162	651	671	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1539				144		
163	162	648	668	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1540				142		
163	162	649	669	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1541						
163	162	650	670	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1542				145		
163	162	651	671	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1543						
163	162	648	668	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1544				143		
163	162	649	669	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1545				143		
163	162	650	670	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1546				143		
163	162	651	671	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1547						
164	163	652	672	4.0		0	0	Chord	4/4	1	1	1			1	1	1548						
164	163	652	672	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1549				144		
164	163	653	673	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1550				144		
164	163	654	674	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1551				144		
164	163	655	675	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1552				144		
164	163	652	672	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1553				146		
164	163	653	673	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1554				146		
164	163	654	674	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1555				146		
164	163	655	675	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1556				146		
164	163	652	672	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1557				147		
164	163	653	673	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1558				147		
164	163	654	674	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1559				147		
164	163	655	675	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1560				147		
165	164	656	676	4.0		0	0	Chord	4/4	1	1	1			1	1	1561						
165	164	656	676	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	1562				144		
165	164	657	677	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1563				144		
165	164	658	678	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1564				144		
165	164	659	679	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1565						
165	164	656	676	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	1566				146		
165	164	657	677	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1567				146		
165	164	658	678	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1568				146		
165	164	659	679	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1569						
165	164	656	676	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	1570				147		
165	164	657	677	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1571				147		
165	164	658	678	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1572				147		
165	164	659	679	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1573						
166	165	660	680	0.0		0	0	StaffText	3/2	1	1	0								"<font size=""12""/><b><i>ff</i></b>"			
166	165	660	680	0.0		0	0	StaffText	3/2	1	1	0								"<font size=""12""/><b>Grave ma non troppo tratto.</b>"			
166	165	660	680	2.0		0	0	Chord	3/2	1	1	1/2		r16	1/2	1	1574						
166	165	662	682	2.0		1/2	1/2	Chord	3/2	1	1	1/2		r16	1/2	1	1575						
166	165	664	684	2.0		1	1	Chord	3/2	1	1	1/2		r16	1/2	1	1576						
166	165	660	680	2.0		0	0	Chord	3/2	2	1	1/2		r16	1/2	1	1577						
166	165	662	682	2.0		1/2	1/2	Chord	3/2	2	1	1/2		r16	1/2	1	1578						
166	165	664	684	2.0		1	1	Chord	3/2	2	1	1/2		r16	1/2	1	1579						
166	165	660	680	0.0		0	0	StaffText	3/2	3	1	0								"<font size=""12""/><b><i>ff</i></b>"			
166	165	660	680	0.0		0	0	StaffText	3/2	3	1	0								"<font size=""12""/><b><i>ff</i></b>"			
166	165	660	680	1.5		0	0	Chord	3/2	3	1	3/8			1/4	3/2	1580						
166	165	1323/2	1363/2	0.5		3/8	3/8	Chord	3/2	3	1	1/8			1/8	1	1581		articStaccatoBelow				
166	165	662	682	2.0		1/2	1/2	Chord	3/2	3	1	1/2			1/2	1	1582						
166	165	664	684	2.0		1	1	Chord	3/2	3	1	1/2			1/2	1	1583						
166	165	660	680	0.0		0	0	StaffText	3/2	4	1	0								"<font size=""12""/><b><i>ff</i></b>"			
166	165	660	680	1.5		0	0	Chord	3/2	4	1	3/8			1/4	3/2	1584						
166	165	1323/2	1363/2	0.5		3/8	3/8	Chord	3/2	4	1	1/8			1/8	1	1585		articStaccatoBelow				
166	165	662	682	2.0		1/2	1/2	Chord	3/2	4	1	1/2			1/2	1	1586						
167	166	666	686	0.0		0	0	Spanner	3/2	1	1	0											10
167	166	666	686	2.0		0	0	Chord	3/2	1	1	1/2		r16	1/2	1	1587						10
167	166	668	688	2.0		1/2	1/2	Chord	3/2	1	1	1/2		r16	1/2	1	1588						10
167	166	670	690	2.0		1	1	Chord	3/2	1	1	1/2		r16	1/2	1	1589						10
167	166	666	686	0.0		0	0	Spanner	3/2	2	1	0											11
167	166	666	686	2.0		0	0	Chord	3/2	2	1	1/2		r16	1/2	1	1590						11
167	166	668	688	2.0		1/2	1/2	Chord	3/2	2	1	1/2		r16	1/2	1	1591						11
167	166	670	690	2.0		1	1	Chord	3/2	2	1	1/2		r16	1/2	1	1592						11
167	166	666	686	0.0		0	0	Spanner	3/2	3	1	0											12
167	166	666	686	0.5		0	0	Chord	3/2	3	1	1/8			1/8	1	1593						12
167	166	1333/2	1373/2	0.5		1/8	1/8	Chord	3/2	3	1	1/8			1/8	1	1594				148		12
167	166	667	687	0.5		1/4	1/4	Chord	3/2	3	1	1/8			1/8	1	1595				148		12
167	166	1335/2	1375/2	0.5		3/8	3/8	Chord	3/2	3	1	1/8			1/8	1	1596				148		12
167	166	668	688	0.5		1/2	1/2	Chord	3/2	3	1	1/8			1/8	1	1597				148		12
167	166	1337/2	1377/2	0.5		5/8	5/8	Chord	3/2	3	1	1/8			1/8	1	1598				148		12
167	166	669	689	0.5		3/4	3/4	Chord	3/2	3	1	1/8			1/8	1	1599				148		12
167	166	1339/2	1379/2	0.5		7/8	7/8	Chord	3/2	3	1	1/8			1/8	1	1600				148		12
167	166	670	690	0.5		1	1	Chord	3/2	3	1	1/8			1/8	1	1601				148		12
167	166	1341/2	1381/2	0.5		9/8	9/8	Chord	3/2	3	1	1/8			1/8	1	1602				148		12
167	166	671	691	0.5		5/4	5/4	Chord	3/2	3	1	1/8			1/8	1	1603				148		12
167	166	1343/2	1383/2	0.5		11/8	11/8	Chord	3/2	3	1	1/8			1/8	1	1604						12
168	167	672	692	0.0		0	0	StaffText	3/2	1	1	0								"<font size=""12""/><b><i>ff</i></b>"			
168	167	672	692	0.0		0	0	Spanner	3/2	1	1	0											
168	167	672	692	2.0		0	0	Chord	3/2	1	1	1/2		r16	1/2	1	1605						
168	167	674	694	2.0		1/2	1/2	Chord	3/2	1	1	1/2		r16	1/2	1	1606						
168	167	676	696	2.0		1	1	Chord	3/2	1	1	1/2		r16	1/2	1	1607						
168	167	672	692	0.0		0	0	Spanner	3/2	2	1	0											
168	167	672	692	2.0		0	0	Chord	3/2	2	1	1/2		r16	1/2	1	1608						
168	167	674	694	2.0		1/2	1/2	Chord	3/2	2	1	1/2		r16	1/2	1	1609						
168	167	676	696	2.0		1	1	Chord	3/2	2	1	1/2		r16	1/2	1	1610						
168	167	672	692	0.0		0	0	StaffText	3/2	3	1	0								"<font size=""12""/><b><i>ff</i></b>"			
168	167	672	692	0.0		0	0	Spanner	3/2	3	1	0											
168	167	672	692	1.5		0	0	Chord	3/2	3	1	3/8			1/4	3/2	1611						
168	167	1347/2	1387/2	0.5		3/8	3/8	Chord	3/2	3	1	1/8			1/8	1	1612		articStaccatoBelow				
168	167	674	694	2.0		1/2	1/2	Chord	3/2	3	1	1/2			1/2	1	1613						
168	167	672	692	0.0		0	0	StaffText	3/2	4	1	0								"<font size=""12""/><b><i>ff</i></b>"			
168	167	672	692	0.0		0	0	StaffText	3/2	4	1	0								"<font size=""12""/><b><i>sf</i></b>"			
168	167	672	692	1.5		0	0	Chord	3/2	4	1	3/8			1/4	3/2	1614						
168	167	1347/2	1387/2	0.5		3/8	3/8	Chord	3/2	4	1	1/8			1/8	1	1615						
168	167	674	694	2.0		1/2	1/2	Chord	3/2	4	1	1/2			1/2	1	1616						
168	167	676	696	2.0		1	1	Chord	3/2	4	1	1/2			1/2	1	1617						
169	168	678	698	0.0		0	0	Spanner	3/2	1	1	0											13
169	168	678	698	2.0		0	0	Chord	3/2	1	1	1/2		r16	1/2	1	1618						13
169	168	680	700	2.0		1/2	1/2	Chord	3/2	1	1	1/2		r16	1/2	1	1619						13
169	168	682	702	2.0		1	1	Chord	3/2	1	1	1/2		r16	1/2	1	1620						13
169	168	678	698	0.0		0	0	Spanner	3/2	2	1	0											14
169	168	678	698	2.0		0	0	Chord	3/2	2	1	1/2		r16	1/2	1	1621						14
169	168	680	700	2.0		1/2	1/2	Chord	3/2	2	1	1/2		r16	1/2	1	1622						14
169	168	682	702	2.0		1	1	Chord	3/2	2	1	1/2		r16	1/2	1	1623						14
169	168	682	702	0.0		1	1	Spanner	3/2	3	1	0											15
169	168	682	702	0.5		1	1	Chord	3/2	3	1	1/8			1/8	1	1624				149		15
169	168	1365/2	1405/2	0.5		9/8	9/8	Chord	3/2	3	1	1/8			1/8	1	1625				149		15
169	168	683	703	0.5		5/4	5/4	Chord	3/2	3	1	1/8			1/8	1	1626				149		15
169	168	1367/2	1407/2	0.5		11/8	11/8	Chord	3/2	3	1	1/8			1/8	1	1627						15
169	168	678	698	0.0		0	0	Spanner	3/2	4	1	0											16
169	168	678	698	0.5		0	0	Chord	3/2	4	1	1/8			1/8	1	1628				150		16
169	168	1357/2	1397/2	0.5		1/8	1/8	Chord	3/2	4	1	1/8			1/8	1	1629				150		16
169	168	679	699	0.5		1/4	1/4	Chord	3/2	4	1	1/8			1/8	1	1630				150		16
169	168	1359/2	1399/2	0.5		3/8	3/8	Chord	3/2	4	1	1/8			1/8	1	1631				150		16
169	168	680	700	0.5		1/2	1/2	Chord	3/2	4	1	1/8			1/8	1	1632				150		16
169	168	1361/2	1401/2	0.5		5/8	5/8	Chord	3/2	4	1	1/8			1/8	1	1633				150		16
169	168	681	701	0.5		3/4	3/4	Chord	3/2	4	1	1/8			1/8	1	1634				150		16
169	168	1363/2	1403/2	0.5		7/8	7/8	Chord	3/2	4	1	1/8			1/8	1	1635						16
169	168	682	702	0.0		1	1	Spanner	3/2	4	1	0											
169	168	682	702	1.0		1	1	Chord	3/2	4	1	1/4			1/4	1	1636						
170	169	684	704	0.0		0	0	StaffText	3/2	1	1	0								"<font size=""12""/><b><i>f</i></b>"			
170	169	684	704	0.0		0	0	Spanner	3/2	1	1	0											
170	169	684	704	2.0		0	0	Chord	3/2	1	1	1/2		r16	1/2	1	1637						
170	169	686	706	2.0		1/2	1/2	Chord	3/2	1	1	1/2		r16	1/2	1	1638						
170	169	688	708	0.0		1	1	Spanner	3/2	1	1	0											17
170	169	688	708	2.0		1	1	Chord	3/2	1	1	1/2		r16	1/2	1	1639						17
170	169	684	704	0.0		0	0	StaffText	3/2	2	1	0								"<font size=""12""/><b><i>f</i></b>"			
170	169	684	704	0.0		0	0	Spanner	3/2	2	1	0											
170	169	684	704	2.0		0	0	Chord	3/2	2	1	1/2		r16	1/2	1	1640						
170	169	686	706	2.0		1/2	1/2	Chord	3/2	2	1	1/2		r16	1/2	1	1641						
170	169	688	708	0.0		1	1	Spanner	3/2	2	1	0											18
170	169	688	708	2.0		1	1	Chord	3/2	2	1	1/2		r16	1/2	1	1642						18
170	169	684	704	0.0		0	0	StaffText	3/2	3	1	0								"<font size=""12""/><b><i>f</i></b>"			
170	169	684	704	0.0		0	0	Spanner	3/2	3	1	0											
170	169	684	704	1.5		0	0	Chord	3/2	3	1	3/8			1/4	3/2	1643						
170	169	1371/2	1411/2	0.5		3/8	3/8	Chord	3/2	3	1	1/8			1/8	1	1644		articStaccatoBelow				
170	169	686	706	2.0		1/2	1/2	Chord	3/2	3	1	1/2			1/2	1	1645						
170	169	684	704	0.0		0	0	StaffText	3/2	4	1	0								"<font size=""12""/><b><i>f</i></b>"			
170	169	684	704	1.5		0	0	Chord	3/2	4	1	3/8			1/4	3/2	1646						
170	169	1371/2	1411/2	0.5		3/8	3/8	Chord	3/2	4	1	1/8			1/8	1	1647		articStaccatoBelow				
170	169	686	706	2.0		1/2	1/2	Chord	3/2	4	1	1/2			1/2	1	1648						
171	170	690	710	0.0		0	0	StaffText	3/2	1	1	0								"<font size=""12""/><b><i>f</i></b>"			
171	170	690	710	0.0		0	0	Spanner	3/2	1	1	0											
171	170	690	710	2.0		0	0	Chord	3/2	1	1	1/2		r16	1/2	1	1649						
171	170	692	712	2.0		1/2	1/2	Chord	3/2	1	1	1/2		r16	1/2	1	1650						
171	170	694	714	1.0		1	1	Chord	3/2	1	1	1/4			1/4	1	1651						
171	170	690	710	0.0		0	0	StaffText	3/2	2	1	0								"<font size=""12""/><b><i>f</i></b>"			
171	170	690	710	0.0		0	0	Spanner	3/2	2	1	0											
171	170	690	710	2.0		0	0	Chord	3/2	2	1	1/2		r16	1/2	1	1652						
171	170	692	712	2.0		1/2	1/2	Chord	3/2	2	1	1/2		r16	1/2	1	1653						
171	170	694	714	1.0		1	1	Chord	3/2	2	1	1/4			1/4	1	1654						
171	170	690	710	2.0		0	0	Chord	3/2	3	1	1/2		r16	1/2	1	1655						
171	170	692	712	1.0		1/2	1/2	Chord	3/2	3	1	1/4			1/4	1	1656						
171	170	690	710	0.0		0	0	StaffText	3/2	4	1	0								"<font size=""12""/><b><i>f</i></b>"			
171	170	690	710	2.0		0	0	Chord	3/2	4	1	1/2		r16	1/2	1	1657						
171	170	692	712	1.0		1/2	1/2	Chord	3/2	4	1	1/4			1/4	1	1658						
172	171	698	718	2.0		1/2	1/2	Chord	3/2	1	1	1/2			1/2	1	1659						
172	171	700	720	1.0		1	1	Chord	3/2	1	1	1/4			1/4	1	1660						
172	171	698	718	2.0		1/2	1/2	Chord	3/2	2	1	1/2			1/2	1	1661						
172	171	700	720	1.0		1	1	Chord	3/2	2	1	1/4			1/4	1	1662						
172	171	696	716	2.0		0	0	Chord	3/2	3	1	1/2			1/2	1	1663						
172	171	698	718	1.0		1/2	1/2	Chord	3/2	3	1	1/4			1/4	1	1664						
172	171	696	716	0.0		0	0	StaffText	3/2	4	1	0								"<font size=""12""/><b><i>f</i></b>"			
172	171	696	716	0.0		0	0	StaffText	3/2	4	1	0								"<font size=""12""/><b><i>f</i></b>"			
172	171	696	716	2.0		0	0	Chord	3/2	4	1	1/2			1/2	1	1665						
172	171	698	718	1.0		1/2	1/2	Chord	3/2	4	1	1/4			1/4	1	1666						
173	172	704	724	2.0		1/2	1/2	Chord	3/2	1	1	1/2		r16	1/2	1	1667						
173	172	706	726	1.0		1	1	Chord	3/2	1	1	1/4			1/4	1	1668						
173	172	702	722	0.0		0	0	StaffText	3/2	2	1	0								"<font size=""10""/><i>dim.</i>"			
173	172	704	724	2.0		1/2	1/2	Chord	3/2	2	1	1/2		r16	1/2	1	1669						
173	172	706	726	1.0		1	1	Chord	3/2	2	1	1/4			1/4	1	1670						
173	172	702	722	2.0		0	0	Chord	3/2	3	1	1/2		r16	1/2	1	1671						
173	172	704	724	1.0		1/2	1/2	Chord	3/2	3	1	1/4			1/4	1	1672						
173	172	702	722	0.0		0	0	StaffText	3/2	4	1	0								"<font size=""10""/><i>dim.</i>"			
173	172	702	722	2.0		0	0	Chord	3/2	4	1	1/2		r16	1/2	1	1673						
173	172	704	724	1.0		1/2	1/2	Chord	3/2	4	1	1/4			1/4	1	1674						
174	173	710	730	2.0		1/2	1/2	Chord	3/2	1	1	1/2		r16	1/2	1	1675						
174	173	712	732	1.0		1	1	Chord	3/2	1	1	1/4			1/4	1	1676						
174	173	713	733	1.0		5/4	5/4	Chord	3/2	1	1	1/4			1/4	1	1677						
174	173	708	728	0.0		0	0	StaffText	3/2	2	1	0								"<font size=""12""/><b><i>p</i></b>"			
174	173	710	730	2.0		1/2	1/2	Chord	3/2	2	1	1/2		r16	1/2	1	1678						
174	173	712	732	1.0		1	1	Chord	3/2	2	1	1/4			1/4	1	1679						
174	173	713	733	1.0		5/4	5/4	Chord	3/2	2	1	1/4			1/4	1	1680						
174	173	708	728	2.0		0	0	Chord	3/2	3	1	1/2		r16	1/2	1	1681						
174	173	710	730	2.0		1/2	1/2	Chord	3/2	3	1	1/2		r16	1/2	1	1682						
174	173	712	732	1.0		1	1	Chord	3/2	3	1	1/4			1/4	1	1683						
174	173	713	733	1.0		5/4	5/4	Chord	3/2	3	1	1/4			1/4	1	1684						
174	173	708	728	0.0		0	0	StaffText	3/2	4	1	0								"<font size=""12""/><b><i>p</i></b>"			
174	173	708	728	2.0		0	0	Chord	3/2	4	1	1/2		r16	1/2	1	1685						
174	173	710	730	2.0		1/2	1/2	Chord	3/2	4	1	1/2		r16	1/2	1	1686						
174	173	712	732	1.0		1	1	Chord	3/2	4	1	1/4			1/4	1	1687						
174	173	713	733	1.0		5/4	5/4	Chord	3/2	4	1	1/4			1/4	1	1688						
175	174	714	734	2.0		0	0	Chord	3/2	1	1	1/2			1/2	1	1689		articStaccatoAbove				
175	174	716	736	2.0		1/2	1/2	Chord	3/2	1	1	1/2			1/2	1	1690		articStaccatoAbove				
175	174	719	739	1.0		5/4	5/4	Chord	3/2	1	1	1/4			1/4	1	1691						
175	174	714	734	2.0		0	0	Chord	3/2	2	1	1/2			1/2	1	1692		articStaccatoAbove				
175	174	716	736	2.0		1/2	1/2	Chord	3/2	2	1	1/2			1/2	1	1693		articStaccatoAbove				
175	174	719	739	1.0		5/4	5/4	Chord	3/2	2	1	1/4			1/4	1	1694						
175	174	714	734	0.0		0	0	StaffText	3/2	3	1	0								"<font size=""12""/><b><i>p</i></b>"			
175	174	716	736	1.5		1/2	1/2	Chord	3/2	3	1	3/8			1/4	3/2	1695						
175	174	1435/2	1475/2	0.5		7/8	7/8	Chord	3/2	3	1	1/8			1/8	1	1696						
175	174	718	738	1.0		1	1	Chord	3/2	3	1	1/4		r16	1/4	1	1697						
175	174	719	739	1.0		5/4	5/4	Chord	3/2	3	1	1/4			1/4	1	1698						
175	174	714	734	1.5		0	0	Chord	3/2	4	1	3/8			1/4	3/2	1699						
175	174	1431/2	1471/2	0.5		3/8	3/8	Chord	3/2	4	1	1/8			1/8	1	1700						
175	174	716	736	2.0		1/2	1/2	Chord	3/2	4	1	1/2		r16	1/2	1	1701						
175	174	718	738	1.0		1	1	Chord	3/2	4	1	1/4			1/4	1	1702						
176	175	720	740	0.0		0	0	StaffText	3/2	1	1	0								"<font size=""10""/><i>cresc.</i>"			
176	175	720	740	2.0		0	0	Chord	3/2	1	1	1/2			1/2	1	1703		articStaccatoAbove				
176	175	722	742	2.0		1/2	1/2	Chord	3/2	1	1	1/2			1/2	1	1704		articStaccatoAbove				
176	175	725	745	1.0		5/4	5/4	Chord	3/2	1	1	1/4			1/4	1	1705						
176	175	720	740	2.0		0	0	Chord	3/2	2	1	1/2			1/2	1	1706		articStaccatoBelow				
176	175	722	742	2.0		1/2	1/2	Chord	3/2	2	1	1/2			1/2	1	1707		articStaccatoBelow				
176	175	725	745	1.0		5/4	5/4	Chord	3/2	2	1	1/4			1/4	1	1708						
176	175	720	740	0.0		0	0	StaffText	3/2	3	1	0								"<font size=""10""/><i>cresc.</i>"			
176	175	720	740	0.0		0	0	StaffText	3/2	3	1	0								"<font size=""10""/><i>cresc.</i>"			
176	175	722	742	1.5		1/2	1/2	Chord	3/2	3	1	3/8			1/4	3/2	1709						
176	175	1447/2	1487/2	0.5		7/8	7/8	Chord	3/2	3	1	1/8			1/8	1	1710						
