mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
58	57	923/8	923/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	847										
58	57	231/2	231/2	0.0		3/8	3/8	Dynamic	2/4	3	1	0					p									
58	57	231/2	231/2	0.375		3/8	3/8	Chord	2/4	3	1	3/32		1/16	3/2	848							235			
58	57	927/8	927/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	849										
58	57	114	114	0.375		0	0	Chord	2/4	4	1	3/32		1/16	3/2	850							236			
58	57	915/8	915/8	0.125		3/32	3/32	Chord	2/4	4	1	1/32		1/32	1	851										
58	57	229/2	229/2	0.375		1/8	1/8	Chord	2/4	4	1	3/32		1/16	3/2	852							237			
58	57	919/8	919/8	0.125		7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	853										
58	57	115	115	0.375		1/4	1/4	Chord	2/4	4	1	3/32		1/16	3/2	854							238			
58	57	923/8	923/8	0.125		11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	855										
58	57	231/2	231/2	0.0		3/8	3/8	Dynamic	2/4	4	1	0					p									
58	57	231/2	231/2	0.375		3/8	3/8	Chord	2/4	4	1	3/32		1/16	3/2	856							239			
58	57	927/8	927/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	857										
59	58	116	116	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""8.2""/><i>cresc.</i>"							
59	58	116	116	0.375		0	0	Chord	2/4	1	1	3/32		1/16	3/2	858							240			
59	58	931/8	931/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	859										
59	58	233/2	233/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	860							241			
59	58	935/8	935/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	861										
59	58	117	117	0.375		1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	862							242			
59	58	939/8	939/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	863										
59	58	235/2	235/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	864							243			
59	58	943/8	943/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	865										
59	58	116	116	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""8.2""/><i>cresc.</i>"							
59	58	116	116	0.375		0	0	Chord	2/4	2	1	3/32		1/16	3/2	866							244			
59	58	931/8	931/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	867										
59	58	233/2	233/2	0.375		1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	868							245			
59	58	935/8	935/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	869										
59	58	117	117	0.375		1/4	1/4	Chord	2/4	2	1	3/32		1/16	3/2	870							246			
59	58	939/8	939/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	871										
59	58	235/2	235/2	0.375		3/8	3/8	Chord	2/4	2	1	3/32		1/16	3/2	872							247			
59	58	943/8	943/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	873										
59	58	116	116	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""8.2""/><i>cresc.</i>"							
59	58	465/4	465/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	874										
59	58	233/2	233/2	1.5		1/8	1/8	Chord	2/4	3	1	3/8		1/4	3/2	875										
59	58	116	116	0.0		0	0	StaffText	2/4	4	1	0							"<font size=""8.2""/><i>cresc.</i>"							
59	58	116	116	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	876							248			
59	58	233/2	233/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	877										
59	58	117	117	0.375		1/4	1/4	Chord	2/4	4	1	3/32		1/16	3/2	878							249			
59	58	939/8	939/8	0.125		11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	879										
59	58	235/2	235/2	0.375		3/8	3/8	Chord	2/4	4	1	3/32		1/16	3/2	880							250			
59	58	943/8	943/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	881										
60	59	118	118	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	882							251			
60	59	945/8	945/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	883							251			
60	59	473/4	473/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	884							251			
60	59	947/8	947/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	885										
60	59	237/2	237/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	886							252			
60	59	475/4	475/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	887							252			
60	59	951/8	951/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	888										
60	59	119	119	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	889							253			
60	59	477/4	477/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	890							253			
60	59	955/8	955/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	891										
60	59	239/2	239/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	892							254			
60	59	479/4	479/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	893							254			
60	59	959/8	959/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	894										
60	59	118	118	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	895							255			
60	59	473/4	473/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	896							255			
60	59	947/8	947/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	897										
60	59	237/2	237/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	898							256			
60	59	475/4	475/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	899							256			
60	59	951/8	951/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	900										
60	59	119	119	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	901							257			
60	59	477/4	477/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	902							257			
60	59	955/8	955/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	903										
60	59	239/2	239/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	904							258			
60	59	479/4	479/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	905							258			
60	59	959/8	959/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	906										
60	59	118	118	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	907										
60	59	473/4	473/4	0.125		1/16	1/16	Chord	2/4	3	1	1/32		1/32	1	908							259			
60	59	947/8	947/8	0.125		3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	909										
60	59	237/2	237/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	910							260			
60	59	475/4	475/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	911							260			
60	59	951/8	951/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	912										
60	59	119	119	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	913							261			
60	59	477/4	477/4	0.125		5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	914							261			
60	59	955/8	955/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	915										
60	59	239/2	239/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	916							262			
60	59	479/4	479/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	917							262			
60	59	959/8	959/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	918										
60	59	118	118	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	919										
60	59	473/4	473/4	0.125		1/16	1/16	Chord	2/4	4	1	1/32		1/32	1	920							263			
60	59	947/8	947/8	0.125		3/32	3/32	Chord	2/4	4	1	1/32		1/32	1	921										
60	59	237/2	237/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	922							264			
60	59	475/4	475/4	0.125		3/16	3/16	Chord	2/4	4	1	1/32		1/32	1	923							264			
60	59	951/8	951/8	0.125		7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	924										
60	59	119	119	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	925							265			
60	59	477/4	477/4	0.125		5/16	5/16	Chord	2/4	4	1	1/32		1/32	1	926							265			
60	59	955/8	955/8	0.125		11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	927										
60	59	239/2	239/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	928							266			
60	59	479/4	479/4	0.125		7/16	7/16	Chord	2/4	4	1	1/32		1/32	1	929							266			
60	59	959/8	959/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	930										
61	60	120	120	0.0		0	0	Dynamic	2/4	1	1	0					p									
61	60	120	120	0.375		0	0	Chord	2/4	1	1	3/32		1/16	3/2	931							267			
61	60	963/8	963/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	932										
61	60	241/2	241/2	0.0		1/8	1/8	StaffText	2/4	1	1	0							"<font size=""8.2""/><i>cresc.</i>"							
61	60	241/2	241/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	933							268			
61	60	967/8	967/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	934										
61	60	121	121	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	935										
61	60	120	120	0.0		0	0	Dynamic	2/4	2	1	0					p									
61	60	120	120	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""8.2""/><i>cresc.</i>"							
61	60	120	120	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	936							269			
61	60	481/4	481/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	937							269			
61	60	963/8	963/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	938										
61	60	241/2	241/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	939							270			
61	60	483/4	483/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	940							270			
61	60	967/8	967/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	941										
61	60	121	121	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	942										
61	60	120	120	0.0		0	0	Dynamic	2/4	3	1	0					p									
61	60	120	120	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""8.2""/><i>cresc.</i>"							
61	60	120	120	0.375		0	0	Chord	2/4	3	1	3/32		1/16	3/2	943							271			
61	60	963/8	963/8	0.125		3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	944										
61	60	241/2	241/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	945										
61	60	121	121	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	946							272			
61	60	485/4	485/4	0.125		5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	947							272			
61	60	971/8	971/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	948										
61	60	243/2	243/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	949							273			
61	60	487/4	487/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	950							273			
61	60	975/8	975/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	951										
61	60	120	120	0.0		0	0	Dynamic	2/4	4	1	0					p									
61	60	120	120	0.0		0	0	StaffText	2/4	4	1	0							"<font size=""8.2""/><i>cresc.</i>"							
61	60	120	120	0.375		0	0	Chord	2/4	4	1	3/32		1/16	3/2	952										
61	60	963/8	963/8	0.125		3/32	3/32	Chord	2/4	4	1	1/32		1/32	1	953										
61	60	241/2	241/2	0.375		1/8	1/8	Chord	2/4	4	1	3/32		1/16	3/2	954							274			
61	60	967/8	967/8	0.125		7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	955										
61	60	121	121	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	956										
62	61	122	122	0.375		0	0	Chord	2/4	1	1	3/32		1/16	3/2	957							275			
62	61	979/8	979/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	958										
62	61	245/2	245/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	959										
62	61	123	123	0.375		1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	960							276			
62	61	987/8	987/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	961										
62	61	247/2	247/2	0.0		3/8	3/8	Spanner	2/4	1	1	0													42	
62	61	247/2	247/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	962									42	
62	61	489/4	489/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	963							277			
62	61	979/8	979/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	964							277			
62	61	245/2	245/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	965							277			
62	61	491/4	491/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	966							277			
62	61	983/8	983/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	967										
62	61	123	123	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	968										
62	61	122	122	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	969										
62	61	493/4	493/4	0.125		5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	970							278			
62	61	987/8	987/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	971							278			
62	61	247/2	247/2	0.0		3/8	3/8	Spanner	2/4	3	1	0											278		43	
62	61	247/2	247/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	972							278		43	
62	61	495/4	495/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	973							278		43	
62	61	991/8	991/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	974									43	
62	61	122	122	0.375		0	0	Chord	2/4	4	1	3/32		1/16	3/2	975							279			
62	61	979/8	979/8	0.125		3/32	3/32	Chord	2/4	4	1	1/32		1/32	1	976										
62	61	245/2	245/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	977										
62	61	123	123	0.375		1/4	1/4	Chord	2/4	4	1	3/32		1/16	3/2	978							280			
62	61	987/8	987/8	0.125		11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	979										
62	61	247/2	247/2	0.0		3/8	3/8	Spanner	2/4	4	1	0													44	
62	61	247/2	247/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	980									44	
63	62	124	124	0.0		0	0	Dynamic	2/4	1	1	0					p									
63	62	124	124	0.0		0	0	Spanner	2/4	1	1	0														
63	62	124	124	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	981							281			
63	62	993/8	993/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	982							281			
63	62	497/4	497/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	983							281			
63	62	995/8	995/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	984										
63	62	249/2	249/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	985							282			
63	62	997/8	997/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	986										
63	62	499/4	499/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	987							283			
63	62	999/8	999/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	988										
63	62	125	125	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	989							284			
63	62	1001/8	1001/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	990										
63	62	501/4	501/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	991							285			
63	62	1003/8	1003/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	992										
63	62	251/2	251/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	993							286			
63	62	1005/8	1005/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	994										
63	62	503/4	503/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	995							287			
63	62	1007/8	1007/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	996										
63	62	124	124	0.0		0	0	Dynamic	2/4	2	1	0					p									
63	62	497/4	497/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	997							288			
63	62	995/8	995/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	998										
63	62	249/2	249/2	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	999							289			
63	62	997/8	997/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1000										
63	62	499/4	499/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1001							290			
63	62	999/8	999/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1002										
63	62	125	125	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	1003							291			
63	62	1001/8	1001/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	1004										
63	62	501/4	501/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1005							292			
63	62	1003/8	1003/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1006										
63	62	251/2	251/2	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1007							293			
63	62	1005/8	1005/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1008										
63	62	503/4	503/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1009							294			
63	62	1007/8	1007/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1010										
63	62	124	124	0.0		0	0	Dynamic	2/4	3	1	0					p									
63	62	124	124	0.0		0	0	Spanner	2/4	3	1	0														
63	62	124	124	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1011							295			
63	62	497/4	497/4	0.125		1/16	1/16	Chord	2/4	3	1	1/32		1/32	1	1012							295			
63	62	995/8	995/8	0.125		3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	1013										
63	62	249/2	249/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1014										
63	62	499/4	499/4	0.125		3/16	3/16	Chord	2/4	3	1	1/32		1/32	1	1015							296			
63	62	999/8	999/8	0.125		7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	1016										
63	62	125	125	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1017										
63	62	501/4	501/4	0.125		5/16	5/16	Chord	2/4	3	1	1/32		1/32	1	1018							297			
63	62	1003/8	1003/8	0.125		11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	1019										
63	62	251/2	251/2	0.125		3/8	3/8	Chord	2/4	3	1	1/32		1/32	1	1020							298			
63	62	1005/8	1005/8	0.125		13/32	13/32	Chord	2/4	3	1	1/32		1/32	1	1021										
63	62	503/4	503/4	0.125		7/16	7/16	Chord	2/4	3	1	1/32		1/32	1	1022							299			
63	62	1007/8	1007/8	0.125		15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1023										
63	62	124	124	0.0		0	0	Dynamic	2/4	4	1	0					p									
63	62	124	124	0.0		0	0	Spanner	2/4	4	1	0														
63	62	124	124	0.125		0	0	Chord	2/4	4	1	1/32		1/32	1	1024							300			
63	62	993/8	993/8	0.125		1/32	1/32	Chord	2/4	4	1	1/32		1/32	1	1025										
63	62	497/4	497/4	0.125		1/16	1/16	Chord	2/4	4	1	1/32		1/32	1	1026							301			
63	62	995/8	995/8	0.125		3/32	3/32	Chord	2/4	4	1	1/32		1/32	1	1027										
63	62	249/2	249/2	0.125		1/8	1/8	Chord	2/4	4	1	1/32		1/32	1	1028							302			
63	62	997/8	997/8	0.125		5/32	5/32	Chord	2/4	4	1	1/32		1/32	1	1029										
63	62	499/4	499/4	0.125		3/16	3/16	Chord	2/4	4	1	1/32		1/32	1	1030							303			
63	62	999/8	999/8	0.125		7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	1031										
63	62	125	125	0.125		1/4	1/4	Chord	2/4	4	1	1/32		1/32	1	1032							304			
63	62	1001/8	1001/8	0.125		9/32	9/32	Chord	2/4	4	1	1/32		1/32	1	1033										
63	62	501/4	501/4	0.125		5/16	5/16	Chord	2/4	4	1	1/32		1/32	1	1034							305			
63	62	1003/8	1003/8	0.125		11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	1035										
63	62	251/2	251/2	0.125		3/8	3/8	Chord	2/4	4	1	1/32		1/32	1	1036							306			
63	62	1005/8	1005/8	0.125		13/32	13/32	Chord	2/4	4	1	1/32		1/32	1	1037										
63	62	503/4	503/4	0.125		7/16	7/16	Chord	2/4	4	1	1/32		1/32	1	1038							307			
63	62	1007/8	1007/8	0.125		15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	1039										
64	63	126	126	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""8.2""/><i>dim.</i>"							
64	63	126	126	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1040							308			
64	63	505/4	505/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1041							308			
64	63	1011/8	1011/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1042										
64	63	253/2	253/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1043							309			
64	63	507/4	507/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1044							309			
64	63	1015/8	1015/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1045										
64	63	127	127	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1046							310			
64	63	509/4	509/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1047							310			
64	63	1019/8	1019/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1048										
64	63	255/2	255/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1049							311			
64	63	511/4	511/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1050							311			
64	63	1023/8	1023/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1051										
64	63	126	126	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	1052							312			
64	63	1009/8	1009/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1053										
64	63	505/4	505/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1054							313			
64	63	1011/8	1011/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1055										
64	63	126	126	0.125		0	0	Chord	2/4	3	1	1/32		1/32	1	1056							314			
64	63	1009/8	1009/8	0.125		1/32	1/32	Chord	2/4	3	1	1/32		1/32	1	1057										
64	63	505/4	505/4	0.125		1/16	1/16	Chord	2/4	3	1	1/32		1/32	1	1058							315			
64	63	1011/8	1011/8	0.125		3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	1059										
64	63	126	126	0.125		0	0	Chord	2/4	4	1	1/32		1/32	1	1060							316			
64	63	1009/8	1009/8	0.125		1/32	1/32	Chord	2/4	4	1	1/32		1/32	1	1061										
64	63	505/4	505/4	0.125		1/16	1/16	Chord	2/4	4	1	1/32		1/32	1	1062							317			
64	63	1011/8	1011/8	0.125		3/32	3/32	Chord	2/4	4	1	1/32		1/32	1	1063										
65	64	128	128	0.0		0	0	Tempo	4/4	1	1	0								Piùmosso.	88.0	1.0				
65	64	128	128	0.0		0	0	Dynamic	4/4	1	1	0					pp									
65	64	128	128	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1064										
65	64	128	128	0.0		0	0	Dynamic	4/4	2	1	0					pp									
65	64	128	128	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1065										
65	64	129	129	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1066										
65	64	130	130	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1067										
65	64	131	131	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1068										
65	64	128	128	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	1069										
65	64	257/2	257/2	0.0		1/8	1/8	Dynamic	4/4	3	1	0					pp									
65	64	129	129	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1070										
65	64	130	130	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1071										
65	64	131	131	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1072										
66	65	265/2	265/2	0.0		1/8	1/8	Spanner	4/4	1	1	0														30
66	65	265/2	265/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1073							318			30
66	65	133	133	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1074							318			30
66	65	267/2	267/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1075							318			30
66	65	134	134	0.0		1/2	1/2	Spanner	4/4	1	1	0											318			
66	65	134	134	0.0		1/2	1/2	Spanner	4/4	1	1	0											318		45	
66	65	134	134	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1076							318		45	
66	65	269/2	269/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1077							318		45	
66	65	135	135	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1078							318		45	
66	65	271/2	271/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1079									45	
66	65	132	132	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1080										
66	65	133	133	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1081										
66	65	134	134	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1082										
66	65	135	135	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1083										
66	65	132	132	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	1084										
66	65	133	133	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1085										
66	65	134	134	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1086										
66	65	135	135	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1087										
67	66	136	136	0.0		0	0	Spanner	4/4	1	1	0														
67	66	136	136	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1088										
67	66	136	136	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1089										
67	66	137	137	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1090										
67	66	138	138	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1091										
67	66	139	139	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1092										
67	66	136	136	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	1093										
67	66	137	137	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1094										
67	66	138	138	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1095										
67	66	139	139	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1096										
68	67	140	140	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1097										
68	67	141	141	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1098										
68	67	142	142	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1099										
