mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
183	174	696	1413/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2489										300		
183	174	1393/2	707	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2490												
183	174	693	1407/2	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	2491												
183	174	697	1415/2	0.0		1	1	Dynamic	2/2	2	1	0						ff										
183	174	693	1407/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2492										301		
183	174	694	1409/2	2.0		1/4	1/4	Chord	2/2	3	1	1/2		1/2	1	2493												
183	174	693	1407/2	3.0		0	0	Chord	2/2	4	1	3/4		1/2	3/2	2494												
184	175	697	1415/2	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2495										302		
184	175	1395/2	708	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2496												
184	175	698	1417/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2497			articStaccatoAbove									
184	175	1397/2	709	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2498			articStaccatoAbove									
184	175	699	1419/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2499										303		
184	175	1399/2	710	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2500												
184	175	700	1421/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2501			articStaccatoAbove									
184	175	1401/2	711	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2502			articStaccatoAbove									
184	175	697	1415/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2503												
184	175	698	1417/2	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	2504												
184	175	700	1421/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2505												
184	175	697	1415/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2506												
184	175	698	1417/2	2.0		1/4	1/4	Chord	2/2	3	1	1/2		1/2	1	2507												
184	175	700	1421/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2508												
184	175	697	1415/2	0.0		0	0	Dynamic	2/2	4	1	0						ff										
184	175	697	1415/2	0.0		0	0	Dynamic	2/2	4	1	0						ff										
184	175	697	1415/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2509												
184	175	698	1417/2	2.0		1/4	1/4	Chord	2/2	4	1	1/2		1/2	1	2510												
184	175	700	1421/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	2511												
185	176	701	1423/2	0.0		0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	2512												
185	176	701	1423/2	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2513												
185	176	1403/2	712	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2514												
185	176	702	1425/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2515												
185	176	1405/2	713	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2516												
185	176	703	1427/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2517												
185	176	1407/2	714	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2518												
185	176	704	1429/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2519												
185	176	1409/2	715	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2520												
185	176	701	1423/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2521												
185	176	702	1425/2	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2522												
185	176	703	1427/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2523												
185	176	704	1429/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2524												
185	176	701	1423/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2525												
185	176	702	1425/2	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	2526												
185	176	703	1427/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	2527												
185	176	704	1429/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2528												
185	176	701	1423/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2529												
185	176	702	1425/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	2530												
185	176	703	1427/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	2531												
185	176	704	1429/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	2532												
186	177	705	1431/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2533												
186	177	706	1433/2	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	2534												
186	177	707	1435/2	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	2535												
186	177	708	1437/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2536												
186	177	705	1431/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2537												
186	177	706	1433/2	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2538												
186	177	707	1435/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2539												
186	177	708	1437/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2540												
186	177	705	1431/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2541												
186	177	706	1433/2	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	2542												
186	177	707	1435/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	2543												
186	177	708	1437/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2544												
186	177	705	1431/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2545												
186	177	706	1433/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	2546												
186	177	707	1435/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	2547												
186	177	708	1437/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	2548												
187	178	709	1439/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2549												
187	178	710	1441/2	0.0		1/4	1/4	Dynamic	2/2	1	1	0						p										
187	178	710	1441/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2550										304		
187	178	1421/2	721	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2551												
187	178	711	1443/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2552										305		
187	178	1423/2	722	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2553												
187	178	712	1445/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2554			articStaccatoAbove									
187	178	1425/2	723	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2555			articStaccatoAbove									
187	178	709	1439/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2556												
187	178	712	1445/2	0.0		3/4	3/4	Dynamic	2/2	2	1	0						p										
187	178	712	1445/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2557												
187	178	709	1439/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2558												
187	178	712	1445/2	0.0		3/4	3/4	Dynamic	2/2	3	1	0						p										
187	178	712	1445/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2559												
187	178	709	1439/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2560												
187	178	712	1445/2	0.0		3/4	3/4	Dynamic	2/2	4	1	0						p										
187	178	712	1445/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	2561												
188	179	713	1447/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2562												
188	179	714	1449/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2563										306		
188	179	1429/2	725	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2564												
188	179	715	1451/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2565										307		
188	179	1431/2	726	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2566												
188	179	716	1453/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2567			articStaccatoAbove									
188	179	1433/2	727	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2568			articStaccatoAbove									
188	179	713	1447/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2569												
188	179	716	1453/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2570												
188	179	713	1447/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2571												
188	179	716	1453/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2572												
188	179	713	1447/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2573												
188	179	716	1453/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	2574												
189	180	717	1455/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2575												
189	180	718	1457/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2576												
189	180	1437/2	729	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2577												
189	180	719	1459/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2578												
189	180	1439/2	730	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2579												
189	180	720	1461/2	0.0		3/4	3/4	StaffText	2/2	1	1	0								cresc.								
189	180	720	1461/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2580												
189	180	1441/2	731	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2581												
189	180	717	1455/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2582												
189	180	720	1461/2	0.0		3/4	3/4	StaffText	2/2	2	1	0								cresc.								
189	180	720	1461/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2583												
189	180	717	1455/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2584												
189	180	720	1461/2	0.0		3/4	3/4	StaffText	2/2	3	1	0								cresc.								
189	180	720	1461/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2585												
189	180	717	1455/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2586												
189	180	720	1461/2	0.0		3/4	3/4	StaffText	2/2	4	1	0								cresc.								
189	180	720	1461/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	2587												
190	181	721	1463/2	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	2588												
190	181	1443/2	732	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	2589												
190	181	722	1465/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	2590												
190	181	1445/2	733	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2591												
190	181	723	1467/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	2592												
190	181	1447/2	734	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	2593												
190	181	724	1469/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	2594												
190	181	1449/2	735	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	2595												
190	181	721	1463/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2596												
190	181	722	1465/2	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	2597												
190	181	723	1467/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2598												
190	181	724	1469/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2599												
190	181	721	1463/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2600												
190	181	722	1465/2	1.0		1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	2601												
190	181	723	1467/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	2602												
190	181	724	1469/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2603												
190	181	721	1463/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2604												
190	181	722	1465/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	2605												
190	181	723	1467/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	2606												
190	181	724	1469/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	2607												
191	182	725	1471/2	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2608			articStaccatoAbove									
191	182	727	1475/2	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2609			articStaccatoAbove									
191	182	725	1471/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2610												
191	182	726	1473/2	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	2611												
191	182	728	1477/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2612												
191	182	725	1471/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2613												
191	182	726	1473/2	2.0		1/4	1/4	Chord	2/2	3	1	1/2		1/2	1	2614												
191	182	728	1477/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2615												
191	182	725	1471/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2616												
191	182	727	1475/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	2617												
192	183	729	1479/2	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2618			articStaccatoAbove									
192	183	731	1483/2	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2619			articStaccatoAbove									
192	183	729	1479/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2620												
192	183	730	1481/2	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	2621												
192	183	732	1485/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2622												
192	183	729	1479/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2623												
192	183	730	1481/2	2.0		1/4	1/4	Chord	2/2	3	1	1/2		1/2	1	2624												
192	183	732	1485/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2625												
192	183	729	1479/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2626												
192	183	731	1483/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	2627												
193	184	733	1487/2	0.0		0	0	Dynamic	2/2	1	1	0						f										
193	184	733	1487/2	4.0		0	0	Chord	2/2	1	1	1		1	1	2628												
193	184	734	1489/2	0.0		1/4	1/4	Dynamic	2/2	2	1	0						f										
193	184	734	1489/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2629										308		
193	184	1469/2	745	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2630										308		
193	184	735	1491/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2631			articStaccatoAbove									
193	184	736	1493/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2632			articStaccatoAbove									
193	184	734	1489/2	0.0		1/4	1/4	Dynamic	2/2	3	1	0						f										
193	184	734	1489/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	2633										309		
193	184	1469/2	745	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	2634										309		
193	184	735	1491/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	2635			articStaccatoAbove									
193	184	736	1493/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2636			articStaccatoAbove									
193	184	733	1487/2	0.0		0	0	Dynamic	2/2	4	1	0						f										
193	184	733	1487/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2637												
194	185	737	1495/2	4.0		0	0	Chord	2/2	1	1	1		1	1	2638												
194	185	738	1497/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2639										310		
194	185	1477/2	749	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2640										310		
194	185	739	1499/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2641			articStaccatoAbove									
194	185	740	1501/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2642			articStaccatoAbove									
194	185	738	1497/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	2643										311		
194	185	1477/2	749	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	2644										311		
194	185	739	1499/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	2645			articStaccatoBelow									
194	185	740	1501/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2646			articStaccatoBelow									
194	185	737	1495/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2647												
195	186	741	1503/2	0.0		0	0	Dynamic	2/2	1	1	0						p										
195	186	741	1503/2	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2648			articStaccatoAbove									
195	186	743	1507/2	0.0		1/2	1/2	StaffText	2/2	1	1	0								cresc.								
195	186	743	1507/2	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2649			articStaccatoAbove									
195	186	741	1503/2	0.0		0	0	Dynamic	2/2	2	1	0						p										
195	186	741	1503/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2650												
195	186	742	1505/2	0.0		1/4	1/4	StaffText	2/2	2	1	0								cresc.								
195	186	742	1505/2	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	2651												
195	186	744	1509/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2652												
195	186	741	1503/2	0.0		0	0	Dynamic	2/2	3	1	0						p										
195	186	741	1503/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2653												
195	186	742	1505/2	0.0		1/4	1/4	StaffText	2/2	3	1	0								cresc.								
195	186	742	1505/2	2.0		1/4	1/4	Chord	2/2	3	1	1/2		1/2	1	2654												
195	186	744	1509/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2655												
195	186	741	1503/2	0.0		0	0	Dynamic	2/2	4	1	0						p										
195	186	741	1503/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2656												
195	186	743	1507/2	0.0		1/2	1/2	StaffText	2/2	4	1	0								cresc.								
195	186	743	1507/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	2657												
196	187	745	1511/2	2.0		0	0	Chord	2/2	1	1	1/2		1/2	1	2658			articStaccatoAbove									
196	187	747	1515/2	2.0		1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	2659			articStaccatoAbove									
196	187	745	1511/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2660												
196	187	746	1513/2	2.0		1/4	1/4	Chord	2/2	2	1	1/2		1/2	1	2661												
196	187	748	1517/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2662												
196	187	745	1511/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2663												
196	187	746	1513/2	2.0		1/4	1/4	Chord	2/2	3	1	1/2		1/2	1	2664												
196	187	748	1517/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2665												
196	187	745	1511/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2666												
196	187	747	1515/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	2667												
197	188	749	1519/2	0.0		0	0	Dynamic	2/2	1	1	0						f										
197	188	749	1519/2	4.0		0	0	Chord	2/2	1	1	1		1	1	2668												
197	188	749	1519/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2669												
197	188	750	1521/2	0.0		1/4	1/4	Dynamic	2/2	2	1	0						f										
197	188	750	1521/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2670										312		
197	188	1501/2	761	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2671										312		
197	188	751	1523/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2672			articStaccatoBelow									
197	188	752	1525/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2673			articStaccatoBelow									
197	188	749	1519/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2674												
197	188	750	1521/2	0.0		1/4	1/4	Dynamic	2/2	3	1	0						f										
197	188	750	1521/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	2675										313		
197	188	1501/2	761	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	2676										313		
197	188	751	1523/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	2677			articStaccatoBelow									
197	188	752	1525/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2678			articStaccatoBelow									
197	188	749	1519/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2679												
198	189	753	1527/2	0.0		0	0	Dynamic	2/2	1	1	0						f										
198	189	753	1527/2	4.0		0	0	Chord	2/2	1	1	1		1	1	2680												
198	189	754	1529/2	0.0		1/4	1/4	Dynamic	2/2	2	1	0						f										
198	189	754	1529/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2681										314		
198	189	1509/2	765	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2682										314		
198	189	755	1531/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2683			articStaccatoAbove									
198	189	756	1533/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2684			articStaccatoAbove									
198	189	754	1529/2	0.0		1/4	1/4	Dynamic	2/2	3	1	0						f										
198	189	754	1529/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	2685										315		
198	189	1509/2	765	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	2686										315		
198	189	755	1531/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	2687			articStaccatoAbove									
198	189	756	1533/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2688			articStaccatoAbove									
198	189	753	1527/2	0.0		0	0	Dynamic	2/2	4	1	0						f										
198	189	753	1527/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2689												
199	190	757	1535/2	0.0		0	0	Dynamic	2/2	1	1	0						f										
199	190	757	1535/2	4.0		0	0	Chord	2/2	1	1	1		1	1	2690												
199	190	758	1537/2	0.0		1/4	1/4	Dynamic	2/2	2	1	0						f										
199	190	758	1537/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2691										316		
199	190	1517/2	769	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2692										316		
199	190	759	1539/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2693			articStaccatoAbove									
199	190	760	1541/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2694			articStaccatoAbove									
199	190	758	1537/2	0.0		1/4	1/4	Dynamic	2/2	3	1	0						f										
199	190	758	1537/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	2695										317		
199	190	1517/2	769	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	2696										317		
199	190	759	1539/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	2697			articStaccatoAbove									
199	190	760	1541/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2698			articStaccatoAbove									
199	190	757	1535/2	0.0		0	0	Dynamic	2/2	4	1	0						f										
199	190	757	1535/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2699												
200	191	761	1543/2	4.0		0	0	Chord	2/2	1	1	1		1	1	2700												
200	191	761	1543/2	0.0		0	0	Dynamic	2/2	2	1	0						f										
200	191	762	1545/2	0.0		1/4	1/4	Dynamic	2/2	2	1	0						f										
200	191	762	1545/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	2701										318		
200	191	1525/2	773	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	2702										318		
200	191	763	1547/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	2703			articStaccatoAbove									
200	191	764	1549/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	2704			articStaccatoAbove									
200	191	762	1545/2	0.0		1/4	1/4	Dynamic	2/2	3	1	0						f										
200	191	762	1545/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	2705										319		
200	191	1525/2	773	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	2706										319		
200	191	763	1547/2	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	2707			articStaccatoBelow									
200	191	764	1549/2	1.0		3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	2708			articStaccatoBelow									
200	191	761	1543/2	0.0		0	0	Dynamic	2/2	4	1	0						f										
200	191	761	1543/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2709												
201	192	765	1551/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2710			articStaccatoBelow									
201	192	766	1553/2	0.0		1/4	1/4	Dynamic	2/2	1	1	0						sf										
201	192	766	1553/2	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	2711												
201	192	768	1557/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2712			articStaccatoAbove									
201	192	765	1551/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2713												
201	192	767	1555/2	0.0		1/2	1/2	Dynamic	2/2	2	1	0						sf										
201	192	767	1555/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	2714										320		
201	192	765	1551/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2715												
201	192	767	1555/2	0.0		1/2	1/2	Dynamic	2/2	3	1	0						sf										
201	192	767	1555/2	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	2716												
201	192	765	1551/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2717												
201	192	768	1557/2	0.0		3/4	3/4	Dynamic	2/2	4	1	0						sf										
201	192	768	1557/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	2718												
202	193	769	1559/2	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	2719			articStaccatoAbove									
202	193	770	1561/2	0.0		1/4	1/4	Dynamic	2/2	1	1	0						sf										
202	193	770	1561/2	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	2720												
202	193	772	1565/2	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	2721			articStaccatoAbove									
202	193	769	1559/2	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	2722												
202	193	771	1563/2	0.0		1/2	1/2	Dynamic	2/2	2	1	0						sf										
202	193	771	1563/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	2723												
202	193	769	1559/2	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	2724												
202	193	771	1563/2	0.0		1/2	1/2	Dynamic	2/2	3	1	0						sf										
202	193	771	1563/2	2.0		1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	2725												
202	193	769	1559/2	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	2726												
202	193	772	1565/2	0.0		3/4	3/4	Dynamic	2/2	4	1	0						sf										
202	193	772	1565/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	2727												
