mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
73	73	869/3	869/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12		1/8	2/3	1427							
73	73	290	290	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1428							
73	73	291	291	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12		1/8	2/3	1429				182			
73	73	874/3	874/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12		1/8	2/3	1430				182			
73	73	875/3	875/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12		1/8	2/3	1431							
73	73	865/3	865/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	1432							
73	73	866/3	866/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	1433							
73	73	289	289	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1434							
73	73	871/3	871/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	1435							
73	73	872/3	872/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	1436							
73	73	291	291	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1437							
74	74	292	292	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1438							
74	74	293	293	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1439							
74	74	880/3	880/3	0.0	1/3	1/3	Chord	4/4	1	1	0	acciaccatura	1/8	2/3	1440							
74	74	880/3	880/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1441				183			
74	74	881/3	881/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1442							
74	74	294	294	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1443							
74	74	295	295	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1444							
74	74	886/3	886/3	0.0	5/6	5/6	Chord	4/4	1	1	0	acciaccatura	1/8	2/3	1445							
74	74	886/3	886/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1446				184			
74	74	887/3	887/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1447							
74	74	877/3	877/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1448				185			
74	74	878/3	878/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1449				185			
74	74	293	293	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1450							
74	74	294	294	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1451							
74	74	883/3	883/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1452				186			
74	74	884/3	884/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1453				186			
74	74	295	295	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1454							
74	74	877/3	877/3	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12		1/8	2/3	1455				187			
74	74	878/3	878/3	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12		1/8	2/3	1456				187			
74	74	293	293	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1457							
74	74	294	294	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	1458							
74	74	883/3	883/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	1459				188			
74	74	884/3	884/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	1460				188			
74	74	295	295	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1461							
74	74	292	292	3.0	0	0	Chord	4/4	4	1	3/4		1/2	3/2	1462							
74	74	295	295	0.3333333333333333	3/4	3/4	Chord	4/4	4	1	1/12		1/8	2/3	1463							
74	74	886/3	886/3	0.3333333333333333	5/6	5/6	Chord	4/4	4	1	1/12		1/8	2/3	1464							
74	74	887/3	887/3	0.3333333333333333	11/12	11/12	Chord	4/4	4	1	1/12		1/8	2/3	1465							
75	75	296	296	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1466							
75	75	297	297	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1467							
75	75	892/3	892/3	0.0	1/3	1/3	Chord	4/4	1	1	0	acciaccatura	1/8	2/3	1468							
75	75	892/3	892/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1469				189			
75	75	893/3	893/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1470							
75	75	298	298	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1471							
75	75	299	299	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1472							
75	75	898/3	898/3	0.0	5/6	5/6	Chord	4/4	1	1	0	acciaccatura	1/8	2/3	1473							
75	75	898/3	898/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1474				190			
75	75	899/3	899/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1475							
75	75	296	296	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1476							
75	75	889/3	889/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1477				191			
75	75	890/3	890/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1478				191			
75	75	297	297	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1479							
75	75	298	298	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1480							
75	75	895/3	895/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1481				192			
75	75	896/3	896/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1482				192			
75	75	299	299	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1483							
75	75	898/3	898/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1484							
75	75	899/3	899/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1485							
75	75	296	296	0.3333333333333333	0	0	Chord	4/4	3	1	1/12		1/8	2/3	1486							
75	75	889/3	889/3	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12		1/8	2/3	1487				193			
75	75	890/3	890/3	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12		1/8	2/3	1488				193			
75	75	297	297	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1489							
75	75	298	298	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	1490							
75	75	895/3	895/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	1491				194			
75	75	896/3	896/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	1492				194			
75	75	299	299	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12		1/8	2/3	1493							
75	75	898/3	898/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12		1/8	2/3	1494							
75	75	899/3	899/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12		1/8	2/3	1495							
75	75	296	296	3.0	0	0	Chord	4/4	4	1	3/4		1/2	3/2	1496							
75	75	299	299	0.3333333333333333	3/4	3/4	Chord	4/4	4	1	1/12		1/8	2/3	1497							
75	75	898/3	898/3	0.3333333333333333	5/6	5/6	Chord	4/4	4	1	1/12		1/8	2/3	1498							
75	75	899/3	899/3	0.3333333333333333	11/12	11/12	Chord	4/4	4	1	1/12		1/8	2/3	1499							
76	76	300	300	0.0	0	0	Dynamic	4/4	1	1	0					f						
76	76	300	300	4.0	0	0	Chord	4/4	1	1	1		1	1	1500							
76	76	300	300	0.0	0	0	Dynamic	4/4	2	1	0					f						
76	76	300	300	4.0	0	0	Chord	4/4	2	1	1		1	1	1501							
76	76	300	300	0.0	0	0	Dynamic	4/4	3	1	0					f						
76	76	300	300	4.0	0	0	Chord	4/4	3	1	1		1	1	1502							
76	76	300	300	0.0	0	0	Dynamic	4/4	4	1	0					f						
76	76	300	300	4.0	0	0	Chord	4/4	4	1	1		1	1	1503							
77	77	304	304	0.0	0	0	Dynamic	4/4	1	1	0					p						
77	77	304	304	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	1504							
77	77	913/3	913/3	0.0	1/12	1/12	Chord	4/4	1	1	0	acciaccatura	1/8	2/3	1505							
77	77	913/3	913/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1506		articStaccatoBelow					
77	77	914/3	914/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1507		articStaccatoBelow					
77	77	305	305	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1508							
77	77	307	307	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1509				195			
77	77	922/3	922/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1510							
77	77	923/3	923/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1511							
77	77	304	304	0.0	0	0	Dynamic	4/4	2	1	0					p						
77	77	304	304	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1512							
77	77	916/3	916/3	0.0	1/3	1/3	Chord	4/4	2	1	0	acciaccatura	1/8	2/3	1513							
77	77	916/3	916/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1514		articStaccatoBelow					
77	77	917/3	917/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1515		articStaccatoBelow					
77	77	306	306	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1516							
77	77	307	307	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1517							
77	77	922/3	922/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1518				196			
77	77	923/3	923/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1519							
77	77	304	304	0.0	0	0	Dynamic	4/4	3	1	0					p						
77	77	304	304	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	1520							
77	77	919/3	919/3	0.0	7/12	7/12	Chord	4/4	3	1	0	acciaccatura	1/8	2/3	1521							
77	77	919/3	919/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	1522		articStaccatoBelow					
77	77	920/3	920/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	1523		articStaccatoBelow					
77	77	307	307	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12		1/8	2/3	1524				197			
77	77	922/3	922/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12		1/8	2/3	1525				197			
77	77	923/3	923/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12		1/8	2/3	1526							
77	77	304	304	0.0	0	0	Dynamic	4/4	4	1	0					p						
77	77	304	304	3.0	0	0	Chord	4/4	4	1	3/4		1/2	3/2	1527							
77	77	307	307	0.3333333333333333	3/4	3/4	Chord	4/4	4	1	1/12		1/8	2/3	1528							
77	77	922/3	922/3	0.3333333333333333	5/6	5/6	Chord	4/4	4	1	1/12		1/8	2/3	1529							
77	77	923/3	923/3	0.3333333333333333	11/12	11/12	Chord	4/4	4	1	1/12		1/8	2/3	1530							
78	78	308	308	0.0	0	0	Dynamic	4/4	1	1	0					f						
78	78	308	308	4.0	0	0	Chord	4/4	1	1	1		1	1	1531							
78	78	308	308	0.0	0	0	Dynamic	4/4	2	1	0					f						
78	78	308	308	4.0	0	0	Chord	4/4	2	1	1		1	1	1532							
78	78	308	308	0.0	0	0	Dynamic	4/4	3	1	0					f						
78	78	308	308	4.0	0	0	Chord	4/4	3	1	1		1	1	1533							
78	78	308	308	0.0	0	0	Dynamic	4/4	4	1	0					f						
78	78	308	308	4.0	0	0	Chord	4/4	4	1	1		1	1	1534							
79	79	312	312	0.0	0	0	Dynamic	4/4	1	1	0					p						
79	79	312	312	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1535		articStaccatoBelow		198			
79	79	314	314	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1536		articStaccatoBelow					
79	79	312	312	0.0	0	0	Dynamic	4/4	2	1	0					p						
79	79	312	312	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1537		articStaccatoBelow		199			
79	79	314	314	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1538		articStaccatoBelow					
79	79	312	312	0.0	0	0	Dynamic	4/4	3	1	0					p						
79	79	312	312	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1539		articStaccatoBelow		200			
79	79	314	314	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1540		articStaccatoAbove					
79	79	312	312	0.0	0	0	Dynamic	4/4	4	1	0					p						
79	79	312	312	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1541							
79	79	313	313	0.75	1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	1542							
79	79	1255/4	1255/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1543							
79	79	314	314	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1544							
79	79	315	315	0.75	3/4	3/4	Chord	4/4	4	1	3/16		1/8	3/2	1545							
79	79	1263/4	1263/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1546							
80	80	316	316	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1547		articStaccatoBelow		201			
80	80	318	318	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1548		articStaccatoBelow					
80	80	316	316	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1549		articStaccatoBelow		202			
80	80	318	318	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1550		articStaccatoBelow					
80	80	316	316	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1551		articStaccatoBelow		203			
80	80	318	318	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1552		articStaccatoAbove					
80	80	316	316	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1553							
80	80	317	317	0.75	1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	1554							
80	80	1271/4	1271/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1555							
80	80	318	318	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1556							
80	80	319	319	0.75	3/4	3/4	Chord	4/4	4	1	3/16		1/8	3/2	1557							
80	80	1279/4	1279/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1558							
81	81	320	320	0.0	0	0	StaffText	4/4	1	1	0							<i>dim.</i>				
81	81	320	320	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1559		articStaccatoBelow		204			
81	81	322	322	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1560		articStaccatoBelow					
81	81	320	320	0.0	0	0	StaffText	4/4	2	1	0							<i>dim.</i>				
81	81	320	320	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1561		articStaccatoBelow		205			
81	81	322	322	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1562		articStaccatoBelow					
81	81	320	320	0.0	0	0	StaffText	4/4	3	1	0							<i>dim.</i>				
81	81	320	320	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1563		articStaccatoBelow		206			
81	81	322	322	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1564		articStaccatoAbove					
81	81	320	320	0.0	0	0	StaffText	4/4	4	1	0							<i>dim.</i>				
81	81	320	320	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1565							
81	81	321	321	0.75	1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	1566							
81	81	1287/4	1287/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1567							
81	81	322	322	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1568							
81	81	323	323	0.75	3/4	3/4	Chord	4/4	4	1	3/16		1/8	3/2	1569							
81	81	1295/4	1295/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1570							
82	82	324	324	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1571		articStaccatoBelow		207			
82	82	326	326	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1572		articStaccatoBelow					
82	82	324	324	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1573		articStaccatoBelow		208			
82	82	326	326	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1574		articStaccatoBelow					
82	82	324	324	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1575		articStaccatoBelow		209			
82	82	326	326	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1576		articStaccatoBelow					
82	82	324	324	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	1577							
82	82	325	325	0.75	1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	1578							
82	82	1303/4	1303/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1579							
82	82	326	326	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1580							
82	82	327	327	0.75	3/4	3/4	Chord	4/4	4	1	3/16		1/8	3/2	1581							
82	82	1311/4	1311/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1582							
83	83	328	328	0.0	0	0	Dynamic	4/4	1	1	0					pp						
83	83	328	328	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1583							
83	83	328	328	0.0	0	0	Dynamic	4/4	2	1	0					pp						
83	83	328	328	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1584							
83	83	330	330	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1585							
83	83	328	328	0.0	0	0	Dynamic	4/4	3	1	0					pp						
83	83	328	328	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1586							
83	83	328	328	0.0	0	0	Dynamic	4/4	4	1	0					pp						
83	83	328	328	0.75	0	0	Chord	4/4	4	1	3/16		1/8	3/2	1587		articStaccatoBelow					
83	83	1315/4	1315/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1588		articStaccatoBelow					
83	83	329	329	0.75	1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	1589		articStaccatoBelow					
83	83	1319/4	1319/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1590		articStaccatoBelow					
83	83	330	330	0.75	1/2	1/2	Chord	4/4	4	1	3/16		1/8	3/2	1591		articStaccatoBelow					
83	83	1323/4	1323/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1592		articStaccatoBelow					
83	83	331	331	0.75	3/4	3/4	Chord	4/4	4	1	3/16		1/8	3/2	1593		articStaccatoBelow					
83	83	1327/4	1327/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1594		articStaccatoBelow					
84	84	334	334	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f						
84	84	334	334	0.0	1/2	1/2	Spanner	4/4	1	1	0										23	
84	84	334	334	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1595						23	
84	84	332	332	0.0	0	0	StaffText	4/4	2	1	0							<i>cresc.</i>				
84	84	332	332	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1596							
84	84	334	334	0.0	1/2	1/2	Dynamic	4/4	2	1	0					f						
84	84	334	334	0.0	1/2	1/2	Spanner	4/4	2	1	0										24	
84	84	334	334	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1597						24	
84	84	332	332	0.0	0	0	StaffText	4/4	3	1	0							<i>cresc.</i>				
84	84	332	332	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1598							
84	84	334	334	0.0	1/2	1/2	Dynamic	4/4	3	1	0					f						
84	84	334	334	0.0	1/2	1/2	Spanner	4/4	3	1	0										25	
84	84	334	334	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1599						25	
84	84	332	332	0.0	0	0	StaffText	4/4	4	1	0							<i>cresc.</i>				
84	84	332	332	0.75	0	0	Chord	4/4	4	1	3/16		1/8	3/2	1600		articStaccatoBelow					
84	84	1331/4	1331/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1601		articStaccatoBelow					
84	84	333	333	0.75	1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	1602		articStaccatoBelow					
84	84	1335/4	1335/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1603		articStaccatoBelow					
84	84	334	334	0.0	1/2	1/2	Dynamic	4/4	4	1	0					f						
84	84	334	334	0.0	1/2	1/2	Spanner	4/4	4	1	0										26	
84	84	334	334	0.75	1/2	1/2	Chord	4/4	4	1	3/16		1/8	3/2	1604		articStaccatoBelow				26	
84	84	1339/4	1339/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1605		articStaccatoBelow				26	
84	84	335	335	0.75	3/4	3/4	Chord	4/4	4	1	3/16		1/8	3/2	1606		articStaccatoBelow				26	
84	84	1343/4	1343/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1607		articStaccatoBelow				26	
85	85	336	336	0.0	0	0	Dynamic	4/4	1	1	0					p						
85	85	336	336	0.0	0	0	Spanner	4/4	1	1	0											
85	85	336	336	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1608				210			
85	85	338	338	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1609				210			
85	85	336	336	0.0	0	0	Dynamic	4/4	2	1	0					p						
85	85	336	336	0.0	0	0	Spanner	4/4	2	1	0											
85	85	336	336	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1610							
85	85	337	337	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1611				211			
85	85	339	339	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1612							
85	85	336	336	0.0	0	0	Dynamic	4/4	3	1	0					p						
85	85	336	336	0.0	0	0	Spanner	4/4	3	1	0											
85	85	336	336	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1613							
85	85	675/2	675/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1614							
85	85	338	338	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1615							
85	85	336	336	0.0	0	0	Dynamic	4/4	4	1	0					p						
85	85	336	336	0.0	0	0	Spanner	4/4	4	1	0											
85	85	336	336	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1616				212			
85	85	673/2	673/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1617		articStaccatoBelow					
85	85	1347/4	1347/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1618		articStaccatoBelow					
85	85	337	337	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1619				213			
85	85	675/2	675/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1620		articStaccatoBelow					
85	85	1351/4	1351/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1621		articStaccatoBelow					
85	85	338	338	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1622				214			
85	85	677/2	677/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1623		articStaccatoBelow					
85	85	1355/4	1355/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1624		articStaccatoBelow					
85	85	339	339	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1625				215			
85	85	679/2	679/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1626		articStaccatoBelow					
85	85	1359/4	1359/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1627		articStaccatoBelow					
86	86	340	340	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1628				210			
86	86	342	342	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1629							
86	86	340	340	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1630							
86	86	341	341	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	1631							
86	86	343	343	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1632							
86	86	340	340	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	1633							
86	86	342	342	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	1634							
86	86	340	340	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	1635				216			
86	86	681/2	681/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1636		articStaccatoBelow					
86	86	1363/4	1363/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1637		articStaccatoBelow					
86	86	341	341	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1638				217			
86	86	683/2	683/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1639		articStaccatoBelow					
86	86	1367/4	1367/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1640		articStaccatoBelow					
86	86	342	342	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1641				218			
86	86	685/2	685/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1642		articStaccatoBelow					
86	86	1371/4	1371/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1643		articStaccatoBelow					
86	86	343	343	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1644				219			
86	86	687/2	687/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1645		articStaccatoBelow					
86	86	1375/4	1375/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1646		articStaccatoBelow					
87	87	344	344	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1647				220			
87	87	346	346	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1648				220			
87	87	347	347	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1649				220			
87	87	1391/4	1391/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1650							
87	87	344	344	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1651				221			
87	87	345	345	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1652				221			
87	87	346	346	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1653				221			
87	87	347	347	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	1654				221			
87	87	1391/4	1391/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1655							
87	87	344	344	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1656				222			
87	87	345	345	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1657				222			
87	87	346	346	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1658				222			
87	87	347	347	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	1659							
