mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible
216	215	1727/2	1727/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3330						
217	216	864	864	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3331		articStaccatoBelow				
217	216	866	866	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3332		articStaccatoBelow				
217	216	864	864	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3333						
217	216	1729/2	1729/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3334						
217	216	865	865	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3335						
217	216	1731/2	1731/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3336						
217	216	866	866	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3337						
217	216	1733/2	1733/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3338						
217	216	867	867	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3339						
217	216	1735/2	1735/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3340						
218	217	868	868	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3341		articStaccatoBelow				
218	217	870	870	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3342		articStaccatoBelow				
218	217	868	868	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3343						
218	217	1737/2	1737/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3344						
218	217	869	869	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3345						
218	217	1739/2	1739/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3346						
218	217	870	870	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3347						
218	217	1741/2	1741/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3348						
218	217	871	871	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3349						
218	217	1743/2	1743/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3350						
219	218	872	872	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3351		articStaccatoBelow				
219	218	874	874	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3352		articStaccatoBelow				
219	218	872	872	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3353						
219	218	1745/2	1745/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3354						
219	218	873	873	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3355						
219	218	1747/2	1747/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3356						
219	218	874	874	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3357						
219	218	1749/2	1749/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3358						
219	218	875	875	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3359						
219	218	1751/2	1751/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3360						
220	219	876	876	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3361						
220	219	876	876	0.0	0	0	Dynamic	2/2	2	1	0					p					
220	219	876	876	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	3362						
220	219	878	878	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3363						
220	219	1757/2	1757/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3364						
220	219	879	879	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3365						
220	219	1759/2	1759/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3366						
220	219	876	876	0.0	0	0	Dynamic	2/2	3	1	0					p					
220	219	876	876	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	3367						
220	219	878	878	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	3368		articStaccatoBelow				
220	219	876	876	0.0	0	0	Dynamic	2/2	4	1	0					p					
220	219	876	876	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3369		articStaccatoAbove				
220	219	878	878	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3370		articStaccatoAbove				
221	220	880	880	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3371						
221	220	1761/2	1761/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3372						
221	220	881	881	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	3373						
221	220	1765/2	1765/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3374						
221	220	883	883	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3375						
221	220	1767/2	1767/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3376						
221	220	880	880	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	3377		articStaccatoAbove				
221	220	882	882	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	3378		articStaccatoBelow				
221	220	880	880	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3379		articStaccatoAbove				
221	220	882	882	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3380		articStaccatoAbove				
222	221	884	884	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3381						
222	221	1769/2	1769/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3382						
222	221	885	885	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	3383						
222	221	1773/2	1773/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3384						
222	221	887	887	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3385						
222	221	1775/2	1775/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3386						
222	221	884	884	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	3387						
222	221	886	886	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	3388						
222	221	884	884	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3389		articStaccatoAbove				
222	221	886	886	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3390						
223	222	888	888	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3391						
223	222	1777/2	1777/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3392						
223	222	889	889	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	3393						
223	222	1781/2	1781/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3394						
223	222	891	891	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3395						
223	222	1783/2	1783/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3396						
223	222	888	888	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	3397		articStaccatoAbove				
223	222	890	890	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	3398		articStaccatoBelow				
223	222	888	888	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3399		articStaccatoAbove				
223	222	890	890	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3400		articStaccatoAbove				
224	223	892	892	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3401						
224	223	1785/2	1785/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3402						
224	223	893	893	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	3403						
224	223	1787/2	1787/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	3404						
224	223	894	894	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3405						
224	223	1789/2	1789/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3406						
224	223	895	895	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3407						
224	223	1791/2	1791/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3408						
224	223	892	892	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	3409		articStaccatoBelow				
224	223	894	894	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	3410		articStaccatoBelow				
224	223	892	892	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3411		articStaccatoAbove				
224	223	894	894	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3412		articStaccatoAbove				
225	224	896	896	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3413						
225	224	1793/2	1793/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3414						
225	224	897	897	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	3415						
225	224	1795/2	1795/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	3416						
225	224	898	898	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3417						
225	224	1797/2	1797/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3418						
225	224	899	899	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3419						
225	224	1799/2	1799/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3420						
225	224	896	896	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	3421		articStaccatoBelow				
225	224	898	898	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	3422		articStaccatoAbove				
225	224	896	896	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3423		articStaccatoAbove				
225	224	898	898	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3424		articStaccatoAbove				
226	225	900	900	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3425						
226	225	1801/2	1801/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3426						
226	225	901	901	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	3427						
226	225	1803/2	1803/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	3428						
226	225	902	902	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3429						
226	225	1805/2	1805/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3430						
226	225	903	903	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3431						
226	225	1807/2	1807/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3432						
226	225	900	900	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	3433		articStaccatoBelow				
226	225	902	902	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	3434		articStaccatoAbove				
226	225	900	900	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3435		articStaccatoAbove				
226	225	902	902	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3436		articStaccatoAbove				
227	226	904	904	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3437						
227	226	1809/2	1809/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3438						
227	226	905	905	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	3439						
227	226	1811/2	1811/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	3440						
227	226	906	906	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3441						
227	226	1813/2	1813/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3442						
227	226	907	907	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3443						
227	226	1815/2	1815/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3444						
227	226	904	904	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	3445		articStaccatoAbove				
227	226	906	906	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	3446		articStaccatoAbove				
227	226	904	904	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3447		articStaccatoAbove				
227	226	906	906	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3448		articStaccatoAbove				
228	227	908	908	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3449						
228	227	1817/2	1817/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3450						
228	227	909	909	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	3451						
228	227	1819/2	1819/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	3452						
228	227	910	910	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3453						
228	227	1821/2	1821/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3454						
228	227	911	911	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3455						
228	227	1823/2	1823/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3456						
228	227	908	908	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	3457		articStaccatoAbove				
228	227	910	910	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	3458		articStaccatoBelow				
228	227	908	908	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3459		articStaccatoAbove				
228	227	910	910	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3460		articStaccatoAbove				
229	228	914	914	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3461		articStaccatoAbove				
229	228	912	912	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3462						
229	228	1825/2	1825/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3463						
229	228	913	913	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	3464						
229	228	1827/2	1827/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	3465						
229	228	914	914	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3466						
229	228	1829/2	1829/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3467						
229	228	915	915	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3468						
229	228	1831/2	1831/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3469						
229	228	912	912	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	3470		articStaccatoBelow				
229	228	914	914	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	3471		articStaccatoBelow				
229	228	912	912	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3472		articStaccatoAbove				
229	228	914	914	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	3473		articStaccatoBelow				
230	229	916	916	0.0	0	0	StaffText	2/2	1	1	0							<i>cresc.</i>			
230	229	916	916	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3474		articStaccatoAbove				
230	229	918	918	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3475		articStaccatoAbove				
230	229	916	916	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	3476		articStaccatoAbove				
230	229	918	918	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	3477		articStaccatoAbove				
230	229	920	920	0.0	1	1	StaffText	2/2	2	1	0							<i>cresc.</i>			
230	229	916	916	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	3478						
230	229	916	916	0.0	0	0	StaffText	2/2	4	1	0							<i>cresc.</i>			
230	229	916	916	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3479						
230	229	918	918	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3480						
230	229	1837/2	1837/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3481						
230	229	919	919	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3482						
230	229	1839/2	1839/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3483						
231	230	920	920	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3484		articStaccatoAbove				
231	230	922	922	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3485		articStaccatoAbove				
231	230	920	920	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	3486		articStaccatoAbove				
231	230	922	922	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	3487		articStaccatoBelow				
231	230	920	920	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3488						
231	230	1841/2	1841/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3489						
231	230	921	921	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	3490						
231	230	1845/2	1845/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3491						
231	230	923	923	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3492						
231	230	1847/2	1847/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3493						
232	231	924	924	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3494		articStaccatoAbove				
232	231	926	926	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3495		articStaccatoAbove				
232	231	924	924	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	3496		articStaccatoAbove				
232	231	926	926	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	3497		articStaccatoAbove				
232	231	924	924	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3498						
232	231	1849/2	1849/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3499						
232	231	925	925	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	3500						
232	231	1853/2	1853/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3501						
232	231	927	927	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3502						
232	231	1855/2	1855/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3503						
233	232	928	928	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3504		articStaccatoAbove				
233	232	930	930	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3505		articStaccatoAbove				
233	232	928	928	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	3506		articStaccatoAbove				
233	232	930	930	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	3507		articStaccatoBelow				
233	232	928	928	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3508						
233	232	1857/2	1857/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3509						
233	232	929	929	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	3510						
233	232	1861/2	1861/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3511						
233	232	931	931	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3512						
233	232	1863/2	1863/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3513						
234	233	932	932	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3514		articStaccatoAbove				
234	233	934	934	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3515		articStaccatoAbove				
234	233	932	932	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	3516		articStaccatoAbove				
234	233	934	934	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	3517		articStaccatoAbove				
234	233	932	932	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3518						
234	233	1865/2	1865/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3519						
234	233	933	933	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	3520						
234	233	1867/2	1867/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	3521						
234	233	934	934	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3522						
234	233	1869/2	1869/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3523						
234	233	935	935	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3524						
234	233	1871/2	1871/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3525						
235	234	936	936	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3526		articStaccatoAbove				
235	234	938	938	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3527		articStaccatoAbove				
235	234	936	936	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	3528		articStaccatoBelow				
235	234	938	938	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	3529		articStaccatoAbove				
235	234	936	936	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3530						
235	234	1873/2	1873/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3531						
235	234	937	937	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	3532						
235	234	1875/2	1875/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	3533						
235	234	938	938	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3534						
235	234	1877/2	1877/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3535						
235	234	939	939	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3536						
235	234	1879/2	1879/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3537						
236	235	940	940	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3538		articStaccatoAbove				
236	235	942	942	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3539		articStaccatoAbove				
236	235	940	940	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	3540		articStaccatoAbove				
236	235	942	942	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	3541		articStaccatoAbove				
236	235	940	940	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3542						
236	235	1881/2	1881/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3543						
236	235	941	941	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	3544						
236	235	1883/2	1883/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	3545						
236	235	942	942	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3546						
236	235	1885/2	1885/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3547						
236	235	943	943	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3548						
236	235	1887/2	1887/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3549						
237	236	944	944	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3550		articStaccatoAbove				
237	236	946	946	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3551		articStaccatoAbove				
237	236	944	944	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	3552		articStaccatoAbove				
237	236	946	946	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	3553		articStaccatoAbove				
237	236	944	944	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3554						
237	236	1889/2	1889/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3555						
237	236	945	945	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	3556						
237	236	1891/2	1891/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	3557						
237	236	946	946	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3558						
237	236	1893/2	1893/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3559						
237	236	947	947	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3560						
237	236	1895/2	1895/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3561						
238	237	948	948	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3562		articStaccatoAbove				
238	237	950	950	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3563						
238	237	948	948	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	3564		articStaccatoAbove				
238	237	950	950	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	3565						
238	237	950	950	0.0	1/2	1/2	StaffText	2/2	3	1	0							<i>cresc.</i>			
238	237	950	950	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	3566		articStaccatoAbove				
238	237	948	948	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3567						
238	237	1897/2	1897/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3568						
238	237	949	949	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	3569						
238	237	1899/2	1899/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	3570						
238	237	950	950	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3571						
238	237	1901/2	1901/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3572						
238	237	951	951	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3573						
238	237	1903/2	1903/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3574						
239	238	952	952	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3575						
239	238	954	954	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3576		articStaccatoAbove				
239	238	952	952	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	3577						
239	238	954	954	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	3578		articStaccatoAbove				
239	238	952	952	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	3579		articStaccatoAbove				
239	238	954	954	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	3580		articStaccatoAbove				
239	238	952	952	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3581						
239	238	1905/2	1905/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3582						
239	238	953	953	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	3583						
239	238	1907/2	1907/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	3584						
239	238	954	954	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3585						
239	238	1909/2	1909/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3586						
239	238	955	955	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3587						
239	238	1911/2	1911/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3588						
240	239	956	956	0.0	0	0	Dynamic	2/2	1	1	0					f					
240	239	956	956	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3589						
240	239	958	958	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	3590						
240	239	1917/2	1917/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	3591						
240	239	959	959	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	3592						
240	239	1919/2	1919/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	3593						
240	239	956	956	0.0	0	0	Dynamic	2/2	2	1	0					f					
240	239	956	956	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	3594		articStaccatoBelow				
240	239	958	958	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	3595		articStaccatoBelow				
240	239	956	956	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	3596		articStaccatoAbove				
240	239	958	958	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	3597		articStaccatoBelow				
240	239	956	956	0.0	0	0	Dynamic	2/2	4	1	0					f					
240	239	956	956	0.0	0	0	Dynamic	2/2	4	1	0					f					
240	239	956	956	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	3598		articStaccatoBelow				
