mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible
200	199	1593/2	1593/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3048						
200	199	797	797	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3049						
200	199	1595/2	1595/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3050						
200	199	798	798	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3051						
200	199	1597/2	1597/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3052						
200	199	799	799	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3053						
200	199	1599/2	1599/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3054						
200	199	796	796	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3055						
200	199	1593/2	1593/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3056						
200	199	797	797	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	3057						
200	199	1595/2	1595/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	3058						
200	199	798	798	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3059						
200	199	1597/2	1597/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3060						
200	199	799	799	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3061						
200	199	1599/2	1599/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3062						
201	200	800	800	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	3063						
201	200	1601/2	1601/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	3064						
201	200	801	801	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	3065						
201	200	1603/2	1603/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	3066						
201	200	802	802	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	3067						
201	200	1605/2	1605/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	3068						
201	200	803	803	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	3069						
201	200	1607/2	1607/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	3070						
201	200	800	800	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3071						
201	200	1601/2	1601/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3072						
201	200	801	801	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	3073						
201	200	1603/2	1603/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	3074						
201	200	802	802	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3075						
201	200	1605/2	1605/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3076						
201	200	803	803	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3077						
201	200	1607/2	1607/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3078						
201	200	800	800	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	3079						
201	200	801	801	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3080						
201	200	1603/2	1603/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3081						
201	200	802	802	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3082						
201	200	1605/2	1605/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3083						
201	200	803	803	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3084						
201	200	1607/2	1607/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3085						
201	200	800	800	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3086						
201	200	1601/2	1601/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3087						
201	200	801	801	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	3088						
201	200	1603/2	1603/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	3089						
201	200	802	802	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3090						
201	200	1605/2	1605/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3091						
201	200	803	803	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3092						
201	200	1607/2	1607/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3093						
202	201	804	804	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	3094						
202	201	1609/2	1609/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	3095						
202	201	805	805	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	3096						
202	201	1611/2	1611/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	3097						
202	201	806	806	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	3098						
202	201	1613/2	1613/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	3099						
202	201	807	807	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	3100						
202	201	1615/2	1615/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	3101						
202	201	804	804	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3102						
202	201	1609/2	1609/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3103						
202	201	805	805	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	3104						
202	201	1611/2	1611/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	3105						
202	201	806	806	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3106						
202	201	1613/2	1613/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3107						
202	201	807	807	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3108						
202	201	1615/2	1615/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3109						
202	201	804	804	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3110						
202	201	1609/2	1609/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3111						
202	201	805	805	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3112						
202	201	1611/2	1611/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3113						
202	201	806	806	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3114						
202	201	1613/2	1613/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3115						
202	201	807	807	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3116						
202	201	1615/2	1615/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3117						
202	201	804	804	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3118						
202	201	1609/2	1609/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3119						
202	201	805	805	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	3120						
202	201	1611/2	1611/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	3121						
202	201	806	806	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3122						
202	201	1613/2	1613/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3123						
202	201	807	807	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3124						
202	201	1615/2	1615/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3125						
203	202	808	808	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	3126						
203	202	1617/2	1617/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	3127						
203	202	809	809	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	3128						
203	202	1619/2	1619/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	3129						
203	202	810	810	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	3130						
203	202	1621/2	1621/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	3131						
203	202	811	811	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	3132						
203	202	1623/2	1623/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	3133						
203	202	808	808	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3134						
203	202	1617/2	1617/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3135						
203	202	809	809	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	3136						
203	202	1619/2	1619/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	3137						
203	202	810	810	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3138						
203	202	1621/2	1621/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3139						
203	202	811	811	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3140						
203	202	1623/2	1623/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3141						
203	202	808	808	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3142						
203	202	1617/2	1617/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3143						
203	202	809	809	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3144						
203	202	1619/2	1619/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3145						
203	202	810	810	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3146						
203	202	1621/2	1621/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3147						
203	202	811	811	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3148						
203	202	1623/2	1623/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3149						
203	202	808	808	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3150						
203	202	1617/2	1617/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3151						
203	202	809	809	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	3152						
203	202	1619/2	1619/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	3153						
203	202	810	810	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3154						
203	202	1621/2	1621/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3155						
203	202	811	811	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3156						
203	202	1623/2	1623/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3157						
204	203	812	812	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	3158						
204	203	1625/2	1625/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	3159						
204	203	813	813	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	3160						
204	203	1627/2	1627/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	3161						
204	203	814	814	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	3162						
204	203	1629/2	1629/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	3163						
204	203	815	815	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	3164						
204	203	1631/2	1631/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	3165						
204	203	812	812	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3166						
204	203	1625/2	1625/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3167						
204	203	813	813	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	3168						
204	203	1627/2	1627/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	3169						
204	203	814	814	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3170						
204	203	1629/2	1629/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3171						
204	203	815	815	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3172						
204	203	1631/2	1631/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3173						
204	203	812	812	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3174						
204	203	1625/2	1625/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3175						
204	203	813	813	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3176						
204	203	1627/2	1627/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3177						
204	203	814	814	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3178						
204	203	1629/2	1629/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3179						
204	203	815	815	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3180						
204	203	1631/2	1631/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3181						
204	203	812	812	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3182						
204	203	1625/2	1625/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3183						
204	203	813	813	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	3184						
204	203	1627/2	1627/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	3185						
204	203	814	814	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3186						
204	203	1629/2	1629/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3187						
204	203	815	815	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3188						
204	203	1631/2	1631/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3189						
205	204	816	816	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	3190						
205	204	1633/2	1633/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	3191						
205	204	817	817	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	3192						
205	204	1635/2	1635/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	3193						
205	204	818	818	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	3194						
205	204	1637/2	1637/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	3195						
205	204	819	819	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	3196						
205	204	1639/2	1639/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	3197						
205	204	816	816	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3198						
205	204	1633/2	1633/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3199						
205	204	817	817	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	3200						
205	204	1635/2	1635/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	3201						
205	204	818	818	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3202						
205	204	1637/2	1637/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3203						
205	204	819	819	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3204						
205	204	1639/2	1639/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3205						
205	204	816	816	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3206						
205	204	1633/2	1633/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3207						
205	204	817	817	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3208						
205	204	1635/2	1635/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3209						
205	204	818	818	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3210						
205	204	1637/2	1637/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3211						
205	204	819	819	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3212						
205	204	1639/2	1639/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3213						
205	204	816	816	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3214						
205	204	1633/2	1633/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3215						
205	204	817	817	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	3216						
205	204	1635/2	1635/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	3217						
205	204	818	818	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3218						
205	204	1637/2	1637/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3219						
205	204	819	819	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3220						
205	204	1639/2	1639/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3221						
206	205	820	820	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	3222						
206	205	1641/2	1641/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	3223						
206	205	821	821	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	3224						
206	205	1643/2	1643/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	3225						
206	205	822	822	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	3226						
206	205	1645/2	1645/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	3227						
206	205	823	823	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	3228						
206	205	1647/2	1647/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	3229						
206	205	820	820	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	3230						
206	205	1641/2	1641/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	3231						
206	205	821	821	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	3232						
206	205	1643/2	1643/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	3233						
206	205	822	822	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	3234						
206	205	1645/2	1645/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	3235						
206	205	823	823	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	3236						
206	205	1647/2	1647/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	3237						
206	205	820	820	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3238						
206	205	1641/2	1641/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3239						
206	205	821	821	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3240						
206	205	1643/2	1643/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3241						
206	205	822	822	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3242						
206	205	1645/2	1645/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3243						
206	205	823	823	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3244						
206	205	1647/2	1647/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3245						
206	205	820	820	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	3246						
206	205	1641/2	1641/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	3247						
206	205	821	821	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	3248						
206	205	1643/2	1643/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	3249						
206	205	822	822	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	3250						
206	205	1645/2	1645/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	3251						
206	205	823	823	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	3252						
206	205	1647/2	1647/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	3253						
207	206	824	824	4.0	0	0	Chord	2/2	1	1	1		1	1	3254						
207	206	824	824	4.0	0	0	Chord	2/2	2	1	1		1	1	3255						
207	206	824	824	4.0	0	0	Chord	2/2	3	1	1		1	1	3256						
207	206	824	824	4.0	0	0	Chord	2/2	4	1	1		1	1	3257						
208	207	828	828	4.0	0	0	Chord	2/2	1	1	1		1	1	3258						
208	207	828	828	0.0	0	0	Dynamic	2/2	2	1	0					ff					
208	207	828	828	0.0	0	0	Dynamic	2/2	2	1	0					ff					
208	207	828	828	4.0	0	0	Chord	2/2	2	1	1		1	1	3259						
208	207	828	828	0.0	0	0	Dynamic	2/2	3	1	0					ff					
208	207	828	828	4.0	0	0	Chord	2/2	3	1	1		1	1	3260						
208	207	828	828	0.0	0	0	Dynamic	2/2	4	1	0					ff					
208	207	828	828	4.0	0	0	Chord	2/2	4	1	1		1	1	3261						
209	208	832	832	4.0	0	0	Chord	2/2	1	1	1		1	1	3262						
209	208	832	832	4.0	0	0	Chord	2/2	2	1	1		1	1	3263						
209	208	832	832	4.0	0	0	Chord	2/2	3	1	1		1	1	3264						
209	208	832	832	4.0	0	0	Chord	2/2	4	1	1		1	1	3265						
210	209	836	836	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3266		articStaccatoBelow				
210	209	838	838	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3267		articStaccatoBelow				
210	209	836	836	0.0	0	0	Dynamic	2/2	2	1	0					p					
210	209	836	836	0.0	0	0	Dynamic	2/2	2	1	0					p					
210	209	836	836	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	3268						
210	209	836	836	0.0	0	0	Dynamic	2/2	3	1	0					p					
210	209	836	836	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	3269						
210	209	838	838	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3270						
210	209	1677/2	1677/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3271						
210	209	839	839	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3272						
210	209	1679/2	1679/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3273						
210	209	836	836	0.0	0	0	Dynamic	2/2	4	1	0					p					
210	209	836	836	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	3274						
211	210	840	840	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3275		articStaccatoBelow				
211	210	842	842	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3276		articStaccatoBelow				
211	210	840	840	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3277						
211	210	1681/2	1681/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3278						
211	210	841	841	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	3279						
211	210	1685/2	1685/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3280						
211	210	843	843	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3281						
211	210	1687/2	1687/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3282						
212	211	844	844	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3283		articStaccatoBelow				
212	211	846	846	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3284		articStaccatoBelow				
212	211	844	844	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3285						
212	211	1689/2	1689/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3286						
212	211	845	845	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	3287						
212	211	1693/2	1693/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3288						
212	211	847	847	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3289						
212	211	1695/2	1695/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3290						
213	212	848	848	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3291		articStaccatoBelow				
213	212	850	850	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3292		articStaccatoBelow				
213	212	848	848	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3293						
213	212	1697/2	1697/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3294						
213	212	849	849	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3295						
213	212	1699/2	1699/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3296						
213	212	850	850	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3297						
213	212	1701/2	1701/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3298						
213	212	851	851	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3299						
213	212	1703/2	1703/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3300						
214	213	852	852	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3301		articStaccatoBelow				
214	213	854	854	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3302		articStaccatoBelow				
214	213	852	852	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3303						
214	213	1705/2	1705/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3304						
214	213	853	853	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3305						
214	213	1707/2	1707/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3306						
214	213	854	854	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3307						
214	213	1709/2	1709/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3308						
214	213	855	855	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3309						
214	213	1711/2	1711/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3310						
215	214	856	856	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3311		articStaccatoBelow				
215	214	858	858	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3312		articStaccatoBelow				
215	214	856	856	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3313						
215	214	1713/2	1713/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3314						
215	214	857	857	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3315						
215	214	1715/2	1715/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3316						
215	214	858	858	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3317						
215	214	1717/2	1717/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3318						
215	214	859	859	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3319						
215	214	1719/2	1719/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	3320						
216	215	860	860	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	3321		articStaccatoBelow				
216	215	862	862	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	3322		articStaccatoBelow				
216	215	860	860	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	3323						
216	215	1721/2	1721/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	3324						
216	215	861	861	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	3325						
216	215	1723/2	1723/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	3326						
216	215	862	862	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	3327						
216	215	1725/2	1725/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	3328						
216	215	863	863	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	3329						
