mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
28	28	81	81	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	402							32	
28	28	329/4	329/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	403							32	
28	28	165/2	165/2	0.0	3/8	3/8	Spanner	6/8	2	1	0											
28	28	165/2	165/2	0.0	3/8	3/8	Spanner	6/8	2	1	0											24
28	28	165/2	165/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	404								24
28	28	335/4	335/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	405								24
28	28	81	81	0.0	0	0	Spanner	6/8	3	1	0											
28	28	81	81	0.0	0	0	Spanner	6/8	3	1	0										33	
28	28	81	81	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	406							33	
28	28	329/4	329/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16	1/16	1	407							33	
28	28	165/2	165/2	0.0	3/8	3/8	Spanner	6/8	3	1	0											
28	28	165/2	165/2	0.0	3/8	3/8	Spanner	6/8	3	1	0											25
28	28	165/2	165/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	408								25
28	28	335/4	335/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	409								25
28	28	81	81	0.0	0	0	Spanner	6/8	4	1	0											
28	28	81	81	0.0	0	0	Spanner	6/8	4	1	0										34	
28	28	81	81	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	410							34	
28	28	329/4	329/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16	1/16	1	411							34	
28	28	165/2	165/2	0.0	3/8	3/8	Spanner	6/8	4	1	0											
28	28	165/2	165/2	0.0	3/8	3/8	Spanner	6/8	4	1	0											26
28	28	165/2	165/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	412								26
28	28	335/4	335/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16	1/16	1	413								26
29	29	84	84	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""10""/><i>cresc.</i>"						
29	29	84	84	0.0	0	0	Spanner	6/8	1	1	0											
29	29	84	84	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	414								
29	29	341/4	341/4	0.0	5/16	5/16	StaffText	6/8	1	1	0					<b><i>rfz</i></b>						
29	29	341/4	341/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	415								
29	29	171/2	171/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	416								
29	29	347/4	347/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	417								
29	29	84	84	0.0	0	0	Spanner	6/8	2	1	0											
29	29	84	84	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	418								
29	29	341/4	341/4	0.0	5/16	5/16	StaffText	6/8	2	1	0					<b><i>rfz</i></b>						
29	29	341/4	341/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	419								
29	29	171/2	171/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	420								
29	29	347/4	347/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	421								
29	29	84	84	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>cresc.</i>"						
29	29	84	84	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>cresc.</i>"						
29	29	84	84	0.0	0	0	Spanner	6/8	3	1	0											
29	29	84	84	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	422								
29	29	341/4	341/4	0.0	5/16	5/16	StaffText	6/8	3	1	0					<b><i>rfz</i></b>						
29	29	341/4	341/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16	1/16	1	423								
29	29	171/2	171/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	424								
29	29	347/4	347/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	425								
29	29	84	84	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""10""/><i>cresc.</i>"						
29	29	84	84	0.0	0	0	Spanner	6/8	4	1	0											
29	29	84	84	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	426								
29	29	341/4	341/4	0.0	5/16	5/16	StaffText	6/8	4	1	0					<b><i>rfz</i></b>						
29	29	341/4	341/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16	1/16	1	427								
29	29	171/2	171/2	1.0	3/8	3/8	Chord	6/8	4	1	1/4	1/4	1	428								
29	29	347/4	347/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16	1/16	1	429								
30	30	87	87	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""12""/><b><i>p</i></b>"						
30	30	87	87	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	430								
30	30	353/4	353/4	0.0	5/16	5/16	Spanner	6/8	1	1	0											27
30	30	353/4	353/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	431								27
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	432								27
30	30	89	89	0.0	1/2	1/2	Spanner	6/8	1	1	0											
30	30	357/4	357/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	433	articStaccatoAbove					103		
30	30	179/2	179/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	434	articStaccatoAbove					103		
30	30	359/4	359/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	435	articStaccatoAbove							
30	30	87	87	0.0	0	0	StaffText	6/8	2	1	0					"<font size=""12""/><b><i>p</i></b>"						
30	30	87	87	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	436								
30	30	353/4	353/4	0.0	5/16	5/16	Spanner	6/8	2	1	0											28
30	30	353/4	353/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	437								28
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	438								28
30	30	89	89	0.0	1/2	1/2	Spanner	6/8	2	1	0											
30	30	357/4	357/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	439	articStaccatoBelow					104		
30	30	179/2	179/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	440	articStaccatoBelow					104		
30	30	359/4	359/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	441	articStaccatoBelow							
30	30	87	87	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""12""/><b><i>p</i></b>"						
30	30	87	87	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	442								
30	30	353/4	353/4	0.0	5/16	5/16	Spanner	6/8	3	1	0											29
30	30	353/4	353/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16	1/16	1	443								29
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	444								29
30	30	89	89	0.0	1/2	1/2	Spanner	6/8	3	1	0											
30	30	357/4	357/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	445	articStaccatoBelow					105		
30	30	179/2	179/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	446	articStaccatoBelow					105		
30	30	359/4	359/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	447	articStaccatoBelow							
30	30	87	87	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""12""/><b><i>p</i></b>"						
30	30	87	87	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	448								
30	30	353/4	353/4	0.0	5/16	5/16	Spanner	6/8	4	1	0											30
30	30	353/4	353/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16	1/16	1	449								30
30	30	177/2	177/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	450								30
30	30	89	89	0.0	1/2	1/2	Spanner	6/8	4	1	0											
30	30	357/4	357/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16	1/16	1	451	articStaccatoBelow					106		
30	30	179/2	179/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16	1/16	1	452	articStaccatoBelow					106		
30	30	359/4	359/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16	1/16	1	453	articStaccatoBelow							
31	31	90	90	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""10""/><i>cresc.</i>"						
31	31	90	90	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""12""/><b><i>p</i></b>"						
31	31	90	90	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	454								
31	31	365/4	365/4	0.0	5/16	5/16	Spanner	6/8	1	1	0											31
31	31	365/4	365/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	455								31
31	31	183/2	183/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	456								31
31	31	92	92	0.0	1/2	1/2	Spanner	6/8	1	1	0											
31	31	369/4	369/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	457	articStaccatoBelow					107		
31	31	185/2	185/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16	1/16	1	458	articStaccatoBelow					107		
31	31	371/4	371/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16	1/16	1	459	articStaccatoBelow							
31	31	90	90	0.0	0	0	StaffText	6/8	2	1	0					"<font size=""10""/><i>cresc.</i>"						
31	31	90	90	0.0	0	0	StaffText	6/8	2	1	0					"<font size=""12""/><b><i>p</i></b>"						
31	31	90	90	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	460								
31	31	365/4	365/4	0.0	5/16	5/16	Spanner	6/8	2	1	0											32
31	31	365/4	365/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	461								32
31	31	183/2	183/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	462								32
31	31	92	92	0.0	1/2	1/2	Spanner	6/8	2	1	0											
31	31	369/4	369/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	463	articStaccatoBelow					108		
31	31	185/2	185/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	464	articStaccatoBelow					108		
31	31	371/4	371/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	465	articStaccatoBelow							
31	31	90	90	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>cresc.</i>"						
31	31	90	90	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	466								
31	31	365/4	365/4	0.0	5/16	5/16	Spanner	6/8	3	1	0											33
31	31	365/4	365/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16	1/16	1	467								33
31	31	183/2	183/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	468								33
31	31	92	92	0.0	1/2	1/2	Spanner	6/8	3	1	0											
31	31	369/4	369/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	469	articStaccatoBelow					109		
31	31	185/2	185/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	470	articStaccatoBelow					109		
31	31	371/4	371/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	471	articStaccatoBelow							
31	31	90	90	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""10""/><i>cresc.</i>"						
31	31	90	90	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""12""/><b><i>p</i></b>"						
31	31	90	90	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""12""/><b><i>p</i></b>"						
31	31	90	90	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	472								
31	31	365/4	365/4	0.0	5/16	5/16	Spanner	6/8	4	1	0											34
31	31	365/4	365/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16	1/16	1	473								34
31	31	183/2	183/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	474								34
31	31	92	92	0.0	1/2	1/2	Spanner	6/8	4	1	0											
31	31	369/4	369/4	0.25	9/16	9/16	Chord	6/8	4	1	1/16	1/16	1	475	articStaccatoBelow					110		
31	31	185/2	185/2	0.25	5/8	5/8	Chord	6/8	4	1	1/16	1/16	1	476	articStaccatoBelow					110		
31	31	371/4	371/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16	1/16	1	477	articStaccatoBelow							
32	32	93	93	0.0	0	0	Tempo	6/8	1	1	0						TempoI.	75.0	1.0			
32	32	93	93	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""12""/><b><i>p</i></b>"						
32	32	93	93	1.0	0	0	Chord	6/8	1	1	1/4	1/4	1	478								
32	32	377/4	377/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	479								
32	32	95	95	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	480								
32	32	93	93	1.0	0	0	Chord	6/8	2	1	1/4	1/4	1	481								
32	32	377/4	377/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	482								
32	32	95	95	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	483						111		
32	32	191/2	191/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	484						111		
32	32	383/4	383/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	485								
32	32	93	93	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""12""/><b><i>p</i></b>"						
32	32	93	93	1.0	0	0	Chord	6/8	3	1	1/4	1/4	1	486								
32	32	377/4	377/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16	1/16	1	487								
32	32	95	95	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	488						112		
32	32	191/2	191/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	489						112		
32	32	383/4	383/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	490								
32	32	93	93	0.0	0	0	StaffText	6/8	4	1	0					"<font size=""12""/><b><i>p</i></b>"						
32	32	93	93	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	491								
32	32	377/4	377/4	0.25	5/16	5/16	Chord	6/8	4	1	1/16	1/16	1	492								
32	32	191/2	191/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	493								
33	33	96	96	0.0	0	0	StaffText	6/8	1	1	0					"<font size=""10""/><i>cresc.</i>"						
33	33	96	96	0.0	0	0	StaffText	6/8	1	1	0					<b><i>p</i></b>						
33	33	96	96	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	494						113		
33	33	193/2	193/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4	1/4	1	495						113		
33	33	195/2	195/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	496						113		
33	33	98	98	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	497						113		
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	498								
33	33	96	96	0.0	0	0	StaffText	6/8	2	1	0					<b><i>p</i></b>						
33	33	96	96	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	499						114		
33	33	193/2	193/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	500						114		
33	33	195/2	195/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	501								
33	33	197/2	197/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	502						115		
33	33	395/4	395/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	503								
33	33	96	96	0.0	0	0	StaffText	6/8	3	1	0					<b><i>p</i></b>						
33	33	96	96	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>cresc.</i>"						
33	33	96	96	0.0	0	0	StaffText	6/8	3	1	0					"<font size=""10""/><i>cresc.</i>"						
33	33	96	96	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	504						116		
33	33	193/2	193/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	505						116		
33	33	97	97	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	506						116		
33	33	195/2	195/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	507						116		
33	33	98	98	0.5	1/2	1/2	Chord	6/8	3	1	1/8	1/8	1	508						116		
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8	1/8	1	509						116		
33	33	96	96	0.0	0	0	StaffText	6/8	4	1	0					<b><i>p</i></b>						
33	33	96	96	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	510						117		
33	33	193/2	193/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	511						117		
33	33	97	97	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	512						117		
33	33	195/2	195/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	513						117		
33	33	98	98	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	514						117		
33	33	197/2	197/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	515								
34	34	99	99	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	516						118		
34	34	199/2	199/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	517						118		
34	34	100	100	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	518						118		
34	34	201/2	201/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	519						118		
34	34	101	101	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	520						118		
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	521								
34	34	99	99	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	522						119		
34	34	199/2	199/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	523						119		
34	34	100	100	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	524								
34	34	201/2	201/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	525						120		
34	34	101	101	0.5	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	526						120		
34	34	203/2	203/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	527								
34	34	99	99	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	528						116		
34	34	199/2	199/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	529						116		
34	34	100	100	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	530								
34	34	201/2	201/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	531						121		
34	34	101	101	1.0	1/2	1/2	Chord	6/8	3	1	1/4	1/4	1	532								
34	34	99	99	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	533						122		
34	34	199/2	199/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	534						122		
34	34	100	100	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	535								
34	34	201/2	201/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	536						123		
34	34	101	101	1.0	1/2	1/2	Chord	6/8	4	1	1/4	1/4	1	537								
35	35	102	102	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	538						124		
35	35	205/2	205/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	539						124		
35	35	103	103	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	540								
35	35	207/2	207/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	541						125		
35	35	104	104	1.0	1/2	1/2	Chord	6/8	1	1	1/4	1/4	1	542								
35	35	102	102	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	543								
35	35	205/2	205/2	0.75	1/8	1/8	Chord	6/8	2	1	3/16	1/8	3/2	544						126		
35	35	413/4	413/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	545								
35	35	207/2	207/2	1.0	3/8	3/8	Chord	6/8	2	1	1/4	1/4	1	546								
35	35	209/2	209/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	547								
35	35	102	102	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	548						127		
35	35	205/2	205/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	549						127		
35	35	103	103	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	550						127		
35	35	207/2	207/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8	1/8	1	551						127		
35	35	104	104	0.75	1/2	1/2	Chord	6/8	3	1	3/16	1/8	3/2	552						127		
35	35	419/4	419/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	553								
35	35	102	102	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	554						128		
35	35	205/2	205/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	555						128		
35	35	103	103	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	556						128		
35	35	207/2	207/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	557						128		
35	35	104	104	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	558						128		
35	35	209/2	209/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	559								
36	36	105	105	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	560						129		
36	36	211/2	211/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	561						129		
36	36	106	106	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	562						129		
36	36	213/2	213/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	563						129		
36	36	107	107	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	564						129		
36	36	215/2	215/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	565								
36	36	105	105	0.75	0	0	Chord	6/8	2	1	3/16	1/8	3/2	566						130		
36	36	423/4	423/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16	1/16	1	567						130		
36	36	106	106	0.5	1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	568								
36	36	213/2	213/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	569						131		
36	36	107	107	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	570								
36	36	105	105	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	571						132		
36	36	211/2	211/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8	1/8	1	572						132		
36	36	106	106	0.5	1/4	1/4	Chord	6/8	3	1	1/8	1/8	1	573								
36	36	213/2	213/2	1.0	3/8	3/8	Chord	6/8	3	1	1/4	1/4	1	574								
36	36	215/2	215/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	575						133		
36	36	431/4	431/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	576								
36	36	105	105	0.5	0	0	Chord	6/8	4	1	1/8	1/8	1	577						134		
36	36	211/2	211/2	0.5	1/8	1/8	Chord	6/8	4	1	1/8	1/8	1	578						134		
36	36	106	106	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	579								
36	36	213/2	213/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	580						135		
36	36	107	107	0.75	1/2	1/2	Chord	6/8	4	1	3/16	1/8	3/2	581						135		
36	36	431/4	431/4	0.25	11/16	11/16	Chord	6/8	4	1	1/16	1/16	1	582								
37	37	108	108	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	583						136		
37	37	217/2	217/2	0.75	1/8	1/8	Chord	6/8	1	1	3/16	1/8	3/2	584						136		
37	37	437/4	437/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	585								
37	37	219/2	219/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	586								
37	37	221/2	221/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	587								
37	37	108	108	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	588						137		
37	37	217/2	217/2	0.75	1/8	1/8	Chord	6/8	2	1	3/16	1/8	3/2	589						137		
37	37	437/4	437/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	590						138		
37	37	219/2	219/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	591						138		
37	37	439/4	439/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	592						138		
37	37	110	110	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	593						138		
37	37	441/4	441/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	594								
37	37	221/2	221/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	595						139		
37	37	443/4	443/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	596								
37	37	108	108	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	597						140		
37	37	217/2	217/2	0.75	1/8	1/8	Chord	6/8	3	1	3/16	1/8	3/2	598						140		
37	37	437/4	437/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16	1/16	1	599						141		
37	37	219/2	219/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16	1/16	1	600						141		
37	37	439/4	439/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16	1/16	1	601						141		
37	37	110	110	0.25	1/2	1/2	Chord	6/8	3	1	1/16	1/16	1	602						141		
37	37	441/4	441/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16	1/16	1	603								
37	37	221/2	221/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16	1/16	1	604						142		
37	37	443/4	443/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16	1/16	1	605								
37	37	108	108	1.0	0	0	Chord	6/8	4	1	1/4	1/4	1	606								
37	37	109	109	0.5	1/4	1/4	Chord	6/8	4	1	1/8	1/8	1	607								
37	37	219/2	219/2	0.5	3/8	3/8	Chord	6/8	4	1	1/8	1/8	1	608						143		
37	37	110	110	0.5	1/2	1/2	Chord	6/8	4	1	1/8	1/8	1	609						143		
37	37	221/2	221/2	0.5	5/8	5/8	Chord	6/8	4	1	1/8	1/8	1	610								
38	38	111	111	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	611						144		
38	38	223/2	223/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	612						144		
38	38	112	112	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	613								
38	38	225/2	225/2	1.0	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	614								
38	38	227/2	227/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	615								
38	38	111	111	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	616						145		
38	38	223/2	223/2	0.75	1/8	1/8	Chord	6/8	2	1	3/16	1/8	3/2	617						145		
38	38	449/4	449/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16	1/16	1	618						146		
38	38	225/2	225/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16	1/16	1	619						146		
38	38	451/4	451/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16	1/16	1	620						146		
38	38	113	113	0.25	1/2	1/2	Chord	6/8	2	1	1/16	1/16	1	621						146		
38	38	453/4	453/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16	1/16	1	622								
38	38	227/2	227/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16	1/16	1	623						147		
38	38	455/4	455/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16	1/16	1	624								
38	38	111	111	0.5	0	0	Chord	6/8	3	1	1/8	1/8	1	625						148		
38	38	223/2	223/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4	1/4	1	626						148		
38	38	225/2	225/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16	1/16	1	627						148		
