mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin
64	64	284	284	0.25	1/8	1/8	Chord	9/8	2	1	1/16			1/16	1	1555					237		
64	64	1137/4	1137/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	1556					237		
64	64	569/2	569/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	1557					237		
64	64	1139/4	1139/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	1558							
64	64	1141/4	1141/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16			1/16	1	1559					238		
64	64	571/2	571/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16			1/16	1	1560					238		
64	64	1143/4	1143/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	1561					238		
64	64	286	286	0.25	5/8	5/8	Chord	9/8	2	1	1/16			1/16	1	1562					238		
64	64	1145/4	1145/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16			1/16	1	1563							
64	64	1147/4	1147/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16			1/16	1	1564					239		
64	64	287	287	0.25	7/8	7/8	Chord	9/8	2	1	1/16			1/16	1	1565					239		
64	64	1149/4	1149/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	1566					239		
64	64	575/2	575/2	0.25	1	1	Chord	9/8	2	1	1/16			1/16	1	1567					239		
64	64	1151/4	1151/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16			1/16	1	1568							
64	64	567/2	567/2	0.5	0	0	Chord	9/8	3	1	1/8			1/8	1	1569							
64	64	284	284	0.0	1/8	1/8	StaffText	9/8	3	1	0								<b><i>Cresc.</i></b>				
64	64	284	284	0.5	1/8	1/8	Chord	9/8	3	1	1/8			1/8	1	1570							
64	64	569/2	569/2	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	1571							
64	64	285	285	0.5	3/8	3/8	Chord	9/8	3	1	1/8			1/8	1	1572							
64	64	571/2	571/2	0.5	1/2	1/2	Chord	9/8	3	1	1/8			1/8	1	1573							
64	64	286	286	0.5	5/8	5/8	Chord	9/8	3	1	1/8			1/8	1	1574							
64	64	573/2	573/2	0.5	3/4	3/4	Chord	9/8	3	1	1/8			1/8	1	1575							
64	64	287	287	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	1576							
64	64	575/2	575/2	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	1577							
64	64	567/2	567/2	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	1578							
64	64	284	284	0.0	1/8	1/8	StaffText	9/8	4	1	0								<b><i>Cresc.</i></b>				
64	64	284	284	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	1579							
64	64	569/2	569/2	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	1580							
64	64	285	285	0.5	3/8	3/8	Chord	9/8	4	1	1/8			1/8	1	1581							
64	64	571/2	571/2	0.5	1/2	1/2	Chord	9/8	4	1	1/8			1/8	1	1582							
64	64	286	286	0.5	5/8	5/8	Chord	9/8	4	1	1/8			1/8	1	1583							
64	64	573/2	573/2	0.5	3/4	3/4	Chord	9/8	4	1	1/8			1/8	1	1584							
64	64	287	287	0.5	7/8	7/8	Chord	9/8	4	1	1/8			1/8	1	1585							
64	64	575/2	575/2	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	1586							
65	65	288	288	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	1587					240		
65	65	579/2	579/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	1588					240		
65	65	291	291	1.5	3/4	3/4	Chord	9/8	1	1	3/8			1/4	3/2	1589							
65	65	1153/4	1153/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16			1/16	1	1590					241		
65	65	577/2	577/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16			1/16	1	1591					241		
65	65	1155/4	1155/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	1592					241		
65	65	289	289	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	1593					241		
65	65	1157/4	1157/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	1594							
65	65	1159/4	1159/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16			1/16	1	1595					242		
65	65	290	290	0.25	1/2	1/2	Chord	9/8	2	1	1/16			1/16	1	1596					242		
65	65	1161/4	1161/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	1597					242		
65	65	581/2	581/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16			1/16	1	1598					242		
65	65	1163/4	1163/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16			1/16	1	1599							
65	65	1165/4	1165/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16			1/16	1	1600					243		
65	65	583/2	583/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16			1/16	1	1601					243		
65	65	1167/4	1167/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	1602					243		
65	65	292	292	0.25	1	1	Chord	9/8	2	1	1/16			1/16	1	1603					243		
65	65	1169/4	1169/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16			1/16	1	1604							
65	65	288	288	0.5	0	0	Chord	9/8	3	1	1/8			1/8	1	1605							
65	65	577/2	577/2	0.5	1/8	1/8	Chord	9/8	3	1	1/8			1/8	1	1606							
65	65	289	289	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	1607							
65	65	579/2	579/2	0.5	3/8	3/8	Chord	9/8	3	1	1/8			1/8	1	1608							
65	65	290	290	0.5	1/2	1/2	Chord	9/8	3	1	1/8			1/8	1	1609							
65	65	581/2	581/2	0.5	5/8	5/8	Chord	9/8	3	1	1/8			1/8	1	1610							
65	65	291	291	0.5	3/4	3/4	Chord	9/8	3	1	1/8			1/8	1	1611							
65	65	583/2	583/2	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	1612							
65	65	292	292	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	1613							
65	65	288	288	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	1614							
65	65	577/2	577/2	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	1615							
65	65	289	289	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	1616							
65	65	579/2	579/2	0.5	3/8	3/8	Chord	9/8	4	1	1/8			1/8	1	1617							
65	65	290	290	0.5	1/2	1/2	Chord	9/8	4	1	1/8			1/8	1	1618							
65	65	581/2	581/2	0.5	5/8	5/8	Chord	9/8	4	1	1/8			1/8	1	1619							
65	65	291	291	0.5	3/4	3/4	Chord	9/8	4	1	1/8			1/8	1	1620							
65	65	583/2	583/2	0.5	7/8	7/8	Chord	9/8	4	1	1/8			1/8	1	1621							
65	65	292	292	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	1622							
66	66	585/2	585/2	0.0	0	0	Dynamic	9/8	1	1	0						p						
66	66	585/2	585/2	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	1623					244		
66	66	294	294	1.0	3/8	3/8	Chord	9/8	1	1	1/4			1/4	1	1624					244		
66	66	295	295	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	1625					244		
66	66	1181/4	1181/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	1626							
66	66	591/2	591/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	1627					245		
66	66	1183/4	1183/4	0.125	13/16	13/16	Chord	9/8	1	1	1/32			1/32	1	1628					245		
66	66	2367/8	2367/8	0.125	27/32	27/32	Chord	9/8	1	1	1/32			1/32	1	1629					245		
66	66	296	296	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	1630					245		
66	66	1185/4	1185/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	1631					245		
66	66	593/2	593/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	1632					245		
66	66	1187/4	1187/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	1633							
66	66	585/2	585/2	0.0	0	0	Dynamic	9/8	2	1	0						p						
66	66	1171/4	1171/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16			1/16	1	1634					246		
66	66	293	293	0.25	1/8	1/8	Chord	9/8	2	1	1/16			1/16	1	1635					246		
66	66	1173/4	1173/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	1636					246		
66	66	587/2	587/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	1637					246		
66	66	1175/4	1175/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	1638							
66	66	1177/4	1177/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16			1/16	1	1639					247		
66	66	589/2	589/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16			1/16	1	1640					247		
66	66	1179/4	1179/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	1641					247		
66	66	295	295	0.25	5/8	5/8	Chord	9/8	2	1	1/16			1/16	1	1642					247		
66	66	1181/4	1181/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16			1/16	1	1643							
66	66	1183/4	1183/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16			1/16	1	1644					248		
66	66	296	296	0.25	7/8	7/8	Chord	9/8	2	1	1/16			1/16	1	1645					248		
66	66	1185/4	1185/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	1646					248		
66	66	593/2	593/2	0.25	1	1	Chord	9/8	2	1	1/16			1/16	1	1647					248		
66	66	1187/4	1187/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16			1/16	1	1648							
66	66	585/2	585/2	0.0	0	0	Dynamic	9/8	3	1	0						p						
66	66	1171/4	1171/4	0.25	1/16	1/16	Chord	9/8	3	1	1/16			1/16	1	1649					249		
66	66	293	293	0.25	1/8	1/8	Chord	9/8	3	1	1/16			1/16	1	1650					249		
66	66	1173/4	1173/4	0.25	3/16	3/16	Chord	9/8	3	1	1/16			1/16	1	1651					249		
66	66	587/2	587/2	0.25	1/4	1/4	Chord	9/8	3	1	1/16			1/16	1	1652					249		
66	66	1175/4	1175/4	0.25	5/16	5/16	Chord	9/8	3	1	1/16			1/16	1	1653							
66	66	1177/4	1177/4	0.25	7/16	7/16	Chord	9/8	3	1	1/16			1/16	1	1654					250		
66	66	589/2	589/2	0.25	1/2	1/2	Chord	9/8	3	1	1/16			1/16	1	1655					250		
66	66	1179/4	1179/4	0.25	9/16	9/16	Chord	9/8	3	1	1/16			1/16	1	1656					250		
66	66	295	295	0.25	5/8	5/8	Chord	9/8	3	1	1/16			1/16	1	1657					250		
66	66	1181/4	1181/4	0.25	11/16	11/16	Chord	9/8	3	1	1/16			1/16	1	1658							
66	66	1183/4	1183/4	0.25	13/16	13/16	Chord	9/8	3	1	1/16			1/16	1	1659					251		
66	66	296	296	0.25	7/8	7/8	Chord	9/8	3	1	1/16			1/16	1	1660					251		
66	66	1185/4	1185/4	0.25	15/16	15/16	Chord	9/8	3	1	1/16			1/16	1	1661					251		
66	66	593/2	593/2	0.25	1	1	Chord	9/8	3	1	1/16			1/16	1	1662					251		
66	66	1187/4	1187/4	0.25	17/16	17/16	Chord	9/8	3	1	1/16			1/16	1	1663							
66	66	585/2	585/2	0.0	0	0	Dynamic	9/8	4	1	0						p						
66	66	585/2	585/2	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	1664							
66	66	293	293	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	1665							
66	66	587/2	587/2	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	1666							
66	66	294	294	0.5	3/8	3/8	Chord	9/8	4	1	1/8			1/8	1	1667							
66	66	589/2	589/2	0.5	1/2	1/2	Chord	9/8	4	1	1/8			1/8	1	1668							
66	66	295	295	0.5	5/8	5/8	Chord	9/8	4	1	1/8			1/8	1	1669							
66	66	591/2	591/2	0.5	3/4	3/4	Chord	9/8	4	1	1/8			1/8	1	1670							
66	66	296	296	0.5	7/8	7/8	Chord	9/8	4	1	1/8			1/8	1	1671							
66	66	593/2	593/2	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	1672							
67	67	297	297	0.0	0	0	Dynamic	9/8	1	1	0						f						
67	67	297	297	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	1673					252		
67	67	597/2	597/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	1674					252		
67	67	300	300	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	1675							
67	67	601/2	601/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	1676					253		
67	67	1203/4	1203/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	1677					253		
67	67	301	301	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	1678					253		
67	67	1205/4	1205/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	1679							
67	67	297	297	0.0	0	0	Dynamic	9/8	2	1	0						f						
67	67	297	297	0.125	0	0	Chord	9/8	2	1	1/32			1/32	1	1680					254		
67	67	2377/8	2377/8	0.125	1/32	1/32	Chord	9/8	2	1	1/32			1/32	1	1681					254		
67	67	1189/4	1189/4	0.125	1/16	1/16	Chord	9/8	2	1	1/32			1/32	1	1682					254		
67	67	2379/8	2379/8	0.125	3/32	3/32	Chord	9/8	2	1	1/32			1/32	1	1683					254		
67	67	595/2	595/2	0.125	1/8	1/8	Chord	9/8	2	1	1/32			1/32	1	1684					254		
67	67	2381/8	2381/8	0.125	5/32	5/32	Chord	9/8	2	1	1/32			1/32	1	1685					254		
67	67	1191/4	1191/4	0.125	3/16	3/16	Chord	9/8	2	1	1/32			1/32	1	1686					254		
67	67	2383/8	2383/8	0.125	7/32	7/32	Chord	9/8	2	1	1/32			1/32	1	1687							
67	67	298	298	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1688		articStaccatoBelow					
67	67	597/2	597/2	0.125	3/8	3/8	Chord	9/8	2	1	1/32			1/32	1	1689					255		
67	67	2389/8	2389/8	0.125	13/32	13/32	Chord	9/8	2	1	1/32			1/32	1	1690					255		
67	67	1195/4	1195/4	0.125	7/16	7/16	Chord	9/8	2	1	1/32			1/32	1	1691					255		
67	67	2391/8	2391/8	0.125	15/32	15/32	Chord	9/8	2	1	1/32			1/32	1	1692					255		
67	67	299	299	0.125	1/2	1/2	Chord	9/8	2	1	1/32			1/32	1	1693					255		
67	67	2393/8	2393/8	0.125	17/32	17/32	Chord	9/8	2	1	1/32			1/32	1	1694					255		
67	67	1197/4	1197/4	0.125	9/16	9/16	Chord	9/8	2	1	1/32			1/32	1	1695					255		
67	67	2395/8	2395/8	0.125	19/32	19/32	Chord	9/8	2	1	1/32			1/32	1	1696							
67	67	599/2	599/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1697		articStaccatoBelow					
67	67	300	300	0.125	3/4	3/4	Chord	9/8	2	1	1/32			1/32	1	1698					256		
67	67	2401/8	2401/8	0.125	25/32	25/32	Chord	9/8	2	1	1/32			1/32	1	1699					256		
67	67	1201/4	1201/4	0.125	13/16	13/16	Chord	9/8	2	1	1/32			1/32	1	1700					256		
67	67	2403/8	2403/8	0.125	27/32	27/32	Chord	9/8	2	1	1/32			1/32	1	1701					256		
67	67	601/2	601/2	0.125	7/8	7/8	Chord	9/8	2	1	1/32			1/32	1	1702					256		
67	67	2405/8	2405/8	0.125	29/32	29/32	Chord	9/8	2	1	1/32			1/32	1	1703					256		
67	67	1203/4	1203/4	0.125	15/16	15/16	Chord	9/8	2	1	1/32			1/32	1	1704					256		
67	67	2407/8	2407/8	0.125	31/32	31/32	Chord	9/8	2	1	1/32			1/32	1	1705					256		
67	67	301	301	0.125	1	1	Chord	9/8	2	1	1/32			1/32	1	1706					256		
67	67	2409/8	2409/8	0.125	33/32	33/32	Chord	9/8	2	1	1/32			1/32	1	1707					256		
67	67	1205/4	1205/4	0.125	17/16	17/16	Chord	9/8	2	1	1/32			1/32	1	1708					256		
67	67	2411/8	2411/8	0.125	35/32	35/32	Chord	9/8	2	1	1/32			1/32	1	1709							
67	67	297	297	0.0	0	0	Dynamic	9/8	3	1	0						f						
67	67	297	297	0.125	0	0	Chord	9/8	3	1	1/32			1/32	1	1710					257		
67	67	2377/8	2377/8	0.125	1/32	1/32	Chord	9/8	3	1	1/32			1/32	1	1711					257		
67	67	1189/4	1189/4	0.125	1/16	1/16	Chord	9/8	3	1	1/32			1/32	1	1712					257		
67	67	2379/8	2379/8	0.125	3/32	3/32	Chord	9/8	3	1	1/32			1/32	1	1713					257		
67	67	595/2	595/2	0.125	1/8	1/8	Chord	9/8	3	1	1/32			1/32	1	1714					257		
67	67	2381/8	2381/8	0.125	5/32	5/32	Chord	9/8	3	1	1/32			1/32	1	1715					257		
67	67	1191/4	1191/4	0.125	3/16	3/16	Chord	9/8	3	1	1/32			1/32	1	1716					257		
67	67	2383/8	2383/8	0.125	7/32	7/32	Chord	9/8	3	1	1/32			1/32	1	1717							
67	67	298	298	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	1718		articStaccatoBelow					
67	67	597/2	597/2	0.125	3/8	3/8	Chord	9/8	3	1	1/32			1/32	1	1719					258		
67	67	2389/8	2389/8	0.125	13/32	13/32	Chord	9/8	3	1	1/32			1/32	1	1720					258		
67	67	1195/4	1195/4	0.125	7/16	7/16	Chord	9/8	3	1	1/32			1/32	1	1721					258		
67	67	2391/8	2391/8	0.125	15/32	15/32	Chord	9/8	3	1	1/32			1/32	1	1722					258		
67	67	299	299	0.125	1/2	1/2	Chord	9/8	3	1	1/32			1/32	1	1723					258		
67	67	2393/8	2393/8	0.125	17/32	17/32	Chord	9/8	3	1	1/32			1/32	1	1724					258		
67	67	1197/4	1197/4	0.125	9/16	9/16	Chord	9/8	3	1	1/32			1/32	1	1725					258		
67	67	2395/8	2395/8	0.125	19/32	19/32	Chord	9/8	3	1	1/32			1/32	1	1726							
67	67	599/2	599/2	0.5	5/8	5/8	Chord	9/8	3	1	1/8			1/8	1	1727		articStaccatoBelow					
67	67	300	300	0.125	3/4	3/4	Chord	9/8	3	1	1/32			1/32	1	1728					259		
67	67	2401/8	2401/8	0.125	25/32	25/32	Chord	9/8	3	1	1/32			1/32	1	1729					259		
67	67	1201/4	1201/4	0.125	13/16	13/16	Chord	9/8	3	1	1/32			1/32	1	1730					259		
67	67	2403/8	2403/8	0.125	27/32	27/32	Chord	9/8	3	1	1/32			1/32	1	1731					259		
67	67	601/2	601/2	0.125	7/8	7/8	Chord	9/8	3	1	1/32			1/32	1	1732					259		
67	67	2405/8	2405/8	0.125	29/32	29/32	Chord	9/8	3	1	1/32			1/32	1	1733					259		
67	67	1203/4	1203/4	0.125	15/16	15/16	Chord	9/8	3	1	1/32			1/32	1	1734					259		
67	67	2407/8	2407/8	0.125	31/32	31/32	Chord	9/8	3	1	1/32			1/32	1	1735					259		
67	67	301	301	0.125	1	1	Chord	9/8	3	1	1/32			1/32	1	1736					259		
67	67	2409/8	2409/8	0.125	33/32	33/32	Chord	9/8	3	1	1/32			1/32	1	1737					259		
67	67	1205/4	1205/4	0.125	17/16	17/16	Chord	9/8	3	1	1/32			1/32	1	1738					259		
67	67	2411/8	2411/8	0.125	35/32	35/32	Chord	9/8	3	1	1/32			1/32	1	1739							
67	67	297	297	0.0	0	0	Dynamic	9/8	4	1	0						f						
67	67	297	297	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	1740							
67	67	595/2	595/2	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	1741							
67	67	298	298	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	1742							
67	67	597/2	597/2	0.5	3/8	3/8	Chord	9/8	4	1	1/8			1/8	1	1743							
67	67	299	299	0.5	1/2	1/2	Chord	9/8	4	1	1/8			1/8	1	1744							
67	67	599/2	599/2	0.5	5/8	5/8	Chord	9/8	4	1	1/8			1/8	1	1745							
67	67	300	300	0.5	3/4	3/4	Chord	9/8	4	1	1/8			1/8	1	1746							
67	67	601/2	601/2	0.5	7/8	7/8	Chord	9/8	4	1	1/8			1/8	1	1747							
67	67	301	301	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	1748							
68	68	603/2	603/2	0.0	0	0	Dynamic	9/8	1	1	0						p						
68	68	603/2	603/2	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	1749							
68	68	303	303	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	1750							
68	68	607/2	607/2	0.0	1/2	1/2	Chord	9/8	1	1	0	acciaccatura		1/8	1	1751							
68	68	607/2	607/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	1752					260		
68	68	1215/4	1215/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	1753					260		
68	68	304	304	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	1754					260		
68	68	1217/4	1217/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	1755							
68	68	609/2	609/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4			1/4	1	1756					261		
68	68	611/2	611/2	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	1757							
68	68	603/2	603/2	0.0	0	0	Dynamic	9/8	2	1	0						p						
68	68	603/2	603/2	0.25	0	0	Chord	9/8	2	1	1/16			1/16	1	1758		articStaccatoBelow					
68	68	1207/4	1207/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16			1/16	1	1759					262		
68	68	302	302	0.25	1/8	1/8	Chord	9/8	2	1	1/16			1/16	1	1760					262		
68	68	1209/4	1209/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	1761					262		
68	68	605/2	605/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	1762					262		
68	68	1211/4	1211/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	1763							
68	68	1213/4	1213/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16			1/16	1	1764					263		
68	68	607/2	607/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16			1/16	1	1765					263		
68	68	1215/4	1215/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	1766					263		
68	68	304	304	0.25	5/8	5/8	Chord	9/8	2	1	1/16			1/16	1	1767					263		
68	68	1217/4	1217/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16			1/16	1	1768							
68	68	1219/4	1219/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16			1/16	1	1769					264		
68	68	305	305	0.25	7/8	7/8	Chord	9/8	2	1	1/16			1/16	1	1770					264		
68	68	1221/4	1221/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	1771					264		
68	68	611/2	611/2	0.25	1	1	Chord	9/8	2	1	1/16			1/16	1	1772					264		
68	68	1223/4	1223/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16			1/16	1	1773							
68	68	603/2	603/2	0.0	0	0	Dynamic	9/8	3	1	0						p						
68	68	603/2	603/2	0.25	0	0	Chord	9/8	3	1	1/16			1/16	1	1774		articStaccatoBelow					
68	68	1207/4	1207/4	0.25	1/16	1/16	Chord	9/8	3	1	1/16			1/16	1	1775					265		
68	68	302	302	0.25	1/8	1/8	Chord	9/8	3	1	1/16			1/16	1	1776					265		
68	68	1209/4	1209/4	0.25	3/16	3/16	Chord	9/8	3	1	1/16			1/16	1	1777					265		
68	68	605/2	605/2	0.25	1/4	1/4	Chord	9/8	3	1	1/16			1/16	1	1778					265		
68	68	1211/4	1211/4	0.25	5/16	5/16	Chord	9/8	3	1	1/16			1/16	1	1779							
68	68	1213/4	1213/4	0.25	7/16	7/16	Chord	9/8	3	1	1/16			1/16	1	1780					266		
68	68	607/2	607/2	0.25	1/2	1/2	Chord	9/8	3	1	1/16			1/16	1	1781					266		
68	68	1215/4	1215/4	0.25	9/16	9/16	Chord	9/8	3	1	1/16			1/16	1	1782					266		
68	68	304	304	0.25	5/8	5/8	Chord	9/8	3	1	1/16			1/16	1	1783					266		
68	68	1217/4	1217/4	0.25	11/16	11/16	Chord	9/8	3	1	1/16			1/16	1	1784							
68	68	1219/4	1219/4	0.25	13/16	13/16	Chord	9/8	3	1	1/16			1/16	1	1785					267		
68	68	305	305	0.25	7/8	7/8	Chord	9/8	3	1	1/16			1/16	1	1786					267		
68	68	1221/4	1221/4	0.25	15/16	15/16	Chord	9/8	3	1	1/16			1/16	1	1787					267		
68	68	611/2	611/2	0.25	1	1	Chord	9/8	3	1	1/16			1/16	1	1788					267		
68	68	1223/4	1223/4	0.25	17/16	17/16	Chord	9/8	3	1	1/16			1/16	1	1789							
68	68	603/2	603/2	0.0	0	0	Dynamic	9/8	4	1	0						p						
68	68	603/2	603/2	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	1790							
68	68	302	302	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	1791							
68	68	605/2	605/2	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	1792							
68	68	303	303	0.5	3/8	3/8	Chord	9/8	4	1	1/8			1/8	1	1793							
68	68	607/2	607/2	0.5	1/2	1/2	Chord	9/8	4	1	1/8			1/8	1	1794							
68	68	304	304	0.5	5/8	5/8	Chord	9/8	4	1	1/8			1/8	1	1795							
68	68	609/2	609/2	0.5	3/4	3/4	Chord	9/8	4	1	1/8			1/8	1	1796							
68	68	305	305	0.5	7/8	7/8	Chord	9/8	4	1	1/8			1/8	1	1797							
68	68	611/2	611/2	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	1798							
69	69	306	306	0.0	0	0	Dynamic	9/8	1	1	0						f						
69	69	306	306	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	1799					268		
69	69	615/2	615/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	1800					269		
69	69	309	309	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	1801					270		
69	69	619/2	619/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	1802					270		
69	69	310	310	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	1803							
69	69	306	306	0.0	0	0	Dynamic	9/8	2	1	0						f						
69	69	306	306	0.125	0	0	Chord	9/8	2	1	1/32			1/32	1	1804					271		
69	69	2449/8	2449/8	0.125	1/32	1/32	Chord	9/8	2	1	1/32			1/32	1	1805					271		
69	69	1225/4	1225/4	0.125	1/16	1/16	Chord	9/8	2	1	1/32			1/32	1	1806					271		
69	69	2451/8	2451/8	0.125	3/32	3/32	Chord	9/8	2	1	1/32			1/32	1	1807					271		
69	69	613/2	613/2	0.125	1/8	1/8	Chord	9/8	2	1	1/32			1/32	1	1808					271		
69	69	2453/8	2453/8	0.125	5/32	5/32	Chord	9/8	2	1	1/32			1/32	1	1809					271		
69	69	1227/4	1227/4	0.125	3/16	3/16	Chord	9/8	2	1	1/32			1/32	1	1810					271		
69	69	2455/8	2455/8	0.125	7/32	7/32	Chord	9/8	2	1	1/32			1/32	1	1811							
69	69	307	307	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	1812		articStaccatoBelow					
69	69	615/2	615/2	0.125	3/8	3/8	Chord	9/8	2	1	1/32			1/32	1	1813					272		
69	69	2461/8	2461/8	0.125	13/32	13/32	Chord	9/8	2	1	1/32			1/32	1	1814					272		
69	69	1231/4	1231/4	0.125	7/16	7/16	Chord	9/8	2	1	1/32			1/32	1	1815					272		
