mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
50	49	195	195	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	523						105		
50	49	196	196	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	524								
50	49	193	193	0.0	0	0	Spanner	2/2	3	1	0									102	9	
50	49	193	193	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	525						102	9	
50	49	195	195	2.0	1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	526							9	
50	49	193	193	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	527								
50	49	196	196	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	528						106		
51	50	197	197	0.0	0	0	StaffText	2/2	1	1	0					"<font size=""8.2""/><i>cresc.</i>"						
51	50	197	197	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	529								
51	50	198	198	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	530						107		
51	50	199	199	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	531						107		
51	50	200	200	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	532						108		
51	50	197	197	0.0	0	0	StaffText	2/2	2	1	0					"<font size=""8.2""/><i>cresc.</i>"						
51	50	197	197	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	533						109		
51	50	198	198	1.5	1/4	1/4	Chord	2/2	2	1	3/8	1/4	3/2	534						109		
51	50	399/2	399/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	535								
51	50	200	200	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	536								
51	50	197	197	0.0	0	0	StaffText	2/2	3	1	0					"<font size=""8.2""/><i>cresc.</i>"						
51	50	197	197	0.0	0	0	Spanner	2/2	3	1	0											
51	50	197	197	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	537						110		
51	50	198	198	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	538								
51	50	200	200	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	539						111		
51	50	401/2	401/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	540								
51	50	197	197	0.0	0	0	StaffText	2/2	4	1	0					"<font size=""8.2""/><i>cresc.</i>"				106		
51	50	197	197	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	541						106		
51	50	199	199	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	542								
51	50	200	200	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	543						112		
52	51	201	201	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	544								
52	51	202	202	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	545						113		
52	51	203	203	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	546						113		
52	51	204	204	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	547						114		
52	51	201	201	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	548						115		
52	51	202	202	1.5	1/4	1/4	Chord	2/2	2	1	3/8	1/4	3/2	549						115		
52	51	407/2	407/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	550								
52	51	204	204	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	551								
52	51	201	201	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	552						116		
52	51	202	202	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	553								
52	51	204	204	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	554						117		
52	51	409/2	409/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	555								
52	51	201	201	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	556						112		
52	51	203	203	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	557								
52	51	204	204	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	558						118		
53	52	205	205	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	559								
53	52	206	206	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	560						119		
53	52	207	207	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	561						119		
53	52	208	208	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	562						120		
53	52	205	205	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	563						121		
53	52	206	206	1.5	1/4	1/4	Chord	2/2	2	1	3/8	1/4	3/2	564						121		
53	52	415/2	415/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	565								
53	52	208	208	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	566								
53	52	205	205	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	567						122		
53	52	206	206	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	568								
53	52	208	208	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	569						123		
53	52	417/2	417/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	570								
53	52	205	205	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	571						118		
53	52	207	207	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	572								
53	52	208	208	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	573						124		
54	53	209	209	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	574								
54	53	210	210	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	575						125		
54	53	211	211	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	576								
54	53	425/2	425/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	577								
54	53	209	209	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	578						126		
54	53	210	210	1.5	1/4	1/4	Chord	2/2	2	1	3/8	1/4	3/2	579						126		
54	53	423/2	423/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	580								
54	53	212	212	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	581						127		
54	53	209	209	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	582						128		
54	53	210	210	2.0	1/4	1/4	Chord	2/2	3	1	1/2	1/2	1	583								
54	53	212	212	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	584						129		
54	53	425/2	425/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	585								
54	53	209	209	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	586						124		
54	53	211	211	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	587								
55	54	213	213	0.0	0	0	Dynamic	2/2	1	1	0				f							
55	54	213	213	0.0	0	0	Spanner	2/2	1	1	0											12
55	54	213	213	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	588						130		12
55	54	214	214	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	589						130		12
55	54	215	215	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	590								12
55	54	433/2	433/2	0.0	7/8	7/8	Dynamic	2/2	1	1	0				p							
55	54	433/2	433/2	0.0	7/8	7/8	Spanner	2/2	1	1	0											
55	54	433/2	433/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	591								
55	54	213	213	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	592								
55	54	215	215	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	593						131		
55	54	431/2	431/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	594								
55	54	216	216	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	595						132		
55	54	433/2	433/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	596								
55	54	217	217	0.0	1	1	Dynamic	2/2	2	1	0				p							
55	54	213	213	0.0	0	0	Dynamic	2/2	3	1	0				f							
55	54	213	213	0.0	0	0	Dynamic	2/2	3	1	0				f							
55	54	213	213	0.0	0	0	Spanner	2/2	3	1	0											13
55	54	213	213	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	597						133		13
55	54	427/2	427/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	598								13
55	54	214	214	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	599						134		13
55	54	429/2	429/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	600								13
55	54	215	215	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	601								13
55	54	216	216	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	602						135		13
55	54	433/2	433/2	0.0	7/8	7/8	Dynamic	2/2	3	1	0				p							13
55	54	433/2	433/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	603								13
55	54	217	217	0.0	1	1	Spanner	2/2	3	1	0											13
55	54	213	213	0.0	0	0	Dynamic	2/2	4	1	0				f							
55	54	213	213	0.0	0	0	Spanner	2/2	4	1	0											14
55	54	213	213	3.0	0	0	Chord	2/2	4	1	3/4	1/2	3/2	604								14
55	54	216	216	0.0	3/4	3/4	Dynamic	2/2	4	1	0				p							14
55	54	216	216	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	605						136		14
55	54	217	217	0.0	1	1	Spanner	2/2	4	1	0									136		14
56	55	217	217	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	606								
56	55	435/2	435/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	607						137		
56	55	218	218	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	608						137		
56	55	437/2	437/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	609						137		
56	55	219	219	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	610						137		
56	55	439/2	439/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	611						137		
56	55	220	220	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	612								
56	55	217	217	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	613						138		
56	55	435/2	435/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	614						138		
56	55	218	218	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	615						138		
56	55	437/2	437/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	616						138		
56	55	219	219	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	617						138		
56	55	439/2	439/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	618						138		
56	55	220	220	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	619						138		
56	55	441/2	441/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	620								
56	55	217	217	0.0	0	0	Spanner	2/2	3	1	0											
56	55	217	217	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	621						139		
56	55	435/2	435/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	622						139		
56	55	218	218	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	623						139		
56	55	437/2	437/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	624						139		
56	55	219	219	0.5	1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	625						139		
56	55	439/2	439/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	626						139		
56	55	220	220	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	627								
56	55	217	217	0.0	0	0	Spanner	2/2	4	1	0									136		
56	55	217	217	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	628						136		
56	55	218	218	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	629						136		
56	55	219	219	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	630								
57	56	221	221	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	631								
57	56	443/2	443/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	632						140		
57	56	222	222	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	633						140		
57	56	445/2	445/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	634						140		
57	56	223	223	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	635						140		
57	56	447/2	447/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	636						140		
57	56	224	224	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	637								
57	56	221	221	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	638						141		
57	56	443/2	443/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	639						141		
57	56	222	222	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	640								
57	56	223	223	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	641								
57	56	447/2	447/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	642						142		
57	56	224	224	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	643						142		
57	56	449/2	449/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	644						142		
57	56	221	221	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	645								
57	56	443/2	443/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	646						143		
57	56	222	222	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	647						143		
57	56	445/2	445/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	648						143		
57	56	223	223	0.5	1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	649						143		
57	56	447/2	447/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	650						143		
57	56	224	224	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	651								
57	56	221	221	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	652						144		
57	56	222	222	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	653						144		
57	56	223	223	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	654								
58	57	225	225	0.0	0	0	StaffText	2/2	1	1	0					"<font size=""8.2""/><i>cresc.</i>"						
58	57	225	225	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	655								
58	57	451/2	451/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	656						145		
58	57	226	226	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	657						145		
58	57	453/2	453/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	658								
58	57	227	227	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	659								
58	57	455/2	455/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	660						146		
58	57	228	228	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	661						146		
58	57	457/2	457/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	662								
58	57	225	225	0.0	0	0	StaffText	2/2	2	1	0					"<font size=""8.2""/><i>cresc.</i>"				142		
58	57	225	225	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	663						142		
58	57	451/2	451/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	664						142		
58	57	226	226	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	665								
58	57	227	227	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	666						147		
58	57	455/2	455/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	667						147		
58	57	228	228	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	668								
58	57	225	225	0.0	0	0	StaffText	2/2	3	1	0					"<font size=""8.2""/><i>cresc.</i>"						
58	57	225	225	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	669								
58	57	451/2	451/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	670						148		
58	57	226	226	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	671						148		
58	57	453/2	453/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	672						148		
58	57	227	227	0.5	1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	673								
58	57	455/2	455/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	674						149		
58	57	228	228	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	675						149		
58	57	457/2	457/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	676						149		
58	57	225	225	0.0	0	0	StaffText	2/2	4	1	0					"<font size=""8.2""/><i>cresc.</i>"						
58	57	225	225	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	677						150		
58	57	226	226	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	678						150		
58	57	227	227	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	679						150		
58	57	228	228	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	680								
59	58	229	229	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	681								
59	58	459/2	459/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	682						151		
59	58	230	230	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	683						151		
59	58	461/2	461/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	684								
59	58	231	231	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	685								
59	58	463/2	463/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	686						152		
59	58	232	232	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	687						152		
59	58	465/2	465/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	688								
59	58	229	229	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	689						153		
59	58	459/2	459/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	690						153		
59	58	230	230	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	691								
59	58	231	231	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	692						154		
59	58	463/2	463/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	693						154		
59	58	232	232	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	694								
59	58	229	229	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	695								
59	58	459/2	459/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	696						155		
59	58	230	230	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	697						155		
59	58	461/2	461/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	698						155		
59	58	231	231	0.5	1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	699								
59	58	463/2	463/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	700						156		
59	58	232	232	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	701						156		
59	58	465/2	465/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	702								
59	58	229	229	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	703						157		
59	58	230	230	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	704						157		
59	58	231	231	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	705						157		
59	58	232	232	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	706								
60	59	233	233	0.0	0	0	StaffText	2/2	1	1	0					"<font size=""8.2""/><i>piu cresc.</i>"						
60	59	233	233	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	707								
60	59	467/2	467/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	708						158		
60	59	234	234	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	709						158		
60	59	469/2	469/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	710								
60	59	235	235	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	711								
60	59	471/2	471/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	712						159		
60	59	236	236	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	713						159		
60	59	473/2	473/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	714								
60	59	233	233	0.0	0	0	StaffText	2/2	2	1	0					"<font size=""8.2""/><i>piu cresc.</i>"						
60	59	233	233	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	715								
60	59	467/2	467/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	716						160		
60	59	234	234	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	717						160		
60	59	469/2	469/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	718								
60	59	235	235	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	719								
60	59	471/2	471/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	720						161		
60	59	236	236	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	721						161		
60	59	473/2	473/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	722								
60	59	233	233	0.0	0	0	StaffText	2/2	3	1	0					"<font size=""8.2""/><i>piu cresc.</i>"						
60	59	233	233	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	723								
60	59	467/2	467/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	724						162		
60	59	234	234	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	725						162		
60	59	469/2	469/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	726								
60	59	235	235	0.5	1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	727								
60	59	471/2	471/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	728						163		
60	59	236	236	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	729						163		
60	59	473/2	473/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	730						163		
60	59	233	233	0.0	0	0	StaffText	2/2	4	1	0					"<font size=""8.2""/><i>piu cresc.</i>"						
60	59	233	233	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	731						164		
60	59	234	234	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	732						164		
60	59	235	235	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	733						164		
60	59	236	236	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	734								
61	60	237	237	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	735								
61	60	475/2	475/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	736						165		
61	60	238	238	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	737						165		
61	60	477/2	477/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	738								
61	60	239	239	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	739								
61	60	479/2	479/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	740						166		
61	60	240	240	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	741						166		
61	60	481/2	481/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	742								
61	60	237	237	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	743								
61	60	475/2	475/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	744						167		
61	60	238	238	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	745						167		
61	60	477/2	477/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	746						167		
61	60	239	239	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	747								
61	60	479/2	479/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	748						168		
61	60	240	240	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	749						168		
61	60	481/2	481/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	750								
61	60	237	237	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	751						163		
61	60	475/2	475/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	752						163		
61	60	238	238	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	753						163		
61	60	477/2	477/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	754						163		
61	60	239	239	0.5	1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	755								
61	60	479/2	479/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	756						169		
61	60	240	240	0.5	3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	757						169		
61	60	481/2	481/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	758								
61	60	237	237	1.0	0	0	Chord	2/2	4	1	1/4	1/4	1	759						170		
61	60	238	238	1.0	1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	760						170		
61	60	239	239	1.0	1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	761						170		
61	60	240	240	1.0	3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	762								
62	61	241	241	0.0	0	0	StaffText	2/2	1	1	0					"<font size=""8.2""/><i>r</i>"						
62	61	241	241	0.0	0	0	Dynamic	2/2	1	1	0				fz							
62	61	241	241	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	763						171		
62	61	483/2	483/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	764								
62	61	485/2	485/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	765								
62	61	243	243	0.0	1/2	1/2	StaffText	2/2	1	1	0					"<font size=""8.2""/><i>dim.</i>"						
62	61	243	243	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	766						172		
62	61	487/2	487/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	767						172		
62	61	244	244	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	768						172		
62	61	489/2	489/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	769								
62	61	241	241	0.0	0	0	StaffText	2/2	2	1	0					"<font size=""8.2""/><i>r</i>"						
62	61	241	241	0.0	0	0	Dynamic	2/2	2	1	0				fz							
62	61	241	241	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	770								
62	61	483/2	483/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	771						173		
62	61	242	242	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	772						173		
62	61	485/2	485/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	773								
62	61	243	243	0.0	1/2	1/2	StaffText	2/2	2	1	0					"<font size=""8.2""/><i>dim.</i>"						
62	61	243	243	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	774						174		
62	61	487/2	487/2	1.0	5/8	5/8	Chord	2/2	2	1	1/4	1/4	1	775						174		
62	61	489/2	489/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	776								
62	61	241	241	0.0	0	0	StaffText	2/2	3	1	0					"<font size=""8.2""/><i>r</i>"						
62	61	241	241	0.0	0	0	Dynamic	2/2	3	1	0				fz							
62	61	241	241	0.5	0	0	Chord	2/2	3	1	1/8	1/8	1	777								
62	61	483/2	483/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	778						175		
62	61	242	242	0.5	1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	779						175		
62	61	485/2	485/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	780						175		
62	61	243	243	0.0	1/2	1/2	StaffText	2/2	3	1	0					"<font size=""8.2""/><i>dim.</i>"						
