mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
23	23	68	68	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	262									
23	23	275/4	275/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	263									
23	23	66	66	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	264									
23	23	267/4	267/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	265									
23	23	67	67	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	266									
23	23	271/4	271/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	267									
23	23	68	68	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	268									
23	23	275/4	275/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	269									
23	23	66	66	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	270									
23	23	267/4	267/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	271									
23	23	67	67	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	272							27		
23	23	137/2	137/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	273									
23	23	66	66	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	274									
23	23	267/4	267/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	275									
23	23	67	67	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	276							28		
23	23	137/2	137/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	277									
24	24	69	69	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	278									
24	24	279/4	279/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	279									
24	24	70	70	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	280									
24	24	283/4	283/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	281									
24	24	71	71	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	282									
24	24	287/4	287/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	283									
24	24	69	69	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	284									
24	24	279/4	279/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	285									
24	24	70	70	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	286									
24	24	283/4	283/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	287									
24	24	71	71	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	288									
24	24	287/4	287/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	289									
24	24	69	69	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	290									
24	24	279/4	279/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	291									
24	24	70	70	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	292							29		
24	24	143/2	143/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	293									
24	24	69	69	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	294									
24	24	279/4	279/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	295									
24	24	70	70	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	296							30		
24	24	143/2	143/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	297									
25	25	72	72	0.0		0	0	Dynamic	3/4	1	1	0				ff								
25	25	72	72	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	298									
25	25	291/4	291/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	299									
25	25	73	73	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	300							31		
25	25	149/2	149/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	301									
25	25	72	72	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	302									
25	25	291/4	291/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	303									
25	25	73	73	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	304							32		
25	25	149/2	149/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	305									
25	25	72	72	0.0		0	0	Dynamic	3/4	3	1	0				ff								
25	25	72	72	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	306									
25	25	73	73	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	307									
25	25	72	72	0.0		0	0	Dynamic	3/4	4	1	0				ff								
25	25	72	72	0.0		0	0	Dynamic	3/4	4	1	0				ff								
25	25	72	72	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	308									
25	25	73	73	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	309									
26	26	75	75	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	310									
26	26	303/4	303/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	311									
26	26	76	76	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	312							33		
26	26	155/2	155/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	313									
26	26	75	75	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	314									
26	26	303/4	303/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	315									
26	26	76	76	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	316							34		
26	26	155/2	155/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	317									
26	26	75	75	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	318									
26	26	303/4	303/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	319									
26	26	76	76	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	320							35		
26	26	155/2	155/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	321									
26	26	75	75	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	322									
26	26	76	76	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	323									
27	27	78	78	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	324									
27	27	315/4	315/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	325									
27	27	79	79	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	326									
27	27	319/4	319/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	327									
27	27	80	80	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	328									
27	27	323/4	323/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	329									
27	27	78	78	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	330									
27	27	315/4	315/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	331									
27	27	79	79	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	332									
27	27	319/4	319/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	333									
27	27	80	80	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	334									
27	27	323/4	323/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	335									
27	27	78	78	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	336									
27	27	315/4	315/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	337									
27	27	79	79	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	338									
27	27	319/4	319/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	339									
27	27	80	80	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	340									
27	27	323/4	323/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	341									
27	27	78	78	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	342									
27	27	315/4	315/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	343									
27	27	79	79	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	344									
27	27	319/4	319/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	345									
27	27	80	80	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	346									
27	27	323/4	323/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	347									
28	28	81	81	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	348									
28	28	327/4	327/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	349									
28	28	82	82	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	350									
28	28	331/4	331/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	351									
28	28	83	83	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	352									
28	28	335/4	335/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	353									
28	28	81	81	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	354									
28	28	327/4	327/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	355									
28	28	82	82	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	356									
28	28	331/4	331/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	357									
28	28	83	83	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	358									
28	28	335/4	335/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	359									
28	28	81	81	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	360									
28	28	327/4	327/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	361									
28	28	82	82	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	362									
28	28	331/4	331/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	363									
28	28	83	83	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	364									
28	28	335/4	335/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	365									
28	28	81	81	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	366									
28	28	327/4	327/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	367									
28	28	82	82	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	368									
28	28	331/4	331/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	369									
28	28	83	83	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	370									
28	28	335/4	335/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	371									
29	29	84	84	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	372									
29	29	339/4	339/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	373									
29	29	85	85	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	374							36		
29	29	173/2	173/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	375									
29	29	85	85	0.0		1/4	1/4	Dynamic	3/4	2	1	0				sf								
29	29	85	85	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	376							37		
29	29	173/2	173/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	377									
29	29	85	85	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
29	29	85	85	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
29	29	85	85	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	378							38		
29	29	173/2	173/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	379									
29	29	85	85	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
29	29	85	85	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	380									
30	30	87	87	0.75		0	0	Chord	3/4	1	1	3/16	1/8	3/2	381									
30	30	351/4	351/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	382									
30	30	88	88	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	383							39		
30	30	179/2	179/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	384									
30	30	88	88	0.0		1/4	1/4	Dynamic	3/4	2	1	0				sf								
30	30	88	88	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	385							40		
30	30	179/2	179/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	386									
30	30	88	88	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
30	30	88	88	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
30	30	88	88	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	387							41		
30	30	179/2	179/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	388									
30	30	88	88	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
30	30	88	88	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	389									
31	31	90	90	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	390									
31	31	363/4	363/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	391									
31	31	91	91	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	392		articStaccatoAbove							
31	31	90	90	0.0		0	0	Dynamic	3/4	2	1	0				ff								
31	31	90	90	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	393									
31	31	363/4	363/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	394									
31	31	91	91	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	395		articStaccatoBelow							
31	31	90	90	0.0		0	0	Dynamic	3/4	3	1	0				ff								
31	31	90	90	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	396									
31	31	363/4	363/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	397									
31	31	91	91	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	398		articStaccatoBelow							
31	31	90	90	0.0		0	0	Dynamic	3/4	4	1	0				ff								
31	31	90	90	0.0		0	0	Dynamic	3/4	4	1	0				ff								
31	31	90	90	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	399									
31	31	363/4	363/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	400									
31	31	91	91	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	401		articStaccatoBelow							
32	32	93	93	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	402									
32	32	375/4	375/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	403									
32	32	94	94	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	404		articStaccatoAbove							
32	32	93	93	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	405									
32	32	375/4	375/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	406									
32	32	94	94	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	407		articStaccatoAbove							
32	32	93	93	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	408									
32	32	375/4	375/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	409									
32	32	94	94	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	410		articStaccatoAbove							
32	32	93	93	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	411									
32	32	375/4	375/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	412									
32	32	94	94	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	413		articStaccatoBelow							
33	33	96	96	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	414									
33	33	387/4	387/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	415									
33	33	97	97	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	416									
33	33	391/4	391/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	417									
33	33	98	98	0.0		1/2	1/2	Dynamic	3/4	1	1	0				sf								
33	33	98	98	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	418									
33	33	96	96	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	419									
33	33	97	97	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	420									
33	33	96	96	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	421									
33	33	97	97	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
33	33	97	97	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	422									
33	33	96	96	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	423									
33	33	387/4	387/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	424									
33	33	97	97	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
33	33	97	97	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	425									
33	33	391/4	391/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	426									
33	33	98	98	0.0		1/2	1/2	Dynamic	3/4	4	1	0				sf								
33	33	98	98	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	427									
33	33	395/4	395/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	428									
34	34	99	99	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	429									
34	34	399/4	399/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	430									
34	34	100	100	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	431									
34	34	403/4	403/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	432									
34	34	101	101	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	433									
34	34	407/4	407/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	434									
34	34	99	99	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	435									
34	34	399/4	399/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	436									
34	34	100	100	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	437									
34	34	403/4	403/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	438									
34	34	101	101	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	439									
34	34	407/4	407/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	440									
34	34	99	99	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	441									
34	34	399/4	399/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	442									
34	34	100	100	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	443									
34	34	403/4	403/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	444									
34	34	101	101	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	445									
34	34	407/4	407/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	446									
34	34	99	99	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	447									
34	34	399/4	399/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	448									
34	34	100	100	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	449									
34	34	403/4	403/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	450									
34	34	101	101	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	451									
34	34	407/4	407/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	452									
35	35	102	102	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	453									
35	35	411/4	411/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	454									
35	35	103	103	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	455									
35	35	415/4	415/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	456									
35	35	104	104	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	457									
35	35	419/4	419/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	458									
35	35	102	102	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	459									
35	35	411/4	411/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	460									
35	35	103	103	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	461									
35	35	415/4	415/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	462									
35	35	104	104	0.0		1/2	1/2	Dynamic	3/4	2	1	0				sf								
35	35	104	104	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	463									
35	35	102	102	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	464									
35	35	103	103	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	465									
35	35	102	102	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	466									
35	35	411/4	411/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	467									
35	35	103	103	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
35	35	103	103	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	468									
35	35	415/4	415/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	469									
35	35	104	104	0.0		1/2	1/2	Dynamic	3/4	4	1	0				sf								
35	35	104	104	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	470									
35	35	419/4	419/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	471									
36	36	105	105	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	472									
36	36	423/4	423/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	473									
36	36	106	106	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	474									
36	36	427/4	427/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	475									
36	36	107	107	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	476									
36	36	431/4	431/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	477									
36	36	105	105	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	478									
36	36	423/4	423/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	479									
36	36	106	106	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	480									
36	36	427/4	427/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	481									
36	36	107	107	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	482									
36	36	431/4	431/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	483									
36	36	105	105	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	484									
36	36	423/4	423/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	485									
36	36	106	106	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	486									
36	36	427/4	427/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	487									
36	36	107	107	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	488									
36	36	431/4	431/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	489									
36	36	105	105	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	490									
36	36	423/4	423/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	491									
36	36	106	106	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	492									
36	36	427/4	427/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	493									
36	36	107	107	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	494									
36	36	431/4	431/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	495									
37	37	108	108	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	496									
37	37	435/4	435/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	497									
37	37	109	109	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	498									
37	37	108	108	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	499									
37	37	435/4	435/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	500									
37	37	109	109	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	501									
37	37	108	108	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	502									
37	37	435/4	435/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	503									
37	37	109	109	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	504									
37	37	108	108	0.75		0	0	Chord	3/4	4	1	3/16	1/8	3/2	505									
37	37	435/4	435/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	506									
37	37	109	109	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	507									
38	38	111	111	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	508									
38	38	447/4	447/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	509									
38	38	112	112	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	510									
38	38	111	111	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	511									
38	38	447/4	447/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	512									
38	38	112	112	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	513									
38	38	111	111	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	514									
38	38	447/4	447/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	515									
38	38	112	112	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	516									
38	38	111	111	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	517									
38	38	447/4	447/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	518									
38	38	112	112	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	519									
39	39	114	114	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	520									
39	39	459/4	459/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	521									
39	39	115	115	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	522		articStaccatoBelow							
39	39	116	116	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	523		articStaccatoAbove							
39	39	114	114	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	524									
39	39	459/4	459/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	525									
39	39	115	115	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	526		articStaccatoBelow							
39	39	116	116	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	527		articStaccatoAbove							
39	39	114	114	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	528									
39	39	459/4	459/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	529									
39	39	115	115	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	530		articStaccatoBelow							
39	39	116	116	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	531		articStaccatoAbove							
39	39	114	114	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	532									
39	39	459/4	459/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	533									
39	39	115	115	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	534		articStaccatoBelow							
39	39	116	116	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	535		articStaccatoBelow							
40	40		117	1.0	1	0	0	Chord	3/4	1	1	1/4	1/4	1	536		articStaccatoBelow							
40	40		118	0.0	1	1/4	1/4	Dynamic	3/4	1	1	0				sf								
40	40		118	2.0	1	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	537									
40	40		117	1.0	1	0	0	Chord	3/4	2	1	1/4	1/4	1	538		articStaccatoBelow							
