mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
155	151	1209/2	611	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1951						
155	151	1203/2	608	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	1952		articStaccatoAbove				
155	151	1205/2	609	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1953		articStaccatoBelow				
155	151	1207/2	610	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1954		articStaccatoAbove				
155	151	1209/2	611	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1955		articStaccatoAbove				
155	151	1203/2	608	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	1956						
155	151	1205/2	609	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	1957						
155	151	1207/2	610	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	1958						
155	151	1209/2	611	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	1959						
156	152	1211/2	612	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1960						
156	152	608	1229/2	0.0		5/8	5/8	Dynamic	2/2	1	1	0				p					
156	152	608	1229/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1961				256		
156	152	1217/2	615	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1962				256		
156	152	609	1231/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1963						
156	152	1211/2	612	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1964						
156	152	1211/2	612	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	1965						
156	152	1211/2	612	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	1966						
156	152	1213/2	613	0.0		1/4	1/4	Dynamic	2/2	4	1	0				p					
156	152	1213/2	613	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	1967						
156	152	1215/2	614	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	1968						
156	152	1217/2	615	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	1969						
157	153	1219/2	616	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1970						
157	153	1223/2	618	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1971						
157	153	612	1237/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1972				257		
157	153	1225/2	619	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1973				257		
157	153	613	1239/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1974						
157	153	1219/2	616	0.0		0	0	Dynamic	2/2	2	1	0				p					
157	153	1219/2	616	4.0		0	0	Chord	2/2	2	1	1	1	1	1975				258		
157	153	1219/2	616	0.0		0	0	Dynamic	2/2	3	1	0				p					
157	153	1219/2	616	4.0		0	0	Chord	2/2	3	1	1	1	1	1976				259		
157	153	1219/2	616	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	1977						
157	153	1221/2	617	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	1978						
157	153	1223/2	618	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	1979						
157	153	1225/2	619	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	1980						
158	154	1227/2	620	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1981				260		
158	154	1231/2	622	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1982				260		
158	154	616	1245/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1983				260		
158	154	1233/2	623	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1984				260		
158	154	617	1247/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1985						
158	154	1227/2	620	4.0		0	0	Chord	2/2	2	1	1	1	1	1986				258		
158	154	1227/2	620	4.0		0	0	Chord	2/2	3	1	1	1	1	1987				259		
158	154	1227/2	620	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	1988						
158	154	1229/2	621	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	1989						
158	154	1231/2	622	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	1990						
158	154	1233/2	623	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	1991						
159	155	1235/2	624	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1992						
159	155	1237/2	625	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1993						
159	155	1239/2	626	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1994						
159	155	1241/2	627	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1995						
159	155	1235/2	624	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1996						
159	155	1237/2	625	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1997						
159	155	1239/2	626	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1998						
159	155	1241/2	627	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1999						
159	155	1235/2	624	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2000						
159	155	1237/2	625	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2001						
159	155	1239/2	626	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2002						
159	155	1241/2	627	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2003						
159	155	1235/2	624	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2004						
159	155	1237/2	625	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2005						
159	155	1239/2	626	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2006						
159	155	1241/2	627	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2007						
160	156	1243/2	628	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2008						
160	156	1243/2	628	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2009						
160	156	624	1261/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	2010				261		
160	156	1249/2	631	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	2011				261		
160	156	625	1263/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2012						
160	156	1243/2	628	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2013						
160	156	1245/2	629	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2014						
160	156	1247/2	630	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2015						
160	156	1249/2	631	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2016						
160	156	1243/2	628	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2017						
161	157	1251/2	632	4.0		0	0	Chord	2/2	1	1	1	1	1	2018				262		
161	157	1251/2	632	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	2019						
161	157	1255/2	634	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	2020						
161	157	628	1269/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	2021				263		
161	157	1257/2	635	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	2022				263		
161	157	629	1271/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2023						
161	157	1251/2	632	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2024						
161	157	1253/2	633	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2025						
161	157	1255/2	634	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2026						
161	157	1257/2	635	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2027						
161	157	1251/2	632	4.0		0	0	Chord	2/2	4	1	1	1	1	2028				264		
162	158	1259/2	636	4.0		0	0	Chord	2/2	1	1	1	1	1	2029				262		
162	158	1259/2	636	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	2030						
162	158	1263/2	638	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	2031						
162	158	632	1277/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	2032				265		
162	158	1265/2	639	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	2033				265		
162	158	633	1279/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2034						
162	158	1259/2	636	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2035						
162	158	1261/2	637	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2036						
162	158	1263/2	638	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2037						
162	158	1265/2	639	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2038						
162	158	1259/2	636	4.0		0	0	Chord	2/2	4	1	1	1	1	2039				264		
163	159	1267/2	640	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2040						
163	159	1269/2	641	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2041						
163	159	1271/2	642	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2042						
163	159	1273/2	643	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2043						
163	159	1267/2	640	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2044						
163	159	1269/2	641	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2045						
163	159	1271/2	642	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2046						
163	159	1273/2	643	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2047						
163	159	1267/2	640	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2048						
163	159	1269/2	641	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2049						
163	159	1271/2	642	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2050						
163	159	1273/2	643	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2051						
163	159	1267/2	640	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2052						
163	159	1269/2	641	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2053						
163	159	1271/2	642	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2054						
163	159	1273/2	643	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2055						
164	160	1275/2	644	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2056						
164	160	640	1293/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2057				266		
164	160	1281/2	647	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2058				266		
164	160	641	1295/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2059						
164	160	1275/2	644	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2060						
164	160	1281/2	647	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2061						
164	160	1275/2	644	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2062						
164	160	1281/2	647	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2063						
164	160	1275/2	644	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2064						
164	160	1277/2	645	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2065						
164	160	1279/2	646	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2066						
164	160	1281/2	647	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2067						
165	161	1283/2	648	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2068						
165	161	1285/2	649	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2069						
165	161	1287/2	650	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2070						
165	161	1289/2	651	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2071						
165	161	1283/2	648	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2072						
165	161	1285/2	649	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2073						
165	161	1287/2	650	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2074						
165	161	1289/2	651	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2075						
165	161	1283/2	648	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2076						
165	161	1285/2	649	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2077						
165	161	1287/2	650	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2078						
165	161	1289/2	651	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2079						
165	161	1283/2	648	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2080						
165	161	1285/2	649	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2081						
165	161	1287/2	650	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2082						
165	161	1289/2	651	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2083						
166	162	1291/2	652	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2084						
166	162	1297/2	655	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2085				267		
166	162	1291/2	652	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2086						
166	162	648	1309/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	2087				268		
166	162	1297/2	655	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	2088				268		
166	162	649	1311/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2089						
166	162	1291/2	652	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2090						
166	162	1297/2	655	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2091						
166	162	1291/2	652	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2092						
166	162	1293/2	653	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2093						
166	162	1295/2	654	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2094						
166	162	1297/2	655	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2095						
167	163	1299/2	656	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	2096						
167	163	1301/2	657	1.0		1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	2097						
167	163	1303/2	658	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	2098						
167	163	1305/2	659	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	2099						
167	163	1299/2	656	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2100						
167	163	1301/2	657	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2101						
167	163	1303/2	658	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2102						
167	163	1305/2	659	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2103						
167	163	1299/2	656	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2104						
167	163	1301/2	657	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2105						
167	163	1303/2	658	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2106						
167	163	1305/2	659	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2107						
167	163	1299/2	656	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2108						
167	163	1301/2	657	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2109						
167	163	1303/2	658	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2110						
167	163	1305/2	659	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2111						
168	164	1307/2	660	0.0		0	0	StaffText	2/2	1	1	0						cresc.			
168	164	1307/2	660	4.0		0	0	Chord	2/2	1	1	1	1	1	2112						
168	164	1307/2	660	0.0		0	0	StaffText	2/2	2	1	0						cresc.			
168	164	1307/2	660	4.0		0	0	Chord	2/2	2	1	1	1	1	2113						
168	164	1307/2	660	0.0		0	0	StaffText	2/2	3	1	0						cresc.			
168	164	1307/2	660	4.0		0	0	Chord	2/2	3	1	1	1	1	2114						
168	164	1307/2	660	0.0		0	0	StaffText	2/2	4	1	0						cresc.			
168	164	1307/2	660	4.0		0	0	Chord	2/2	4	1	1	1	1	2115						
169	165	1315/2	664	4.0		0	0	Chord	2/2	1	1	1	1	1	2116						
169	165	1315/2	664	4.0		0	0	Chord	2/2	2	1	1	1	1	2117						
169	165	1315/2	664	4.0		0	0	Chord	2/2	3	1	1	1	1	2118						
169	165	1315/2	664	4.0		0	0	Chord	2/2	4	1	1	1	1	2119						
170	166	1323/2	668	0.0		0	0	Dynamic	2/2	1	1	0				p					
170	166	1323/2	668	4.0		0	0	Chord	2/2	1	1	1	1	1	2120						
170	166	1323/2	668	0.0		0	0	Dynamic	2/2	2	1	0				p					
170	166	1323/2	668	4.0		0	0	Chord	2/2	2	1	1	1	1	2121						
170	166	1323/2	668	0.0		0	0	Dynamic	2/2	3	1	0				p					
170	166	1323/2	668	4.0		0	0	Chord	2/2	3	1	1	1	1	2122						
170	166	1323/2	668	0.0		0	0	Dynamic	2/2	4	1	0				p					
170	166	1323/2	668	4.0		0	0	Chord	2/2	4	1	1	1	1	2123						
171	167	1331/2	672	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	2124						
171	167	1335/2	674	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2125						
171	167	1331/2	672	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	2126						
171	167	1335/2	674	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	2127						
171	167	1331/2	672	2.0		0	0	Chord	2/2	3	1	1/2	1/2	1	2128						
171	167	1335/2	674	0.5		1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	2129						
171	167	668	1349/2	0.0		5/8	5/8	Dynamic	2/2	3	1	0				p					
171	167	668	1349/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	2130		articStaccatoAbove				
171	167	1337/2	675	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	2131		articStaccatoAbove				
171	167	669	1351/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	2132		articStaccatoAbove				
171	167	1331/2	672	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	2133						
171	167	1335/2	674	0.5		1/2	1/2	Chord	2/2	4	1	1/8	1/8	1	2134						
172	168	672	1357/2	0.0		5/8	5/8	Dynamic	2/2	1	1	0				p					
172	168	672	1357/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2135		articStaccatoAbove				
172	168	1345/2	679	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2136		articStaccatoAbove				
172	168	673	1359/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2137		articStaccatoAbove				
172	168	1339/2	676	4.0		0	0	Chord	2/2	3	1	1	1	1	2138						
172	168	670	1353/2	0.0		1/8	1/8	Dynamic	2/2	4	1	0				p					
172	168	670	1353/2	0.5		1/8	1/8	Chord	2/2	4	1	1/8	1/8	1	2139		articStaccatoAbove				
172	168	1341/2	677	0.5		1/4	1/4	Chord	2/2	4	1	1/8	1/8	1	2140		articStaccatoAbove				
172	168	671	1355/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8	1/8	1	2141		articStaccatoAbove				
172	168	1343/2	678	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	2142				269		
173	169	1347/2	680	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	2143						
173	169	1351/2	682	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2144						
173	169	676	1365/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2145						
173	169	1353/2	683	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2146						
173	169	677	1367/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2147						
173	169	674	1361/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	2148		articStaccatoBelow				
173	169	1349/2	681	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	2149		articStaccatoBelow				
173	169	675	1363/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2150		articStaccatoBelow				
173	169	1351/2	682	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2151				270		
173	169	1353/2	683	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2152						
173	169	1347/2	680	2.0		0	0	Chord	2/2	3	1	1/2	1/2	1	2153						
173	169	1351/2	682	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2154				271		
173	169	1353/2	683	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2155						
173	169	1347/2	680	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2156				269		
173	169	1349/2	681	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2157				269		
173	169	1351/2	682	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2158				269		
173	169	1353/2	683	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2159						
174	170	1355/2	684	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2160				272		
174	170	678	1369/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2161						
174	170	1357/2	685	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2162		articStaccatoAbove				
174	170	679	1371/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2163		articStaccatoAbove				
174	170	1359/2	686	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2164		articStaccatoAbove				
174	170	680	1373/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2165		articStaccatoAbove				
174	170	1361/2	687	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2166		articStaccatoAbove				
174	170	681	1375/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2167		articStaccatoAbove				
174	170	1355/2	684	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	2168				273		
174	170	679	1371/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2169						
174	170	1359/2	686	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	2170				274		
174	170	681	1375/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2171						
174	170	1355/2	684	1.5		0	0	Chord	2/2	3	1	3/8	1/4	3/2	2172				275		
174	170	679	1371/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	2173						
174	170	1359/2	686	1.5		1/2	1/2	Chord	2/2	3	1	3/8	1/4	3/2	2174				276		
174	170	681	1375/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	2175						
174	170	1355/2	684	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	2176				277		
174	170	1359/2	686	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	2177						
175	171	1363/2	688	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2178				278		
175	171	682	1377/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2179						
175	171	1365/2	689	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2180		articStaccatoAbove				
175	171	683	1379/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2181		articStaccatoAbove				
175	171	1367/2	690	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2182		articStaccatoAbove				
175	171	684	1381/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2183		articStaccatoAbove				
175	171	1369/2	691	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2184		articStaccatoAbove				
175	171	685	1383/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2185		articStaccatoAbove				
175	171	1363/2	688	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	2186				279		
175	171	683	1379/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	2187						
175	171	1367/2	690	1.5		1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	2188						
175	171	685	1383/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	2189						
175	171	1363/2	688	1.5		0	0	Chord	2/2	3	1	3/8	1/4	3/2	2190				280		
175	171	683	1379/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	2191						
175	171	1367/2	690	1.5		1/2	1/2	Chord	2/2	3	1	3/8	1/4	3/2	2192						
175	171	685	1383/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	2193						
175	171	1363/2	688	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	2194				281		
175	171	1367/2	690	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	2195						
176	172	1371/2	692	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	2196				282		
176	172	686	1385/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	2197						
176	172	1373/2	693	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	2198		articStaccatoAbove				
176	172	687	1387/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	2199		articStaccatoAbove				
176	172	1375/2	694	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2200		articStaccatoAbove				
176	172	688	1389/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2201		articStaccatoAbove				
176	172	1377/2	695	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2202		articStaccatoAbove				
176	172	689	1391/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	2203		articStaccatoAbove				
176	172	1371/2	692	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	2204						
176	172	1373/2	693	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	2205						
176	172	1375/2	694	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	2206						
176	172	1377/2	695	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	2207						
176	172	1371/2	692	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	2208						
176	172	1373/2	693	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	2209						
176	172	1375/2	694	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	2210						
176	172	1377/2	695	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	2211						
176	172	1371/2	692	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	2212						
176	172	1373/2	693	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	2213						
176	172	1375/2	694	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	2214						
176	172	1377/2	695	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	2215						
177	173	1379/2	696	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	2216						
177	173	1383/2	698	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	2217						
177	173	692	1397/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	2218		articStaccatoAbove				
177	173	1385/2	699	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	2219		articStaccatoAbove				
