mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
58	58	114	114	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	991	articStaccatoBelow				
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	992			138		
58	58	114	114	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>f</i></b>"			
58	58	114	114	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>f</i></b>"			
58	58	114	114	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	993	articStaccatoBelow				
59	59	116	116	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	994					
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	995			139		
59	59	116	116	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""12""/><b><i>p</i></b>"			
59	59	116	116	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""12""/><b><i>p</i></b>"			
59	59	116	116	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	996					
59	59	939/8	939/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	997			140		
59	59	235/2	235/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	998			140		
59	59	471/4	471/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	999					
59	59	116	116	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>p</i></b>"			
59	59	116	116	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1000					
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1001			141		
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1002			142		
60	60	118	118	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1003					
60	60	955/8	955/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1004			143		
60	60	239/2	239/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1005			143		
60	60	479/4	479/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1006					
60	60	118	118	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1007					
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1008			144		
60	60	118	118	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1009					
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1010			145		
60	60	118	118	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>p</i></b>"			
60	60	118	118	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1011					
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1012					
61	61	120	120	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1013					
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1014					
61	61	120	120	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1015					
61	61	971/8	971/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1016			146		
61	61	243/2	243/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1017			146		
61	61	487/4	487/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1018			146		
61	61	120	120	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1019					
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1020					
61	61	120	120	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1021					
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1022					
62	62	122	122	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1023					
62	62	122	122	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1024					
62	62	122	122	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1025					
62	62	122	122	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1026					
62	62	123	123	0.0	1/4	1/4	Spanner	2/4	4	1	0								32	
62	62	123	123	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1027			147	32	
63	63	124	124	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1028				32	
63	63	125	125	0.0	1/4	1/4	Spanner	2/4	4	1	0									
63	63	125	125	0.0	1/4	1/4	Spanner	2/4	4	1	0								33	
63	63	125	125	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1029			148	33	
64	64	126	126	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1030				33	
64	64	127	127	0.0	1/4	1/4	Spanner	2/4	4	1	0									
64	64	127	127	0.0	1/4	1/4	Spanner	2/4	4	1	0								34	
64	64	127	127	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1031			149	34	
65	65	128	128	0.0	0	0	Chord	2/4	3	1	0	grace32	1/32	1	1032					
65	65	128	128	0.0	0	0	Chord	2/4	3	1	0	grace32	1/32	1	1033					
65	65	128	128	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	1034			150		
65	65	129	129	0.875	1/4	1/4	Chord	2/4	3	1	7/32		1/8	7/4	1035			150		
65	65	1039/8	1039/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1036					
65	65	128	128	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1037				34	
65	65	129	129	0.0	1/4	1/4	Spanner	2/4	4	1	0									
65	65	129	129	0.0	1/4	1/4	Spanner	2/4	4	1	0								35	
65	65	129	129	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1038			151	35	
66	66	131	131	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1039			152		
66	66	130	130	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1040					
66	66	130	130	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1041				35	
66	66	261/2	261/2	0.0	1/8	1/8	Spanner	2/4	4	1	0									
67	67	132	132	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1042					
67	67	133	133	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1043			153		
67	67	132	132	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	1044					
67	67	132	132	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	1045					
67	67	132	132	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1046			154		
67	67	133	133	0.875	1/4	1/4	Chord	2/4	2	1	7/32		1/8	7/4	1047			154		
67	67	1071/8	1071/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1048					
68	68	134	134	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1049					
68	68	135	135	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1050			155		
68	68	134	134	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1051					
68	68	134	134	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>p</i></b>"			
68	68	134	134	0.16666666666666666	0	0	Chord	2/4	4	1	1/24		1/16	2/3	1052					
68	68	805/6	805/6	0.16666666666666666	1/24	1/24	Chord	2/4	4	1	1/24		1/16	2/3	1053					
68	68	403/3	403/3	0.16666666666666666	1/12	1/12	Chord	2/4	4	1	1/24		1/16	2/3	1054					
68	68	269/2	269/2	0.16666666666666666	1/8	1/8	Chord	2/4	4	1	1/24		1/16	2/3	1055					
68	68	404/3	404/3	0.16666666666666666	1/6	1/6	Chord	2/4	4	1	1/24		1/16	2/3	1056					
68	68	809/6	809/6	0.16666666666666666	5/24	5/24	Chord	2/4	4	1	1/24		1/16	2/3	1057					
68	68	135	135	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1058					
69	69	136	136	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1059					
69	69	137	137	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1060					
69	69	136	136	0.0	0	0	Chord	2/4	4	1	0	grace32	1/32	1	1061					
69	69	136	136	0.0	0	0	Chord	2/4	4	1	0	grace32	1/32	1	1062					
69	69	136	136	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1063			156		
69	69	137	137	0.875	1/4	1/4	Chord	2/4	4	1	7/32		1/8	7/4	1064			156		
69	69	1103/8	1103/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	1065					
70	70	138	138	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1066					
70	70	138	138	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1067					
70	70	829/6	829/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1068					
70	70	415/3	415/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1069					
70	70	277/2	277/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1070					
70	70	416/3	416/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1071					
70	70	833/6	833/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1072					
70	70	139	139	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1073					
70	70	138	138	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>p</i></b>"			
70	70	139	139	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1074			157		
70	70	138	138	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1075					
71	71	140	140	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	1076					
71	71	140	140	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	1077					
71	71	140	140	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1078			158		
71	71	141	141	0.875	1/4	1/4	Chord	2/4	2	1	7/32		1/8	7/4	1079			158		
71	71	1135/8	1135/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1080					
71	71	140	140	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	1081			157		
71	71	141	141	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1082			157		
72	72	142	142	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1083					
72	72	853/6	853/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1084					
72	72	427/3	427/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1085					
72	72	285/2	285/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1086					
72	72	428/3	428/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1087					
72	72	857/6	857/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1088					
72	72	143	143	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1089					
72	72	142	142	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1090			159		
72	72	143	143	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1091			159		
72	72	142	142	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	1092					
72	72	143	143	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1093			160		
72	72	143	143	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1094					
73	73	144	144	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1095			161		
73	73	145	145	0.875	1/4	1/4	Chord	2/4	1	1	7/32		1/8	7/4	1096			161		
73	73	1167/8	1167/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1097					
73	73	144	144	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1098			159		
73	73	145	145	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1099			159		
73	73	144	144	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	1100			160		
73	73	145	145	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1101					
73	73	144	144	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	1102					
74	74	146	146	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1103					
74	74	146	146	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1104					
74	74	147	147	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1105			162		
74	74	146	146	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	1106					
74	74	877/6	877/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	1107					
74	74	439/3	439/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	1108					
74	74	293/2	293/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	1109					
74	74	440/3	440/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	1110					
74	74	881/6	881/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	1111					
74	74	147	147	0.875	1/4	1/4	Chord	2/4	3	1	7/32		1/8	7/4	1112			163		
74	74	1183/8	1183/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1113					
74	74	146	146	0.0	0	0	Chord	2/4	4	1	0	grace32	1/32	1	1114					
74	74	146	146	0.0	0	0	Chord	2/4	4	1	0	grace32	1/32	1	1115					
74	74	146	146	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1116			164		
74	74	147	147	0.875	1/4	1/4	Chord	2/4	4	1	7/32		1/8	7/4	1117			164		
74	74	1183/8	1183/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	1118					
75	75	148	148	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1119			162		
75	75	149	149	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1120			162		
75	75	148	148	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	1121					
75	75	149	149	0.875	1/4	1/4	Chord	2/4	3	1	7/32		1/8	7/4	1122					
75	75	1199/8	1199/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1123					
75	75	148	148	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1124					
75	75	149	149	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1125					
76	76	150	150	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	1126					
76	76	901/6	901/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	1127					
76	76	451/3	451/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	1128					
76	76	301/2	301/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	1129					
76	76	452/3	452/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	1130					
76	76	905/6	905/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	1131					
76	76	151	151	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1132					
76	76	150	150	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1133			162		
76	76	151	151	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1134			162		
76	76	150	150	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1135			165		
76	76	301/2	301/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1136			165		
76	76	151	151	0.875	1/4	1/4	Chord	2/4	3	1	7/32		1/8	7/4	1137			165		
76	76	1215/8	1215/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1138					
76	76	150	150	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1139			166		
76	76	151	151	0.875	1/4	1/4	Chord	2/4	4	1	7/32		1/8	7/4	1140			166		
76	76	1215/8	1215/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	1141					
77	77	152	152	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1142			167		
77	77	153	153	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1143					
77	77	152	152	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1144					
77	77	153	153	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1145					
77	77	152	152	0.0	0	0	Chord	2/4	3	1	0	grace32	1/32	1	1146					
77	77	152	152	0.0	0	0	Chord	2/4	3	1	0	grace32	1/32	1	1147					
77	77	152	152	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	1148			168		
77	77	153	153	0.875	1/4	1/4	Chord	2/4	3	1	7/32		1/8	7/4	1149			168		
77	77	1231/8	1231/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1150					
77	77	152	152	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1151			169		
77	77	153	153	0.875	1/4	1/4	Chord	2/4	4	1	7/32		1/8	7/4	1152			169		
77	77	1231/8	1231/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	1153					
78	78	154	154	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""12""/><b><i>cresc.</i></b>"			
78	78	154	154	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	1154					
78	78	154	154	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	1155					
78	78	154	154	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1156			170		
78	78	155	155	0.875	1/4	1/4	Chord	2/4	1	1	7/32		1/8	7/4	1157			170		
78	78	1247/8	1247/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1158					
78	78	154	154	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	1159					
78	78	925/6	925/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1160					
78	78	463/3	463/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1161					
78	78	309/2	309/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1162					
78	78	464/3	464/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1163					
78	78	929/6	929/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1164					
78	78	155	155	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1165					
78	78	623/4	623/4	0.125	7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1166					
78	78	1247/8	1247/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1167					
78	78	154	154	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>cresc.</i></b>"			
78	78	154	154	0.0	0	0	Chord	2/4	3	1	0	grace32	1/32	1	1168					
78	78	154	154	0.0	0	0	Chord	2/4	3	1	0	grace32	1/32	1	1169					
78	78	154	154	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	1170			171		
78	78	155	155	0.875	1/4	1/4	Chord	2/4	3	1	7/32		1/8	7/4	1171			171		
78	78	1247/8	1247/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32		1/32	1	1172					
78	78	154	154	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>cresc.</i></b>"			
78	78	154	154	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>cresc.</i></b>"			
78	78	154	154	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1173			172		
78	78	155	155	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1174					
79	79	156	156	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	1175					
79	79	156	156	0.0	0	0	Chord	2/4	1	1	0	grace32	1/32	1	1176					
79	79	156	156	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1177			173		
79	79	157	157	0.875	1/4	1/4	Chord	2/4	1	1	7/32		1/8	7/4	1178			173		
79	79	1263/8	1263/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1179					
79	79	156	156	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	1180					
79	79	156	156	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	1181					
79	79	156	156	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1182			174		
79	79	157	157	0.875	1/4	1/4	Chord	2/4	2	1	7/32		1/8	7/4	1183			174		
79	79	1263/8	1263/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1184					
79	79	156	156	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	1185					
79	79	157	157	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	1186					
79	79	943/6	943/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	1187					
79	79	472/3	472/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	1188					
79	79	315/2	315/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	1189					
79	79	473/3	473/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	1190					
79	79	947/6	947/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	1191					
79	79	156	156	0.16666666666666666	0	0	Chord	2/4	4	1	1/24		1/16	2/3	1192					
79	79	937/6	937/6	0.16666666666666666	1/24	1/24	Chord	2/4	4	1	1/24		1/16	2/3	1193					
79	79	469/3	469/3	0.16666666666666666	1/12	1/12	Chord	2/4	4	1	1/24		1/16	2/3	1194					
79	79	313/2	313/2	0.16666666666666666	1/8	1/8	Chord	2/4	4	1	1/24		1/16	2/3	1195					
79	79	470/3	470/3	0.16666666666666666	1/6	1/6	Chord	2/4	4	1	1/24		1/16	2/3	1196					
79	79	941/6	941/6	0.16666666666666666	5/24	5/24	Chord	2/4	4	1	1/24		1/16	2/3	1197					
79	79	157	157	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1198					
80	80	158	158	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	1199					
80	80	1267/8	1267/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1200			175		
80	80	317/2	317/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1201			175		
80	80	635/4	635/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1202			175		
80	80	159	159	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1203	articStaccatoAbove				
80	80	158	158	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""12""/><b><i>f</i></b>"			
80	80	158	158	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	1204					
80	80	1267/8	1267/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1205			176		
80	80	317/2	317/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1206			176		
80	80	635/4	635/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1207			176		
80	80	159	159	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1208	articStaccatoAbove				
80	80	158	158	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>f</i></b>"			
80	80	158	158	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>f</i></b>"			
80	80	158	158	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	1209					
80	80	1267/8	1267/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	1210			177		
80	80	317/2	317/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1211			177		
80	80	635/4	635/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	1212			177		
80	80	159	159	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1213	articStaccatoAbove				
80	80	158	158	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>f</i></b>"			
80	80	158	158	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	1214					
80	80	1267/8	1267/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32		1/32	1	1215			178		
80	80	317/2	317/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1216			178		
80	80	635/4	635/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1217			178		
80	80	159	159	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1218	articStaccatoBelow				
81	81	1291/8	1291/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	1219			179		
81	81	323/2	323/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1220			179		
81	81	647/4	647/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1221			179		
82	82	1307/8	1307/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1222			180		
82	82	327/2	327/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1223			180		
82	82	655/4	655/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1224					
82	82	162	162	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""12""/><b><i>p</i></b>"			
82	82	1299/8	1299/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1225			181		
82	82	325/2	325/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1226			181		
82	82	651/4	651/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	1227			181		
82	82	163	163	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1228	articStaccatoAbove				
82	82	162	162	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1229	articStaccatoBelow				
82	82	162	162	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>p</i></b>"			
82	82	162	162	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>p</i></b>"			
82	82	162	162	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""10""/><b><i>pizz</i></b>"			
82	82	325/2	325/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1230					
82	82	163	163	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1231					
82	82	327/2	327/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1232					
83	83	164	164	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	1233			182		
83	83	1315/8	1315/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1234					
83	83	329/2	329/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1235					
83	83	165	165	0.375	1/4	1/4	Chord	2/4	1	1	3/32		1/16	3/2	1236					
83	83	1323/8	1323/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1237			183		
83	83	331/2	331/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1238			183		
83	83	663/4	663/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1239			183		
83	83	164	164	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""12""/><b><i>p</i></b>"			
83	83	164	164	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""12""/><b><i>cresc.</i></b>"			
83	83	164	164	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""12""/><b><i>cresc.</i></b>"			
83	83	329/2	329/2	0.375	1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	1240			184		
