mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
108	108	863/4	863/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1886			234		
108	108	214	214	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>p</i></b>"			
108	108	214	214	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>p</i></b>"			
108	108	1715/8	1715/8	0.0	3/32	3/32	StaffText	2/4	4	1	0						"<font size=""8.5""/>arco"			
108	108	1715/8	1715/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32		1/32	1	1887					
108	108	429/2	429/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1888			235		
108	108	859/4	859/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1889			235		
108	108	215	215	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1890					
108	108	1723/8	1723/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32		1/32	1	1891			236		
108	108	431/2	431/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1892			236		
108	108	863/4	863/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1893			236		
109	109	216	216	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1894					
109	109	217	217	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1895			237		
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1896			237		
109	109	216	216	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1897					
109	109	217	217	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1898			238		
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1899			238		
109	109	216	216	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1900					
109	109	217	217	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1901			239		
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1902			239		
109	109	216	216	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1903					
109	109	217	217	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1904			240		
109	109	435/2	435/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1905			240		
110	110	218	218	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1906			237		
110	110	437/2	437/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1907			237		
110	110	219	219	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1908			237		
110	110	439/2	439/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1909			237		
110	110	218	218	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1910			238		
110	110	437/2	437/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1911			238		
110	110	219	219	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1912			238		
110	110	439/2	439/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1913			238		
110	110	218	218	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1914			239		
110	110	437/2	437/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1915			239		
110	110	219	219	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1916			239		
110	110	439/2	439/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1917			239		
110	110	218	218	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1918			240		
110	110	437/2	437/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1919			240		
110	110	219	219	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1920			240		
110	110	439/2	439/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1921			240		
111	111	220	220	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1922			237		
111	111	441/2	441/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1923			237		
111	111	221	221	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1924			237		
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1925			237		
111	111	220	220	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1926			238		
111	111	441/2	441/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1927			238		
111	111	221	221	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1928			238		
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1929			238		
111	111	220	220	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1930			239		
111	111	441/2	441/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1931			239		
111	111	221	221	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1932			239		
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1933			239		
111	111	220	220	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1934			240		
111	111	441/2	441/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1935			240		
111	111	221	221	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1936			240		
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1937			240		
112	112	222	222	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1938			237		
112	112	445/2	445/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1939			237		
112	112	223	223	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1940			237		
112	112	447/2	447/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1941					
112	112	222	222	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1942			238		
112	112	445/2	445/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1943			238		
112	112	223	223	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1944			238		
112	112	447/2	447/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1945					
112	112	222	222	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1946			239		
112	112	445/2	445/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1947			239		
112	112	223	223	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1948			239		
112	112	447/2	447/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1949					
112	112	222	222	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1950			240		
112	112	445/2	445/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1951			240		
112	112	223	223	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1952			240		
112	112	447/2	447/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1953					
113	113	224	224	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1954			241		
113	113	449/2	449/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1955					
113	113	224	224	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1956			242		
113	113	449/2	449/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1957					
113	113	224	224	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1958			243		
113	113	449/2	449/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1959					
113	113	225	225	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1960			244		
113	113	451/2	451/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1961			244		
113	113	224	224	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	1962			245		
113	113	449/2	449/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1963					
114	114	226	226	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	1964					
114	114	226	226	0.0	0	0	Chord	2/4	2	1	0	grace32	1/32	1	1965					
114	114	226	226	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1966			246		
114	114	227	227	0.875	1/4	1/4	Chord	2/4	2	1	7/32		1/8	7/4	1967			246		
114	114	1823/8	1823/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1968					
114	114	226	226	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1969			244		
114	114	453/2	453/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1970			244		
114	114	227	227	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1971			244		
114	114	455/2	455/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1972			244		
115	115	229	229	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1973			247		
115	115	459/2	459/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1974			247		
115	115	228	228	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1975					
115	115	229	229	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1976			248		
115	115	459/2	459/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1977			248		
115	115	228	228	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	1978			244		
115	115	457/2	457/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1979					
116	116	230	230	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1980			247		
116	116	461/2	461/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1981			247		
116	116	231	231	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1982			247		
116	116	463/2	463/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1983					
116	116	230	230	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1984			248		
116	116	461/2	461/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1985			248		
116	116	231	231	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1986			248		
116	116	463/2	463/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1987					
116	116	230	230	0.0	0	0	Chord	2/4	4	1	0	grace32	1/32	1	1988					
116	116	230	230	0.0	0	0	Chord	2/4	4	1	0	grace32	1/32	1	1989					
116	116	230	230	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	1990			249		
116	116	231	231	0.875	1/4	1/4	Chord	2/4	4	1	7/32		1/8	7/4	1991			249		
116	116	1855/8	1855/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32		1/32	1	1992					
117	117	232	232	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	1993			250		
117	117	465/2	465/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1994					
117	117	233	233	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1995			251		
117	117	467/2	467/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1996					
117	117	232	232	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	1997			252		
117	117	465/2	465/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1998					
117	117	233	233	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1999			253		
117	117	467/2	467/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2000					
117	117	233	233	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2001			254		
117	117	467/2	467/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2002					
117	117	232	232	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	2003					
117	117	233	233	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2004			255		
117	117	467/2	467/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2005					
118	118	234	234	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
118	118	234	234	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2006			256		
118	118	469/2	469/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2007			256		
118	118	235	235	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2008			256		
118	118	471/2	471/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2009			256		
118	118	234	234	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2010			257		
118	118	469/2	469/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2011			257		
118	118	235	235	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2012			257		
118	118	471/2	471/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2013			257		
118	118	234	234	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
118	118	234	234	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2014			258		
118	118	469/2	469/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	2015			258		
118	118	235	235	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2016			258		
118	118	471/2	471/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2017			258		
118	118	234	234	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
118	118	234	234	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2018			259		
118	118	469/2	469/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2019			259		
118	118	235	235	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2020			259		
118	118	471/2	471/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2021			259		
119	119	236	236	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2022			256		
119	119	473/2	473/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2023					
119	119	237	237	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2024			260		
119	119	1423/6	1423/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2025			260		
119	119	712/3	712/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2026			260		
119	119	475/2	475/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2027			260		
119	119	713/3	713/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2028			260		
119	119	1427/6	1427/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2029					
119	119	236	236	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2030			257		
119	119	473/2	473/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2031					
119	119	237	237	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2032			261		
119	119	475/2	475/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2033					
119	119	236	236	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2034			258		
119	119	473/2	473/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	2035					
119	119	237	237	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2036			262		
119	119	475/2	475/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2037					
119	119	236	236	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2038			259		
119	119	473/2	473/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2039					
119	119	237	237	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2040			263		
119	119	475/2	475/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2041					
120	120	238	238	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2042			264		
120	120	1429/6	1429/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2043			264		
120	120	715/3	715/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2044			264		
120	120	477/2	477/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2045			264		
120	120	716/3	716/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2046			264		
120	120	1433/6	1433/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2047			264		
120	120	239	239	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2048			264		
120	120	1435/6	1435/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2049			264		
120	120	718/3	718/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2050			264		
120	120	479/2	479/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2051			264		
120	120	719/3	719/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2052			264		
120	120	1439/6	1439/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2053					
120	120	238	238	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2054	articStaccatoBelow				
120	120	477/2	477/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2055	articStaccatoBelow				
120	120	239	239	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2056	articStaccatoBelow				
120	120	479/2	479/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2057	articStaccatoBelow				
120	120	238	238	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2058	articStaccatoBelow				
120	120	477/2	477/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	2059	articStaccatoBelow				
120	120	239	239	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2060	articStaccatoBelow				
120	120	479/2	479/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2061	articStaccatoBelow				
120	120	238	238	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2062	articStaccatoBelow				
120	120	477/2	477/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2063	articStaccatoBelow				
120	120	239	239	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2064	articStaccatoBelow				
120	120	479/2	479/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2065	articStaccatoBelow				
121	121	240	240	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""12""/><b><i>f</i></b>"			
121	121	240	240	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""12""/><b><i>p</i></b>"			
121	121	240	240	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2066	articStaccatoAbove				
121	121	481/2	481/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	2067			265		
121	121	1927/8	1927/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2068					
121	121	241	241	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2069	articStaccatoAbove				
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2070	articStaccatoAbove				
121	121	240	240	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2071					
121	121	483/2	483/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2072					
121	121	240	240	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>f</i></b>"			
121	121	240	240	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>f</i></b>"			
121	121	240	240	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2073					
121	121	241	241	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	2074					
121	121	240	240	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>f</i></b>"			
121	121	240	240	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2075					
121	121	241	241	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	2076					
122	122	242	242	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	2077					
122	122	242	242	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2078					
122	122	485/2	485/2	0.375	1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	2079			266		
122	122	1943/8	1943/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2080					
122	122	243	243	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2081	articStaccatoBelow				
122	122	487/2	487/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2082	articStaccatoBelow				
122	122	242	242	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>p</i></b>"			
122	122	242	242	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2083					
122	122	485/2	485/2	0.375	1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	2084			267		
122	122	1943/8	1943/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	2085					
122	122	243	243	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2086	articStaccatoBelow				
122	122	487/2	487/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2087	articStaccatoBelow				
122	122	242	242	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>p</i></b>"			
122	122	242	242	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	2088					
123	123	244	244	0.0	0	0	StaffText	2/4	1	1	0						"<b><i><font size=""10""/>cresc.</i></b>"			
123	123	244	244	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2089					
123	123	489/2	489/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	2090			268		
123	123	1959/8	1959/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	2091					
123	123	245	245	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2092	articStaccatoAbove				
123	123	491/2	491/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2093	articStaccatoAbove				
123	123	244	244	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2094					
123	123	489/2	489/2	0.375	1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	2095			269		
123	123	1959/8	1959/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	2096					
123	123	245	245	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2097	articStaccatoBelow				
123	123	491/2	491/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2098	articStaccatoBelow				
123	123	244	244	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2099					
123	123	489/2	489/2	0.375	1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	2100			270		
123	123	1959/8	1959/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	2101					
123	123	245	245	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2102	articStaccatoBelow				
123	123	491/2	491/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2103	articStaccatoBelow				
123	123	244	244	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	2104					
124	124	246	246	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2105			271		
124	124	247	247	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	2106					
124	124	246	246	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	2107			272		
124	124	247	247	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2108					
124	124	246	246	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	2109			273		
124	124	247	247	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	2110					
124	124	246	246	2.0	0	0	Chord	2/4	3	2	1/2		1/2	1	2111					
124	124	246	246	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2112					
124	124	493/2	493/2	0.375	1/8	1/8	Chord	2/4	4	1	3/32		1/16	3/2	2113			274		
124	124	1975/8	1975/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32		1/32	1	2114					
124	124	247	247	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2115	articStaccatoBelow				
124	124	495/2	495/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2116	articStaccatoBelow				
125	125	248	248	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2117					
125	125	249	249	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2118					
125	125	997/4	997/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2119			275		
125	125	499/2	499/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2120			275		
125	125	999/4	999/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2121			275		
125	125	248	248	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2122					
125	125	993/4	993/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2123					
125	125	497/2	497/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2124					
125	125	995/4	995/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2125					
125	125	249	249	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2126					
125	125	248	248	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	2127					
125	125	993/4	993/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	2128					
125	125	497/2	497/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2129					
125	125	995/4	995/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2130					
125	125	249	249	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2131					
125	125	248	248	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	2132					
125	125	993/4	993/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	2133					
125	125	497/2	497/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2134					
125	125	995/4	995/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2135					
125	125	249	249	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2136					
126	126	250	250	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2137	articStaccatoAbove				
126	126	1001/4	1001/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2138			276		
126	126	501/2	501/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2139			276		
126	126	1003/4	1003/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2140			276		
126	126	251	251	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2141	articStaccatoBelow				
126	126	1005/4	1005/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2142			277		
126	126	503/2	503/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2143			277		
126	126	1007/4	1007/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2144					
126	126	1005/4	1005/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2145			278		
126	126	503/2	503/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2146			278		
126	126	1007/4	1007/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2147					
