mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
139	126	505/2	505/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1572											
139	126	251	251	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1573									130		
139	126	503/2	503/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1574									130		
139	126	252	252	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1575									130		
139	126	505/2	505/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1576									130		
139	126	251	251	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1577									127		
139	126	503/2	503/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1578									127		
139	126	252	252	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1579									127		
139	126	505/2	505/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1580											
139	126	251	251	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1581											
139	126	754/3	754/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1582											
139	126	755/3	755/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1583											
139	126	252	252	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1584											
139	126	757/3	757/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1585											
139	126	758/3	758/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1586											
140	127	253	253	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1587									131		
140	127	507/2	507/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1588									131		
140	127	254	254	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1589									131		
140	127	509/2	509/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1590											
140	127	253	253	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1591									130		
140	127	507/2	507/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1592									130		
140	127	254	254	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1593									130		
140	127	509/2	509/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1594									130		
140	127	253	253	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1595									132		
140	127	507/2	507/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1596									132		
140	127	254	254	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1597									132		
140	127	509/2	509/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1598									132		
140	127	253	253	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1599											
140	127	760/3	760/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1600											
140	127	761/3	761/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1601											
140	127	254	254	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1602											
140	127	763/3	763/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1603											
140	127	764/3	764/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1604											
141	128	255	255	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1605									133		
141	128	511/2	511/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1606									133		
141	128	256	256	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1607									133		
141	128	513/2	513/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1608											
141	128	255	255	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1609									130		
141	128	511/2	511/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1610									130		
141	128	256	256	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1611									130		
141	128	513/2	513/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1612											
141	128	255	255	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1613									132		
141	128	511/2	511/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1614									132		
141	128	256	256	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1615									132		
141	128	513/2	513/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1616											
141	128	255	255	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1617											
141	128	766/3	766/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1618											
141	128	767/3	767/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1619											
141	128	256	256	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1620											
141	128	769/3	769/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1621											
141	128	770/3	770/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1622											
142	129	257	257	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1623									134		
142	129	515/2	515/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1624									134		
142	129	258	258	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1625									134		
142	129	517/2	517/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1626											
142	129	257	257	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1627									135		
142	129	515/2	515/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1628									135		
142	129	258	258	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1629									135		
142	129	517/2	517/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1630											
142	129	257	257	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1631									136		
142	129	515/2	515/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1632									136		
142	129	258	258	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1633									136		
142	129	517/2	517/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1634											
142	129	257	257	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1635											
142	129	772/3	772/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1636											
142	129	773/3	773/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1637											
142	129	258	258	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1638											
142	129	775/3	775/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1639											
142	129	776/3	776/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1640											
143	130	259	259	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1641											
143	130	259	259	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1642											
143	130	259	259	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1643											
143	130	259	259	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1644											
143	130	778/3	778/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1645											
143	130	779/3	779/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1646											
144	130	260	260	0.0		0	1/4	StaffText	2/4	1	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sempre pp</i>"								
144	130	260	260	0.5		0	1/4	Chord	2/4	1	1	1/8		1/8	1	1647									137		
144	130	521/2	521/2	0.5		1/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1648									137		
144	130	260	260	0.0		0	1/4	StaffText	2/4	2	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sempre pp</i>"								
144	130	260	260	0.5		0	1/4	Chord	2/4	2	1	1/8		1/8	1	1649									138		
144	130	521/2	521/2	0.5		1/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1650									138		
144	130	260	260	0.0		0	1/4	StaffText	2/4	3	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sempre pp</i>"								
144	130	260	260	1.0		0	1/4	Chord	2/4	3	1	1/4		1/4	1	1651									139		
144	130	260	260	0.0		0	1/4	StaffText	2/4	4	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sempre pp</i>"								
144	130	260	260	0.3333333333333333		0	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1652											
144	130	781/3	781/3	0.3333333333333333		1/12	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1653											
144	130	782/3	782/3	0.3333333333333333		1/6	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1654											
145	131	261	261	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1655									137		
145	131	523/2	523/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1656									137		
145	131	262	262	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1657									137		
145	131	525/2	525/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1658											
145	131	261	261	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1659									138		
145	131	523/2	523/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1660									138		
145	131	262	262	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1661									138		
145	131	525/2	525/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1662											
145	131	261	261	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	1663											
145	131	261	261	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1664											
145	131	784/3	784/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1665											
145	131	785/3	785/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1666											
145	131	262	262	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1667											
145	131	787/3	787/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1668											
145	131	788/3	788/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1669											
146	132	263	263	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1670									140		
146	132	527/2	527/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1671									140		
146	132	264	264	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1672									140		
146	132	529/2	529/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1673											
146	132	263	263	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1674									141		
146	132	527/2	527/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1675									141		
146	132	264	264	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1676									141		
146	132	529/2	529/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1677											
146	132	263	263	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1678									142		
146	132	527/2	527/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1679									142		
146	132	264	264	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1680									142		
146	132	529/2	529/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1681											
146	132	263	263	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1682											
146	132	790/3	790/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1683											
146	132	791/3	791/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1684											
146	132	264	264	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1685											
146	132	793/3	793/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1686											
146	132	794/3	794/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1687											
147	133	265	265	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1688									143		
147	133	531/2	531/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1689											
147	133	266	266	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1690											
147	133	265	265	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1691									144		
147	133	531/2	531/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1692											
147	133	266	266	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1693											
147	133	265	265	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1694									145		
147	133	531/2	531/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1695											
147	133	266	266	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1696											
147	133	265	265	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1697											
147	133	796/3	796/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1698											
147	133	797/3	797/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1699											
147	133	266	266	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1700											
147	133	799/3	799/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1701											
147	133	800/3	800/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1702											
148	134	267	267	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1703											
148	134	268	268	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1704									146		
148	134	537/2	537/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1705											
148	134	267	267	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1706											
148	134	268	268	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1707									147		
148	134	537/2	537/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1708											
148	134	267	267	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1709											
148	134	268	268	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1710									148		
148	134	537/2	537/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1711											
148	134	267	267	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1712											
148	134	802/3	802/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1713											
148	134	803/3	803/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1714											
148	134	268	268	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1715											
148	134	805/3	805/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1716											
148	134	806/3	806/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1717											
149	135	269	269	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1718									149		
149	135	539/2	539/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1719									149		
149	135	270	270	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1720									149		
149	135	541/2	541/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1721											
149	135	269	269	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1722									150		
149	135	539/2	539/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1723									150		
149	135	270	270	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1724									150		
149	135	541/2	541/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1725											
149	135	269	269	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1726									151		
149	135	539/2	539/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1727									151		
149	135	270	270	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1728									151		
149	135	541/2	541/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1729											
149	135	269	269	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1730											
149	135	808/3	808/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1731											
149	135	809/3	809/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1732											
149	135	270	270	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1733											
149	135	811/3	811/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1734											
149	135	812/3	812/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1735											
150	136	271	271	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1736									152		
150	136	543/2	543/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1737											
150	136	272	272	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1738									153		
150	136	545/2	545/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1739											
150	136	271	271	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1740									154		
150	136	543/2	543/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1741											
150	136	272	272	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1742									155		
150	136	545/2	545/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1743											
150	136	271	271	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1744									156		
150	136	543/2	543/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1745											
150	136	272	272	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1746									157		
150	136	545/2	545/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1747											
150	136	271	271	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1748											
150	136	814/3	814/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1749											
150	136	815/3	815/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1750											
150	136	272	272	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1751											
150	136	817/3	817/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1752											
150	136	818/3	818/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1753											
151	137	273	273	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1754									158		
151	137	547/2	547/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1755									158		
151	137	274	274	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1756									158		
151	137	549/2	549/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1757									158		
151	137	273	273	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1758									159		
151	137	547/2	547/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1759									159		
151	137	274	274	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1760									159		
151	137	549/2	549/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1761									159		
151	137	273	273	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1762									160		
151	137	547/2	547/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1763									160		
151	137	274	274	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1764									160		
151	137	549/2	549/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1765									160		
151	137	273	273	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1766											
151	137	820/3	820/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1767											
151	137	821/3	821/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1768											
151	137	274	274	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1769											
151	137	823/3	823/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1770											
151	137	824/3	824/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1771											
152	138	275	275	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1772									158		
152	138	551/2	551/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1773											
152	138	276	276	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1774									161		
152	138	553/2	553/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1775									161		
152	138	275	275	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1776									159		
152	138	551/2	551/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1777									159		
152	138	276	276	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1778									159		
152	138	553/2	553/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1779									159		
152	138	275	275	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1780									160		
152	138	551/2	551/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1781									160		
152	138	276	276	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1782									160		
152	138	553/2	553/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1783									160		
152	138	275	275	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1784											
152	138	826/3	826/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1785											
152	138	827/3	827/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1786											
152	138	276	276	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1787											
152	138	829/3	829/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1788											
152	138	830/3	830/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1789											
153	139	277	277	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1790									161		
153	139	555/2	555/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1791									161		
153	139	278	278	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1792									161		
153	139	557/2	557/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1793									161		
153	139	277	277	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1794									159		
153	139	555/2	555/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1795									159		
153	139	278	278	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1796									159		
153	139	557/2	557/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1797											
153	139	277	277	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1798									160		
153	139	555/2	555/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1799									160		
153	139	278	278	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1800									160		
153	139	557/2	557/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1801											
153	139	277	277	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1802											
153	139	832/3	832/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1803											
153	139	833/3	833/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1804											
153	139	278	278	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1805											
153	139	835/3	835/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1806											
153	139	836/3	836/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1807											
154	140	279	279	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1808									161		
154	140	559/2	559/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1809											
154	140	280	280	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1810									162		
154	140	561/2	561/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1811									162		
154	140	279	279	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1812									163		
154	140	559/2	559/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1813									163		
154	140	280	280	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1814									163		
154	140	561/2	561/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1815									163		
154	140	279	279	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1816									164		
154	140	559/2	559/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1817									164		
154	140	280	280	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1818									164		
154	140	561/2	561/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1819									164		
154	140	279	279	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1820											
154	140	838/3	838/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1821											
154	140	839/3	839/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	1822											
154	140	280	280	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	1823											
154	140	841/3	841/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	1824											
154	140	842/3	842/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	1825											
155	141	281	281	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1826									162		
155	141	563/2	563/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1827									162		
155	141	282	282	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1828									162		
155	141	565/2	565/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1829											
155	141	281	281	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1830									163		
155	141	563/2	563/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1831									163		
155	141	282	282	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1832									163		
155	141	565/2	565/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1833											
155	141	281	281	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1834									164		
155	141	563/2	563/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1835									164		
155	141	282	282	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1836									164		
155	141	565/2	565/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1837											
155	141	281	281	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	1838											
155	141	844/3	844/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	1839											
