mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
84	76	152	152	0.0		1/4	1/4	Dynamic	2/4	4	1	0					f										
84	76	152	152	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	950											
84	76	609/4	609/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	951											
84	76	305/2	305/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	952											
84	76	611/4	611/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	953											
85	77	307/2	307/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	954											
85	77	309/2	309/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	955											
85	77	153	153	0.0		0	0	Dynamic	2/4	2	1	0					sf										
85	77	153	153	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	956											
85	77	613/4	613/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	957											
85	77	307/2	307/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	958											
85	77	615/4	615/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	959											
85	77	154	154	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	960											
85	77	617/4	617/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	961											
85	77	309/2	309/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	962											
85	77	619/4	619/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	963											
85	77	307/2	307/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	964											
85	77	309/2	309/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	965											
85	77	153	153	0.0		0	0	Dynamic	2/4	4	1	0					sf										
85	77	153	153	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	966											
85	77	613/4	613/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	967											
85	77	307/2	307/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	968											
85	77	615/4	615/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	969											
85	77	154	154	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	970											
85	77	617/4	617/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	971											
85	77	309/2	309/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	972											
85	77	619/4	619/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	973											
86	78	311/2	311/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	974											
86	78	313/2	313/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	975											
86	78	155	155	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	976											
86	78	621/4	621/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	977											
86	78	311/2	311/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	978											
86	78	623/4	623/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	979											
86	78	156	156	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	980											
86	78	625/4	625/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	981											
86	78	313/2	313/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	982											
86	78	627/4	627/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	983											
86	78	311/2	311/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	984											
86	78	313/2	313/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	985											
86	78	155	155	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	986											
86	78	621/4	621/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	987											
86	78	311/2	311/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	988											
86	78	623/4	623/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	989											
86	78	156	156	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	990											
86	78	625/4	625/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	991											
86	78	313/2	313/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	992											
86	78	627/4	627/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	993											
87	79	315/2	315/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	994											
87	79	317/2	317/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	995											
87	79	157	157	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	996											
87	79	629/4	629/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	997											
87	79	315/2	315/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	998											
87	79	631/4	631/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	999											
87	79	158	158	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1000											
87	79	633/4	633/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	1001											
87	79	317/2	317/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1002											
87	79	635/4	635/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	1003											
87	79	315/2	315/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1004											
87	79	317/2	317/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1005											
87	79	157	157	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1006											
87	79	629/4	629/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	1007											
87	79	315/2	315/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1008											
87	79	631/4	631/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	1009											
87	79	158	158	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1010											
87	79	633/4	633/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1011											
87	79	317/2	317/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1012											
87	79	635/4	635/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1013											
88	80	319/2	319/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1014											
88	80	159	159	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1015											
88	80	319/2	319/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1016											
88	80	159	159	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1017											
89	80	160	160	0.0		0	1/4	StaffText	2/4	1	1	0							"<i><font size=""9.2082""/><font face=""Times New Roman""/>sempre p e dolce</i>"								
89	80	160	160	1.0		0	1/4	Chord	2/4	1	1	1/4		1/4	1	1018									69		
89	80	160	160	0.0		0	1/4	StaffText	2/4	4	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sempre p e dolce</i>"								
89	80	160	160	0.5		0	1/4	Chord	2/4	4	1	1/8		1/8	1	1019									70		
89	80	321/2	321/2	0.5		1/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1020									70		
90	81	161	161	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1021									69		
90	81	162	162	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1022									69		
90	81	161	161	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1023									70		
90	81	323/2	323/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1024									70		
90	81	162	162	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1025									70		
90	81	325/2	325/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1026									70		
91	82	163	163	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1027									69		
91	82	164	164	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1028									69		
91	82	163	163	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1029									71		
91	82	327/2	327/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1030									71		
91	82	164	164	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1031									71		
91	82	329/2	329/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1032											
91	82	163	163	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sempre p e dolce</i>"								
91	82	163	163	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sempre p e dolce</i>"								
91	82	163	163	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1033									72		
91	82	327/2	327/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1034									72		
91	82	164	164	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1035									72		
91	82	329/2	329/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1036											
91	82	163	163	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1037											
92	83	165	165	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1038									69		
92	83	166	166	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1039									69		
92	83	165	165	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1040									73		
92	83	331/2	331/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1041									73		
92	83	166	166	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1042									73		
92	83	333/2	333/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1043									73		
93	84	167	167	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1044									69		
93	84	168	168	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1045											
93	84	167	167	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1046									74		
93	84	335/2	335/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1047									74		
93	84	168	168	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1048									74		
93	84	337/2	337/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1049											
93	84	167	167	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1050									75		
93	84	335/2	335/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1051									75		
93	84	168	168	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1052									75		
93	84	337/2	337/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1053											
93	84	167	167	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1054											
94	85	169	169	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1055									76		
94	85	170	170	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1056									76		
94	85	169	169	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1057									77		
94	85	339/2	339/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1058									77		
94	85	170	170	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1059									77		
94	85	341/2	341/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1060											
94	85	169	169	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1061									78		
94	85	339/2	339/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1062									78		
94	85	170	170	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1063									78		
94	85	341/2	341/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1064									78		
94	85	169	169	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1065									79		
94	85	339/2	339/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1066									79		
94	85	170	170	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1067									79		
94	85	341/2	341/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1068									79		
95	86	171	171	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1069									76		
95	86	172	172	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1070									76		
95	86	172	172	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1071											
95	86	345/2	345/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1072											
95	86	171	171	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1073									78		
95	86	343/2	343/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1074									78		
95	86	172	172	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1075									78		
95	86	345/2	345/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1076									78		
95	86	171	171	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1077									79		
95	86	343/2	343/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1078									79		
95	86	172	172	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1079									79		
95	86	345/2	345/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1080											
96	87	173	173	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1081									76		
96	87	174	174	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1082									76		
96	87	173	173	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1083											
96	87	173	173	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1084									78		
96	87	347/2	347/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1085									78		
96	87	174	174	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1086									78		
96	87	349/2	349/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1087											
96	87	173	173	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1088											
97	88	175	175	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1089											
97	88	175	175	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1090											
97	88	175	175	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1091											
97	88	175	175	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1092											
98	88	176	176	1.0		0	1/4	Chord	2/4	1	1	1/4		1/4	1	1093									80		
98	88	176	176	1.0		0	1/4	Chord	2/4	3	1	1/4		1/4	1	1094											
99	89	177	177	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sempre p e dolce</i>"						80		
99	89	177	177	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1095									80		
99	89	178	178	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1096									80		
99	89	177	177	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1097									81		
99	89	178	178	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1098											
99	89	177	177	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1099									82		
99	89	178	178	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1100											
99	89	177	177	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1101									83		
99	89	355/2	355/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1102									83		
99	89	178	178	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1103									83		
99	89	357/2	357/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1104											
100	90	179	179	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1105									80		
100	90	180	180	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1106									80		
100	90	179	179	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1107									84		
100	90	180	180	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1108											
100	90	179	179	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1109									85		
100	90	359/2	359/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1110									85		
100	90	180	180	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1111									85		
100	90	361/2	361/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1112											
101	91	181	181	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1113									86		
101	91	182	182	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1114											
101	91	181	181	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1115									87		
101	91	182	182	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1116											
101	91	181	181	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1117									88		
101	91	363/2	363/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1118									88		
101	91	182	182	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1119									88		
101	91	365/2	365/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1120											
102	92	183	183	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1121											
102	92	184	184	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1122									89		
102	92	183	183	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1123											
102	92	184	184	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1124											
102	92	183	183	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1125									90		
102	92	367/2	367/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1126									90		
102	92	184	184	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1127									90		
102	92	369/2	369/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1128											
103	93	185	185	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1129									91		
103	93	186	186	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1130									91		
103	93	185	185	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1131									92		
103	93	371/2	371/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1132									92		
103	93	186	186	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1133									92		
103	93	373/2	373/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1134									92		
103	93	185	185	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1135									93		
103	93	371/2	371/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1136									93		
103	93	186	186	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1137									93		
103	93	373/2	373/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1138											
104	94	187	187	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1139											
104	94	188	188	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1140											
104	94	187	187	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1141									92		
104	94	375/2	375/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1142									92		
104	94	188	188	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1143									92		
104	94	377/2	377/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1144									94		
104	94	187	187	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1145									95		
104	94	375/2	375/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1146									95		
104	94	188	188	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1147									95		
104	94	377/2	377/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1148											
104	94	188	188	1.0		1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	1149											
105	95	189	189	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"								
105	95	189	189	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1150									96		
105	95	190	190	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1151									96		
105	95	189	189	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"								
105	95	189	189	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1152											
105	95	190	190	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1153											
105	95	189	189	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"								
105	95	189	189	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1154									97		
105	95	190	190	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1155									97		
105	95	189	189	0.0		0	0	StaffText	2/4	4	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc.</i>"								
105	95	189	189	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1156									98		
105	95	379/2	379/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1157									98		
105	95	190	190	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1158									98		
105	95	381/2	381/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1159									98		
106	96	191	191	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1160									96		
106	96	192	192	0.0		1/4	1/4	Spanner	2/4	1	1	0													96		0
106	96	192	192	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1161									96		0
106	96	191	191	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1162											
106	96	192	192	0.0		1/4	1/4	Spanner	2/4	2	1	0															1
106	96	192	192	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	1163									99		1
106	96	191	191	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1164									97		
106	96	192	192	0.0		1/4	1/4	Spanner	2/4	3	1	0															2
106	96	192	192	1.0		1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	1165											2
106	96	191	191	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1166									98		
106	96	383/2	383/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1167									98		
106	96	192	192	0.0		1/4	1/4	Spanner	2/4	4	1	0													98		3
106	96	192	192	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1168									98		3
106	96	385/2	385/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1169											3
107	97	193	193	0.0		0	0	StaffText	2/4	1	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sotto voce</i>"								
107	97	193	193	0.0		0	0	Spanner	2/4	1	1	0															
107	97	193	193	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1170									100		
107	97	194	194	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1171									100		
107	97	193	193	0.0		0	0	StaffText	2/4	2	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sotto voce</i>"						99		
107	97	193	193	0.0		0	0	Spanner	2/4	2	1	0													99		
107	97	193	193	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1172									99		
107	97	387/2	387/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1173									99		
107	97	194	194	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1174									99		
107	97	389/2	389/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1175									99		
107	97	193	193	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sotto voce</i>"								
107	97	193	193	0.0		0	0	Spanner	2/4	3	1	0															
107	97	193	193	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1176									101		
107	97	387/2	387/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1177									101		
107	97	194	194	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1178									101		
107	97	389/2	389/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1179									101		
107	97	193	193	0.0		0	0	StaffText	2/4	4	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>sotto voce</i>"								
107	97	193	193	0.0		0	0	Spanner	2/4	4	1	0															
107	97	193	193	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1180									102		
107	97	387/2	387/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1181									102		
107	97	194	194	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1182									102		
107	97	389/2	389/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1183											
108	98	195	195	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1184									100		
108	98	196	196	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1185									100		
108	98	195	195	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1186									99		
108	98	391/2	391/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1187									99		
108	98	196	196	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1188									99		
108	98	393/2	393/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1189									99		
108	98	195	195	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1190									101		
108	98	391/2	391/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1191									101		
108	98	196	196	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1192									101		
108	98	393/2	393/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1193											
108	98	195	195	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	1194											
109	99	197	197	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1195									100		
109	99	198	198	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1196									100		
109	99	197	197	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1197									99		
109	99	395/2	395/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1198									99		
109	99	198	198	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1199									99		
109	99	397/2	397/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1200											
109	99	197	197	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1201									103		
109	99	395/2	395/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1202									103		
109	99	198	198	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1203									103		
109	99	397/2	397/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1204											
109	99	197	197	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1205									104		
109	99	395/2	395/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1206									104		
109	99	198	198	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1207									104		
109	99	397/2	397/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1208											
110	100	199	199	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1209											
110	100	199	199	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1210											
110	100	199	199	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1211											
110	100	199	199	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1212											
