mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
188	187	698	718	0.0		3/4	3/4	Dynamic	4/4	4	1	0					pp									
188	187	698	718	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2726										
189	188	699	719	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2727							289			
189	188	2797/4	2877/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2728							289			
189	188	1399/2	1439/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2729							289			
189	188	2799/4	2879/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2730										
189	188	700	720	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2731							291			
189	188	2801/4	2881/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2732							291			
189	188	1401/2	1441/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2733							291			
189	188	2803/4	2883/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2734							291			
189	188	701	721	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2735							291			
189	188	2805/4	2885/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2736							291			
189	188	1403/2	1443/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2737							291			
189	188	2807/4	2887/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2738										
189	188	702	722	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2739							292			
189	188	2809/4	2889/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2740							292			
189	188	1405/2	1445/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2741							292			
189	188	2811/4	2891/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2742							292			
189	188	699	719	4.0		0	0	Chord	4/4	2	1	1		1	1	2743										
189	188	699	719	4.0		0	0	Chord	4/4	3	1	1		1	1	2744										
189	188	699	719	4.0		0	0	Chord	4/4	4	1	1		1	1	2745										
190	189	703	723	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2746							292			
190	189	2813/4	2893/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2747							292			
190	189	1407/2	1447/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2748							292			
190	189	2815/4	2895/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2749							292			
190	189	704	724	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2750							292			
190	189	2817/4	2897/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2751							292			
190	189	1409/2	1449/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2752							292			
190	189	2819/4	2899/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2753							292			
190	189	705	725	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2754							292			
190	189	2821/4	2901/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2755							292			
190	189	1411/2	1451/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2756							292			
190	189	2823/4	2903/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2757										
190	189	706	726	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2758		articStaccatoBelow					293			
190	189	2119/3	2179/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2759		articStaccatoBelow					293			
190	189	2120/3	2180/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2760		articStaccatoBelow								
190	189	703	723	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2761										
190	189	703	723	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2762										
190	189	703	723	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2763										
191	190	707	727	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	2764		articStaccatoBelow					294			
191	190	2122/3	2182/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2765		articStaccatoBelow					294			
191	190	2123/3	2183/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2766		articStaccatoBelow								
191	190	708	728	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2767		articStaccatoAbove					295			
191	190	2125/3	2185/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2768		articStaccatoAbove					295			
191	190	2126/3	2186/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2769		articStaccatoAbove								
191	190	709	729	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2770		articStaccatoAbove					296			
191	190	2128/3	2188/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2771		articStaccatoAbove					296			
191	190	2129/3	2189/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2772		articStaccatoAbove								
191	190	710	730	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2773		articStaccatoAbove					297			
191	190	2131/3	2191/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2774		articStaccatoAbove					297			
191	190	2132/3	2192/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2775		articStaccatoAbove								
192	191	711	731	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	2776		articStaccatoAbove					298			
192	191	2134/3	2194/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2777		articStaccatoAbove					298			
192	191	2135/3	2195/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2778		articStaccatoAbove								
192	191	712	732	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2779		articStaccatoAbove					299			
192	191	2137/3	2197/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2780		articStaccatoAbove					299			
192	191	2138/3	2198/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2781		articStaccatoAbove								
192	191	713	733	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2782		articStaccatoBelow					300			
192	191	2140/3	2200/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2783		articStaccatoBelow					300			
192	191	2141/3	2201/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2784		articStaccatoBelow								
192	191	714	734	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2785		articStaccatoBelow					301			
192	191	2143/3	2203/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2786		articStaccatoBelow								
192	191	2144/3	2204/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2787		articStaccatoBelow								
193	192	715	735	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	2788							302			
193	192	717	737	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2789							302			
193	192	2869/4	2949/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2790							302			
193	192	1435/2	1475/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2791							302			
193	192	2871/4	2951/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2792										
193	192	718	738	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2793										
193	192	716	736	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2794										
193	192	717	737	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2795										
193	192	716	736	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	2796										
193	192	717	737	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	2797										
193	192	718	738	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2798							303			
193	192	716	736	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	2799										
193	192	717	737	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	2800										
194	193	719	739	0.0		0	0	StaffText	4/4	1	1	0							<i>cresc.</i>							
194	193	719	739	4.0		0	0	Chord	4/4	1	1	1		1	1	2801										
194	193	719	739	0.0		0	0	StaffText	4/4	2	1	0							<i>cresc.</i>							
194	193	719	739	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	2802										
194	193	722	742	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2803							304			
194	193	719	739	0.0		0	0	StaffText	4/4	3	1	0							<i>cresc.</i>							
194	193	719	739	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2804							305			
194	193	720	740	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2805							305			
194	193	721	741	1.0		1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	2806							305			
194	193	722	742	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2807										
194	193	723	743	0.0		1	1	StaffText	4/4	4	1	0							<i>cresc.</i>							
195	194	723	743	4.0		0	0	Chord	4/4	1	1	1		1	1	2808		ornamentTrill								
195	194	723	743	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	2809										
195	194	726	746	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2810		articStaccatoBelow								
195	194	723	743	3.0		0	0	Chord	4/4	3	1	3/4		1/2	3/2	2811										
195	194	726	746	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	2812		articStaccatoAbove								
195	194	724	744	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	2813							306			
195	194	725	745	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	2814										
195	194	726	746	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	2815		articStaccatoBelow								
196	195	727	747	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	2816										
196	195	729	749	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2817										
196	195	1459/2	1499/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2818							307			
196	195	2919/4	2999/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2819										
196	195	730	750	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2820		articStaccatoAbove								
196	195	1461/2	1501/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2821		articStaccatoAbove								
196	195	727	747	1.0		0	0	Chord	4/4	1	2	1/4		1/4	1	2822										
196	195	727	747	0.0		0	0	Dynamic	4/4	2	1	0					f									
196	195	727	747	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	2823										
196	195	729	749	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2824										
196	195	1459/2	1499/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2825							308			
196	195	2919/4	2999/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2826										
196	195	730	750	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2827		articStaccatoAbove								
196	195	1461/2	1501/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2828		articStaccatoAbove								
196	195	727	747	0.0		0	0	Dynamic	4/4	3	1	0					f									
196	195	727	747	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	2829										
196	195	729	749	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	2830										
196	195	1459/2	1499/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	2831							309			
196	195	2919/4	2999/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	2832										
196	195	730	750	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	2833		articStaccatoBelow								
196	195	1461/2	1501/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	2834		articStaccatoBelow								
196	195	727	747	0.0		0	0	Dynamic	4/4	4	1	0					f									
196	195	727	747	0.0		0	0	Dynamic	4/4	4	1	0					f									
196	195	727	747	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	2835										
196	195	1455/2	1495/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	2836										
196	195	728	748	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	2837										
196	195	1457/2	1497/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	2838										
196	195	729	749	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	2839										
196	195	1459/2	1499/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	2840										
196	195	730	750	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	2841										
196	195	1461/2	1501/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	2842										
197	196	731	751	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2843		articStaccatoAbove								
197	196	1463/2	1503/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2844							310			
197	196	2927/4	3007/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2845										
197	196	732	752	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2846		articStaccatoAbove								
197	196	1465/2	1505/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2847		articStaccatoAbove								
197	196	733	753	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	2848										
197	196	1467/2	1507/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2849							311			
197	196	2935/4	3015/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2850										
197	196	734	754	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2851		articStaccatoAbove								
197	196	1469/2	1509/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2852		articStaccatoAbove								
197	196	731	751	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2853		articStaccatoBelow								
197	196	1463/2	1503/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2854							312			
197	196	2927/4	3007/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2855										
197	196	732	752	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2856		articStaccatoAbove								
197	196	1465/2	1505/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2857		articStaccatoAbove								
197	196	733	753	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2858										
197	196	1467/2	1507/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2859							313			
197	196	2935/4	3015/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2860										
197	196	734	754	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2861		articStaccatoBelow								
197	196	1469/2	1509/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2862		articStaccatoBelow								
197	196	731	751	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	2863		articStaccatoBelow								
197	196	1463/2	1503/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	2864							314			
197	196	2927/4	3007/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	2865										
197	196	732	752	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	2866		articStaccatoBelow								
197	196	1465/2	1505/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	2867		articStaccatoBelow								
197	196	733	753	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	2868										
197	196	1467/2	1507/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	2869							315			
197	196	2935/4	3015/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	2870										
197	196	734	754	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	2871		articStaccatoBelow								
197	196	1469/2	1509/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	2872		articStaccatoBelow								
197	196	731	751	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	2873										
197	196	1463/2	1503/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	2874										
197	196	732	752	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	2875										
197	196	1465/2	1505/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	2876										
197	196	733	753	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	2877										
197	196	1467/2	1507/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	2878										
197	196	734	754	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	2879										
197	196	1469/2	1509/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	2880										
198	197	735	755	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	2881							316			
198	197	1471/2	1511/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	2882										
198	197	736	756	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2883										
198	197	737	757	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2884							317			
198	197	2949/4	3029/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2885							317			
198	197	1475/2	1515/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2886							317			
198	197	2951/4	3031/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2887										
198	197	738	758	0.0		3/4	3/4	Dynamic	4/4	1	1	0					sf									
198	197	738	758	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2888		articStaccatoAbove								
198	197	1477/2	1517/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2889		articStaccatoAbove								
198	197	735	755	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	2890							318			
198	197	1471/2	1511/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	2891										
198	197	736	756	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	2892										
198	197	737	757	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2893							319			
198	197	2949/4	3029/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2894							319			
198	197	1475/2	1515/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2895							319			
198	197	2951/4	3031/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2896										
198	197	738	758	0.0		3/4	3/4	Dynamic	4/4	2	1	0					sf									
198	197	738	758	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2897		articStaccatoAbove								
198	197	1477/2	1517/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2898		articStaccatoAbove								
198	197	735	755	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	2899							320			
198	197	1471/2	1511/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	2900										
198	197	736	756	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2901										
198	197	737	757	0.25		1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	2902							321			
198	197	2949/4	3029/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	2903							321			
198	197	1475/2	1515/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	2904							321			
198	197	2951/4	3031/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	2905										
198	197	738	758	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	2906		articStaccatoBelow								
198	197	1477/2	1517/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	2907		articStaccatoBelow								
198	197	735	755	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	2908										
198	197	1471/2	1511/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	2909										
198	197	736	756	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	2910										
198	197	1473/2	1513/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	2911										
198	197	737	757	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	2912										
198	197	1475/2	1515/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	2913										
198	197	738	758	0.0		3/4	3/4	Dynamic	4/4	4	1	0					sf									
198	197	738	758	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	2914										
198	197	1477/2	1517/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	2915										
199	198	739	759	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2916							322			
199	198	2957/4	3037/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2917							322			
199	198	1479/2	1519/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2918							322			
199	198	2959/4	3039/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2919										
199	198	740	760	0.0		1/4	1/4	Dynamic	4/4	1	1	0					sf									
199	198	740	760	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	2920		articStaccatoAbove								
199	198	1481/2	1521/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2921		articStaccatoAbove								
199	198	741	761	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2922							323			
199	198	2965/4	3045/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2923							323			
199	198	1483/2	1523/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2924							323			
199	198	2967/4	3047/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2925										
199	198	742	762	0.0		3/4	3/4	Dynamic	4/4	1	1	0					sf									
199	198	742	762	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2926		articStaccatoAbove								
199	198	1485/2	1525/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2927		articStaccatoAbove								
199	198	739	759	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2928							324			
199	198	2957/4	3037/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2929							324			
199	198	1479/2	1519/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	2930							324			
199	198	2959/4	3039/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	2931										
199	198	740	760	0.0		1/4	1/4	Dynamic	4/4	2	1	0					sf									
199	198	740	760	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2932		articStaccatoBelow								
199	198	1481/2	1521/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2933		articStaccatoBelow								
199	198	741	761	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	2934							325			
199	198	2965/4	3045/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	2935							325			
199	198	1483/2	1523/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	2936							325			
199	198	2967/4	3047/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	2937										
199	198	742	762	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	2938		articStaccatoBelow								
199	198	1485/2	1525/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2939		articStaccatoBelow								
199	198	739	759	0.25		0	0	Chord	4/4	3	1	1/16		1/16	1	2940							326			
199	198	2957/4	3037/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	2941							326			
199	198	1479/2	1519/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	2942							326			
199	198	2959/4	3039/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	2943										
199	198	740	760	0.0		1/4	1/4	Dynamic	4/4	3	1	0					sf									
199	198	740	760	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	2944		articStaccatoBelow								
199	198	1481/2	1521/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	2945		articStaccatoBelow								
199	198	741	761	0.25		1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	2946							327			
199	198	2965/4	3045/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	2947							327			
199	198	1483/2	1523/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	2948							327			
199	198	2967/4	3047/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	2949										
199	198	742	762	0.0		3/4	3/4	Dynamic	4/4	3	1	0					sf									
199	198	742	762	0.0		3/4	3/4	Dynamic	4/4	3	1	0					sf									
199	198	742	762	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	2950		articStaccatoBelow								
199	198	1485/2	1525/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	2951		articStaccatoBelow								
199	198	739	759	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	2952										
199	198	1479/2	1519/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	2953										
199	198	740	760	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	2954										
199	198	1481/2	1521/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	2955										
199	198	741	761	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	2956										
199	198	1483/2	1523/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	2957										
199	198	742	762	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	2958										
199	198	1485/2	1525/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	2959										
200	199	743	763	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2960							328			
200	199	2973/4	3053/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2961							328			
200	199	1487/2	1527/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2962							328			
200	199	2975/4	3055/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2963										
200	199	744	764	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	2964										
200	199	745	765	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2965							329			
200	199	2981/4	3061/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2966							329			
200	199	1491/2	1531/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2967							329			
200	199	2983/4	3063/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2968										
200	199	746	766	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	2969		articStaccatoAbove								
200	199	1493/2	1533/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2970		articStaccatoAbove								
200	199	743	763	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	2971							330			
200	199	2973/4	3053/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	2972							330			
