mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
167	166	612	632	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	2472		articStaccatoAbove								
167	166	613	633	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	2473										
168	167	615	635	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	2474										
168	167	618	638	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2475		articStaccatoBelow								
168	167	615	635	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	2476										
168	167	618	638	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2477		articStaccatoBelow								
168	167	615	635	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2478										
168	167	616	636	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2479		articStaccatoBelow								
168	167	617	637	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	2480										
168	167	615	635	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2481										
168	167	616	636	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	2482		articStaccatoBelow								
168	167	617	637	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	2483										
169	168	619	639	0.0		0	0	Dynamic	4/4	1	1	0					pp									
169	168	619	639	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	2484										
169	168	622	642	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2485		articStaccatoAbove								
169	168	619	639	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	2486										
169	168	622	642	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2487		articStaccatoBelow								
169	168	619	639	0.0		0	0	Dynamic	4/4	3	1	0					pp									
169	168	619	639	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2488										
169	168	620	640	0.0		1/4	1/4	Dynamic	4/4	3	1	0					pp									
169	168	620	640	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2489		articStaccatoAbove								
169	168	621	641	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	2490										
169	168	619	639	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2491										
169	168	620	640	0.0		1/4	1/4	Dynamic	4/4	4	1	0					pp									
169	168	620	640	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	2492		articStaccatoAbove								
169	168	621	641	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	2493										
170	169	623	643	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	2494										
170	169	626	646	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2495		articStaccatoBelow								
170	169	623	643	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	2496										
170	169	626	646	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2497		articStaccatoBelow								
170	169	623	643	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2498										
170	169	624	644	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2499		articStaccatoBelow								
170	169	625	645	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	2500										
170	169	623	643	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2501										
170	169	624	644	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	2502		articStaccatoBelow								
170	169	625	645	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	2503										
171	170	627	647	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	2504										
171	170	630	650	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2505		articStaccatoAbove								
171	170	627	647	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	2506										
171	170	630	650	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2507		articStaccatoBelow								
171	170	627	647	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2508										
171	170	628	648	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2509		articStaccatoAbove								
171	170	629	649	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	2510										
171	170	627	647	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2511										
171	170	628	648	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	2512		articStaccatoAbove								
171	170	629	649	2.0		1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	2513										
172	171	631	651	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	2514										
172	171	1265/2	1305/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2515										
172	171	633	653	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	2516										
172	171	1269/2	1309/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2517										
172	171	631	651	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	2518										
172	171	1265/2	1305/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2519										
172	171	633	653	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	2520										
172	171	1269/2	1309/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2521										
172	171	631	651	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	2522										
172	171	1263/2	1303/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	2523										
172	171	632	652	1.5		1/4	1/4	Chord	4/4	3	1	3/8		1/4	3/2	2524										
172	171	1267/2	1307/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	2525										
172	171	634	654	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2526										
172	171	631	651	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	2527										
172	171	1263/2	1303/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	2528										
172	171	632	652	1.5		1/4	1/4	Chord	4/4	4	1	3/8		1/4	3/2	2529										
172	171	1267/2	1307/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	2530										
172	171	634	654	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2531										
173	172	635	655	0.0		0	0	StaffText	4/4	1	1	0							<i>cresc.</i>							
173	172	635	655	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	2532										
173	172	1273/2	1313/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2533										
173	172	637	657	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	2534										
173	172	1277/2	1317/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2535										
173	172	635	655	0.0		0	0	StaffText	4/4	2	1	0							<i>cresc.</i>							
173	172	635	655	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	2536										
173	172	1273/2	1313/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2537										
173	172	637	657	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	2538										
173	172	1277/2	1317/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2539										
173	172	635	655	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	2540										
173	172	1271/2	1311/2	0.0		1/8	1/8	StaffText	4/4	3	1	0							<i>cresc.</i>							
173	172	1271/2	1311/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	2541										
173	172	636	656	1.5		1/4	1/4	Chord	4/4	3	1	3/8		1/4	3/2	2542										
173	172	1275/2	1315/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	2543										
173	172	638	658	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2544										
173	172	635	655	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	2545										
173	172	1271/2	1311/2	0.0		1/8	1/8	StaffText	4/4	4	1	0							<i>cresc.</i>							
173	172	1271/2	1311/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	2546										
173	172	636	656	1.5		1/4	1/4	Chord	4/4	4	1	3/8		1/4	3/2	2547										
173	172	1275/2	1315/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	2548										
173	172	638	658	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2549										
174	173	639	659	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	2550										
174	173	1281/2	1321/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2551										
174	173	641	661	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	2552										
174	173	1285/2	1325/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2553										
174	173	639	659	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	2554										
174	173	1281/2	1321/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2555										
174	173	641	661	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	2556										
174	173	1285/2	1325/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2557										
174	173	639	659	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	2558										
174	173	1279/2	1319/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	2559										
174	173	640	660	1.5		1/4	1/4	Chord	4/4	3	1	3/8		1/4	3/2	2560										
174	173	1283/2	1323/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	2561										
174	173	642	662	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2562										
174	173	639	659	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	2563										
174	173	1279/2	1319/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	2564										
174	173	640	660	1.5		1/4	1/4	Chord	4/4	4	1	3/8		1/4	3/2	2565										
174	173	1283/2	1323/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	2566										
174	173	642	662	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2567										
175	174	643	663	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	2568										
175	174	1289/2	1329/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2569										
175	174	645	665	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	2570										
175	174	1293/2	1333/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2571										
175	174	643	663	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	2572										
175	174	1289/2	1329/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2573										
175	174	645	665	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	2574										
175	174	1293/2	1333/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2575										
175	174	643	663	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	2576										
175	174	1287/2	1327/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	2577										
175	174	644	664	1.5		1/4	1/4	Chord	4/4	3	1	3/8		1/4	3/2	2578										
175	174	1291/2	1331/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	2579										
175	174	646	666	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2580										
175	174	643	663	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	2581										
175	174	1287/2	1327/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	2582										
175	174	644	664	1.5		1/4	1/4	Chord	4/4	4	1	3/8		1/4	3/2	2583										
175	174	1291/2	1331/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	2584										
175	174	646	666	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2585										
176	175	647	667	0.0		0	0	Dynamic	4/4	1	1	0					ff									
176	175	647	667	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	2586										
176	175	1297/2	1337/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2587										
176	175	649	669	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	2588										
176	175	1301/2	1341/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2589										
176	175	647	667	0.0		0	0	Dynamic	4/4	2	1	0					ff									
176	175	647	667	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	2590										
176	175	1297/2	1337/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2591										
176	175	649	669	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	2592										
176	175	1301/2	1341/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2593										
176	175	647	667	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	2594										
176	175	1295/2	1335/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	2595										
176	175	648	668	1.5		1/4	1/4	Chord	4/4	3	1	3/8		1/4	3/2	2596										
176	175	1299/2	1339/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	2597										
176	175	650	670	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2598										
176	175	647	667	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	2599										
176	175	1295/2	1335/2	0.0		1/8	1/8	Dynamic	4/4	4	1	0					ff									
176	175	1295/2	1335/2	0.0		1/8	1/8	Dynamic	4/4	4	1	0					ff									
176	175	1295/2	1335/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	2600										
176	175	648	668	1.5		1/4	1/4	Chord	4/4	4	1	3/8		1/4	3/2	2601										
176	175	1299/2	1339/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	2602										
176	175	650	670	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2603										
177	176	651	671	1.5		0	0	Chord	4/4	1	1	3/8		1/4	3/2	2604										
177	176	1305/2	1345/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	2605										
177	176	653	673	1.5		1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	2606										
177	176	1309/2	1349/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	2607										
177	176	651	671	1.5		0	0	Chord	4/4	2	1	3/8		1/4	3/2	2608										
177	176	1305/2	1345/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	2609										
177	176	653	673	1.5		1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	2610										
177	176	1309/2	1349/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	2611										
177	176	651	671	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	2612										
177	176	1303/2	1343/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	2613										
177	176	652	672	1.5		1/4	1/4	Chord	4/4	3	1	3/8		1/4	3/2	2614										
177	176	1307/2	1347/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	2615										
177	176	654	674	1.0		3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	2616										
177	176	651	671	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	2617										
177	176	1303/2	1343/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	2618										
177	176	652	672	1.5		1/4	1/4	Chord	4/4	4	1	3/8		1/4	3/2	2619										
177	176	1307/2	1347/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	2620										
177	176	654	674	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2621										
178	177	655	675	0.0		0	0	Dynamic	4/4	1	1	0					f									
178	177	655	675	0.0		0	0	Spanner	4/4	1	1	0													16	
178	177	655	675	0.0		0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	2622									16	
178	177	655	675	4.0		0	0	Chord	4/4	1	1	1		1	1	2623		ornamentTrill							16	
178	177	655	675	0.0		0	0	Dynamic	4/4	2	1	0					f									
178	177	655	675	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2624										
178	177	655	675	0.0		0	0	Dynamic	4/4	3	1	0					f									
178	177	655	675	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2625										
178	177	655	675	0.0		0	0	Dynamic	4/4	4	1	0					f									
178	177	655	675	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2626										
179	178	659	679	4.0		0	0	Chord	4/4	1	1	1		1	1	2627									16	
180	179	663	683	0.0		0	0	Dynamic	4/4	1	1	0					p									
180	179	663	683	0.0		0	0	Spanner	4/4	1	1	0														
180	179	663	683	0.0		0	0	Spanner	4/4	1	1	0														0
180	179	663	683	0.0		0	0	Chord	4/4	1	1	0	appoggiatura	1/8	1	2628										0
180	179	663	683	4.0		0	0	Chord	4/4	1	1	1		1	1	2629										0
180	179	663	683	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2630										
180	179	663	683	0.0		0	0	Dynamic	4/4	3	1	0					p									
180	179	663	683	0.0		0	0	Dynamic	4/4	3	1	0					p									
180	179	663	683	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2631										
180	179	663	683	0.0		0	0	Dynamic	4/4	4	1	0					p									
180	179	663	683	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2632										
181	180	667	687	4.0		0	0	Chord	4/4	1	1	1		1	1	2633										0
181	180	670	690	0.0		3/4	3/4	Dynamic	4/4	2	1	0					pp									
181	180	670	690	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2634							277			
182	181	671	691	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	2635										0
182	181	674	694	0.0		3/4	3/4	Spanner	4/4	1	1	0														
182	181	674	694	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2636							278			
182	181	2697/4	2777/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2637							278			
182	181	1349/2	1389/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2638							278			
182	181	2699/4	2779/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2639							278			
182	181	671	691	4.0		0	0	Chord	4/4	2	1	1		1	1	2640										
182	181	672	692	0.0		1/4	1/4	Dynamic	4/4	3	1	0					pp									
182	181	672	692	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2641							279			
182	181	673	693	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	2642										
182	181	674	694	0.0		3/4	3/4	Dynamic	4/4	4	1	0					pp									
182	181	674	694	1.0		3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	2643							280			
183	182	675	695	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2644							278			
183	182	2701/4	2781/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2645							278			
183	182	1351/2	1391/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2646							278			
183	182	2703/4	2783/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2647										
183	182	676	696	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2648							281			
183	182	2705/4	2785/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2649							281			
183	182	1353/2	1393/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2650							281			
183	182	2707/4	2787/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2651							281			
183	182	677	697	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2652							281			
183	182	2709/4	2789/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2653							281			
183	182	1355/2	1395/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2654							281			
183	182	2711/4	2791/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2655										
183	182	678	698	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2656							282			
183	182	2713/4	2793/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2657							282			
183	182	1357/2	1397/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2658							282			
183	182	2715/4	2795/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2659							282			
183	182	675	695	4.0		0	0	Chord	4/4	2	1	1		1	1	2660										
183	182	675	695	4.0		0	0	Chord	4/4	3	1	1		1	1	2661										
183	182	675	695	4.0		0	0	Chord	4/4	4	1	1		1	1	2662										
184	183	679	699	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	2663							282			
184	183	2717/4	2797/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	2664							282			
184	183	1359/2	1399/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	2665							282			
184	183	2719/4	2799/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	2666							282			
184	183	680	700	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	2667							282			
184	183	2721/4	2801/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	2668							282			
184	183	1361/2	1401/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	2669							282			
184	183	2723/4	2803/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	2670							282			
184	183	681	701	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2671							282			
184	183	2725/4	2805/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2672							282			
184	183	1363/2	1403/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2673							282			
184	183	2727/4	2807/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2674										
184	183	682	702	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2675							283			
184	183	2047/3	2107/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2676							283			
184	183	2048/3	2108/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2677							283			
184	183	679	699	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	2678										
184	183	679	699	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	2679										
184	183	679	699	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	2680										
185	184	683	703	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	2681							283			
185	184	2050/3	2110/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2682							283			
185	184	2051/3	2111/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2683							283			
185	184	684	704	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2684							283			
185	184	2053/3	2113/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2685							283			
185	184	2054/3	2114/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2686							283			
185	184	685	705	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2687							283			
185	184	2056/3	2116/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2688							283			
185	184	2057/3	2117/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2689							283			
185	184	686	706	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2690							283			
185	184	2059/3	2119/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2691							283			
185	184	2060/3	2120/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2692										
186	185	687	707	0.3333333333333333		0	0	Chord	4/4	1	1	1/12		1/8	2/3	2693							284			
186	185	2062/3	2122/3	0.3333333333333333		1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	2694							284			
186	185	2063/3	2123/3	0.3333333333333333		1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	2695							284			
186	185	688	708	0.3333333333333333		1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	2696							284			
186	185	2065/3	2125/3	0.3333333333333333		1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	2697							284			
186	185	2066/3	2126/3	0.3333333333333333		5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	2698										
186	185	689	709	0.3333333333333333		1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	2699							285			
186	185	2068/3	2128/3	0.3333333333333333		7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	2700										
186	185	2069/3	2129/3	0.3333333333333333		2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	2701		articStaccatoBelow					286			
186	185	690	710	0.3333333333333333		3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	2702		articStaccatoBelow					286			
186	185	2071/3	2131/3	0.3333333333333333		5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	2703		articStaccatoBelow					286			
186	185	2072/3	2132/3	0.3333333333333333		11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	2704		articStaccatoBelow								
187	186	691	711	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	2705							287			
187	186	693	713	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	2706							287			
187	186	2773/4	2853/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	2707							287			
187	186	1387/2	1427/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	2708							287			
187	186	2775/4	2855/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	2709										
187	186	694	714	0.0		3/4	3/4	Spanner	4/4	1	1	0														1
187	186	694	714	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	2710										1
187	186	692	712	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	2711										
187	186	693	713	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	2712										
187	186	694	714	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	2713							288			
187	186	692	712	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	2714										
187	186	693	713	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	2715										
187	186	692	712	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	2716										
187	186	693	713	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	2717										
188	187	695	715	0.0		0	0	Dynamic	4/4	1	1	0					pp									1
188	187	695	715	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	2718										1
188	187	698	718	0.0		3/4	3/4	Spanner	4/4	1	1	0														
188	187	698	718	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	2719							289			
188	187	2793/4	2873/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	2720							289			
188	187	1397/2	1437/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	2721							289			
188	187	2795/4	2875/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	2722							289			
188	187	695	715	0.0		0	0	Dynamic	4/4	2	1	0					pp									
188	187	695	715	4.0		0	0	Chord	4/4	2	1	1		1	1	2723										
188	187	696	716	0.0		1/4	1/4	Dynamic	4/4	3	1	0					pp									
188	187	696	716	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	2724							290			
188	187	697	717	2.0		1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	2725										
