mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur
191	189	755	759	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	3626				
192	190	757	761	0.25		0	0	Chord	4/4	1	1	1/16			1/16	1	3627				
192	190	3029/4	3045/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	3628				422
192	190	1515/2	1523/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	3629				422
192	190	3031/4	3047/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	3630				422
192	190	758	762	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	3631				422
192	190	3033/4	3049/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	3632				422
192	190	1517/2	1525/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	3633				422
192	190	3035/4	3051/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3634				422
192	190	759	763	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	3635				422
192	190	3037/4	3053/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	3636				422
192	190	1519/2	1527/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	3637				422
192	190	3039/4	3055/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	3638				422
192	190	760	764	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	3639				422
192	190	3041/4	3057/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	3640				422
192	190	1521/2	1529/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	3641				422
192	190	3043/4	3059/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3642				422
192	190	757	761	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3643				
192	190	757	761	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3644				
192	190	757	761	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3645				
193	191	761	765	0.25		0	0	Chord	4/4	1	1	1/16			1/16	1	3646				422
193	191	3045/4	3061/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	3647				422
193	191	1523/2	1531/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	3648				422
193	191	3047/4	3063/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	3649				422
193	191	762	766	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	3650				422
193	191	3049/4	3065/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	3651				422
193	191	1525/2	1533/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	3652				422
193	191	3051/4	3067/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3653				422
193	191	763	767	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	3654				422
193	191	3053/4	3069/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	3655				422
193	191	1527/2	1535/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	3656				422
193	191	3055/4	3071/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	3657				422
193	191	764	768	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	3658				422
193	191	3057/4	3073/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	3659				422
193	191	1529/2	1537/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	3660				422
193	191	3059/4	3075/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3661				
193	191	764	768	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3662				423
193	191	761	765	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3663				424
193	191	762	766	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	3664				424
193	191	763	767	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3665				424
193	191	764	768	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3666				
193	191	761	765	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3667				425
193	191	762	766	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	3668				425
193	191	763	767	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3669				425
193	191	764	768	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3670				
194	192	765	769	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	3671				
194	192	1531/2	1539/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4			1/4	1	3672				
194	192	1533/2	1541/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4			1/4	1	3673				
194	192	1535/2	1543/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4			1/4	1	3674				
194	192	1537/2	1545/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	3675				
194	192	765	769	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3676				
194	192	1535/2	1543/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3677		articStaccatoAbove		
194	192	768	772	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3678		articStaccatoAbove		
194	192	1537/2	1545/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3679		articStaccatoAbove		
194	192	765	769	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3680				
194	192	1535/2	1543/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	3681		articStaccatoAbove		
194	192	768	772	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	3682		articStaccatoAbove		
194	192	1537/2	1545/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	3683		articStaccatoAbove		
194	192	765	769	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3684				
195	193	769	773	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	3685				
195	193	771	775	0.0		1/2	1/2	Chord	4/4	1	1	0	grace16after		1/16	1	3686				
195	193	771	775	0.0		1/2	1/2	Chord	4/4	1	1	0	grace16after		1/16	1	3687				
195	193	771	775	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	3688		ornamentTrill		
195	193	769	773	0.0		0	0	Dynamic	4/4	2	1	0						f			
195	193	769	773	0.0		0	0	Dynamic	4/4	2	1	0						f			
195	193	769	773	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	3689		articStaccatoAbove		
195	193	1539/2	1547/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3690		articStaccatoAbove		
195	193	770	774	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3691		articStaccatoAbove		
195	193	1541/2	1549/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3692		articStaccatoAbove		
195	193	771	775	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3693		articStaccatoBelow		
195	193	1543/2	1551/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3694		articStaccatoBelow		
195	193	772	776	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3695		articStaccatoBelow		
195	193	1545/2	1553/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3696		articStaccatoBelow		
195	193	769	773	0.0		0	0	Dynamic	4/4	3	1	0						f			
195	193	769	773	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	3697		articStaccatoBelow		
195	193	1539/2	1547/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	3698		articStaccatoBelow		
195	193	770	774	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	3699		articStaccatoBelow		
195	193	1541/2	1549/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	3700		articStaccatoBelow		
195	193	771	775	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	3701		articStaccatoAbove		
195	193	1543/2	1551/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	3702		articStaccatoAbove		
195	193	772	776	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	3703		articStaccatoAbove		
195	193	1545/2	1553/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	3704		articStaccatoAbove		
195	193	769	773	0.0		0	0	Dynamic	4/4	4	1	0						f			
195	193	769	773	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	3705				
195	193	1539/2	1547/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	3706				
195	193	770	774	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	3707				
195	193	1541/2	1549/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	3708				
195	193	771	775	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	3709				
195	193	1543/2	1551/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	3710				
195	193	772	776	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	3711				
195	193	1545/2	1553/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	3712				
196	194	773	777	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3713		articStaccatoAbove		
196	194	775	779	0.0		1/2	1/2	Dynamic	4/4	1	1	0						pp			
196	194	775	779	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	3714		articStaccatoBelow		
196	194	776	780	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3715		articStaccatoBelow		
196	194	773	777	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3716		articStaccatoAbove		
196	194	775	779	0.0		1/2	1/2	Dynamic	4/4	2	1	0						pp			
196	194	775	779	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3717		articStaccatoBelow		
196	194	776	780	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3718		articStaccatoBelow		
196	194	773	777	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3719		articStaccatoBelow		
196	194	775	779	0.0		1/2	1/2	Dynamic	4/4	3	1	0						pp			
196	194	775	779	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3720		articStaccatoAbove		
196	194	776	780	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3721		articStaccatoAbove		
196	194	773	777	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3722		articStaccatoBelow		
196	194	775	779	0.0		1/2	1/2	Dynamic	4/4	4	1	0						pp			
196	194	775	779	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3723		articStaccatoAbove		
196	194	776	780	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3724		articStaccatoAbove		
197	195	777	781	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3725		articStaccatoBelow		
197	195	778	782	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	3726		articStaccatoBelow		
197	195	779	783	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	3727		articStaccatoBelow		
197	195	780	784	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3728		articStaccatoBelow		
197	195	777	781	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3729		articStaccatoBelow		
197	195	778	782	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	3730		articStaccatoBelow		
197	195	779	783	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3731		articStaccatoBelow		
197	195	780	784	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3732		articStaccatoBelow		
197	195	777	781	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3733		articStaccatoAbove		
197	195	778	782	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	3734		articStaccatoAbove		
197	195	779	783	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3735		articStaccatoAbove		
197	195	780	784	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3736		articStaccatoAbove		
197	195	777	781	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3737		articStaccatoBelow		
197	195	778	782	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	3738		articStaccatoBelow		
197	195	779	783	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3739		articStaccatoAbove		
197	195	780	784	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3740		articStaccatoAbove		
198	196	781	785	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3741				
198	196	783	787	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	3742				
198	196	781	785	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3743				
198	196	783	787	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3744				
198	196	781	785	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3745				
198	196	783	787	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3746				
198	196	781	785	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3747				
198	196	783	787	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3748				
199	197	785	789	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3749				
199	197	787	791	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	3750		articStaccatoBelow		
199	197	788	792	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3751		articStaccatoBelow		
199	197	785	789	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3752				
199	197	787	791	0.0		1/2	1/2	Dynamic	4/4	2	1	0						f			
199	197	787	791	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3753		articStaccatoBelow		
199	197	788	792	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3754		articStaccatoBelow		
199	197	785	789	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3755				
199	197	787	791	0.0		1/2	1/2	Dynamic	4/4	3	1	0						f			
199	197	787	791	0.0		1/2	1/2	Dynamic	4/4	3	1	0						f			
199	197	787	791	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3756		articStaccatoAbove		
199	197	788	792	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3757		articStaccatoAbove		
199	197	785	789	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3758				
199	197	787	791	0.0		1/2	1/2	Dynamic	4/4	4	1	0						f			
199	197	787	791	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3759		articStaccatoBelow		
199	197	788	792	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3760		articStaccatoBelow		
200	198	789	793	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3761		articStaccatoBelow		
200	198	791	795	0.0		1/2	1/2	Dynamic	4/4	1	1	0						pp			
200	198	791	795	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	3762		articStaccatoBelow		
200	198	792	796	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3763		articStaccatoBelow		
200	198	789	793	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3764		articStaccatoBelow		
200	198	791	795	0.0		1/2	1/2	Dynamic	4/4	2	1	0						pp			
200	198	791	795	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3765		articStaccatoBelow		
200	198	792	796	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3766		articStaccatoBelow		
200	198	789	793	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3767		articStaccatoAbove		
200	198	791	795	0.0		1/2	1/2	Dynamic	4/4	3	1	0						pp			
200	198	791	795	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3768		articStaccatoAbove		
200	198	792	796	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3769		articStaccatoAbove		
200	198	789	793	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3770		articStaccatoBelow		
200	198	791	795	0.0		1/2	1/2	Dynamic	4/4	4	1	0						pp			
200	198	791	795	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3771		articStaccatoAbove		
200	198	792	796	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3772		articStaccatoAbove		
201	199	793	797	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3773		articStaccatoBelow		
201	199	794	798	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	3774		articStaccatoBelow		
201	199	795	799	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	3775		articStaccatoBelow		
201	199	796	800	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3776		articStaccatoBelow		
201	199	793	797	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3777		articStaccatoBelow		
201	199	794	798	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	3778		articStaccatoBelow		
201	199	795	799	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3779		articStaccatoBelow		
201	199	796	800	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3780		articStaccatoBelow		
201	199	793	797	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3781		articStaccatoAbove		
201	199	794	798	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	3782		articStaccatoAbove		
201	199	795	799	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3783		articStaccatoAbove		
201	199	796	800	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3784		articStaccatoAbove		
201	199	793	797	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3785		articStaccatoBelow		
201	199	794	798	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	3786		articStaccatoBelow		
201	199	795	799	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3787		articStaccatoAbove		
201	199	796	800	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3788		articStaccatoAbove		
202	200	797	801	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3789				
202	200	799	803	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	3790				
202	200	797	801	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3791				
202	200	799	803	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3792				
202	200	797	801	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3793				
202	200	799	803	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3794				
202	200	797	801	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3795				
202	200	799	803	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3796				
203	201	801	805	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3797				
203	201	803	807	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	3798		articStaccatoBelow		
203	201	804	808	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	3799		articStaccatoBelow		
203	201	801	805	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3800				
203	201	803	807	0.0		1/2	1/2	Dynamic	4/4	2	1	0						f			
203	201	803	807	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3801		articStaccatoBelow		
203	201	804	808	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3802		articStaccatoBelow		
203	201	801	805	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3803				
203	201	803	807	0.0		1/2	1/2	Dynamic	4/4	3	1	0						f			
203	201	803	807	0.0		1/2	1/2	Dynamic	4/4	3	1	0						f			
203	201	803	807	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3804		articStaccatoBelow		
203	201	804	808	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3805		articStaccatoBelow		
203	201	801	805	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3806				
203	201	803	807	0.0		1/2	1/2	Dynamic	4/4	4	1	0						f			
203	201	803	807	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3807		articStaccatoBelow		
203	201	804	808	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3808		articStaccatoBelow		
204	202	805	809	0.0		0	0	Dynamic	4/4	1	1	0						ff			
204	202	805	809	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	3809				
204	202	807	811	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	3810				
204	202	1615/2	1623/2	0.0		5/8	5/8	Chord	4/4	1	1	0	grace16		1/16	1	3811				
204	202	1615/2	1623/2	0.0		5/8	5/8	Chord	4/4	1	1	0	grace16		1/16	1	3812				
204	202	1615/2	1623/2	0.0		5/8	5/8	Chord	4/4	1	1	0	grace16		1/16	1	3813				
204	202	1615/2	1623/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	3814				426
204	202	808	812	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf			426
204	202	808	812	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	3815				426
204	202	1617/2	1625/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	3816				
204	202	805	809	3.0		0	0	Chord	4/4	2	1	3/4			1/2	3/2	3817				
204	202	808	812	0.0		3/4	3/4	Dynamic	4/4	2	1	0						sf			
204	202	808	812	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3818				427
204	202	805	809	0.0		0	0	Dynamic	4/4	3	1	0						ff			
204	202	805	809	0.0		0	0	Dynamic	4/4	3	1	0						ff			
204	202	805	809	3.0		0	0	Chord	4/4	3	1	3/4			1/2	3/2	3819				
204	202	808	812	0.0		3/4	3/4	Dynamic	4/4	3	1	0						sf			
204	202	808	812	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3820				
204	202	805	809	0.0		0	0	Dynamic	4/4	4	1	0						ff			
204	202	805	809	3.0		0	0	Chord	4/4	4	1	3/4			1/2	3/2	3821				
204	202	808	812	0.0		3/4	3/4	Dynamic	4/4	4	1	0						sf			
204	202	808	812	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3822				
205	203	809	813	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	3823				428
205	203	811	815	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	3824				
205	203	1623/2	1631/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	3825				429
205	203	812	816	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf			429
205	203	812	816	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	3826				429
205	203	1625/2	1633/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	3827				
205	203	809	813	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3828				
205	203	810	814	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	3829				430
205	203	811	815	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3830				
205	203	812	816	0.0		3/4	3/4	Dynamic	4/4	2	1	0						sf			
205	203	812	816	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	3831				
205	203	809	813	3.0		0	0	Chord	4/4	3	1	3/4			1/2	3/2	3832				
205	203	812	816	0.0		3/4	3/4	Dynamic	4/4	3	1	0						sf			
205	203	812	816	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3833				
205	203	809	813	3.0		0	0	Chord	4/4	4	1	3/4			1/2	3/2	3834				
205	203	812	816	0.0		3/4	3/4	Dynamic	4/4	4	1	0						sf			
205	203	812	816	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3835				
206	204	813	817	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	3836				431
206	204	1627/2	1635/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	3837				
206	204	814	818	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf			
206	204	814	818	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	3838		articStaccatoAbove		
206	204	1629/2	1637/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	3839		articStaccatoAbove		
206	204	815	819	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	3840				432
206	204	1631/2	1639/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	3841				
206	204	816	820	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf			
206	204	816	820	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	3842		articStaccatoAbove		
206	204	1633/2	1641/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	3843		articStaccatoAbove		
206	204	813	817	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	3844				
206	204	1627/2	1635/2	0.0		1/8	1/8	Dynamic	4/4	2	1	0						sf			
206	204	1627/2	1635/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4			1/4	1	3845				
206	204	1629/2	1637/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3846				
206	204	815	819	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3847				
206	204	1631/2	1639/2	0.0		5/8	5/8	Dynamic	4/4	2	1	0						sf			
206	204	1631/2	1639/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4			1/4	1	3848				
206	204	1633/2	1641/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3849				
206	204	813	817	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3850				433
206	204	814	818	0.0		1/4	1/4	Dynamic	4/4	3	1	0						sf			433
206	204	814	818	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	3851				433
206	204	815	819	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	3852				433
206	204	816	820	0.0		3/4	3/4	Dynamic	4/4	3	1	0						sf			
206	204	816	820	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	3853				
206	204	813	817	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3854				434
206	204	814	818	0.0		1/4	1/4	Dynamic	4/4	4	1	0						sf			434
206	204	814	818	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	3855				434
206	204	815	819	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	3856				434
206	204	816	820	0.0		3/4	3/4	Dynamic	4/4	4	1	0						sf			
206	204	816	820	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	3857				
207	205	817	821	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	3858				435
207	205	1635/2	1643/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	3859				
207	205	818	822	0.0		1/4	1/4	Dynamic	4/4	1	1	0						sf			
207	205	818	822	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	3860		articStaccatoAbove		
207	205	1637/2	1645/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	3861		articStaccatoAbove		
207	205	819	823	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	3862				436
207	205	1639/2	1647/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	3863				
207	205	820	824	0.0		3/4	3/4	Dynamic	4/4	1	1	0						sf			
207	205	820	824	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	3864		articStaccatoAbove		
