mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
206	204	607	613	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2520							
206	204	608	614	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2521							
206	204	607	613	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2522							
206	204	609	615	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2523							
206	204	607	613	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2524							
206	204	607	613	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2525							
206	204	609	615	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2526							
207	205	610	616	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2527							
207	205	611	617	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2528							
207	205	610	616	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2529							
207	205	612	618	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2530							
207	205	610	616	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2531							
207	205	610	616	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2532							
207	205	612	618	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2533							
208	206	613	619	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2534							
208	206	614	620	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2535							
208	206	613	619	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2536							
208	206	615	621	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2537							
208	206	613	619	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2538							
208	206	613	619	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2539							
208	206	615	621	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2540							
209	207	616	622	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2541	articStaccatoBelow						
209	207	617	623	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2542	articStaccatoBelow						
209	207	618	624	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2543	articStaccatoBelow						
209	207	616	622	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2544	articStaccatoBelow						
209	207	617	623	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2545	articStaccatoBelow						
209	207	618	624	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2546	articStaccatoBelow						
209	207	616	622	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2547	articStaccatoBelow						
209	207	617	623	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2548	articStaccatoBelow						
209	207	618	624	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2549	articStaccatoBelow						
209	207	616	622	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2550	articStaccatoAbove						
209	207	617	623	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2551	articStaccatoBelow						
209	207	618	624	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2552	articStaccatoBelow						
210	208	619	625	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""12""/><b><i>pp</i></b>"					
210	208	619	625	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2553	articStaccatoBelow						
210	208	621	627	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2554							
210	208	619	625	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""12""/><b><i>pp</i></b>"					
210	208	619	625	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2555	articStaccatoBelow						
210	208	620	626	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2556	articStaccatoAbove						
210	208	621	627	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2557	articStaccatoAbove						
210	208	619	625	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""12""/><b><i>pp</i></b>"					
210	208	619	625	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2558	articStaccatoBelow						
210	208	620	626	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2559	articStaccatoAbove						
210	208	621	627	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2560	articStaccatoAbove						
210	208	619	625	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2561	articStaccatoBelow						
210	208	620	626	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2562	articStaccatoAbove						
210	208	621	627	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2563	articStaccatoAbove						
211	209	622	628	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2564							
211	209	624	630	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2565							
211	209	622	628	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2566	articStaccatoAbove						
211	209	623	629	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2567							
211	209	622	628	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2568	articStaccatoAbove						
211	209	623	629	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2569	articStaccatoBelow						
211	209	624	630	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2570							
211	209	622	628	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2571							
211	209	624	630	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2572							
212	210	625	631	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2573							
212	210	627	633	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2574							
212	210	625	631	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2575							
212	210	626	632	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2576							
212	210	625	631	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2577							
212	210	626	632	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2578							
212	210	627	633	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2579							
212	210	625	631	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2580							
212	210	627	633	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2581							
213	211	628	634	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2582							
213	211	630	636	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2583							
213	211	628	634	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2584							
213	211	629	635	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2585							
213	211	628	634	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2586							
213	211	629	635	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2587							
213	211	630	636	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2588							
213	211	628	634	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2589							
213	211	630	636	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2590							
214	212	631	637	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2591							
214	212	633	639	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2592							
214	212	631	637	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2593							
214	212	632	638	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2594							
214	212	631	637	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2595							
214	212	632	638	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2596							
214	212	633	639	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2597							
214	212	631	637	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2598							
214	212	633	639	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2599							
215	213	634	640	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2600							
215	213	636	642	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2601							
215	213	634	640	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2602							
215	213	635	641	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2603							
215	213	634	640	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2604							
215	213	635	641	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2605							
215	213	636	642	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2606							
215	213	634	640	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2607							
215	213	636	642	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2608							
216	214	637	643	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2609							
216	214	639	645	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2610							
216	214	637	643	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2611							
216	214	638	644	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2612							
216	214	637	643	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2613							
216	214	638	644	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2614							
216	214	639	645	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2615							
216	214	637	643	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2616							
216	214	639	645	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2617							
217	215	640	646	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2618	articStaccatoAbove						
217	215	641	647	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2619	articStaccatoAbove						
217	215	642	648	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2620	articStaccatoAbove						
217	215	640	646	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2621	articStaccatoAbove						
217	215	641	647	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2622	articStaccatoAbove						
217	215	642	648	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2623	articStaccatoAbove						
217	215	640	646	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2624							
217	215	641	647	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2625							
217	215	642	648	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2626							
217	215	640	646	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2627							
217	215	641	647	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2628							
217	215	642	648	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2629							
218	216	643	649	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2630	articStaccatoAbove						
218	216	644	650	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2631	articAccentBelow						
218	216	643	649	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2632	articStaccatoAbove						
218	216	644	650	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2633	articAccentBelow						
218	216	643	649	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2634							
218	216	644	650	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2635	articAccentBelow						
218	216	643	649	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2636							
218	216	644	650	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2637	articAccentBelow						
219	217	647	653	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2638							
219	217	646	652	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""10""/><i>dim.</i>"					
219	217	646	652	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""10""/><i>dim.</i>"					
219	217	647	653	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2639							
220	218	649	655	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	2640							
220	218	651	657	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2641							
220	218	649	655	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	2642							
220	218	651	657	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2643							
221	219	652	658	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>dim.</i>"					
221	219	653	659	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2644							
221	219	652	658	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""10""/><i>dim.</i>"					
221	219	653	659	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2645							
221	219	653	659	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2646							
221	219	653	659	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2647							
222	220	655	661	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2648							
222	220	657	663	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2649							
222	220	655	661	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2650							
222	220	657	663	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2651							
222	220	655	661	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	2652							
222	220	657	663	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2653							
222	220	655	661	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	2654							
222	220	657	663	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2655							
223	221	659	665	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2656							
223	221	659	665	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2657							
223	221	659	665	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2658							
223	221	659	665	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2659							
224	222	661	667	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""12""/><b><i>p</i></b>"					
224	222	662	668	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2660							
224	222	661	667	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""12""/><b><i>p</i></b>"					
224	222	662	668	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2661							
224	222	661	667	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""12""/><b><i>p</i></b>"					
224	222	662	668	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2662							
224	222	661	667	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""12""/><b><i>p</i></b>"					
224	222	662	668	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2663							
225	223	664	670	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""12""/><b><i>pp</i></b>"					
225	223	665	671	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2664							
225	223	664	670	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""12""/><b><i>pp</i></b>"					
225	223	665	671	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2665							
225	223	664	670	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""12""/><b><i>pp</i></b>"					
225	223	665	671	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2666							
225	223	664	670	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""12""/><b><i>pp</i></b>"					
225	223	665	671	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2667							
226	224	667	673	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>cresc.</i>"					
226	224	668	674	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2668							
226	224	667	673	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""10""/><i>cresc.</i>"					
226	224	668	674	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	2669							
226	224	668	674	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2670							
226	224	667	673	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""10""/><i>cresc.</i>"					
226	224	668	674	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2671							
227	225	670	676	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>cresc.</i>"					
227	225	671	677	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2672							
227	225	672	678	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2673						280	
227	225	670	676	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2674							
227	225	671	677	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2675						281	
227	225	672	678	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2676						281	
227	225	671	677	2.0		1/4	1/4	Chord	3/4	3	2	1/2		1/2	1	2677						282	
227	225	670	676	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	2678							
227	225	672	678	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2679							
228	226	673	679	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2680							
228	226	674	680	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2681							
228	226	673	679	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""10""/><i>cresc.</i>"				280	
228	226	673	679	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2682						280	
228	226	675	681	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2683						280	
228	226	673	679	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2684							
228	226	674	680	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2685						283	
228	226	675	681	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2686						283	
228	226	673	679	1.0		0	0	Chord	3/4	3	2	1/4		1/4	1	2687							
228	226	674	680	2.0		1/4	1/4	Chord	3/4	3	2	1/2		1/2	1	2688						284	
228	226	673	679	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	2689							
228	226	675	681	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2690							
229	227	676	682	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2691							
229	227	677	683	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2692							
229	227	676	682	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2693						280	
229	227	678	684	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2694						280	
229	227	676	682	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2695							
229	227	677	683	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2696						285	
229	227	678	684	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2697						285	
229	227	676	682	1.0		0	0	Chord	3/4	3	2	1/4		1/4	1	2698							
229	227	677	683	2.0		1/4	1/4	Chord	3/4	3	2	1/2		1/2	1	2699						286	
229	227	676	682	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	2700							
229	227	678	684	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2701							
230	228	679	685	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2702							
230	228	680	686	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2703							
230	228	679	685	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2704						280	
230	228	681	687	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2705							
230	228	679	685	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2706							
230	228	680	686	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2707						287	
230	228	681	687	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2708						287	
230	228	679	685	1.0		0	0	Chord	3/4	3	2	1/4		1/4	1	2709							
230	228	679	685	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	2710							
230	228	681	687	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2711							
231	229	682	688	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2712							
231	229	683	689	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2713							
231	229	682	688	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2714							
231	229	683	689	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2715							
231	229	684	690	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2716							
231	229	682	688	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2717							
231	229	683	689	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2718						288	
231	229	684	690	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2719						288	
231	229	683	689	2.0		1/4	1/4	Chord	3/4	3	2	1/2		1/2	1	2720						289	
231	229	682	688	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	2721							
231	229	684	690	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2722							
232	230	685	691	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>cresc.</i>"					
232	230	685	691	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2723							
232	230	686	692	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	2724							
232	230	685	691	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2725							
232	230	686	692	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2726							
232	230	687	693	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2727							
232	230	685	691	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2728							
232	230	686	692	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2729						290	
232	230	687	693	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2730						290	
232	230	685	691	1.0		0	0	Chord	3/4	3	2	1/4		1/4	1	2731							
232	230	686	692	2.0		1/4	1/4	Chord	3/4	3	2	1/2		1/2	1	2732						291	
232	230	685	691	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	2733							
232	230	687	693	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2734							
233	231	688	694	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2735							
233	231	689	695	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2736	articStaccatoBelow						
233	231	690	696	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2737	articStaccatoBelow						
233	231	688	694	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2738							
233	231	689	695	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2739							
233	231	690	696	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2740							
233	231	688	694	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2741							
233	231	689	695	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2742						292	
233	231	690	696	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2743						292	
233	231	688	694	1.0		0	0	Chord	3/4	3	2	1/4		1/4	1	2744							
233	231	689	695	2.0		1/4	1/4	Chord	3/4	3	2	1/2		1/2	1	2745						293	
233	231	688	694	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	2746							
233	231	690	696	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2747							
234	232	691	697	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2748	articStaccatoBelow						
234	232	691	697	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2749							
234	232	691	697	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""12""/><b><i>f</i></b>"					
234	232	691	697	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2750							
234	232	692	698	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2751							
234	232	693	699	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2752						294	
234	232	691	697	1.0		0	0	Chord	3/4	3	2	1/4		1/4	1	2753							
234	232	691	697	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2754							
234	232	692	698	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2755	articStaccatoBelow						
234	232	693	699	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2756							
235	233	694	700	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""12""/><b><i>f</i></b>"					
235	233	694	700	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2757	articStaccatoAbove						
235	233	696	702	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2758	articStaccatoAbove						
235	233	694	700	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""12""/><b><i>f</i></b>"					
235	233	694	700	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2759	articStaccatoBelow						
235	233	696	702	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2760	articStaccatoBelow						
235	233	694	700	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2761							
235	233	695	701	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2762							
235	233	694	700	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2763							
235	233	695	701	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2764							
236	234	697	703	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2765	articStaccatoAbove						
236	234	699	705	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2766							
236	234	697	703	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2767	articStaccatoAbove						
236	234	699	705	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2768							
236	234	697	703	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2769							
236	234	698	704	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2770							
236	234	697	703	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2771							
236	234	698	704	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2772							
237	235	700	706	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2773							
237	235	702	708	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2774							
237	235	700	706	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2775							
237	235	702	708	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2776							
237	235	700	706	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2777							
237	235	701	707	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2778							
237	235	700	706	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2779							
237	235	701	707	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2780							
238	236	703	709	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2781							
238	236	705	711	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2782							
238	236	703	709	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2783							
238	236	705	711	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2784							
238	236	703	709	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2785							
238	236	704	710	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2786							
238	236	703	709	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2787							
238	236	704	710	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2788							
239	237	706	712	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2789							
239	237	708	714	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2790							
239	237	706	712	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2791							
