mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va
55	52	154	156	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	516					
55	52	154	156	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	517					
56	53	157	159	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	518					
56	53	472/3	478/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	519					
56	53	473/3	479/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	520					
56	53	158	160	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	521					
56	53	475/3	481/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	522					
56	53	476/3	482/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	523					
56	53	159	161	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	524					
56	53	478/3	484/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	525					
56	53	479/3	485/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	526					
56	53	157	159	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	527					
56	53	157	159	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	528					
56	53	158	160	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	529		articStaccatoBelow			
56	53	159	161	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	530		articStaccatoBelow			
56	53	157	159	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	531					
56	53	158	160	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	532		articStaccatoAbove			
56	53	159	161	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	533		articStaccatoAbove			
57	54	160	162	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	534					
57	54	481/3	487/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	535					
57	54	482/3	488/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	536					
57	54	161	163	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	537					
57	54	484/3	490/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	538					
57	54	485/3	491/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	539					
57	54	162	164	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	540					
57	54	487/3	493/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	541					
57	54	488/3	494/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	542					
57	54	160	162	1.5		0	0	Chord	3/4	3	1	3/8		1/4	3/2	543		articStaccatoBelow			
57	54	323/2	327/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	544					
57	54	162	164	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	545		articStaccatoAbove			
57	54	160	162	1.5		0	0	Chord	3/4	4	1	3/8		1/4	3/2	546		articStaccatoAbove			
57	54	323/2	327/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	547					
57	54	162	164	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	548		articStaccatoBelow			
58	55	163	165	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	549					
58	55	490/3	496/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	550					
58	55	491/3	497/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	551					
58	55	164	166	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	552					
58	55	493/3	499/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	553					
58	55	494/3	500/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	554					
58	55	165	167	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	555					
58	55	496/3	502/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	556					
58	55	497/3	503/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	557					
58	55	164	166	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	558		articStaccatoAbove			
58	55	165	167	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	559		articStaccatoAbove			
58	55	163	165	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	560					
58	55	163	165	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	561					
59	56	166	168	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	562					
59	56	499/3	505/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	563					
59	56	500/3	506/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	564					
59	56	167	169	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	565					
59	56	502/3	508/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	566					
59	56	503/3	509/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	567					
59	56	168	170	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	568					
59	56	505/3	511/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	569					
59	56	506/3	512/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	570					
59	56	166	168	1.5		0	0	Chord	3/4	2	1	3/8		1/4	3/2	571				96	
59	56	335/2	339/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	572					
59	56	168	170	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	573		articStaccatoAbove			
59	56	166	168	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	574					
59	56	166	168	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	575					
60	57	169	171	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	576					
60	57	508/3	514/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	577					
60	57	509/3	515/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	578					
60	57	170	172	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	579					
60	57	511/3	517/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	580					
60	57	512/3	518/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	581					
60	57	171	173	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	582					
60	57	514/3	520/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	583					
60	57	515/3	521/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	584					
60	57	169	171	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	585					
60	57	169	171	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	586					
60	57	170	172	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	587		articStaccatoBelow			
60	57	171	173	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	588		articStaccatoBelow			
60	57	169	171	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	589					
60	57	170	172	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	590		articStaccatoAbove			
60	57	171	173	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	591		articStaccatoAbove			
61	58	172	174	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	592					
61	58	517/3	523/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	593					
61	58	518/3	524/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	594					
61	58	173	175	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	595					
61	58	520/3	526/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	596					
61	58	521/3	527/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	597					
61	58	174	176	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	598					
61	58	523/3	529/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	599					
61	58	524/3	530/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	600					
61	58	172	174	1.5		0	0	Chord	3/4	3	1	3/8		1/4	3/2	601				97	
61	58	347/2	351/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	602					
61	58	174	176	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	603		articStaccatoBelow			
61	58	172	174	1.5		0	0	Chord	3/4	4	1	3/8		1/4	3/2	604				98	
61	58	347/2	351/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	605					
61	58	174	176	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	606		articStaccatoBelow			
62	59	175	177	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	607					
62	59	526/3	532/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	608					
62	59	527/3	533/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	609					
62	59	176	178	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	610					
62	59	529/3	535/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	611					
62	59	530/3	536/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	612					
62	59	177	179	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	613					
62	59	532/3	538/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	614					
62	59	533/3	539/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	615					
62	59	176	178	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	616		articStaccatoAbove			
62	59	177	179	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	617		articStaccatoAbove			
62	59	175	177	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	618					
62	59	175	177	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	619					
63	60	178	180	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	620					
63	60	535/3	541/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	621					
63	60	536/3	542/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	622					
63	60	179	181	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	623					
63	60	538/3	544/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	624					
63	60	539/3	545/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	625					
63	60	180	182	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	626					
63	60	541/3	547/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	627					
63	60	542/3	548/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	628					
63	60	178	180	1.5		0	0	Chord	3/4	2	1	3/8		1/4	3/2	629				99	
63	60	359/2	363/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	630					
63	60	180	182	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	631		articStaccatoBelow			
63	60	179	181	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	632		articStaccatoBelow			
63	60	180	182	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	633		articStaccatoBelow			
64	61	181	183	0.0		0	0	StaffText	3/4	1	1	0							cresc.		
64	61	181	183	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	634					
64	61	544/3	550/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	635					
64	61	545/3	551/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	636					
64	61	182	184	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	637					
64	61	547/3	553/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	638					
64	61	548/3	554/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	639					
64	61	183	185	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	640					
64	61	550/3	556/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	641					
64	61	551/3	557/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	642					
64	61	182	184	0.0		1/4	1/4	StaffText	3/4	2	1	0							cresc.		
64	61	182	184	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	643		articStaccatoAbove			
64	61	183	185	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	644		articStaccatoAbove			
64	61	181	183	0.0		0	0	StaffText	3/4	3	1	0							cresc.		
64	61	181	183	1.5		0	0	Chord	3/4	3	1	3/8		1/4	3/2	645				100	
64	61	365/2	369/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	646					
64	61	183	185	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	647		articStaccatoBelow			
64	61	181	183	0.0		0	0	StaffText	3/4	4	1	0							cresc.		
64	61	181	183	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	648					
65	62	184	186	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	649					
65	62	553/3	559/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	650					
65	62	554/3	560/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	651					
65	62	185	187	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	652					
65	62	556/3	562/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	653					
65	62	557/3	563/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	654					
65	62	186	188	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	655					
65	62	559/3	565/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	656					
65	62	560/3	566/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	657					
65	62	184	186	1.5		0	0	Chord	3/4	2	1	3/8		1/4	3/2	658				101	
65	62	371/2	375/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	659					
65	62	186	188	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	660		articStaccatoAbove			
65	62	185	187	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	661		articStaccatoAbove			
65	62	186	188	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	662		articStaccatoAbove			
66	63	187	189	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	663					
66	63	562/3	568/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	664					
66	63	563/3	569/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	665					
66	63	188	190	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	666					
66	63	565/3	571/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	667					
66	63	566/3	572/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	668					
66	63	189	191	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	669					
66	63	568/3	574/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	670					
66	63	569/3	575/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	671					
66	63	188	190	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	672		articStaccatoAbove			
66	63	189	191	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	673		articStaccatoAbove			
66	63	187	189	1.5		0	0	Chord	3/4	3	1	3/8		1/4	3/2	674				102	
66	63	377/2	381/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	675					
66	63	189	191	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	676		articStaccatoAbove			
66	63	187	189	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	677					
67	64	190	192	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	678					
67	64	571/3	577/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	679					
67	64	572/3	578/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	680					
67	64	191	193	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	681					
67	64	574/3	580/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	682					
67	64	575/3	581/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	683					
67	64	192	194	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	684					
67	64	577/3	583/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	685					
67	64	578/3	584/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	686					
67	64	190	192	1.5		0	0	Chord	3/4	2	1	3/8		1/4	3/2	687				103	
67	64	383/2	387/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	688					
67	64	192	194	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	689		articStaccatoAbove			
67	64	190	192	1.5		0	0	Chord	3/4	3	1	3/8		1/4	3/2	690				104	
67	64	383/2	387/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	691					
67	64	192	194	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	692		articStaccatoAbove			
67	64	190	192	1.5		0	0	Chord	3/4	4	1	3/8		1/4	3/2	693				105	
67	64	383/2	387/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	694					
67	64	192	194	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	695		articStaccatoAbove			
68	65	193	195	0.0		0	0	Dynamic	3/4	1	1	0					sfp				
68	65	193	195	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	696					
68	65	193	195	0.0		0	0	Dynamic	3/4	2	1	0					sfp				
68	65	193	195	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	697					
68	65	193	195	0.0		0	0	Dynamic	3/4	3	1	0					sfp				
68	65	193	195	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	698					
68	65	193	195	0.0		0	0	Dynamic	3/4	4	1	0					sfp				
68	65	193	195	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	699					
69	66	393/2	397/2	0.0		1/8	1/8	Dynamic	3/4	1	1	0					p				
69	66	393/2	397/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	700				106	
69	66	197	199	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	701				106	
69	66	395/2	399/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	702				106	
69	66	198	200	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	703				106	
69	66	397/2	401/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	704					
69	66	198	200	0.0		1/2	1/2	Dynamic	3/4	2	1	0					p				
69	66	198	200	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	705				107	
69	66	198	200	0.0		1/2	1/2	Dynamic	3/4	3	1	0					p				
69	66	198	200	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	706					
69	66	198	200	0.0		1/2	1/2	Dynamic	3/4	4	1	0					p				
69	66	198	200	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	707				108	
70	67	199	201	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	708				109	
70	67	401/2	405/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	709					
70	67	201	203	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	710		articStaccatoBelow			
70	67	199	201	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	711					
70	67	199	201	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	712					
70	67	199	201	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	713					
71	68	202	204	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	714					
71	68	407/2	411/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	715					
71	68	204	206	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	716		articStaccatoBelow			
71	68	202	204	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	717					
71	68	202	204	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	718					
71	68	202	204	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	719					
72	69	205	207	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	720				110	
72	69	207	209	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	721				110	
72	69	207	209	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	722				110	
72	69	207	209	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	723				110	
72	69	207	209	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	724				110	
72	69	207	209	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	725				110	
72	69	415/2	419/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	726					
72	69	206	208	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	727				111	
72	69	207	209	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	728				111	
72	69	206	208	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	729				112	
72	69	207	209	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	730				112	
72	69	206	208	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	731					
72	69	207	209	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	732					
73	70	208	210	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	733					
73	70	208	210	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	734					
73	70	208	210	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	735					
73	70	208	210	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	736					
74	71	211	213	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	737					
74	71	634/3	640/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	738					
74	71	635/3	641/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	739					
74	71	212	214	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	740					
74	71	637/3	643/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	741					
74	71	638/3	644/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	742					
74	71	213	215	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	743					
74	71	640/3	646/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	744					
74	71	641/3	647/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	745					
74	71	211	213	0.0		0	0	Dynamic	3/4	2	1	0					p				
74	71	212	214	0.0		1/4	1/4	Dynamic	3/4	2	1	0					p				
74	71	212	214	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	746		articStaccatoAbove			
74	71	213	215	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	747		articStaccatoAbove			
74	71	211	213	0.0		0	0	Dynamic	3/4	3	1	0					p				
74	71	211	213	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	748					
74	71	211	213	0.0		0	0	Dynamic	3/4	4	1	0					p				
74	71	211	213	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	749					
75	72	214	216	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	750					
75	72	643/3	649/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	751					
75	72	644/3	650/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	752					
75	72	215	217	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	753					
75	72	646/3	652/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	754					
75	72	647/3	653/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	755					
75	72	216	218	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	756					
75	72	649/3	655/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	757					
75	72	650/3	656/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	758					
75	72	214	216	1.5		0	0	Chord	3/4	2	1	3/8		1/4	3/2	759				113	
75	72	431/2	435/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	760					
75	72	216	218	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	761		articStaccatoBelow			
75	72	214	216	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	762					
75	72	214	216	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	763					
76	73	217	219	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	764					
76	73	652/3	658/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	765					
76	73	653/3	659/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	766					
76	73	218	220	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	767					
76	73	655/3	661/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	768					
76	73	656/3	662/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	769					
76	73	219	221	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	770					
76	73	658/3	664/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	771					
76	73	659/3	665/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	772					
76	73	217	219	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	773					
76	73	217	219	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	774					
