quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
599	1.0	195	193	1/2	1/2	9/4	4	1		V(42#7)	A	I		V(42#7)	V			42#7				M	0	0	3, 0, 2	6	1	3
600	3.0	195	193	3/4	3/4	9/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
603	1.0	195	193	3/2	3/2	9/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
604	1.0	195	193	7/4	7/4	9/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
605	1.0	195	193	2	2	9/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
606	1.0	196	194	0	0	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
607	2.0	196	194	1/4	1/4	9/4	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
609	1.0	196	194	3/4	3/4	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
610	1.0	196	194	1	1	9/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
611	2.0	196	194	5/4	5/4	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
613	1.0	196	194	7/4	7/4	9/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
614	2.0	196	194	2	2	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
616	3.0	197	195	1/4	1/4	9/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
619	1.0	197	195	1	1	9/4	4	1		#viio7/vii	A	I		#viio7/vii	#vii	o	7		vii			o7	0	0	10, 7, 4, 1		10	10
620	2.0	197	195	5/4	5/4	9/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
622	1.0	197	195	7/4	7/4	9/4	4	1		#viio7/vii	A	I		#viio7/vii	#vii	o	7		vii			o7	0	0	10, 7, 4, 1		10	10
623	1.0	197	195	2	2	9/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
624	1.0	198	196	0	0	9/4	4	1		V(6)	A	I		V(6)	V			6				M	0	0	1, 5, 4		1	1
625	2.0	198	196	1/4	1/4	9/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
627	1.0	198	196	3/4	3/4	9/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
628	1.0	198	196	1	1	9/4	4	1		V(6)	A	I		V(6)	V			6				M	0	0	1, 5, 4		1	1
629	2.0	198	196	5/4	5/4	9/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
631	1.0	198	196	7/4	7/4	9/4	4	1		V(6)	A	I		V(6)	V			6				M	0	0	1, 5, 4		1	1
632	2.0	198	196	2	2	9/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
634	2.0	199	197	1/4	1/4	9/4	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
636	1.0	199	197	3/4	3/4	9/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
637	1.0	199	197	1	1	9/4	4	1		#viio7/iii	A	I		#viio7/iii	#vii	o	7		iii			o7	0	0	9, 6, 3, 0		9	9
638	2.0	199	197	5/4	5/4	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
640	1.0	199	197	7/4	7/4	9/4	4	1		#viio7/iii	A	I		#viio7/iii	#vii	o	7		iii			o7	0	0	9, 6, 3, 0		9	9
641	1.0	199	197	2	2	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
642	9.0	200	198	0	0	9/4	4	1		V2/IV	A	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
651	9.0	201	199	0	0	9/4	4	1		viio6/V	A	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
660	3.0	202	200	0	0	9/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
663	4.0	202	200	3/4	3/4	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
667	1.0	202	200	7/4	7/4	9/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
668	2.0	202	200	2	2	9/4	4	1		vii%7	A	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
670	1.0	203	201	1/4	1/4	9/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
671	1.0	203	201	1/2	1/2	9/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
672	1.0	203	201	3/4	3/4	9/4	4	1		V64	A	I		V64	V		64					M	0	0	2, 1, 5		1	2
673	1.0	203	201	1	1	9/4	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
674	1.0	203	201	5/4	5/4	9/4	4	1		V43(2)/V	A	I		V43(2)/V	V		43	2	V			Mm7	0	0	3, 0, 4, 6		2	3
675	1.0	203	201	3/2	3/2	9/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
676	1.0	203	201	7/4	7/4	9/4	4	1		V43/V	A	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
677	4.0	203	201	2	2	9/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
681	3.0	204	202	3/4	3/4	9/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
684	3.0	204	202	3/2	3/2	9/4	4	1		IV+64	A	I		IV+64	IV	+	64					+	0	0	7, -1, 3		-1	7
687	4.0	205	203	0	0	9/4	4	1		IV+6	A	I		IV+6	IV	+	6					+	0	0	3, 7, -1		-1	3
691	3.0	205	203	1	1	9/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
694	1.0	205	203	7/4	7/4	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
695	1.0	205	203	2	2	9/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
696	1.0	206	204	0	0	9/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
697	1.0	206	204	1/4	1/4	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
698	1.0	206	204	1/2	1/2	9/4	4	1		V65/IV	A	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
699	3.0	206	204	3/4	3/4	9/4	4	1		V2/IV	A	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
702	3.0	206	204	3/2	3/2	9/4	4	1		V65/IV	A	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
705	3.0	207	205	0	0	9/4	4	1		V65/IV	A	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
708	1.0	207	205	3/4	3/4	9/4	4	1		V2/IV	A	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
709	3.0	207	205	1	1	9/4	4	1		#viio2/ii	A	I		#viio2/ii	#vii	o	2		ii			o7	0	0	-2, 7, 4, 1		7	-2
712	1.0	207	205	7/4	7/4	9/4	4	1		ii64	A	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
713	3.0	207	205	2	2	9/4	4	1		V7/ii	A	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
716	3.0	208	206	1/2	1/2	9/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
719	2.0	208	206	5/4	5/4	9/4	4	1		V(64)/vi	A	I		V(64)/vi	V			64	vi			M	0	0	4, 3, 0		4	4
721	2.0	208	206	7/4	7/4	9/4	4	1		V7/vi	A	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
723	1.0	209	207	0	0	9/4	4	1		IV(642)	A	I		IV(642)	IV			642				M	0	0	1, 5, 2		-1	1
724	3.0	209	207	1/4	1/4	9/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
727	1.0	209	207	1	1	9/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
728	4.0	209	207	5/4	5/4	9/4	4	1		V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
732	2.0	210	208	0	0	9/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
734	1.0	210	208	1/2	1/2	9/4	4	1		ii65	A	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
735	1.0	210	208	3/4	3/4	9/4	4	1		V[V(764)	A	I	V	V(764)	V			764				M	0	0	1, 0, 4	-1	1	1
736	1.0	210	208	1	1	9/4	4	1		V(64)	A	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
737	1.0	210	208	5/4	5/4	9/4	4	1		iv64/V	A	I	V	iv64/V	iv		64		V			m	0	0	1, 0, -3		0	1
738	1.0	210	208	3/2	3/2	9/4	4	1		viio7/V	A	I	V	viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
739	3.0	210	208	7/4	7/4	9/4	4	1		V7]	A	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
742	4.0	211	209	1/4	1/4	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
746	1.0	211	209	5/4	5/4	9/4	4	1		V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
747	1.0	211	209	3/2	3/2	9/4	4	1		V64	A	I		V64	V		64					M	0	0	2, 1, 5		1	2
748	1.0	211	209	7/4	7/4	9/4	4	1		V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
749	4.0	211	209	2	2	9/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
753	3.0	212	210	3/4	3/4	9/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
756	1.0	212	210	3/2	3/2	9/4	4	1		V(4)/ii	A	I		V(4)/ii	V			4	ii			M	0	0	3, 2, 4		3	3
757	3.0	212	210	7/4	7/4	9/4	4	1		V/ii	A	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
760	1.0	213	211	1/4	1/4	9/4	4	1		V+/ii	A	I		V+/ii	V	+			ii			+	0	0	3, 7, 11		3	3
761	1.0	213	211	1/2	1/2	9/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
762	1.0	213	211	3/4	3/4	9/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
763	1.0	213	211	1	1	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
764	1.0	213	211	5/4	5/4	9/4	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
765	1.0	213	211	3/2	3/2	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
766	1.0	213	211	7/4	7/4	9/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
767	1.0	213	211	2	2	9/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
768	1.0	214	212	0	0	9/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
769	1.0	214	212	1/4	1/4	9/4	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
770	1.0	214	212	1/2	1/2	9/4	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
771	6.0	214	212	3/4	3/4	9/4	4	1		@none	A	I		@none	@none							m	0	0				
777	4.0	215	213	0	0	9/4	4	1		V7/ii	A	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
781	1.0	215	213	1	1	9/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
782	1.0	215	213	5/4	5/4	9/4	4	1		ii64	A	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
783	1.0	215	213	3/2	3/2	9/4	4	1		ii64	A	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
784	2.0	215	213	7/4	7/4	9/4	4	1		V7/ii	A	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
786	1.0	216	214	0	0	9/4	4	1		V65/ii	A	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
787	4.0	216	214	1/4	1/4	9/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
791	2.0	216	214	5/4	5/4	9/4	4	1		V(764)/vi	A	I		V(764)/vi	V			764	vi			M	0	0	4, 3, 0	2	4	4
793	1.0	216	214	7/4	7/4	9/4	4	1		V/vi	A	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
794	2.0	216	214	2	2	9/4	4	1		#viio65/vi	A	I		#viio65/vi	#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
796	1.0	217	215	1/4	1/4	9/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
797	1.0	217	215	1/2	1/2	9/4	4	1		vi2	A	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
798	5.0	217	215	3/4	3/4	9/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
803	1.0	217	215	2	2	9/4	4	1		V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
804	1.0	218	216	0	0	9/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
805	1.0	218	216	1/4	1/4	9/4	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
806	1.0	218	216	1/2	1/2	9/4	4	1		ii65	A	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
807	1.0	218	216	3/4	3/4	9/4	4	1		I64(7)	A	I		I64(7)	I		64	7				M	0	0	1, 5, 4		0	1
808	1.0	218	216	1	1	9/4	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
809	1.0	218	216	5/4	5/4	9/4	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
810	1.0	218	216	3/2	3/2	9/4	4	1		viio65/V	A	I		viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
811	1.0	218	216	7/4	7/4	9/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
812	1.0	218	216	2	2	9/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
813	1.0	219	217	0	0	9/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
814	1.0	219	217	1/4	1/4	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
815	1.0	219	217	1/2	1/2	9/4	4	1		V7/IV	A	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
816	1.0	219	217	3/4	3/4	9/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
817	1.0	219	217	1	1	9/4	4	1		v	A	I		v	v							m	0	0	1, -2, 2		1	1
818	1.0	219	217	5/4	5/4	9/4	4	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
819	1.0	219	217	3/2	3/2	9/4	4	1		V65(4)	A	I		V65(4)	V		65	4				Mm7	0	0	0, 2, -1, 1		1	0
820	1.0	219	217	7/4	7/4	9/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
821	1.0	219	217	2	2	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
822	2.0	220	218	0	0	9/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
824	1.0	220	218	1/2	1/2	9/4	4	1		V7/IV	A	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
825	2.0	220	218	3/4	3/4	9/4	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
827	1.0	220	218	5/4	5/4	9/4	4	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
828	1.0	220	218	3/2	3/2	9/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
829	1.0	220	218	7/4	7/4	9/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
830	1.0	220	218	2	2	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
831	9.0	221	219	0	0	9/4	4	1		V65/V	A	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
840	7.0	222	220	0	0	9/4	4	1		V7(4)	A	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
847	1.0	222	220	7/4	7/4	9/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
848	1.0	222	220	2	2	9/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
849	3.0	223	221	0	0	9/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
852	9.0	223	221	3/4	3/4	9/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
861	1.0	224	222	3/4	3/4	9/4	4	1		V43(4)/IV	A	I		V43(4)/IV	V		43	4	IV			Mm7	0	0	1, -2, 0, -1		0	1
862	1.0	224	222	1	1	9/4	4	1		V43/IV	A	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
863	1.0	224	222	5/4	5/4	9/4	4	1		V65/IV	A	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
864	1.0	224	222	3/2	3/2	9/4	4	1		V7/IV	A	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
865	2.0	224	222	7/4	7/4	9/4	4	1		V2/IV	A	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
867	9.0	225	223	0	0	9/4	4	1		V65/IV	A	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
876	9.0	226	224	0	0	9/4	4	1		V6/ii	A	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
885	3.0	227	225	0	0	9/4	4	1		V2/V	A	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
888	3.0	227	225	3/4	3/4	9/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
891	2.0	227	225	3/2	3/2	9/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
893	1.0	227	225	2	2	9/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
894	10.0	228	226	0	0	9/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
904	9.0	229	227	1/4	1/4	9/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
913	9.0	230	228	1/4	1/4	9/4	4	1		bIII.vi64	A	bIII		vi64	vi		64					m	0	0	4, 3, 0		3	4
922	8.0	231	229	1/4	1/4	9/4	4	1		IV	A	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
930	2.0	232	230	0	0	2/4	4	1		V[I	A	bIII	V	I	I							M	0	0	0, 4, 1		0	0
932	4.0	233	231	0	0	2/4	4	1		V7	A	bIII	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
936	2.0	235	233	0	0	2/4	4	1		I]	A	bIII	V	I	I							M	0	0	0, 4, 1		0	0
938	2.0	236	234	0	0	2/4	4	1		I	A	bIII		I	I							M	0	0	0, 4, 1		0	0
940	2.0	237	235	0	0	2/4	4	1		V43/vi	A	bIII		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
942	2.0	238	236	0	0	2/4	4	1		vi	A	bIII		vi	vi							m	0	0	3, 0, 4		3	3
944	2.0	239	237	0	0	2/4	4	1		V/vi	A	bIII		V/vi	V				vi			M	0	0	4, 8, 5		4	4
946	8.0	240	238	0	0	2/4	4	1		I.V	A	I		V	V							M	0	0	1, 5, 2		1	1
954	2.0	244	242	0	0	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
956	2.0	245	243	0	0	2/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
958	2.0	246	244	0	0	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
960	2.0	247	245	0	0	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
962	1.5	248	246	0	0	2/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
1927/2	0.5	248	246	3/8	3/8	2/4	4	1		I65	A	I		I65	I		65					Mm7	0	0	4, 1, -2, 0		0	4
964	1.0	249	247	0	0	2/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
965	1.0	249	247	1/4	1/4	2/4	4	1		V7/ii	A	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
966	0.5	250	248	0	0	2/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
1933/2	0.5	250	248	1/8	1/8	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
967	0.5	250	248	1/4	1/4	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
1935/2	0.5	250	248	3/8	3/8	2/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
968	2.0	251	249	0	0	2/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
970	2.0	252	250	0	0	2/4	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
972	2.0	253	251	0	0	2/4	4	1		bVI.iii64	A	bVI		iii64	iii		64					m	0	0	5, 4, 1		4	5
974	2.0	254	252	0	0	2/4	4	1		I	A	bVI		I	I							M	0	0	0, 4, 1		0	0
976	2.0	255	253	0	0	2/4	4	1		I	A	bVI		I	I							M	0	0	0, 4, 1		0	0
978	2.0	256	254	0	0	2/4	4	1		V43	A	bVI		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
980	2.0	257	255	0	0	2/4	4	1		V65	A	bVI		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
982	4.0	258	256	0	0	2/4	4	1		I	A	bVI		I	I							M	0	0	0, 4, 1		0	0
986	2.0	260	258	0	0	2/4	4	1		V43/vi	A	bVI		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
988	2.0	261	259	0	0	2/4	4	1		vi	A	bVI		vi	vi							m	0	0	3, 0, 4		3	3
990	2.0	262	260	0	0	2/4	4	1		V65/vi	A	bVI		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
992	1.5	263	261	0	0	2/4	4	1		vi	A	bVI		vi	vi							m	0	0	3, 0, 4		3	3
1987/2	2.5	263	261	3/8	3/8	2/4	4	1		I.viio/V	A	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
996	4.0	265	263	0	0	2/4	4	1		V7(4)	A	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
1000	1.0	267	265	0	0	2/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
1001	1.0	267	265	1/4	1/4	2/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
1002	0.5	268	266	0	0	2/4	4	1		V+(7)/ii	A	I		V+(7)/ii	V	+		7	ii			+	0	0	3, 7, 11	1	3	3
2005/2	0.5	268	266	1/8	1/8	2/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1003	0.5	268	266	1/4	1/4	2/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
2007/2	0.5	268	266	3/8	3/8	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1004	1.0	269	267	0	0	2/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
1005	1.0	269	267	1/4	1/4	2/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
1006	0.5	270	268	0	0	2/4	4	1		V+(7)/ii	A	I		V+(7)/ii	V	+		7	ii			+	0	0	3, 7, 11	1	3	3
2013/2	0.5	270	268	1/8	1/8	2/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1007	0.5	270	268	1/4	1/4	2/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
2015/2	1.0	270	268	3/8	3/8	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
2017/2	0.5	271	269	1/8	1/8	2/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1009	0.5	271	269	1/4	1/4	2/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
2019/2	3.0	271	269	3/8	3/8	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
2025/2	0.5	273	271	1/8	1/8	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1013	0.5	273	271	1/4	1/4	2/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
2027/2	2.5	273	271	3/8	3/8	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1016	2.0	275	273	0	0	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
1018	1.0	276	274	0	0	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
1019	1.0	276	274	1/4	1/4	2/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
1020	1.0	277	275	0	0	2/4	4	1		V7/iv	A	I		V7/iv	V		7		iv			Mm7	0	0	0, 4, 1, -2		0	0
1021	1.5	277	275	1/4	1/4	2/4	4	1		iv	A	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
2045/2	0.5	278	276	1/8	1/8	2/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
1023	1.0	278	276	1/4	1/4	2/4	4	1		I6\\	A	I		I6	I		6				\\	M	0	0	4, 1, 0		0	4
