mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
135	134	1/4	1/4	4/4	1	1	vi				dcml	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
135	134	1/2	1/2	4/4	1	1	IV				dcml	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
135	134	3/4	3/4	4/4	1	1	ii7				dcml	Bb	I		ii7		ii		7				mm7	0	0	2, -1, 3, 0		2	2
136	135	0	0	4/4	1	1	V65		0.152704	-4.461	dcml	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
136	135	1/4	1/4	4/4	1	1	V7				dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
136	135	1/2	1/2	4/4	1	1	V43				dcml	Bb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
136	135	3/4	3/4	4/4	1	1	V2				dcml	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
137	136	0	0	4/4	1	1	V43		0	-2.91791	dcml	Bb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
137	136	1/4	1/4	4/4	1	1	V65		0.104477	-3.02239	dcml	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
137	136	1/2	1/2	4/4	1	1	V7		0	-3.02239	dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
137	136	3/4	3/4	4/4	1	1	I6(+2)		0	-3.12686	dcml	Bb	I		I6(+2)		I		6	+2			M	0	0	4, 1, 0	2	0	4
138	137	0	0	4/4	1	1	I		0.250153	-5.31644	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
138	137	1/4	1/4	4/4	1	1	I6				dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
139	138	0	0	4/4	1	1	I		0.459107	-4.56598	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
139	138	3/4	3/4	4/4	1	1	V2				dcml	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
139	138	7/8	7/8	4/4	1	1	I6				dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
140	139	0	0	4/4	1	1	V				dcml	Bb	I		V		V						M	0	0	1, 5, 2		1	1
140	139	1/4	1/4	4/4	1	1	v				dcml	Bb	I		v		v						m	0	0	1, -2, 2		1	1
140	139	3/8	3/8	4/4	1	1	ii6				dcml	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
140	139	1/2	1/2	4/4	1	1	V/ii		0.145676	-2.57944	dcml	Bb	I		V/ii		V				ii		M	0	0	3, 7, 4		3	3
140	139	5/8	5/8	4/4	1	1	vi		0.750457	-2.51616	dcml	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
140	139	3/4	3/4	4/4	1	1	#viio7/bVII		-7.31196	-5.98153	dcml	Bb	I		#viio7/bVII		#vii	o	7		bVII		o7	0	0	10, 7, 4, 1		10	10
140	139	7/8	7/8	4/4	1	1	.bVII(4)		-1.77611	-6.05222	dcml	Bb	I		bVII(4)		bVII			4			M	0	0	-2, 4, -1		-2	-2
141	140	0	0	4/4	1	1	.bVII64(64)		-5.64177	-3.10478	dcml	Bb	I		bVII64(64)		bVII		64	64			M	0	0	1, -2, 4		-2	1
141	140	1/8	1/8	4/4	1	1	.bVII64				dcml	Bb	I		bVII64		bVII		64				M	0	0	-1, -2, 2		-2	-1
141	140	1/4	1/4	4/4	1	1	#viio7		-1.60687	-3.41821	dcml	Bb	I		#viio7		#vii	o	7				o7	0	0	12, 9, 6, 3		12	12
141	140	3/8	3/8	4/4	1	1	I6		1.98966	-3.68607	dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
141	140	3/4	3/4	4/4	1	1	IV				dcml	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
142	141	0	0	4/4	1	1	IV	IV.I6			dcml	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
143	142	0	0	4/4	1	1	#vii+/vi		0	-4.10687	dcml	Bb	I		#vii+/vi		#vii	+			vi		+	0	0	8, 12, 16		8	8
144	143	0	0	4/4	1	1	I		0.104477	-4.48507	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
145	144	0	0	4/4	1	1	#viio7/V				dcml	Bb	I		#viio7/V		#vii	o	7		V		o7	0	0	13, 10, 7, 4		13	13
145	144	3/4	3/4	4/4	1	1	V2(4b2)				dcml	Bb	I		V2(4b2)		V		2	4b2			Mm7	0	0	-1, -4, 0, 2		1	-1
145	144	7/8	7/8	4/4	1	1	V2				dcml	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
146	145	1/2	1/2	4/4	1	1	I6		0	-6.17286	dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
146	145	3/4	3/4	4/4	1	1	ii7(+4)		-1.3582	-6.88804	dcml	Bb	I		ii7(+4)		ii		7	+4			mm7	0	0	2, -1, 3, 0	1	2	2
146	145	7/8	7/8	4/4	1	1	I+		0	-7.19407	dcml	Bb	I		I+		I	+					+	0	0	0, 4, 8		0	0
147	146	0	0	4/4	1	1	IV		0.229553	-7.77973	dcml	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
147	146	1/4	1/4	4/4	1	1	I6		0	-4.25255	dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
147	146	3/8	3/8	4/4	1	1	ii7		0.229553	-4.10687	dcml	Bb	I		ii7		ii		7				mm7	0	0	2, -1, 3, 0		2	2
147	146	1/2	1/2	4/4	1	1	V[viio6		0	-6.14	dcml	Bb	I	V	viio6		vii	o	6				o	0	0	2, -1, 5		5	2
147	146	3/4	3/4	4/4	1	1	viio64/V		-2.00566	-6.14248	dcml	Bb	I	V	viio64/V		vii	o	64		V		o	0	0	0, 6, 3		6	0
147	146	7/8	7/8	4/4	1	1	viio6]		0	-6.14	dcml	Bb	I	V	viio6		vii	o	6				o	0	0	2, -1, 5		5	2
148	147	0	0	4/4	1	1	I		0.125076	-5.88002	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
148	147	1/2	1/2	4/4	1	1	V6		0.145676	-7.02779	dcml	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
148	147	3/4	3/4	4/4	1	1	V		0	-3.9954	dcml	Bb	I		V		V						M	0	0	1, 5, 2		1	1
148	147	7/8	7/8	4/4	1	1	I		1.41233	-3.33078	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
149	148	1/2	1/2	4/4	1	1	V6		0	-3.64777	dcml	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
149	148	3/4	3/4	4/4	1	1	V		0	-4.32772	dcml	Bb	I		V		V						M	0	0	1, 5, 2		1	1
149	148	7/8	7/8	4/4	1	1	I		0	-3.58001	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
150	149	1/8	1/8	4/4	1	1	viio6				dcml	Bb	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
150	149	1/4	1/4	4/4	1	1	I6				dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
150	149	3/8	3/8	4/4	1	1	#viio7/iii				dcml	Bb	I		#viio7/iii		#vii	o	7		iii		o7	0	0	9, 6, 3, 0		9	9
150	149	1/2	1/2	4/4	1	1	I6				dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
150	149	5/8	5/8	4/4	1	1	viio				dcml	Bb	I		viio		vii	o					o	0	0	5, 2, -1		5	5
150	149	3/4	3/4	4/4	1	1	I				dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
150	149	7/8	7/8	4/4	1	1	V65		0	-3.2477	dcml	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
151	150	0	0	4/4	1	1	iv.i		0.73134	-3.10043	dcml	Bb	iv		i		i						m	0	1	0, -3, 1		0	0
151	150	1/2	1/2	4/4	1	1	V6		0	-3.64777	dcml	Bb	iv		V6		V		6				M	0	1	5, 2, 1		1	5
151	150	3/4	3/4	4/4	1	1	V7		0	-3.9954	dcml	Bb	iv		V7		V		7				Mm7	0	1	1, 5, 2, -1		1	1
152	151	0	0	4/4	1	1	i				dcml	Bb	iv		i		i						m	0	1	0, -3, 1		0	0
152	151	1/2	1/2	4/4	1	1	V6		0.0838784	-3.39614	dcml	Bb	iv		V6		V		6				M	0	1	5, 2, 1		1	5
152	151	3/4	3/4	4/4	1	1	V65		0.104477	-4.1452	dcml	Bb	iv		V65		V		65				Mm7	0	1	5, 2, -1, 1		1	5
153	152	0	0	4/4	1	1	i				dcml	Bb	iv		i		i						m	0	1	0, -3, 1		0	0
153	152	1/8	1/8	4/4	1	1	#viio6		0	-3.64777	dcml	Bb	iv		#viio6		#vii	o	6				o	0	1	2, -1, 5		5	2
153	152	1/4	1/4	4/4	1	1	i6		-0.104477	-3.68896	dcml	Bb	iv		i6		i		6				m	0	1	-3, 1, 0		0	-3
153	152	3/8	3/8	4/4	1	1	V65/IV				dcml	Bb	iv		V65/IV		V		65		IV		Mm7	0	1	4, 1, -2, 0		0	4
153	152	1/2	1/2	4/4	1	1	IV				dcml	Bb	iv		IV		IV						M	0	1	-1, 3, 0		-1	-1
153	152	5/8	5/8	4/4	1	1	V43/IV				dcml	Bb	iv		V43/IV		V		43		IV		Mm7	0	1	1, -2, 0, 4		0	1
153	152	3/4	3/4	4/4	1	1	IV				dcml	Bb	iv		IV		IV						M	0	1	-1, 3, 0		-1	-1
153	152	15/16	15/16	4/4	1	1	V2/bVII		-3.38002	-2.24689	dcml	Bb	iv		V2/bVII		V		2		bVII		Mm7	0	1	-10, -8, -4, -7		-8	-10
154	153	0	0	4/4	1	1	.bIII.I6				dcml	Bb	bIII		I6		I		6				M	0	0	4, 1, 0		0	4
154	153	1/4	1/4	4/4	1	1	I				dcml	Bb	bIII		I		I						M	0	0	0, 4, 1		0	0
154	153	1/2	1/2	4/4	1	1	V				dcml	Bb	bIII		V		V						M	0	0	1, 5, 2		1	1
154	153	11/16	11/16	4/4	1	1	#viio/V		-2.92536	-3.58001	dcml	Bb	bIII		#viio/V		#vii	o			V		o	0	0	13, 10, 7		13	13
154	153	3/4	3/4	4/4	1	1	V		0	-3.49694	dcml	Bb	bIII		V		V						M	0	0	1, 5, 2		1	1
154	153	13/16	13/16	4/4	1	1	IV		0	-3.33078	dcml	Bb	bIII		IV		IV						M	0	0	-1, 3, 0		-1	-1
154	153	7/8	7/8	4/4	1	1	iii65		-1.46268	-3.33078	dcml	Bb	bIII		iii65		iii		65				mm7	0	0	1, 5, 2, 4		4	1
154	153	15/16	15/16	4/4	1	1	V65(+2)/V		-2.82088	-3.16462	dcml	Bb	bIII		V65(+2)/V		V		65	+2	V		Mm7	0	0	6, 3, 0, 2	4	2	6
155	154	0	0	4/4	1	1	I6		-0.104477	-1.87314	dcml	Bb	bIII		I6		I		6				M	0	0	4, 1, 0		0	4
155	154	1/2	1/2	4/4	1	1	V7		-0.104477	-4.24592	dcml	Bb	bIII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
156	155	0	0	4/4	1	1	I6		0	-4.79553	dcml	Bb	bIII		I6		I		6				M	0	0	4, 1, 0		0	4
156	155	7/16	7/16	4/4	1	1	iii43		-0.940294	-5.64816	dcml	Bb	bIII		iii43		iii		43				mm7	0	0	5, 2, 4, 1		4	5
156	155	1/2	1/2	4/4	1	1	V64/V		0	-4.56598	dcml	Bb	bIII		V64/V		V		64		V		M	0	0	3, 2, 6		2	3
156	155	3/4	3/4	4/4	1	1	V/V		0	-3.82925	dcml	Bb	bIII		V/V		V				V		M	0	0	2, 6, 3		2	2
157	156	0	0	4/4	1	1	V		0	-3.64777	dcml	Bb	bIII		V		V						M	0	0	1, 5, 2		1	1
157	156	1/2	1/2	4/4	1	1	V7		0	-6.0463	dcml	Bb	bIII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
158	157	0	0	4/4	1	1	I6		0.313431	-6.27585	dcml	Bb	bIII		I6		I		6				M	0	0	4, 1, 0		0	4
158	157	3/4	3/4	4/4	1	1	#viio/V		0	-6.71436	dcml	Bb	bIII		#viio/V		#vii	o			V		o	0	0	13, 10, 7		13	13
159	158	0	0	4/4	1	1	V		0.229553	-6.38033	dcml	Bb	bIII		V		V						M	0	0	1, 5, 2		1	1
159	158	1/2	1/2	4/4	1	1	V7				dcml	Bb	bIII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
160	159	0	0	4/4	1	1	I6				dcml	Bb	bIII		I6		I		6				M	0	0	4, 1, 0		0	4
161	160	0	0	4/4	1	1	V		0	-6.40241	dcml	Bb	bIII		V		V						M	0	0	1, 5, 2		1	1
161	160	1/4	1/4	4/4	1	1	#viio/V				dcml	Bb	bIII		#viio/V		#vii	o			V		o	0	0	13, 10, 7		13	13
161	160	1/2	1/2	4/4	1	1	V2				dcml	Bb	bIII		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
161	160	3/4	3/4	4/4	1	1	I6(+6)				dcml	Bb	bIII		I6(+6)		I		6	+6			M	0	0	4, 1, 0	3	0	4
162	161	0	0	4/4	1	1	.bVII.Ger6				dcml	Bb	bVII		Ger6	Ger	vii	o	65	b3	V		M	0	0	-4, 0, -3, 6		6	-4
162	161	1/4	1/4	4/4	1	1	V(64)				dcml	Bb	bVII		V(64)		V			64			M	0	0	1, 0, 4		1	1
162	161	1/2	1/2	4/4	1	1	#viio/V				dcml	Bb	bVII		#viio/V		#vii	o			V		o	0	0	13, 10, 7		13	13
162	161	3/4	3/4	4/4	1	1	ii%2				dcml	Bb	bVII		ii%2		ii	%	2				%7	0	0	0, 2, 1, 8		2	0
163	162	0	0	4/4	1	1	viio7				dcml	Bb	bVII		viio7		vii	o	7				o7	0	0	5, 2, -1, -4		5	5
164	163	0	0	4/4	1	1	I6				dcml	Bb	bVII		I6		I		6				M	0	0	4, 1, 0		0	4
165	164	0	0	4/4	1	1	I[I64				dcml	Bb	bVII	I	I64		I		64				M	0	0	1, 0, 4		0	1
165	164	1/2	1/2	4/4	1	1	I+6				dcml	Bb	bVII	I	I+6		I	+	6				+	0	0	4, 8, 0		0	4
166	165	0	0	4/4	1	1	IV64				dcml	Bb	bVII	I	IV64		IV		64				M	0	0	0, -1, 3		-1	0
166	165	1/2	1/2	4/4	1	1	v6				dcml	Bb	bVII	I	v6		v		6				m	0	0	-2, 2, 1		1	-2
166	165	3/4	3/4	4/4	1	1	V7				dcml	Bb	bVII	I	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
167	166	0	0	4/4	1	1	I64]				dcml	Bb	bVII	I	I64		I		64				M	0	0	1, 0, 4		0	1
167	166	5/8	5/8	4/4	1	1	V7				dcml	Bb	bVII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
168	167	0	0	4/4	1	1	I6				dcml	Bb	bVII		I6		I		6				M	0	0	4, 1, 0		0	4
169	168	0	0	4/4	1	1	I				dcml	Bb	bVII		I		I						M	0	0	0, 4, 1		0	0
169	168	1/2	1/2	4/4	1	1	I+		-0.313431	-2.5	dcml	Bb	bVII		I+		I	+					+	0	0	0, 4, 8		0	0
170	169	0	0	4/4	1	1	vi6	ii6/V	-0.626863	-2.5	dcml	Bb	bVII		vi6		vi		6				m	0	0	0, 4, 3		3	0
170	169	1/2	1/2	4/4	1	1	V(64)/V				dcml	Bb	bVII		V(64)/V		V			64	V		M	0	0	2, 1, 5		2	2
170	169	3/4	3/4	4/4	1	1	V/V				dcml	Bb	bVII		V/V		V				V		M	0	0	2, 6, 3		2	2
171	170	0	0	4/4	1	1	viio65				dcml	Bb	bVII		viio65		vii	o	65				o7	0	0	2, -1, -4, 5		5	2
171	170	1/2	1/2	4/4	1	1	I6				dcml	Bb	bVII		I6		I		6				M	0	0	4, 1, 0		0	4
172	171	0	0	4/4	1	1	ii65				dcml	Bb	bVII		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
172	171	1/2	1/2	4/4	1	1	V65/V				dcml	Bb	bVII		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
173	172	0	0	4/4	1	1	V				dcml	Bb	bVII		V		V						M	0	0	1, 5, 2		1	1
173	172	1/4	1/4	4/4	1	1	#viio7/vi				dcml	Bb	bVII		#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
173	172	1/2	1/2	4/4	1	1	vi				dcml	Bb	bVII		vi		vi						m	0	0	3, 0, 4		3	3
174	173	0	0	4/4	1	1	vi	I.i64			dcml	Bb	bVII		vi		vi						m	0	0	3, 0, 4		3	3
174	173	3/4	3/4	4/4	1	1	#viio7/V				dcml	Bb	bVII		#viio7/V		#vii	o	7		V		o7	0	0	13, 10, 7, 4		13	13
175	174	0	0	4/4	1	1	V				dcml	Bb	bVII		V		V						M	0	0	1, 5, 2		1	1
175	174	3/4	3/4	4/4	1	1	V2				dcml	Bb	bVII		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
176	175	0	0	4/4	1	1	I6		0	-1.03732	dcml	Bb	bVII		I6		I		6				M	0	0	4, 1, 0		0	4
177	176	0	0	4/4	1	1	I[I6		0	-1.1418	dcml	Bb	bVII	I	I6		I		6				M	0	0	4, 1, 0		0	4
178	177	0	0	4/4	1	1	V6				dcml	Bb	bVII	I	V6		V		6				M	0	0	5, 2, 1		1	5
178	177	1/2	1/2	4/4	1	1	V				dcml	Bb	bVII	I	V		V						M	0	0	1, 5, 2		1	1
179	178	0	0	4/4	1	1	I6		0	-1.55971	dcml	Bb	bVII	I	I6		I		6				M	0	0	4, 1, 0		0	4
179	178	1/2	1/2	4/4	1	1	I64]		0	-4.93756	dcml	Bb	bVII	I	I64		I		64				M	0	0	1, 0, 4		0	1
179	178	3/4	3/4	4/4	1	1	I64		0	-5.38875	dcml	Bb	bVII		I64		I		64				M	0	0	1, 0, 4		0	1
180	179	0	0	4/4	1	1	I6		0.104477	-6.06421	dcml	Bb	bVII		I6		I		6				M	0	0	4, 1, 0		0	4
181	180	0	0	4/4	1	1	I		0.125076	-6.00362	dcml	Bb	bVII		I		I						M	0	0	0, 4, 1		0	0
182	181	0	0	4/4	1	1	V(64)/V		-3.97013	-5.98873	dcml	Bb	bVII		V(64)/V		V			64	V		M	0	0	2, 1, 5		2	2
182	181	1/4	1/4	4/4	1	1	V/V		0.208954	-6.59978	dcml	Bb	bVII		V/V		V				V		M	0	0	2, 6, 3		2	2
183	182	0	0	4/4	1	1	V43		-0.104477	-5.5929	dcml	Bb	bVII		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
183	182	1/2	1/2	4/4	1	1	I6		-0.0838784	-5.44723	dcml	Bb	bVII		I6		I		6				M	0	0	4, 1, 0		0	4
184	183	0	0	4/4	1	1	ii65		0.0411985	-4.27314	dcml	Bb	bVII		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
184	183	1/2	1/2	4/4	1	1	V65/V		0.229553	-4.33643	dcml	Bb	bVII		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
185	184	0	0	4/4	1	1	V		0	-4.33643	dcml	Bb	bVII		V		V						M	0	0	1, 5, 2		1	1
185	184	1/2	1/2	4/4	1	1	V7		0.208954	-4.48507	dcml	Bb	bVII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
185	184	3/4	3/4	4/4	1	1	V65		-0.104477	-3.75373	dcml	Bb	bVII		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
186	185	0	0	4/4	1	1	I6		0.145676	-3.64628	dcml	Bb	bVII		I6		I		6				M	0	0	4, 1, 0		0	4
186	185	1/2	1/2	4/4	1	1	I		0.125076	-4.58544	dcml	Bb	bVII		I		I						M	0	0	0, 4, 1		0	0
187	186	0	0	4/4	1	1	V6				dcml	Bb	bVII		V6		V		6				M	0	0	5, 2, 1		1	5
187	186	1/2	1/2	4/4	1	1	V7				dcml	Bb	bVII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
188	187	0	0	4/4	1	1	I				dcml	Bb	bVII		I		I						M	0	0	0, 4, 1		0	0
189	188	0	0	4/4	1	1	V7/vi		0	-1.87314	dcml	Bb	bVII		V7/vi		V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
190	189	0	0	4/4	1	1	vi		-0.104477	-1.97761	dcml	Bb	bVII		vi		vi						m	0	0	3, 0, 4		3	3
190	189	1/2	1/2	4/4	1	1	V7/V		0	-1.87314	dcml	Bb	bVII		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
191	190	0	0	4/4	1	1	V		0	-1.97761	dcml	Bb	bVII		V		V						M	0	0	1, 5, 2		1	1
191	190	7/16	7/16	4/4	1	1	V7		-0.940294	-2.18657	dcml	Bb	bVII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
191	190	1/2	1/2	4/4	1	1	vi		0	-2.08209	dcml	Bb	bVII		vi		vi						m	0	0	3, 0, 4		3	3
192	191	0	0	4/4	1	1	ii65				dcml	Bb	bVII		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
192	191	1/2	1/2	4/4	1	1	V				dcml	Bb	bVII		V		V						M	0	0	1, 5, 2		1	1
192	191	3/4	3/4	4/4	1	1	I64		0.0838784	-4.91644	dcml	Bb	bVII		I64		I		64				M	0	0	1, 0, 4		0	1
193	192	1/4	1/4	4/4	1	1	vi6		0.208954	-4.98725	dcml	Bb	bVII		vi6		vi		6				m	0	0	0, 4, 3		3	0
193	192	1/2	1/2	4/4	1	1	V43/V		0.104477	-4.01	dcml	Bb	bVII		V43/V		V		43		V		Mm7	0	0	3, 0, 2, 6		2	3
193	192	3/4	3/4	4/4	1	1	V64		-0.208954	-4.00885	dcml	Bb	bVII		V64		V		64				M	0	0	2, 1, 5		1	2
193	192	7/8	7/8	4/4	1	1	V6		0	-4.01	dcml	Bb	bVII		V6		V		6				M	0	0	5, 2, 1		1	5
194	193	0	0	4/4	1	1	viio(+4)		-1.77611	-4.01	dcml	Bb	bVII		viio(+4)		vii	o		+4			o	0	0	5, 2, -1	4	5	5
194	193	1/8	1/8	4/4	1	1	V7(+6)		0	-4.01	dcml	Bb	bVII		V7(+6)		V		7	+6			Mm7	0	0	1, 5, 2, -1	4	1	1
194	193	1/4	1/4	4/4	1	1	I6		0	-4.01	dcml	Bb	bVII		I6		I		6				M	0	0	4, 1, 0		0	4
194	193	3/8	3/8	4/4	1	1	I		0	-4.01	dcml	Bb	bVII		I		I						M	0	0	0, 4, 1		0	0
194	193	1/2	1/2	4/4	1	1	vi6				dcml	Bb	bVII		vi6		vi		6				m	0	0	0, 4, 3		3	0
194	193	5/8	5/8	4/4	1	1	ii65				dcml	Bb	bVII		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
194	193	3/4	3/4	4/4	1	1	V6/V				dcml	Bb	bVII		V6/V		V		6		V		M	0	0	6, 3, 2		2	6
194	193	7/8	7/8	4/4	1	1	V				dcml	Bb	bVII		V		V						M	0	0	1, 5, 2		1	1
195	194	0	0	4/4	1	1	I\\		1.25373	-1.87314	dcml	Bb	bVII		I		I					\\	M	0	0	0, 4, 1		0	0
195	194	1/4	1/4	4/4	1	1	I				dcml	Bb	bVII		I		I						M	0	0	0, 4, 1		0	0
195	194	1/2	1/2	4/4	1	1	V6				dcml	Bb	bVII		V6		V		6				M	0	0	5, 2, 1		1	5
196	195	0	0	4/4	1	1	V43/V		-0.125076	-5.26	dcml	Bb	bVII		V43/V		V		43		V		Mm7	0	0	3, 0, 2, 6		2	3
196	195	1/4	1/4	4/4	1	1	iii6		-0.188356	-5.26	dcml	Bb	bVII		iii6		iii		6				m	0	0	1, 5, 4		4	1
196	195	1/2	1/2	4/4	1	1	V65/V		-0.229553	-5.25681	dcml	Bb	bVII		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
196	195	3/4	3/4	4/4	1	1	ii6		0	-5.26	dcml	Bb	bVII		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
197	196	0	0	4/4	1	1	I6		0	-3.87732	dcml	Bb	bVII		I6		I		6				M	0	0	4, 1, 0		0	4
197	196	1/4	1/4	4/4	1	1	ii6		0	-3.87732	dcml	Bb	bVII		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
197	196	1/2	1/2	4/4	1	1	V(64)		0	-3.8582	dcml	Bb	bVII		V(64)		V			64			M	0	0	1, 0, 4		1	1
197	196	3/4	3/4	4/4	1	1	V7		0	-3.87732	dcml	Bb	bVII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
198	197	0	0	4/4	1	1	I\\				dcml	Bb	bVII		I		I					\\	M	0	0	0, 4, 1		0	0
198	197	1/2	1/2	4/4	1	1	V7		-0.459107	-5.02509	dcml	Bb	bVII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
198	197	3/4	3/4	4/4	1	1	V6		0	-5.21641	dcml	Bb	bVII		V6		V		6				M	0	0	5, 2, 1		1	5
199	198	0	0	4/4	1	1	I6		0	-3.47732	dcml	Bb	bVII		I6		I		6				M	0	0	4, 1, 0		0	4
199	198	1/4	1/4	4/4	1	1	I6(9)		0.104477	-3.8582	dcml	Bb	bVII		I6(9)		I		6	9			M	0	0	4, 1, 0	2	0	4
199	198	1/2	1/2	4/4	1	1	V(64)				dcml	Bb	bVII		V(64)		V			64			M	0	0	1, 0, 4		1	1
199	198	3/4	3/4	4/4	1	1	V7		0.104477	-2.49852	dcml	Bb	bVII		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
200	199	0	0	4/4	1	1	vi		0	-4.10687	dcml	Bb	bVII		vi		vi						m	0	0	3, 0, 4		3	3
200	199	1/4	1/4	4/4	1	1	V6(+6)		0	-4.33643	dcml	Bb	bVII		V6(+6)		V		6	+6			M	0	0	5, 2, 1	4	1	5
200	199	1/2	1/2	4/4	1	1	I		0.104477	-4.39823	dcml	Bb	bVII		I		I						M	0	0	0, 4, 1		0	0
200	199	3/4	3/4	4/4	1	1	V43		-0.104477	-4.54391	dcml	Bb	bVII		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
201	200	0	0	4/4	1	1	V.ii65		0.33403	-5.06629	dcml	Bb	V		ii65		ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
201	200	1/4	1/4	4/4	1	1	V7		0.125076	-5.27525	dcml	Bb	V		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
201	200	1/2	1/2	4/4	1	1	I		0.229553	-5.31644	dcml	Bb	V		I		I						M	0	0	0, 4, 1		0	0
201	200	3/4	3/4	4/4	1	1	I.V6		0	-5.73879	dcml	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
202	201	0	0	4/4	1	1	vi7		0.104477	-5.75495	dcml	Bb	I		vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
202	201	1/4	1/4	4/4	1	1	V7		0	-6.23913	dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
202	201	1/2	1/2	4/4	1	1	V2		-0.208954	-6.38033	dcml	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
202	201	3/4	3/4	4/4	1	1	I6		-0.104477	-6.40093	dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
203	202	0	0	4/4	1	1	V2		-0.68866	-5.71375	dcml	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
203	202	1/4	1/4	4/4	1	1	iii6				dcml	Bb	I		iii6		iii		6				m	0	0	1, 5, 4		4	1
