mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
195	194	605	1.0	3/2	3/2	9/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
195	194	606	1.0	7/4	7/4	9/4	4	1	IV	A	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
195	194	607	1.0	2	2	9/4	4	1	V43	A	I		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
196	195	608	1.0	0	0	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
196	195	609	2.0	1/4	1/4	9/4	4	1	I64	A	I		I64	I		64						M	0	0	1, 0, 4		0	1
196	195	611	1.0	3/4	3/4	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
196	195	612	1.0	1	1	9/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
196	195	613	2.0	5/4	5/4	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
196	195	615	1.0	7/4	7/4	9/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
196	195	616	2.0	2	2	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
197	196	618	3.0	1/4	1/4	9/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
197	196	621	1.0	1	1	9/4	4	1	#viio7/vii	A	I		#viio7/vii	#vii	o	7		vii				o7	0	0	10, 7, 4, 1		10	10
197	196	622	2.0	5/4	5/4	9/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
197	196	624	1.0	7/4	7/4	9/4	4	1	#viio7/vii	A	I		#viio7/vii	#vii	o	7		vii				o7	0	0	10, 7, 4, 1		10	10
197	196	625	1.0	2	2	9/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
198	197	626	1.0	0	0	9/4	4	1	V(6)	A	I		V(6)	V			6					M	0	0	1, 5, 4		1	1
198	197	627	2.0	1/4	1/4	9/4	4	1	V	A	I		V	V								M	0	0	1, 5, 2		1	1
198	197	629	1.0	3/4	3/4	9/4	4	1	V2	A	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
198	197	630	1.0	1	1	9/4	4	1	V(6)	A	I		V(6)	V			6					M	0	0	1, 5, 4		1	1
198	197	631	2.0	5/4	5/4	9/4	4	1	V	A	I		V	V								M	0	0	1, 5, 2		1	1
198	197	633	1.0	7/4	7/4	9/4	4	1	V(6)	A	I		V(6)	V			6					M	0	0	1, 5, 4		1	1
198	197	634	2.0	2	2	9/4	4	1	V	A	I		V	V								M	0	0	1, 5, 2		1	1
199	198	636	2.0	1/4	1/4	9/4	4	1	I64	A	I		I64	I		64						M	0	0	1, 0, 4		0	1
199	198	638	1.0	3/4	3/4	9/4	4	1	I6	A	I		I6	I		6						M	0	0	4, 1, 0		0	4
199	198	639	1.0	1	1	9/4	4	1	#viio7/iii	A	I		#viio7/iii	#vii	o	7		iii				o7	0	0	9, 6, 3, 0		9	9
199	198	640	2.0	5/4	5/4	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
199	198	642	1.0	7/4	7/4	9/4	4	1	#viio7/iii	A	I		#viio7/iii	#vii	o	7		iii				o7	0	0	9, 6, 3, 0		9	9
199	198	643	1.0	2	2	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
200	199	644	9.0	0	0	9/4	4	1	V2/IV	A	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
201	200	653	9.0	0	0	9/4	4	1	#viio6/V	A	I		#viio6/V	#vii	o	6		V				o	0	0	3, 0, 6		6	3
202	201	662	3.0	0	0	9/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
202	201	665	4.0	3/4	3/4	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
202	201	669	1.0	7/4	7/4	9/4	4	1	ii6	A	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
202	201	670	2.0	2	2	9/4	4	1	vii%7	A	I		vii%7	vii	%	7						%7	0	0	5, 2, -1, 3		5	5
203	202	672	1.0	1/4	1/4	9/4	4	1	V	A	I		V	V								M	0	0	1, 5, 2		1	1
203	202	673	1.0	1/2	1/2	9/4	4	1	I6	A	I		I6	I		6						M	0	0	4, 1, 0		0	4
203	202	674	1.0	3/4	3/4	9/4	4	1	V64	A	I		V64	V		64						M	0	0	2, 1, 5		1	2
203	202	675	1.0	1	1	9/4	4	1	I64	A	I		I64	I		64						M	0	0	1, 0, 4		0	1
203	202	676	1.0	5/4	5/4	9/4	4	1	V43(2)/V	A	I		V43(2)/V	V		43	2	V				Mm7	0	0	3, 0, 4, 6		2	3
203	202	677	1.0	3/2	3/2	9/4	4	1	V	A	I		V	V								M	0	0	1, 5, 2		1	1
203	202	678	1.0	7/4	7/4	9/4	4	1	V43/V	A	I		V43/V	V		43		V				Mm7	0	0	3, 0, 2, 6		2	3
203	202	679	4.0	2	2	9/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
204	203	683	3.0	3/4	3/4	9/4	4	1	V43	A	I		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
204	203	686	3.0	3/2	3/2	9/4	4	1	IV+64	A	I		IV+64	IV	+	64						+	0	0	7, -1, 3		-1	7
205	204	689	4.0	0	0	9/4	4	1	IV+6	A	I		IV+6	IV	+	6						+	0	0	3, 7, -1		-1	3
205	204	693	3.0	1	1	9/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
205	204	696	1.0	7/4	7/4	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
205	204	697	1.0	2	2	9/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
206	205	698	1.0	0	0	9/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
206	205	699	1.0	1/4	1/4	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
206	205	700	1.0	1/2	1/2	9/4	4	1	V65/IV	A	I		V65/IV	V		65		IV				Mm7	0	0	4, 1, -2, 0		0	4
206	205	701	3.0	3/4	3/4	9/4	4	1	V2/IV	A	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
206	205	704	3.0	3/2	3/2	9/4	4	1	V65/IV	A	I		V65/IV	V		65		IV				Mm7	0	0	4, 1, -2, 0		0	4
207	206	707	3.0	0	0	9/4	4	1	V65/IV	A	I		V65/IV	V		65		IV				Mm7	0	0	4, 1, -2, 0		0	4
207	206	710	1.0	3/4	3/4	9/4	4	1	V2/IV	A	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
207	206	711	3.0	1	1	9/4	4	1	#viio2/ii	A	I		#viio2/ii	#vii	o	2		ii				o7	0	0	-2, 7, 4, 1		7	-2
207	206	714	1.0	7/4	7/4	9/4	4	1	ii64	A	I		ii64	ii		64						m	0	0	3, 2, -1		2	3
207	206	715	3.0	2	2	9/4	4	1	V7/ii	A	I		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
208	207	718	3.0	1/2	1/2	9/4	4	1	ii	A	I		ii	ii								m	0	0	2, -1, 3		2	2
208	207	721	2.0	5/4	5/4	9/4	4	1	V(64)/vi	A	I		V(64)/vi	V			64	vi				M	0	0	4, 3, 0		4	4
208	207	723	2.0	7/4	7/4	9/4	4	1	V7/vi	A	I		V7/vi	V		7		vi				Mm7	0	0	4, 8, 5, 2		4	4
209	208	725	1.0	0	0	9/4	4	1	IV(642)	A	I		IV(642)	IV			642					M	0	0	1, 5, 2		-1	1
209	208	726	3.0	1/4	1/4	9/4	4	1	IV	A	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
209	208	729	1.0	1	1	9/4	4	1	IV	A	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
209	208	730	4.0	5/4	5/4	9/4	4	1	V7/V	A	I		V7/V	V		7		V				Mm7	0	0	2, 6, 3, 0		2	2
210	209	734	2.0	0	0	9/4	4	1	IV	A	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
210	209	736	1.0	1/2	1/2	9/4	4	1	ii65	A	I		ii65	ii		65						mm7	0	0	-1, 3, 0, 2		2	-1
210	209	737	1.0	3/4	3/4	9/4	4	1	V[V(764)	A	I	V	V(764)	V			764					M	0	0	1, 0, 4	-1	1	1
210	209	738	1.0	1	1	9/4	4	1	V(64)	A	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
210	209	739	1.0	5/4	5/4	9/4	4	1	iv64/V	A	I		iv64/V	iv		64		V				m	0	0	1, 0, -3		0	1
210	209	740	1.0	3/2	3/2	9/4	4	1	viio7/V	A	I		viio7/V	vii	o	7		V				o7	0	0	6, 3, 0, -3		6	6
210	209	741	3.0	7/4	7/4	9/4	4	1	V7]	A	I		V7	V		7			]			Mm7	0	0	1, 5, 2, -1		1	1
211	210	744	4.0	1/4	1/4	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
211	210	748	1.0	5/4	5/4	9/4	4	1	V7/V	A	I		V7/V	V		7		V				Mm7	0	0	2, 6, 3, 0		2	2
211	210	749	1.0	3/2	3/2	9/4	4	1	V64	A	I		V64	V		64						M	0	0	2, 1, 5		1	2
211	210	750	1.0	7/4	7/4	9/4	4	1	V7/V	A	I		V7/V	V		7		V				Mm7	0	0	2, 6, 3, 0		2	2
211	210	751	4.0	2	2	9/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
212	211	755	3.0	3/4	3/4	9/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
212	211	758	1.0	3/2	3/2	9/4	4	1	V(4)/ii	A	I		V(4)/ii	V			4	ii				M	0	0	3, 2, 4		3	3
212	211	759	3.0	7/4	7/4	9/4	4	1	V/ii	A	I		V/ii	V				ii				M	0	0	3, 7, 4		3	3
213	212	762	1.0	1/4	1/4	9/4	4	1	V+/ii	A	I		V+/ii	V	+			ii				+	0	0	3, 7, 11		3	3
213	212	763	1.0	1/2	1/2	9/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
213	212	764	1.0	3/4	3/4	9/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
213	212	765	1.0	1	1	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
213	212	766	1.0	5/4	5/4	9/4	4	1	I64	A	I		I64	I		64						M	0	0	1, 0, 4		0	1
213	212	767	1.0	3/2	3/2	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
213	212	768	1.0	7/4	7/4	9/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
213	212	769	1.0	2	2	9/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
214	213	770	1.0	0	0	9/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
214	213	771	1.0	1/4	1/4	9/4	4	1	I64	A	I		I64	I		64						M	0	0	1, 0, 4		0	1
214	213	772	1.0	1/2	1/2	9/4	4	1	I64	A	I		I64	I		64						M	0	0	1, 0, 4		0	1
214	213	773	6.0	3/4	3/4	9/4	4	1	@none	A	I		@none	@none								m	0	0				
215	214	779	4.0	0	0	9/4	4	1	V7/ii	A	I		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
215	214	783	1.0	1	1	9/4	4	1	ii	A	I		ii	ii								m	0	0	2, -1, 3		2	2
215	214	784	1.0	5/4	5/4	9/4	4	1	ii64	A	I		ii64	ii		64						m	0	0	3, 2, -1		2	3
215	214	785	1.0	3/2	3/2	9/4	4	1	ii64	A	I		ii64	ii		64						m	0	0	3, 2, -1		2	3
215	214	786	2.0	7/4	7/4	9/4	4	1	V7/ii	A	I		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
216	215	788	1.0	0	0	9/4	4	1	V65/ii	A	I		V65/ii	V		65		ii				Mm7	0	0	7, 4, 1, 3		3	7
216	215	789	4.0	1/4	1/4	9/4	4	1	ii	A	I		ii	ii								m	0	0	2, -1, 3		2	2
216	215	793	2.0	5/4	5/4	9/4	4	1	V(764)/vi	A	I		V(764)/vi	V			764	vi				M	0	0	4, 3, 0	2	4	4
216	215	795	1.0	7/4	7/4	9/4	4	1	V/vi	A	I		V/vi	V				vi				M	0	0	4, 8, 5		4	4
216	215	796	2.0	2	2	9/4	4	1	#viio65/vi	A	I		#viio65/vi	#vii	o	65		vi				o7	0	0	5, 2, -1, 8		8	5
217	216	798	1.0	1/4	1/4	9/4	4	1	vi	A	I		vi	vi								m	0	0	3, 0, 4		3	3
217	216	799	1.0	1/2	1/2	9/4	4	1	vi2	A	I		vi2	vi		2						mm7	0	0	1, 3, 0, 4		3	1
217	216	800	5.0	3/4	3/4	9/4	4	1	vi	A	I		vi	vi								m	0	0	3, 0, 4		3	3
217	216	805	1.0	2	2	9/4	4	1	V7/V	A	I		V7/V	V		7		V				Mm7	0	0	2, 6, 3, 0		2	2
218	217	806	1.0	0	0	9/4	4	1	vi	A	I		vi	vi								m	0	0	3, 0, 4		3	3
218	217	807	1.0	1/4	1/4	9/4	4	1	IV6	A	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
218	217	808	1.0	1/2	1/2	9/4	4	1	ii65	A	I		ii65	ii		65						mm7	0	0	-1, 3, 0, 2		2	-1
218	217	809	1.0	3/4	3/4	9/4	4	1	I64(7)	A	I		I64(7)	I		64	7					M	0	0	1, 5, 4		0	1
218	217	810	1.0	1	1	9/4	4	1	I64	A	I		I64	I		64						M	0	0	1, 0, 4		0	1
218	217	811	1.0	5/4	5/4	9/4	4	1	I64	A	I		I64	I		64						M	0	0	1, 0, 4		0	1
218	217	812	1.0	3/2	3/2	9/4	4	1	V65(#754)	A	I		V65(#754)	V		65	#754					Mm7	0	0	0, 2, -1, 6		1	0
218	217	813	1.0	7/4	7/4	9/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
218	217	814	1.0	2	2	9/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
219	218	815	1.0	0	0	9/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
219	218	816	1.0	1/4	1/4	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
219	218	817	1.0	1/2	1/2	9/4	4	1	V7/IV	A	I		V7/IV	V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
219	218	818	1.0	3/4	3/4	9/4	4	1	IV	A	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
219	218	819	1.0	1	1	9/4	4	1	v	A	I		v	v								m	0	0	1, -2, 2		1	1
219	218	820	1.0	5/4	5/4	9/4	4	1	IV64	A	I		IV64	IV		64						M	0	0	0, -1, 3		-1	0
219	218	821	1.0	3/2	3/2	9/4	4	1	V65(4)	A	I		V65(4)	V		65	4					Mm7	0	0	0, 2, -1, 1		1	0
219	218	822	1.0	7/4	7/4	9/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
219	218	823	1.0	2	2	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
220	219	824	2.0	0	0	9/4	4	1	I6	A	I		I6	I		6						M	0	0	4, 1, 0		0	4
220	219	826	1.0	1/2	1/2	9/4	4	1	V7/IV	A	I		V7/IV	V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
220	219	827	2.0	3/4	3/4	9/4	4	1	IV6	A	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
220	219	829	1.0	5/4	5/4	9/4	4	1	IV64	A	I		IV64	IV		64						M	0	0	0, -1, 3		-1	0
220	219	830	1.0	3/2	3/2	9/4	4	1	V(64)	A	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
220	219	831	1.0	7/4	7/4	9/4	4	1	V2	A	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
220	219	832	1.0	2	2	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
221	220	833	9.0	0	0	9/4	4	1	V65/V	A	I		V65/V	V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
222	221	842	7.0	0	0	9/4	4	1	V7(4)	A	I		V7(4)	V		7	4					Mm7	0	0	1, 0, 2, -1		1	1
222	221	849	1.0	7/4	7/4	9/4	4	1	V2	A	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
222	221	850	1.0	2	2	9/4	4	1	V43	A	I		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
223	222	851	3.0	0	0	9/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
223	222	854	9.0	3/4	3/4	9/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
224	223	863	1.0	3/4	3/4	9/4	4	1	V43(7)/IV	A	I		V43(7)/IV	V		43	7	IV				Mm7	0	0	1, -2, 0, 4		0	1
224	223	864	1.0	1	1	9/4	4	1	V43/IV	A	I		V43/IV	V		43		IV				Mm7	0	0	1, -2, 0, 4		0	1
224	223	865	1.0	5/4	5/4	9/4	4	1	V65/IV	A	I		V65/IV	V		65		IV				Mm7	0	0	4, 1, -2, 0		0	4
224	223	866	1.0	3/2	3/2	9/4	4	1	V7/IV	A	I		V7/IV	V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
224	223	867	2.0	7/4	7/4	9/4	4	1	V2/IV	A	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
225	224	869	9.0	0	0	9/4	4	1	V65/IV	A	I		V65/IV	V		65		IV				Mm7	0	0	4, 1, -2, 0		0	4
226	225	878	9.0	0	0	9/4	4	1	V6/ii	A	I		V6/ii	V		6		ii				M	0	0	7, 4, 3		3	7
227	226	887	3.0	0	0	9/4	4	1	V2/V	A	I		V2/V	V		2		V				Mm7	0	0	0, 2, 6, 3		2	0
227	226	890	3.0	3/4	3/4	9/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
227	226	893	2.0	3/2	3/2	9/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
227	226	895	1.0	2	2	9/4	4	1	ii6	A	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
228	227	896	10.0	0	0	9/4	4	1	V	A	I		V	V								M	0	0	1, 5, 2		1	1
229	228	906	9.0	1/4	1/4	9/4	4	1	V(64)	A	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
230	229	915	9.0	1/4	1/4	9/4	4	1	bIII.vi64	A	bIII		vi64	vi		64						m	0	0	4, 3, 0		3	4
231	230	924	8.0	1/4	1/4	9/4	4	1	IV	A	bIII		IV	IV								M	0	0	-1, 3, 0		-1	-1
232	231	932	2.0	0	0	2/4	4	1	V[I	A	bIII	V	I	I								M	0	0	0, 4, 1		0	0
233	232	934	4.0	0	0	2/4	4	1	V7	A	bIII		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
235	234	938	2.0	0	0	2/4	4	1	I]	A	bIII		I	I					]			M	0	0	0, 4, 1		0	0
236	235	940	2.0	0	0	2/4	4	1	I	A	bIII		I	I								M	0	0	0, 4, 1		0	0
237	236	942	2.0	0	0	2/4	4	1	V43/vi	A	bIII		V43/vi	V		43		vi				Mm7	0	0	5, 2, 4, 8		4	5
238	237	944	2.0	0	0	2/4	4	1	vi	A	bIII		vi	vi								m	0	0	3, 0, 4		3	3
239	238	946	2.0	0	0	2/4	4	1	V/vi	A	bIII		V/vi	V				vi				M	0	0	4, 8, 5		4	4
240	239	948	8.0	0	0	2/4	4	1	I.V	A	I		V	V								M	0	0	1, 5, 2		1	1
244	243	956	2.0	0	0	2/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
245	244	958	2.0	0	0	2/4	4	1	V43	A	I		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
246	245	960	2.0	0	0	2/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
247	246	962	2.0	0	0	2/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
248	247	964	1.5	0	0	2/4	4	1	I6	A	I		I6	I		6						M	0	0	4, 1, 0		0	4
248	247	1931/2	0.5	3/8	3/8	2/4	4	1	I65	A	I		I65	I		65						Mm7	0	0	4, 1, -2, 0		0	4
249	248	966	1.0	0	0	2/4	4	1	IV	A	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
249	248	967	1.0	1/4	1/4	2/4	4	1	V7/ii	A	I		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
250	249	968	0.5	0	0	2/4	4	1	ii	A	I		ii	ii								m	0	0	2, -1, 3		2	2
250	249	1937/2	0.5	1/8	1/8	2/4	4	1	V65	A	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
250	249	969	0.5	1/4	1/4	2/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
250	249	1939/2	0.5	3/8	3/8	2/4	4	1	ii6	A	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
251	250	970	2.0	0	0	2/4	4	1	V	A	I		V	V								M	0	0	1, 5, 2		1	1
252	251	972	2.0	0	0	2/4	4	1	I64	A	I		I64	I		64						M	0	0	1, 0, 4		0	1
253	252	974	2.0	0	0	2/4	4	1	bVI.iii64	A	bVI		iii64	iii		64						m	0	0	5, 4, 1		4	5
254	253	976	2.0	0	0	2/4	4	1	I	A	bVI		I	I								M	0	0	0, 4, 1		0	0
255	254	978	2.0	0	0	2/4	4	1	I	A	bVI		I	I								M	0	0	0, 4, 1		0	0
256	255	980	2.0	0	0	2/4	4	1	V43	A	bVI		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
257	256	982	2.0	0	0	2/4	4	1	V65	A	bVI		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
258	257	984	4.0	0	0	2/4	4	1	I	A	bVI		I	I								M	0	0	0, 4, 1		0	0
260	259	988	2.0	0	0	2/4	4	1	V43/vi	A	bVI		V43/vi	V		43		vi				Mm7	0	0	5, 2, 4, 8		4	5
261	260	990	2.0	0	0	2/4	4	1	vi	A	bVI		vi	vi								m	0	0	3, 0, 4		3	3
262	261	992	2.0	0	0	2/4	4	1	V65/vi	A	bVI		V65/vi	V		65		vi				Mm7	0	0	8, 5, 2, 4		4	8
263	262	994	1.5	0	0	2/4	4	1	vi	A	bVI		vi	vi								m	0	0	3, 0, 4		3	3
263	262	1991/2	2.5	3/8	3/8	2/4	4	1	I.#viio/V	A	I		#viio/V	#vii	o			V				o	0	0	6, 3, 0		6	6
265	264	998	4.0	0	0	2/4	4	1	V7(4)	A	I		V7(4)	V		7	4					Mm7	0	0	1, 0, 2, -1		1	1
267	266	1002	1.0	0	0	2/4	4	1	I6	A	I		I6	I		6						M	0	0	4, 1, 0		0	4
267	266	1003	1.0	1/4	1/4	2/4	4	1	IV	A	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
268	267	1004	0.5	0	0	2/4	4	1	V+(7)/ii	A	I		V+(7)/ii	V	+		7	ii				+	0	0	3, 7, 11	1	3	3
268	267	2009/2	0.5	1/8	1/8	2/4	4	1	ii6	A	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
268	267	1005	0.5	1/4	1/4	2/4	4	1	V(64)	A	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
268	267	2011/2	0.5	3/8	3/8	2/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
269	268	1006	1.0	0	0	2/4	4	1	I6	A	I		I6	I		6						M	0	0	4, 1, 0		0	4
269	268	1007	1.0	1/4	1/4	2/4	4	1	IV	A	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
270	269	1008	0.5	0	0	2/4	4	1	V+(7)/ii	A	I		V+(7)/ii	V	+		7	ii				+	0	0	3, 7, 11	1	3	3
270	269	2017/2	0.5	1/8	1/8	2/4	4	1	ii6	A	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
270	269	1009	0.5	1/4	1/4	2/4	4	1	V(64)	A	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
270	269	2019/2	1.0	3/8	3/8	2/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
271	270	2021/2	0.5	1/8	1/8	2/4	4	1	ii6	A	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
271	270	1011	0.5	1/4	1/4	2/4	4	1	V(64)	A	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
271	270	2023/2	3.0	3/8	3/8	2/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
273	272	2029/2	0.5	1/8	1/8	2/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
273	272	1015	0.5	1/4	1/4	2/4	4	1	V(64)	A	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
273	272	2031/2	2.5	3/8	3/8	2/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
275	274	1018	2.0	0	0	2/4	4	1	V7	A	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
276	275	1020	1.0	0	0	2/4	4	1	I	A	I		I	I								M	0	0	0, 4, 1		0	0
276	275	1021	1.0	1/4	1/4	2/4	4	1	V	A	I		V	V								M	0	0	1, 5, 2		1	1
277	276	1022	1.0	0	0	2/4	4	1	V7/iv	A	I		V7/iv	V		7		iv				Mm7	0	0	0, 4, 1, -2		0	0
277	276	1023	1.5	1/4	1/4	2/4	4	1	iv	A	I		iv	iv								m	0	0	-1, -4, 0		-1	-1
278	277	2049/2	0.5	1/8	1/8	2/4	4	1	I6	A	I		I6	I		6						M	0	0	4, 1, 0		0	4
278	277	1025	1.0	1/4	1/4	2/4	4	1	I6\\	A	I		I6	I		6					\\	M	0	0	4, 1, 0		0	4
