mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
346	346	1/4	1/4	4/4	1	1	I				dcml	F	I		I		I						M	0	0	0, 4, 1		0	0
348	348	0	0	4/4	1	1	I[I6		0.146342	-6.4	dcml	F	I	I	I6		I		6				M	0	0	4, 1, 0		0	4
348	348	1/4	1/4	4/4	1	1	V7(+2)		-0.0986739	-6.4	dcml	F	I	I	V7(+2)		V		7	+2			Mm7	0	0	1, 5, 2, -1	3	1	1
348	348	3/4	3/4	4/4	1	1	I64		0	-6.4	dcml	F	I	I	I64		I		64				M	0	0	1, 0, 4		0	1
350	350	0	0	4/4	1	1	V7		0.146342	-4.54879	dcml	F	I	I	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
350	350	1/2	1/2	4/4	1	1	I64]		-1.57878	-4.5938	dcml	F	I	I	I64		I		64				M	0	0	1, 0, 4		0	1
350	350	3/4	3/4	4/4	1	1	V43(+2)		-1.68079	-4.49513	dcml	F	I		V43(+2)		V		43	+2			Mm7	0	0	2, -1, 1, 5	3	1	2
351	351	0	0	4/4	1	1	I6		0	-4.54879	dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
352	352	0	0	4/4	1	1	V65/V		0.0201171	-5.22	dcml	F	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
353	353	0	0	4/4	1	1	V65/V		0	-5.57318	dcml	F	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
354	354	0	0	4/4	1	1	V		-0.146342	-4.84147	dcml	F	I		V		V						M	0	0	1, 5, 2		1	1
354	354	1/2	1/2	4/4	1	1	V7		0.292684	-6.07	dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
354	354	3/4	3/4	4/4	1	1	V(64)		0.439026	-5.71952	dcml	F	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
355	355	0	0	4/4	1	1	V7		0.146342	-5.86587	dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
356	356	0	0	4/4	1	1	V7		0	-5.57318	dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
356	356	3/4	3/4	4/4	1	1	V(64)		0	-6.30489	dcml	F	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
357	357	0	0	4/4	1	1	V7		0.146342	-6.15855	dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
361	361	3/4	3/4	4/4	1	1	#iio(4)		-0.0134111	-4.5835	dcml	F	I		#iio(4)		#ii	o		4			o	0	0	9, 1, 3		9	9
362	362	0	0	4/4	1	1	I6		0.153048	-3.57133	dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
363	363	0	0	4/4	1	1	IV		0	-3.52439	dcml	F	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
364	364	0	0	4/4	1	1	V(64)				dcml	F	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
365	365	0	0	4/4	1	1	V7		0	-2.25678	dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
365	365	3/4	3/4	4/4	1	1	V2				dcml	F	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
366	366	0	0	4/4	1	1	I6				dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
367	367	0	0	4/4	1	1	#viio7/V				dcml	F	I		#viio7/V		#vii	o	7		V		o7	0	0	13, 10, 7, 4		13	13
368	368	0	0	4/4	1	1	V(64)				dcml	F	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
368	368	3/4	3/4	4/4	1	1	vi				dcml	F	I		vi		vi						m	0	0	3, 0, 4		3	3
369	369	0	0	4/4	1	1	V				dcml	F	I		V		V						M	0	0	1, 5, 2		1	1
369	369	1/4	1/4	4/4	1	1	vi				dcml	F	I		vi		vi						m	0	0	3, 0, 4		3	3
369	369	1/2	1/2	4/4	1	1	V				dcml	F	I		V		V						M	0	0	1, 5, 2		1	1
369	369	3/4	3/4	4/4	1	1	vi				dcml	F	I		vi		vi						m	0	0	3, 0, 4		3	3
370	370	0	0	4/4	1	1	V7				dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
372	372	0	0	4/4	1	1	V7				dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
372	372	1/4	1/4	4/4	1	1	I6				dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
373	373	0	0	4/4	1	1	I64				dcml	F	I		I64		I		64				M	0	0	1, 0, 4		0	1
374	374	0	0	4/4	1	1	I				dcml	F	I		I		I						M	0	0	0, 4, 1		0	0
376	376	0	0	4/4	1	1	V43				dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
378	378	0	0	4/4	1	1	I		0	-1.91463	dcml	F	I		I		I						M	0	0	0, 4, 1		0	0
380	380	0	0	4/4	1	1	V43				dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
382	382	0	0	4/4	1	1	I6				dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
383	383	0	0	4/4	1	1	V43				dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
386	386	0	0	4/4	1	1	V64		-0.306095	-7.24448	dcml	F	I		V64		V		64				M	0	0	2, 1, 5		1	2
387	387	0	0	4/4	1	1	I		0.108747	-7.26463	dcml	F	I		I		I						M	0	0	0, 4, 1		0	0
388	388	0	0	4/4	1	1	V43		0	-7.24448	dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
389	389	0	0	4/4	1	1	I		0.306095	-7.55057	dcml	F	I		I		I						M	0	0	0, 4, 1		0	0
390	390	0	0	4/4	1	1	V43		0	-7.39752	dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
391	391	0	0	4/4	1	1	I		0.153048	-7.55057	dcml	F	I		I		I						M	0	0	0, 4, 1		0	0
396	396	0	0	4/4	1	1	vi				dcml	F	I		vi		vi						m	0	0	3, 0, 4		3	3
398	398	0	0	4/4	1	1	V		0	-4.84147	dcml	F	I		V		V						M	0	0	1, 5, 2		1	1
399	399	0	0	4/4	1	1	I		0	-4.82924	dcml	F	I		I		I						M	0	0	0, 4, 1		0	0
399	399	1/2	1/2	4/4	1	1	V7		0	-4.69513	dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
400	400	0	0	4/4	1	1	I6\\				dcml	F	I		I6		I		6			\\	M	0	0	4, 1, 0		0	4
