mc	mn	quarterbeats	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
103	103	1039/2	11/8	11/8	12/8	4	1	V6	Ab	IV		V6		V		6					M	0	0	5, 2, 1		1	5
104	104	521	1/4	1/4	12/8	4	1	#iii.i	Ab	#iii		i		i							m	0	1	0, -3, 1		0	0
104	104	1049/2	9/8	9/8	12/8	4	1	V2/iv	Ab	#iii		V2/iv		V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
105	105	526	0	0	12/8	4	1	iv	Ab	#iii		iv		iv							m	0	1	-1, -4, 0		-1	-1
105	105	1055/2	3/8	3/8	12/8	4	1	i64	Ab	#iii		i64		i		64					m	0	1	1, 0, -3		0	1
105	105	529	3/4	3/4	12/8	4	1	ii7	Ab	#iii		ii7		ii		7					mm7	0	1	2, -1, 3, 0		2	2
105	105	1061/2	9/8	9/8	12/8	4	1	i6	Ab	#iii		i6		i		6					m	0	1	-3, 1, 0		0	-3
106	106	532	0	0	12/8	4	1	ii%7	Ab	#iii		ii%7		ii	%	7					%7	0	1	2, -1, -4, 0		2	2
106	106	1067/2	3/8	3/8	12/8	4	1	V64	Ab	#iii		V64		V		64					M	0	1	2, 1, 5		1	2
106	106	535	3/4	3/4	12/8	4	1	i[i	Ab	#iii	i	i		i							m	0	1	0, -3, 1		0	0
106	106	1073/2	9/8	9/8	12/8	4	1	V2/iv	Ab	#iii	i	V2/iv		V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
107	107	538	0	0	12/8	4	1	iv6	Ab	#iii	i	iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
107	107	1079/2	3/8	3/8	12/8	4	1	III	Ab	#iii	i	III		III							M	0	1	-3, 1, -2		-3	-3
107	107	541	3/4	3/4	12/8	4	1	ii%65	Ab	#iii	i	ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
107	107	1085/2	9/8	9/8	12/8	4	1	i]	Ab	#iii	i	i		i							m	0	1	0, -3, 1		0	0
108	108	544	0	0	12/8	4	1	ii%65	Ab	#iii		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
108	108	1091/2	3/8	3/8	12/8	4	1	V	Ab	#iii		V		V							M	0	1	1, 5, 2		1	1
108	108	547	3/4	3/4	12/8	4	1	V(64)	Ab	#iii		V(64)		V			64				M	0	1	1, 0, -3		1	1
108	108	1099/2	11/8	11/8	12/8	4	1	#viio	Ab	#iii		#viio		#vii	o						o	0	1	5, 2, -1		5	5
109	109	550	0	0	12/8	4	1	i	Ab	#iii		i		i							m	0	1	0, -3, 1		0	0
110	110	556	0	0	12/8	4	1	#I.I	Ab	#I		I		I							M	0	0	0, 4, 1		0	0
110	110	1117/2	5/8	5/8	12/8	4	1	viio	Ab	#I		viio		vii	o						o	0	0	5, 2, -1		5	5
110	110	559	3/4	3/4	12/8	4	1	vi7	Ab	#I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
110	110	1121/2	9/8	9/8	12/8	4	1	V2	Ab	#I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
110	110	1123/2	11/8	11/8	12/8	4	1	I6	Ab	#I		I6		I		6					M	0	0	4, 1, 0		0	4
111	111	562	0	0	12/8	4	1	I.V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
111	111	1127/2	3/8	3/8	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
111	111	565	3/4	3/4	12/8	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
111	111	1133/2	9/8	9/8	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
112	112	568	0	0	12/8	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
112	112	1139/2	3/8	3/8	12/8	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
112	112	571	3/4	3/4	12/8	4	1	V65	Ab	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
112	112	1145/2	9/8	9/8	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
113	113	574	0	0	12/8	4	1	I64	Ab	I		I64		I		64					M	0	0	1, 0, 4		0	1
113	113	1151/2	3/8	3/8	12/8	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
113	113	1159/2	11/8	11/8	12/8	4	1	V6/ii	Ab	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
114	114	580	0	0	12/8	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
115	115	586	0	0	12/8	4	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
115	115	1175/2	3/8	3/8	12/8	4	1	IV(4)	Ab	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
115	115	2353/4	9/16	9/16	12/8	4	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
115	115	589	3/4	3/4	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
115	115	1181/2	9/8	9/8	12/8	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
116	116	1193/2	9/8	9/8	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
117	117	598	0	0	12/8	4	1	V65	Ab	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
117	117	1199/2	3/8	3/8	12/8	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
117	117	601	3/4	3/4	12/8	4	1	V2	Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
117	117	1205/2	9/8	9/8	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
118	118	604	0	0	12/8	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
118	118	2439/4	23/16	23/16	12/8	4	1	V2/IV	Ab	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
119	119	610	0	0	12/8	4	1	IV6	Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
119	119	1229/2	9/8	9/8	12/8	4	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
120	120	616	0	0	12/8	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
120	120	618	1/2	1/2	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
120	120	619	3/4	3/4	12/8	4	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
120	120	2479/4	15/16	15/16	12/8	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
120	120	1241/2	9/8	9/8	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
121	121	622	0	0	12/8	4	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
121	121	1245/2	1/8	1/8	12/8	4	1	#viio6/ii	Ab	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
121	121	1247/2	3/8	3/8	12/8	4	1	ii%7	Ab	I		ii%7		ii	%	7					%7	0	0	2, -1, -4, 0		2	2
121	121	624	1/2	1/2	12/8	4	1	V64	Ab	I		V64		V		64					M	0	0	2, 1, 5		1	2
121	121	2499/4	11/16	11/16	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
121	121	625	3/4	3/4	12/8	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
121	121	1253/2	9/8	9/8	12/8	4	1	V2	Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
121	121	2511/4	23/16	23/16	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
122	122	631	3/4	3/4	12/8	4	1	V	Ab	I		V		V							M	0	0	1, 5, 2		1	1
123	123	634	0	0	12/8	4	1	V7/IV	Ab	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
124	124	640	0	0	12/8	4	1	IV64	Ab	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
125	125	646	0	0	12/8	4	1	iv64	Ab	I		iv64		iv		64					m	0	0	0, -1, -4		-1	0
125	125	1295/2	3/8	3/8	12/8	4	1	ii65	Ab	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
125	125	649	3/4	3/4	12/8	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
125	125	1301/2	9/8	9/8	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
126	126	652	0	0	12/8	4	1	iv6	Ab	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
126	126	1307/2	3/8	3/8	12/8	4	1	ii43	Ab	I		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
126	126	655	3/4	3/4	12/8	4	1	iv6	Ab	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
127	127	658	0	0	12/8	4	1	#V	Ab	I		#V		#V							M	0	0	8, 12, 9		8	8
127	127	1319/2	3/8	3/8	12/8	4	1	V65/#V	Ab	I		V65/#V		V		65		#V			Mm7	0	0	13, 10, 7, 9		9	13
127	127	661	3/4	3/4	12/8	4	1	#V	Ab	I		#V		#V							M	0	0	8, 12, 9		8	8
128	128	664	0	0	12/8	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
128	128	1331/2	3/8	3/8	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
128	128	667	3/4	3/4	12/8	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
128	128	1337/2	9/8	9/8	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
129	129	670	0	0	12/8	4	1	viio	Ab	I		viio		vii	o						o	0	0	5, 2, -1		5	5
129	129	2683/4	3/16	3/16	12/8	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
129	129	671	1/4	1/4	12/8	4	1	i64	Ab	I		i64		i		64					m	0	0	1, 0, -3		0	1
129	129	2685/4	5/16	5/16	12/8	4	1	V6/vi	Ab	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
129	129	1343/2	3/8	3/8	12/8	4	1	vi	Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
129	129	672	1/2	1/2	12/8	4	1	#viio6/ii	Ab	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
129	129	2689/4	9/16	9/16	12/8	4	1	ii6	Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
129	129	1345/2	5/8	5/8	12/8	4	1	IV6	Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
129	129	673	3/4	3/4	12/8	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
129	129	2695/4	15/16	15/16	12/8	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
129	129	674	1	1	12/8	4	1	IV6	Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
129	129	1349/2	9/8	9/8	12/8	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
129	129	2701/4	21/16	21/16	12/8	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
129	129	1351/2	11/8	11/8	12/8	4	1	vi7	Ab	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
130	130	676	0	0	12/8	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
130	130	2719/4	15/16	15/16	12/8	4	1	I\\	Ab	I		I		I						\\	M	0	0	0, 4, 1		0	0
