mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
325	325	486	1.5	0	0	3/8	4	1	V7/v	Bb	#IV		V7/v	V		7		v				Mm7	0	0	2, 6, 3, 0		2	2
326	326	975/2	1.5	0	0	3/8	4	1	V/v	Bb	#IV		V/v	V				v				M	0	0	2, 6, 3		2	2
327	327	489	2.0	0	0	3/8	4	1	VII.I	Bb	VII		I	I								M	0	0	0, 4, 1		0	0
328	328	491	1.0	1/8	1/8	3/8	4	1	V2/iv	Bb	VII		V2/iv	V		2		iv				Mm7	0	0	-2, 0, 4, 1		0	-2
329	329	492	1.5	0	0	3/8	4	1	iv6	Bb	VII		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
330	330	987/2	1.5	0	0	3/8	4	1	#viio43(+2)	Bb	VII		#viio43(+2)	#vii	o	43	+2					o7	0	0	-1, -4, 5, 2	0	5	-1
331	331	495	1.5	0	0	3/8	4	1	I	Bb	VII		I	I								M	0	0	0, 4, 1		0	0
332	332	993/2	1.5	0	0	3/8	4	1	V2/iv	Bb	VII		V2/iv	V		2		iv				Mm7	0	0	-2, 0, 4, 1		0	-2
333	333	498	1.5	0	0	3/8	4	1	iv6	Bb	VII		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
334	334	999/2	1.5	0	0	3/8	4	1	#viio43(+2)	Bb	VII		#viio43(+2)	#vii	o	43	+2					o7	0	0	-1, -4, 5, 2	0	5	-1
335	335	501	1.5	0	0	3/8	4	1	I	Bb	VII		I	I								M	0	0	0, 4, 1		0	0
336	336	1005/2	1.0	0	0	3/8	4	1	I.V/V	Bb	I		V/V	V				V				M	0	0	2, 6, 3		2	2
336	336	1007/2	0.5	1/4	1/4	3/8	4	1	V7	Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
337	337	504	1.5	0	0	3/8	4	1	I[I	Bb	I	I	I	I								M	0	0	0, 4, 1		0	0
338	338	1011/2	1.5	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
339	339	507	1.0	0	0	3/8	4	1	IV	Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
339	339	508	0.5	1/4	1/4	3/8	4	1	V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
340	340	1017/2	4.5	0	0	3/8	4	1	I\\	Bb	I		I	I							\\	M	0	0	0, 4, 1		0	0
343	343	513	1.5	0	0	3/8	4	1	I]	Bb	I		I	I					]			M	0	0	0, 4, 1		0	0
344	344	1029/2	3.0	0	0	3/8	4	1	viio6	Bb	I		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
346	346	1035/2	1.5	0	0	3/8	4	1	I6	Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
347	347	519	1.0	0	0	3/8	4	1	ii65	Bb	I		ii65	ii		65						mm7	0	0	-1, 3, 0, 2		2	-1
347	347	520	0.5	1/4	1/4	3/8	4	1	V65/V	Bb	I		V65/V	V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
348	348	1041/2	1.0	0	0	3/8	4	1	V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
348	348	1043/2	0.5	1/4	1/4	3/8	4	1	V65/V	Bb	I		V65/V	V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
349	349	522	1.0	0	0	3/8	4	1	V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
349	349	523	0.5	1/4	1/4	3/8	4	1	V65/V	Bb	I		V65/V	V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
350	350	1047/2	1.0	0	0	3/8	4	1	V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
350	350	1049/2	0.5	1/4	1/4	3/8	4	1	V65/V	Bb	I		V65/V	V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
351	351	525	4.5	0	0	3/8	4	1	V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
354	354	1059/2	1.5	0	0	3/8	4	1	i.i	Bb	i		i	i								m	0	1	0, -3, 1		0	0
355	355	531	1.5	0	0	3/8	4	1	i[i	Bb	i	i	i	i								m	0	1	0, -3, 1		0	0
356	356	1065/2	1.0	0	0	3/8	4	1	iv	Bb	i		iv	iv								m	0	1	-1, -4, 0		-1	-1
356	356	1067/2	0.5	1/4	1/4	3/8	4	1	V	Bb	i		V	V								M	0	1	1, 5, 2		1	1
357	357	534	1.5	0	0	3/8	4	1	i]	Bb	i		i	i					]			m	0	1	0, -3, 1		0	0
358	358	1071/2	3.0	0	0	3/8	4	1	i	Bb	i		i	i								m	0	1	0, -3, 1		0	0
360	360	1077/2	0.5	0	0	3/8	4	1	i6	Bb	i		i6	i		6						m	0	1	-3, 1, 0		0	-3
360	360	539	1.0	1/8	1/8	3/8	4	1	V7	Bb	i		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
361	361	540	1.5	0	0	3/8	4	1	i	Bb	i		i	i								m	0	1	0, -3, 1		0	0
362	362	1083/2	1.5	0	0	3/8	4	1	V7	Bb	i		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
363	363	543	1.0	0	0	3/8	4	1	i	Bb	i		i	i								m	0	1	0, -3, 1		0	0
363	363	544	0.5	1/4	1/4	3/8	4	1	III(4)	Bb	i		III(4)	III			4					M	0	1	-3, -4, -2		-3	-3
364	364	1089/2	1.5	0	0	3/8	4	1	VII7	Bb	i		VII7	VII		7						Mm7	0	1	-2, 2, -1, -4		-2	-2
365	365	546	1.0	0	0	3/8	4	1	III	Bb	i		III	III								M	0	1	-3, 1, -2		-3	-3
365	365	547	0.5	1/4	1/4	3/8	4	1	v.bVI2	Bb	v		bVI2	bVI		2						Mm7	0	1	-13, -11, -7, -10		-11	-13
366	366	1095/2	1.5	0	0	3/8	4	1	V7	Bb	v		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
367	367	549	1.0	0	0	3/8	4	1	i	Bb	v		i	i								m	0	1	0, -3, 1		0	0
367	367	550	0.5	1/4	1/4	3/8	4	1	ii6	Bb	v		ii6	ii		6						m	0	1	-1, 3, 2		2	-1
368	368	1101/2	1.0	0	0	3/8	4	1	iii6	Bb	v		iii6	iii		6						m	0	1	-6, -2, -3		-3	-6
368	368	1103/2	0.5	1/4	1/4	3/8	4	1	iv6	Bb	v		iv6	iv		6						m	0	1	-4, 0, -1		-1	-4
369	369	552	1.5	0	0	3/8	4	1	V7	Bb	v		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
370	370	1107/2	1.5	0	0	3/8	4	1	i\\	Bb	v		i	i							\\	m	0	1	0, -3, 1		0	0
371	371	555	1.5	0	0	3/8	4	1	i.i	Bb	i		i	i								m	0	1	0, -3, 1		0	0
372	372	1113/2	1.5	0	0	3/8	4	1	i	Bb	i		i	i								m	0	1	0, -3, 1		0	0
373	373	558	0.5	0	0	3/8	4	1	i6	Bb	i		i6	i		6						m	0	1	-3, 1, 0		0	-3
373	373	1117/2	1.0	1/8	1/8	3/8	4	1	V7	Bb	i		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
374	374	1119/2	1.5	0	0	3/8	4	1	i	Bb	i		i	i								m	0	1	0, -3, 1		0	0
375	375	561	1.5	0	0	3/8	4	1	V43	Bb	i		V43	V		43						Mm7	0	1	2, -1, 1, 5		1	2
376	376	1125/2	1.5	0	0	3/8	4	1	i	Bb	i		i	i								m	0	1	0, -3, 1		0	0
377	377	564	1.5	0	0	3/8	4	1	V65/III	Bb	i		V65/III	V		65		III				Mm7	0	1	2, -1, -4, -2		-2	2
378	378	1131/2	1.5	0	0	3/8	4	1	III	Bb	i		III	III								M	0	1	-3, 1, -2		-3	-3
379	379	567	1.5	0	0	3/8	4	1	V43/v	Bb	i		V43/v	V		43		v				Mm7	0	1	3, 0, 2, 6		2	3
380	380	1137/2	1.5	0	0	3/8	4	1	v	Bb	i		v	v								m	0	1	1, -2, 2		1	1
381	381	570	1.0	0	0	3/8	4	1	V43	Bb	i		V43	V		43						Mm7	0	1	2, -1, 1, 5		1	2
381	381	571	0.5	1/4	1/4	3/8	4	1	i6	Bb	i		i6	i		6						m	0	1	-3, 1, 0		0	-3
382	382	1143/2	3.0	0	0	3/8	4	1	V7	Bb	i		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
384	384	1149/2	3.0	0	0	3/8	4	1	i	Bb	i		i	i								m	0	1	0, -3, 1		0	0
386	386	1155/2	0.5	0	0	3/8	4	1	i6	Bb	i		i6	i		6						m	0	1	-3, 1, 0		0	-3
386	386	578	1.0	1/8	1/8	3/8	4	1	V7	Bb	i		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
387	387	579	4.5	0	0	3/8	4	1	i	Bb	i		i	i								m	0	1	0, -3, 1		0	0
390	390	1167/2	1.0	0	0	3/8	4	1	i	Bb	i		i	i								m	0	1	0, -3, 1		0	0
390	390	1169/2	0.5	1/4	1/4	3/8	4	1	VI	Bb	i		VI	VI								M	0	1	-4, 0, -3		-4	-4
391	391	585	0.5	0	0	3/8	4	1	ii%65	Bb	i		ii%65	ii	%	65						%7	0	1	-1, -4, 0, 2		2	-1
391	391	1171/2	0.5	1/8	1/8	3/8	4	1	ii%	Bb	i		ii%	ii	%							%7	0	1				
391	391	586	0.5	1/4	1/4	3/8	4	1	V	Bb	i		V	V								M	0	1	1, 5, 2		1	1
392	392	1173/2	0.5	0	0	3/8	4	1	i\\	Bb	i		i	i							\\	m	0	1	0, -3, 1		0	0
392	392	587	0.5	1/8	1/8	3/8	4	1	bVI.I	Bb	bVI		I	I								M	0	0	0, 4, 1		0	0
392	392	1175/2	0.5	1/4	1/4	3/8	4	1	vi	Bb	bVI		vi	vi								m	0	0	3, 0, 4		3	3
393	393	588	0.5	0	0	3/8	4	1	IV	Bb	bVI		IV	IV								M	0	0	-1, 3, 0		-1	-1
393	393	1177/2	0.5	1/8	1/8	3/8	4	1	ii7	Bb	bVI		ii7	ii		7						mm7	0	0	2, -1, 3, 0		2	2
393	393	589	0.5	1/4	1/4	3/8	4	1	V7	Bb	bVI		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
394	394	1179/2	1.5	0	0	3/8	4	1	I\\	Bb	bVI		I	I							\\	M	0	0	0, 4, 1		0	0
395	395	591	1.5	0	0	3/8	4	1	V43	Bb	bVI		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
396	396	1185/2	1.5	0	0	3/8	4	1	I6	Bb	bVI		I6	I		6						M	0	0	4, 1, 0		0	4
397	397	594	1.5	0	0	3/8	4	1	V43	Bb	bVI		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
398	398	1191/2	1.5	0	0	3/8	4	1	I	Bb	bVI		I	I								M	0	0	0, 4, 1		0	0
399	399	597	1.5	0	0	3/8	4	1	i.VI	Bb	i		VI	VI								M	0	1	-4, 0, -3		-4	-4
400	400	1197/2	3.0	0	0	3/8	4	1	i64	Bb	i		i64	i		64						m	0	1	1, 0, -3		0	1
402	402	1203/2	1.5	0	0	3/8	4	1	#viio/V	Bb	i		#viio/V	#vii	o			V				o	0	1	6, 3, 0		6	6
403	403	603	1.5	0	0	3/8	4	1	v.iv6	Bb	v		iv6	iv		6						m	0	1	-4, 0, -1		-1	-4
404	404	1209/2	1.5	0	0	3/8	4	1	V7	Bb	v		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
405	405	606	1.5	0	0	3/8	4	1	V	Bb	v		V	V								M	0	1	1, 5, 2		1	1
406	406	1215/2	1.0	0	0	3/8	4	1	I	Bb	v		I	I								M	0	1	0, 4, 1		0	0
406	406	1217/2	0.5	1/4	1/4	3/8	4	1	V	Bb	v		V	V								M	0	1	1, 5, 2		1	1
407	407	609	1.0	0	0	3/8	4	1	ii	Bb	v		ii	ii								m	0	1	2, -1, 3		2	2
407	407	610	0.5	1/4	1/4	3/8	4	1	V	Bb	v		V	V								M	0	1	1, 5, 2		1	1
408	408	1221/2	0.5	0	0	3/8	4	1	I6	Bb	v		I6	I		6						M	0	1	4, 1, 0		0	4
408	408	611	0.5	1/8	1/8	3/8	4	1	I.V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
408	408	1223/2	1.0	1/4	1/4	3/8	4	1	vi	Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
409	409	1225/2	1.0	1/8	1/8	3/8	4	1	viio	Bb	I		viio	vii	o							o	0	0	5, 2, -1		5	5
410	410	1227/2	1.0	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
410	410	1229/2	1.0	1/4	1/4	3/8	4	1	ii	Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
411	411	1231/2	0.5	1/8	1/8	3/8	4	1	ii6	Bb	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
411	411	616	0.5	1/4	1/4	3/8	4	1	V2	Bb	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
412	412	1233/2	0.5	0	0	3/8	4	1	I6	Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
412	412	617	0.5	1/8	1/8	3/8	4	1	V65/ii	Bb	I		V65/ii	V		65		ii				Mm7	0	0	7, 4, 1, 3		3	7
412	412	1235/2	0.5	1/4	1/4	3/8	4	1	ii	Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
413	413	618	0.5	0	0	3/8	4	1	V65/iii	Bb	I		V65/iii	V		65		iii				Mm7	0	0	9, 6, 3, 5		5	9
413	413	1237/2	0.5	1/8	1/8	3/8	4	1	iii	Bb	I		iii	iii								m	0	0	4, 1, 5		4	4
413	413	619	0.5	1/4	1/4	3/8	4	1	V65/IV	Bb	I		V65/IV	V		65		IV				Mm7	0	0	4, 1, -2, 0		0	4
414	414	1239/2	0.5	0	0	3/8	4	1	IV	Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
414	414	620	0.5	1/8	1/8	3/8	4	1	V65/V	Bb	I		V65/V	V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
414	414	1241/2	0.5	1/4	1/4	3/8	4	1	V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
415	415	621	0.5	0	0	3/8	4	1	V65/vi	Bb	I		V65/vi	V		65		vi				Mm7	0	0	8, 5, 2, 4		4	8
415	415	1243/2	0.5	1/8	1/8	3/8	4	1	vi	Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
415	415	622	0.5	1/4	1/4	3/8	4	1	IV6	Bb	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
416	416	1245/2	1.5	0	0	3/8	4	1	viio	Bb	I		viio	vii	o							o	0	0	5, 2, -1		5	5
417	417	624	1.5	0	0	3/8	4	1	V7	Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
418	418	1251/2	1.5	0	0	3/8	4	1	V2/V	Bb	I		V2/V	V		2		V				Mm7	0	0	0, 2, 6, 3		2	0
419	419	627	1.5	0	0	3/8	4	1	V7	Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
420	420	1257/2	1.5	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
421	421	630	1.5	0	0	3/8	4	1	I[I	Bb	I	I	I	I								M	0	0	0, 4, 1		0	0
422	422	1263/2	1.0	0	0	3/8	4	1	iio	Bb	I		iio	ii	o							o	0	0	2, -1, -4		2	2
422	422	1265/2	0.5	1/4	1/4	3/8	4	1	V7]	Bb	I		V7	V		7			]			Mm7	0	0	1, 5, 2, -1		1	1
423	423	633	1.5	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
424	424	1269/2	1.5	0	0	3/8	4	1	V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
425	425	636	1.5	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
426	426	1275/2	0.5	0	0	3/8	4	1	V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
426	426	638	0.5	1/8	1/8	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
426	426	1277/2	0.5	1/4	1/4	3/8	4	1	V/V	Bb	I		V/V	V				V				M	0	0	2, 6, 3		2	2
427	427	639	1.0	0	0	3/8	4	1	V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
427	427	640	0.5	1/4	1/4	3/8	4	1	IV6	Bb	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
428	428	1281/2	1.5	0	0	3/8	4	1	bVII.I[I	Bb	bVII	I	I	I								M	0	0	0, 4, 1		0	0
429	429	642	1.5	0	0	3/8	4	1	I6	Bb	bVII		I6	I		6						M	0	0	4, 1, 0		0	4
430	430	1287/2	1.5	0	0	3/8	4	1	V65	Bb	bVII		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
431	431	645	1.5	0	0	3/8	4	1	I]	Bb	bVII		I	I					]			M	0	0	0, 4, 1		0	0
432	432	1293/2	1.5	0	0	3/8	4	1	V	Bb	bVII		V	V								M	0	0	1, 5, 2		1	1
433	433	648	1.5	0	0	3/8	4	1	IV.IV	Bb	IV		IV	IV								M	0	0	-1, 3, 0		-1	-1
434	434	1299/2	0.75	0	0	3/8	4	1	I	Bb	IV		I	I								M	0	0	0, 4, 1		0	0
434	434	2601/4	0.25	3/16	3/16	3/8	4	1	ii6	Bb	IV		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
434	434	1301/2	0.25	1/4	1/4	3/8	4	1	IV6	Bb	IV		IV6	IV		6						M	0	0	3, 0, -1		-1	3
434	434	2603/4	0.25	5/16	5/16	3/8	4	1	V7	Bb	IV		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
435	435	651	1.0	0	0	3/8	4	1	I\\	Bb	IV		I	I							\\	M	0	0	0, 4, 1		0	0
435	435	652	0.5	1/4	1/4	3/8	4	1	V7/IV	Bb	IV		V7/IV	V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
436	436	1305/2	3.0	0	0	3/8	4	1	bII.I[I6	Bb	bII	I	I6	I		6						M	0	0	4, 1, 0		0	4
438	438	1311/2	1.5	0	0	3/8	4	1	V2	Bb	bII		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
439	439	657	1.0	0	0	3/8	4	1	I6]	Bb	bII		I6	I		6			]			M	0	0	4, 1, 0		0	4
439	439	658	0.5	1/4	1/4	3/8	4	1	V7/IV	Bb	bII		V7/IV	V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
440	440	1317/2	3.0	0	0	3/8	4	1	I.V43	Bb	I		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
442	442	1323/2	0.5	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
442	442	662	0.5	1/8	1/8	3/8	4	1	viio6	Bb	I		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
442	442	1325/2	0.5	1/4	1/4	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
443	443	663	0.5	0	0	3/8	4	1	ii6	Bb	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
443	443	1327/2	0.5	1/8	1/8	3/8	4	1	V(64)	Bb	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
443	443	664	0.5	1/4	1/4	3/8	4	1	V2	Bb	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
444	444	1329/2	0.5	0	0	3/8	4	1	I6	Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
444	444	665	0.5	1/8	1/8	3/8	4	1	V65	Bb	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
444	444	1331/2	0.5	1/4	1/4	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
445	445	666	0.5	0	0	3/8	4	1	ii6	Bb	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
445	445	1333/2	0.5	1/8	1/8	3/8	4	1	V(64)	Bb	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
445	445	667	0.5	1/4	1/4	3/8	4	1	V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
446	446	1335/2	3.0	0	0	3/8	4	1	#viio7/vi	Bb	I		#viio7/vi	#vii	o	7		vi				o7	0	0	8, 5, 2, -1		8	8
448	448	1341/2	0.5	0	0	3/8	4	1	#viio2/vi	Bb	I		#viio2/vi	#vii	o	2		vi				o7	0	0	-1, 8, 5, 2		8	-1
448	448	671	2.5	1/8	1/8	3/8	4	1	V65/#iv	Bb	I		V65/#iv	V		65		#iv				Mm7	0	0	11, 8, 5, 7		7	11
450	450	1347/2	0.5	0	0	3/8	4	1	#iv.i	Bb	#iv		i	i								m	0	1	0, -3, 1		0	0
450	450	674	0.5	1/8	1/8	3/8	4	1	V7	Bb	#iv		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
450	450	1349/2	0.5	1/4	1/4	3/8	4	1	VI	Bb	#iv		VI	VI								M	0	1	-4, 0, -3		-4	-4
451	451	675	0.5	0	0	3/8	4	1	iv	Bb	#iv		iv	iv								m	0	1	-1, -4, 0		-1	-1
451	451	1351/2	0.5	1/8	1/8	3/8	4	1	V(64)	Bb	#iv		V(64)	V			64					M	0	1	1, 0, -3		1	1
451	451	676	0.5	1/4	1/4	3/8	4	1	V2	Bb	#iv		V2	V		2						Mm7	0	1	-1, 1, 5, 2		1	-1
452	452	1353/2	0.5	0	0	3/8	4	1	i6	Bb	#iv		i6	i		6						m	0	1	-3, 1, 0		0	-3
452	452	677	0.5	1/8	1/8	3/8	4	1	V43	Bb	#iv		V43	V		43						Mm7	0	1	2, -1, 1, 5		1	2
452	452	1355/2	0.5	1/4	1/4	3/8	4	1	i	Bb	#iv		i	i								m	0	1	0, -3, 1		0	0
453	453	678	0.5	0	0	3/8	4	1	iv	Bb	#iv		iv	iv								m	0	1	-1, -4, 0		-1	-1
453	453	1357/2	0.5	1/8	1/8	3/8	4	1	V(64)	Bb	#iv		V(64)	V			64					M	0	1	1, 0, -3		1	1
453	453	679	0.5	1/4	1/4	3/8	4	1	V7	Bb	#iv		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
454	454	1359/2	1.5	0	0	3/8	4	1	ivo65	Bb	#iv		ivo65	iv	o	65						o7	0	1	-4, -7, -10, -1		-1	-4
455	455	681	1.5	0	0	3/8	4	1	V7	Bb	#iv		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
456	456	1365/2	0.5	0	0	3/8	4	1	V2	Bb	#iv		V2	V		2						Mm7	0	1	-1, 1, 5, 2		1	-1
456	456	683	0.5	1/8	1/8	3/8	4	1	ivo7	Bb	#iv		ivo7	iv	o	7						o7	0	1	-1, -4, -7, -10		-1	-1
456	456	1367/2	0.5	1/4	1/4	3/8	4	1	bIV7	Bb	#iv		bIV7	bIV		7						Mm7	0	1	-8, -4, -7, -10		-8	-8
457	457	684	0.5	0	0	3/8	4	1	vi	Bb	#iv		vi	vi								m	0	1	-4, -7, -3		-4	-4
457	457	1369/2	0.5	1/8	1/8	3/8	4	1	bIV2	Bb	#iv		bIV2	bIV		2						Mm7	0	1	-10, -8, -4, -7		-8	-10
457	457	685	3.5	1/4	1/4	3/8	4	1	I.V7	Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
460	460	1377/2	1.5	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
461	461	690	1.5	0	0	3/8	4	1	V2	Bb	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
462	462	1383/2	1.5	0	0	3/8	4	1	I6	Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
463	463	693	1.5	0	0	3/8	4	1	V43	Bb	I		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
464	464	1389/2	1.5	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
465	465	696	1.5	0	0	3/8	4	1	V7	Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
466	466	1395/2	4.5	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
469	469	702	1.5	0	0	3/8	4	1	V7	Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
470	470	1407/2	1.5	0	0	3/8	4	1	bVI	Bb	I		bVI	bVI								M	0	0	-4, 0, -3		-4	-4
471	471	705	1.5	0	0	3/8	4	1	V/V	Bb	I		V/V	V				V				M	0	0	2, 6, 3		2	2
472	472	1413/2	1.5	0	0	3/8	4	1	V7	Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
473	473	708	4.5	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
476	476	1425/2	1.5	0	0	3/8	4	1	I\\	Bb	I		I	I							\\	M	0	0	0, 4, 1		0	0
