mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
326	321	413	321a	2433/2	963	3.0	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
327	322	414	322a	2439/2	966	6.0	0	0	3/4	4	1		I\\		c	I		I	I						\\	M	1	0	0, 4, 1		0	0
329	324	416	324a	2451/2	972	3.0	0	0	3/4	4	1		ii2		c	I		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
330	325	417	325a	2457/2	975	3.0	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
331	326	418	326a	2463/2	978	3.0	0	0	3/4	4	1		iii2		c	I		iii2	iii		2					mm7	1	0	2, 4, 1, 5		4	2
332	327	419	327a	2469/2	981	3.0	0	0	3/4	4	1		vi6		c	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
333	328	420	328a	2475/2	984	3.0	0	0	3/4	4	1		iii		c	I		iii	iii							m	1	0	4, 1, 5		4	4
334	329	421	329a	2481/2	987	3.0	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
335	330	422	330a	2487/2	990	3.0	0	0	3/4	4	1		V(64)		c	I		V(64)	V			64				M	1	0	1, 0, 4		1	1
336	331	423	331a	2493/2	993	3.0	0	0	3/4	4	1		IV(2)		c	I		IV(2)	IV			2				M	1	0	1, 3, 0		-1	1
337	332	424	332a	2499/2	996	3.0	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
338	333	425	333a	2505/2	999	3.0	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
339	334	426	334a	2511/2	1002	13.5	0	0	3/4	4	1		viio7		c	I		viio7	vii	o	7					o7	1	0	5, 2, -1, -4		5	5
344	338	431	338a	1269	2031/2	9.5	0	3/8	3/4	4	1		i.i		c	i		i	i							m	1	1	0, -3, 1		0	0
347	341	434	341a	2557/2	1025	1.0	1/2	1/2	3/4	4	1		viio64/V		c	i		viio64/V	vii	o	64		V			o	1	1	0, 6, 3		6	0
348	342	435	342a	2559/2	1026	13.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
352	346	439	346a	1293	2079/2	9.5	3/8	3/8	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
355	349	442	349a	2605/2	1049	1.0	1/2	1/2	3/4	4	1		viio64/V		c	i		viio64/V	vii	o	64		V			o	1	1	0, 6, 3		6	0
356	350	443	350a	2607/2	1050	13.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
360	354	447	354a	1317	2127/2	1.5	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
361	355	448	355a	2637/2	1065	1.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
361	355	448	355a	1320	2133/2	1.5	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
362	356	449	356a	2643/2	1068	1.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
362	356	449	356a	1323	2139/2	1.5	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
363	357	450	357a	2649/2	1071	1.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
363	357	450	357a	1326	2145/2	1.5	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
364	358	451	358a	2655/2	1074	1.5	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
364	358	451	358a	1329	2151/2	1.5	3/8	3/8	3/4	4	1		iv.VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
365	359	452	359a	2661/2	1077	1.5	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
365	359	452	359a	1332	2157/2	1.5	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
366	360	453	360a	2667/2	1080	1.5	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
366	360	453	360a	1335	2163/2	1.5	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
367	361	454	361a	2673/2	1083	1.5	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
367	361	454	361a	1338	2169/2	1.5	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
368	362	455	362a	2679/2	1086	1.5	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
368	362	455	362a	1341	2175/2	1.5	3/8	3/8	3/4	4	1		bII.vii		c	bII		vii	vii							m	1	0	5, 2, 6		5	5
369	363	456	363a	2685/2	1089	6.0	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
371	365	458	365a	2697/2	1095	6.0	0	0	3/4	4	1		IV		c	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
373	367	460	367a	2709/2	1101	6.0	0	0	3/4	4	1		V7		c	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
375	369	462	369a	2721/2	1107	9.0	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
378	372	465	372a	2739/2	1116	3.0	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
379	373	466	373a	2745/2	1119	3.0	0	0	3/4	4	1		iv.vii%65		c	iv		vii%65	vii	%	65					%7	1	1	-5, -8, -4, -2		-2	-5
380	374	467	374a	2751/2	1122	3.0	0	0	3/4	4	1		ii%65		c	iv		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
381	375	468	375a	2757/2	1125	6.0	0	0	3/4	4	1		V7		c	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
383	377	470	377a	2769/2	1131	9.0	0	0	3/4	4	1		i		c	iv		i	i							m	1	1	0, -3, 1		0	0
386	380	473	380a	2787/2	1140	6.0	0	0	3/4	4	1		i.#viio7		c	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
388	382	475	382a	2799/2	1146	3.0	0	0	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
389	383	476	383a	2805/2	1149	9.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
392	386	479	386a	2823/2	1158	6.0	0	0	3/4	4	1		viio7/V		c	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
394	388	481	388a	2835/2	1164	3.0	0	0	3/4	4	1		V7/V		c	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
395	389	482	389a	2841/2	1167	3.0	0	0	3/4	4	1		v[v		c	i	v	v	v							m	1	1	1, -2, 2		1	1
396	390	483	390a	2847/2	1170	3.0	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
397	391	484	391a	2853/2	1173	3.0	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
398	392	485	392a	2859/2	1176	3.0	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
399	393	486	393a	2865/2	1179	3.0	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
400	394	487	394a	2871/2	1182	3.0	0	0	3/4	4	1		V/V		c	i	v	V/V	V				V			M	1	1	2, 6, 3		2	2
401	395	488	395a	2877/2	1185	3.0	0	0	3/4	4	1		V		c	i	v	V	V							M	1	1	1, 5, 2		1	1
402	396	489	396a	2883/2	1188	3.0	0	0	3/4	4	1		V]		c	i	v	V	V							M	1	1	1, 5, 2		1	1
403	397	490	397a	2889/2	1191	3.0	0	0	3/4	4	1		i[i		c	i	i	i	i							m	1	1	0, -3, 1		0	0
404	398	491	398a	2895/2	1194	3.0	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
405	399	492	399a	2901/2	1197	3.0	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
406	400	493	400a	2907/2	1200	3.0	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
407	401	494	401a	2913/2	1203	3.0	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
408	402	495	402a	2919/2	1206	2.0	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
408	402	495	402a	2923/2	1208	1.0	1/2	1/2	3/4	4	1		V		c	i	i	V	V							M	1	1	1, 5, 2		1	1
409	403	496	403a	2925/2	1209	1.0	0	0	3/4	4	1		i]		c	i	i	i	i							m	1	1	0, -3, 1		0	0
409	403	496	403a	2927/2	1210	2.0	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
410	404	497	404a	2931/2	1212	1.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
410	404	497	404a	2933/2	1213	2.0	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
411	405	498	405a	2937/2	1215	1.0	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
411	405	498	405a	2939/2	1216	2.0	1/4	1/4	3/4	4	1		IV6		c	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
412	406	499	406a	2943/2	1218	1.0	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
412	406	499	406a	2945/2	1219	2.0	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
413	407	500	407a	2949/2	1221	1.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
413	407	500	407a	2951/2	1222	2.0	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
414	408	501	408a	2955/2	1224	1.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
414	408	501	408a	2957/2	1225	2.0	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
415	409	502	409a	2961/2	1227	1.0	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
415	409	502	409a	2963/2	1228	2.0	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
416	410	503	410a	2967/2	1230	1.0	0	0	3/4	4	1		iio7		c	i		iio7	ii	o	7					o7	1	1	2, -1, -4, -7		2	2
416	410	503	410a	2969/2	1231	2.0	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
417	411	504	411a	2973/2	1233	1.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
417	411	504	411a	2975/2	1234	2.0	1/4	1/4	3/4	4	1		iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
418	412	505	412a	2979/2	1236	1.0	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
418	412	505	412a	2981/2	1237	2.0	1/4	1/4	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
419	413	506	413a	2985/2	1239	1.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
419	413	506	413a	2987/2	1240	2.0	1/4	1/4	3/4	4	1		iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
420	414	507	414a	2991/2	1242	1.0	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
420	414	507	414a	2993/2	1243	5.0	1/4	1/4	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
422	416	509	416a	3003/2	1248	3.0	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
423	417	510	417a	3009/2	1251	3.0	0	0	3/4	4	1		ii%43/v		c	i		ii%43/v	ii	%	43		v			%7	1	1	-3, 1, 3, 0		3	-3
424	418	511	418a	3015/2	1254	3.0	0	0	3/4	4	1		V43		c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
425	419	512	419a	3021/2	1257	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
425	419	512	419a	3025/2	1259	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
426	420	513	420a	3027/2	1260	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
426	420	513	420a	3031/2	1262	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
427	421	514	421a	3033/2	1263	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
427	421	514	421a	3037/2	1265	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
428	422	515	422a	3039/2	1266	2.0	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
428	422	515	422a	3043/2	1268	1.0	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
429	423	516	423a	3045/2	1269	3.0	0	0	3/4	4	1		VI6(7)		c	i		VI6(7)	VI		6	7				M	1	1	0, -3, 1		-4	0
430	424	517	424a	3051/2	1272	12.0	0	0	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
434	428	521	428a	3075/2	1284	3.0	0	0	3/4	4	1		bII.V2		c	bII		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
435	429	522	429a	3081/2	1287	3.0	0	0	3/4	4	1		I6		c	bII		I6	I		6					M	1	0	4, 1, 0		0	4
436	430	523	430a	3087/2	1290	3.0	0	0	3/4	4	1		V64		c	bII		V64	V		64					M	1	0	2, 1, 5		1	2
437	431	524	431a	3093/2	1293	1.5	0	0	3/4	4	1		I(2)		c	bII		I(2)	I			2				M	1	0	2, 4, 1		0	2
437	431	524	431a	1548	2589/2	1.5	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
438	432	525	432a	3099/2	1296	1.5	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
438	432	525	432a	1551	2595/2	1.5	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
439	433	526	433a	3105/2	1299	1.5	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
439	433	526	433a	1554	2601/2	1.5	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
440	434	527	434a	3111/2	1302	1.5	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
440	434	527	434a	1557	2607/2	1.5	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
441	435	528	435a	3117/2	1305	6.0	0	0	3/4	4	1		vi		c	bII		vi	vi							m	1	0	3, 0, 4		3	3
443	437	530	437a	3129/2	1311	6.0	0	0	3/4	4	1		VI	V/iii	c	bII		VI	VI							M	1	0	3, 7, 4		3	3
445	439	532	439a	3141/2	1317	3.0	0	0	3/4	4	1		iii.V		c	iii		V	V							M	1	1	1, 5, 2		1	1
446	440	533	440a	3147/2	1320	3.0	0	0	3/4	4	1		i64		c	iii		i64	i		64					m	1	1	1, 0, -3		0	1
447	441	534	441a	3153/2	1323	3.0	0	0	3/4	4	1		VI64		c	iii		VI64	VI		64					M	1	1	-3, -4, 0		-4	-3
448	442	535	442a	3159/2	1326	3.0	0	0	3/4	4	1		iv7		c	iii		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
449	443	536	443a	3165/2	1329	3.0	0	0	3/4	4	1		V		c	iii		V	V							M	1	1	1, 5, 2		1	1
450	444	537	444a	3171/2	1332	3.0	0	0	3/4	4	1		i64		c	iii		i64	i		64					m	1	1	1, 0, -3		0	1
451	445	538	445a	3177/2	1335	3.0	0	0	3/4	4	1		VI64		c	iii		VI64	VI		64					M	1	1	-3, -4, 0		-4	-3
452	446	539	446a	3183/2	1338	3.0	0	0	3/4	4	1		iv7		c	iii		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
453	447	540	447a	3189/2	1341	24.0	0	0	3/4	4	1		V		c	iii		V	V							M	1	1	1, 5, 2		1	1
461	455	548	455a	3237/2	1365	3.0	0	0	3/4	4	1		V65		c	iii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
462	456	549	456a	3243/2	1368	9.0	0	0	3/4	4	1		V7		c	iii		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
465	459	552	459a	3261/2	1377	18.0	0	0	3/4	4	1		V43		c	iii		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
471	465	558	465a	3297/2	1395	3.0	0	0	3/4	4	1		V65		c	iii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
472	466	559	466a	3303/2	1398	3.0	0	0	3/4	4	1		V65		c	iii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
473	467	560	467a	3309/2	1401	3.0	0	0	3/4	4	1		V65		c	iii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
