mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
237	235	287	235a	857	707	3.0	1/4	1/4	3/4	4	1		vi6		F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
238	236	288	236a	860	710	3.0	1/4	1/4	3/4	4	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
239	237	289	237a	863	713	3.0	1/4	1/4	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
240	238	290	238a	866	716	2.0	1/4	1/4	3/4	4	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
241	239	291	239a	868	718	2.0	0	0	3/4	4	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
241	239	291	239a	870	720	1.0	1/2	1/2	3/4	4	1		V64		F	I		V64	V		64					M	0	0	2, 1, 5		1	2
242	240	292	240a	871	721	1.0	0	0	3/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
242	240	292	240a	872	722	1.0	1/4	1/4	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
242	240	292	240a	873	723	1.0	1/2	1/2	3/4	4	1		V7/IV		F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
243	241	293	241a	874	724	4.0	0	0	3/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
244	242	294	242a	878	728	1.0	1/4	1/4	3/4	4	1		IV(+#4)		F	I		IV(+#4)	IV			+#4				M	0	0	-1, 3, 0	12	-1	-1
244	242	294	242a	879	729	1.0	1/2	1/2	3/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
245	243	295	243a	880	730	2.0	0	0	3/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
245	243	295	243a	882	732	1.0	1/2	1/2	3/4	4	1		iv6/ii		F	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
246	244	296	244a	883	733	1.0	0	0	3/4	4	1		V/ii		F	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
246	244	296	244a	884	734	1.0	1/4	1/4	3/4	4	1		vii%7		F	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
246	244	296	244a	885	735	1.0	1/2	1/2	3/4	4	1		#viio/ii		F	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
247	245	297	245a	886	736	1.0	0	0	3/4	4	1		ii(119)		F	I		ii(119)	ii			119				m	0	0	2, -1, 3	1, 4	2	2
247	245	297	245a	887	737	1.0	1/4	1/4	3/4	4	1		viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
247	245	297	245a	888	738	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
248	246	298	246a	889	739	1.0	0	0	3/4	4	1		IVM7		F	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
248	246	298	246a	890	740	1.0	1/4	1/4	3/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
248	246	298	246a	891	741	1.0	1/2	1/2	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
249	247	299	247a	892	742	1.0	0	0	3/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
249	247	299	247a	893	743	1.0	1/4	1/4	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
249	247	299	247a	894	744	1.0	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
250	248	300	248a	895	745	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
250	248	300	248a	896	746	2.0	1/4	1/4	3/4	4	1		V65/IV		F	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
251	249	301	249a	898	748	4.0	0	0	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
252	250	302	250a	902	752	2.0	1/4	1/4	3/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
253	251	303	251a	904	754	4.0	0	0	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
254	252	304	252a	908	758	1.0	1/4	1/4	3/4	4	1		#viio43/ii		F	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
254	252	304	252a	909	759	3.0	1/2	1/2	3/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
255	253	305	253a	912	762	1.0	1/2	1/2	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
256	254	306	254a	913	763	1.0	0	0	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
256	254	306	254a	914	764	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
256	254	306	254a	915	765	1.0	1/2	1/2	3/4	4	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
257	255	307	255a	916	766	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
257	255	307	255a	917	767	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
257	255	307	255a	918	768	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
258	256	308	256a	919	769	1.0	0	0	3/4	4	1		IV(+2+7)		F	I		IV(+2+7)	IV			+2+7				M	0	0	-1, 3, 0	1, 4	-1	-1
258	256	308	256a	920	770	1.0	1/4	1/4	3/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
258	256	308	256a	921	771	1.0	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
259	257	309	257a	922	772	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
259	257	309	257a	923	773	2.0	1/4	1/4	3/4	4	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
260	258	310	258a	925	775	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
260	258	310	258a	926	776	1.0	1/4	1/4	3/4	4	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
260	258	310	258a	927	777	1.0	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
261	259	311	259a	928	778	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
261	259	311	259a	929	779	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
261	259	311	259a	930	780	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
262	260	312	260a	931	781	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
262	260	312	260a	932	782	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
262	260	312	260a	933	783	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
263	261	313	261a	934	784	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
263	261	313	261a	935	785	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
263	261	313	261a	936	786	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
264	262	314	262a	937	787	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
264	262	314	262a	938	788	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
264	262	314	262a	939	789	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
265	263	315	263a	940	790	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
265	263	315	263a	941	791	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
265	263	315	263a	942	792	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
266	264	316	264a	943	793	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
266	264	316	264a	944	794	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
266	264	316	264a	945	795	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
267	265	317	265a	946	796	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
267	265	317	265a	947	797	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
267	265	317	265a	948	798	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
268	266	318	266a	949	799	1.0	0	0	3/4	4	1	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
268	266	318	266a	950	800	2.0	1/4	1/4	3/4	4	1	1	V2/IV		F	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
219	217	319	217b	952	652	19.0	0	0	3/4	4	1		V2/IV		F	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
225	223	325	223b	971	671	3.0	1/4	1/4	3/4	4	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
226	224	326	224b	974	674	2.0	1/4	1/4	3/4	4	1		V[V6		F	I	V	V6	V		6					M	0	0	5, 2, 1		1	5
227	225	327	225b	976	676	2.0	0	0	3/4	4	1		I		F	I	V	I	I							M	0	0	0, 4, 1		0	0
227	225	327	225b	978	678	1.0	1/2	1/2	3/4	4	1		I64		F	I	V	I64	I		64					M	0	0	1, 0, 4		0	1
228	226	328	226b	979	679	1.0	0	0	3/4	4	1		vii%7/V		F	I	V	vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
228	226	328	226b	980	680	1.0	1/4	1/4	3/4	4	1		V(4)		F	I	V	V(4)	V			4				M	0	0	1, 0, 2		1	1
228	226	328	226b	981	681	1.0	1/2	1/2	3/4	4	1		V		F	I	V	V	V							M	0	0	1, 5, 2		1	1
229	227	329	227b	982	682	1.0	0	0	3/4	4	1		vi64(4)		F	I	V	vi64(4)	vi		64	4				m	0	0	4, 3, 2		3	4
229	227	329	227b	983	683	1.0	1/4	1/4	3/4	4	1		vi64		F	I	V	vi64	vi		64					m	0	0	4, 3, 0		3	4
229	227	329	227b	984	684	1.0	1/2	1/2	3/4	4	1		i64		F	I	V	i64	i		64					m	0	0	1, 0, -3		0	1
230	228	330	228b	985	685	1.0	0	0	3/4	4	1		vii%7/V		F	I	V	vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
230	228	330	228b	986	686	1.0	1/4	1/4	3/4	4	1		V6/V		F	I	V	V6/V	V		6		V			M	0	0	6, 3, 2		2	6
230	228	330	228b	987	687	1.0	1/2	1/2	3/4	4	1		viio2		F	I	V	viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
231	229	331	229b	988	688	1.0	0	0	3/4	4	1		I(97)		F	I	V	I(97)	I			97				M	0	0	0, 4, 1	2, 5	0	0
231	229	331	229b	989	689	2.0	1/4	1/4	3/4	4	1		I6		F	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
232	230	332	230b	991	691	1.0	0	0	3/4	4	1		vii%7/V		F	I	V	vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
232	230	332	230b	992	692	1.0	1/4	1/4	3/4	4	1		V6/V		F	I	V	V6/V	V		6		V			M	0	0	6, 3, 2		2	6
232	230	332	230b	993	693	1.0	1/2	1/2	3/4	4	1		V		F	I	V	V	V							M	0	0	1, 5, 2		1	1
233	231	333	231b	994	694	1.0	0	0	3/4	4	1		viio(6)/V		F	I	V	viio(6)/V	vii	o		6	V			o	0	0	6, 3, 2		6	6
233	231	333	231b	995	695	1.0	1/4	1/4	3/4	4	1		viio/V		F	I	V	viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
233	231	333	231b	996	696	1.0	1/2	1/2	3/4	4	1		viio6		F	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
234	232	334	232b	997	697	1.0	0	0	3/4	4	1		I]\\		F	I	V	I	I						\\	M	0	0	0, 4, 1		0	0
234	232	334	232b	998	698	3.0	1/4	1/4	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
235	233	335	233b	1001	701	2.0	1/4	1/4	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
236	234	336	234b	1003	703	1.0	0	0	3/4	4	1		ii(2)		F	I		ii(2)	ii			2				m	0	0	4, -1, 3		2	4
236	234	336	234b	1004	704	2.0	1/4	1/4	3/4	4	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
237	235	337	235b	1006	706	1.0	0	0	3/4	4	1		vi6(4)		F	I		vi6(4)	vi		6	4				m	0	0	2, 4, 3		3	2
237	235	337	235b	1007	707	3.0	1/4	1/4	3/4	4	1		vi6		F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
238	236	338	236b	1010	710	3.0	1/4	1/4	3/4	4	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
239	237	339	237b	1013	713	3.0	1/4	1/4	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
240	238	340	238b	1016	716	2.0	1/4	1/4	3/4	4	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
241	239	341	239b	1018	718	2.0	0	0	3/4	4	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
241	239	341	239b	1020	720	1.0	1/2	1/2	3/4	4	1		V64		F	I		V64	V		64					M	0	0	2, 1, 5		1	2
242	240	342	240b	1021	721	1.0	0	0	3/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
242	240	342	240b	1022	722	1.0	1/4	1/4	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
242	240	342	240b	1023	723	1.0	1/2	1/2	3/4	4	1		V7/IV		F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
243	241	343	241b	1024	724	4.0	0	0	3/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
244	242	344	242b	1028	728	1.0	1/4	1/4	3/4	4	1		IV(+#4)		F	I		IV(+#4)	IV			+#4				M	0	0	-1, 3, 0	12	-1	-1
244	242	344	242b	1029	729	1.0	1/2	1/2	3/4	4	1		IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
245	243	345	243b	1030	730	2.0	0	0	3/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
245	243	345	243b	1032	732	1.0	1/2	1/2	3/4	4	1		iv6/ii		F	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
246	244	346	244b	1033	733	1.0	0	0	3/4	4	1		V/ii		F	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
246	244	346	244b	1034	734	1.0	1/4	1/4	3/4	4	1		vii%7		F	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
246	244	346	244b	1035	735	1.0	1/2	1/2	3/4	4	1		#viio/ii		F	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
247	245	347	245b	1036	736	1.0	0	0	3/4	4	1		ii(119)		F	I		ii(119)	ii			119				m	0	0	2, -1, 3	1, 4	2	2
247	245	347	245b	1037	737	1.0	1/4	1/4	3/4	4	1		viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
247	245	347	245b	1038	738	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
248	246	348	246b	1039	739	1.0	0	0	3/4	4	1		IVM7		F	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
248	246	348	246b	1040	740	1.0	1/4	1/4	3/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
248	246	348	246b	1041	741	1.0	1/2	1/2	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
249	247	349	247b	1042	742	1.0	0	0	3/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
249	247	349	247b	1043	743	1.0	1/4	1/4	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
249	247	349	247b	1044	744	1.0	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
250	248	350	248b	1045	745	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
250	248	350	248b	1046	746	2.0	1/4	1/4	3/4	4	1		V65/IV		F	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
251	249	351	249b	1048	748	4.0	0	0	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
252	250	352	250b	1052	752	2.0	1/4	1/4	3/4	4	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
253	251	353	251b	1054	754	4.0	0	0	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
254	252	354	252b	1058	758	1.0	1/4	1/4	3/4	4	1		#viio43/ii		F	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
254	252	354	252b	1059	759	3.0	1/2	1/2	3/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
255	253	355	253b	1062	762	1.0	1/2	1/2	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
256	254	356	254b	1063	763	1.0	0	0	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
256	254	356	254b	1064	764	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
256	254	356	254b	1065	765	1.0	1/2	1/2	3/4	4	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
257	255	357	255b	1066	766	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
257	255	357	255b	1067	767	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
257	255	357	255b	1068	768	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
258	256	358	256b	1069	769	1.0	0	0	3/4	4	1		IV(+2+7)		F	I		IV(+2+7)	IV			+2+7				M	0	0	-1, 3, 0	1, 4	-1	-1
258	256	358	256b	1070	770	1.0	1/4	1/4	3/4	4	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
258	256	358	256b	1071	771	1.0	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
259	257	359	257b	1072	772	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
259	257	359	257b	1073	773	2.0	1/4	1/4	3/4	4	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
260	258	360	258b	1075	775	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
260	258	360	258b	1076	776	1.0	1/4	1/4	3/4	4	1		V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
260	258	360	258b	1077	777	1.0	1/2	1/2	3/4	4	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
261	259	361	259b	1078	778	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
261	259	361	259b	1079	779	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
261	259	361	259b	1080	780	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
262	260	362	260b	1081	781	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
262	260	362	260b	1082	782	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
262	260	362	260b	1083	783	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
263	261	363	261b	1084	784	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
263	261	363	261b	1085	785	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
263	261	363	261b	1086	786	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
264	262	364	262b	1087	787	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
264	262	364	262b	1088	788	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
264	262	364	262b	1089	789	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
265	263	365	263b	1090	790	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
265	263	365	263b	1091	791	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
265	263	365	263b	1092	792	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
266	264	366	264b	1093	793	1.0	0	0	3/4	4	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
266	264	366	264b	1094	794	1.0	1/4	1/4	3/4	4	1		V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
266	264	366	264b	1095	795	1.0	1/2	1/2	3/4	4	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
267	265	367	265b	1096	796	1.0	0	0	3/4	4	1		V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
267	265	367	265b	1097	797	1.0	1/4	1/4	3/4	4	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
267	265	367	265b	1098	798	1.0	1/2	1/2	3/4	4	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
268	266	368	266b	1099	799	1.0	0	0	3/4	4	1	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
268	266	368	266b	1100	800	2.0	1/4	1/4	3/4	4	1	1	V2/IV		F	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
269	266	369	266b	1102	802	1.0	0	0	3/4	4	1	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
269	266	369	266b	1103	803	17.0	1/4	1/4	3/4	4	1	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
275	272	375	272a	1120	820	3.0	0	0	3/4	4	1		I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
