mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
136	123	268	123a	971/2	491/2	0.5	1/8	1/8	2/4	4	1		vii%7		Eb	I	I	vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
136	123	268	123a	486	246	1.5	1/4	1/4	2/4	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
137	124	269	124a	975/2	495/2	1.0	1/8	1/8	2/4	4	1		IV		Eb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
137	124	269	124a	977/2	497/2	0.5	3/8	3/8	2/4	4	1		I64		Eb	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
138	125	270	125a	489	249	0.5	0	0	2/4	4	1		vi7		Eb	I	I	vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
138	125	270	125a	979/2	499/2	0.5	1/8	1/8	2/4	4	1		viio		Eb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
138	125	270	125a	490	250	0.5	1/4	1/4	2/4	4	1		viio6		Eb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
138	125	270	125a	981/2	501/2	1.0	3/8	3/8	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
139	126	271	126a	983/2	503/2	1.0	1/8	1/8	2/4	4	1		viio64		Eb	I	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
139	126	271	126a	985/2	505/2	0.5	3/8	3/8	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
140	127	272	127a	493	253	0.5	0	0	2/4	4	1		viio64		Eb	I	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
140	127	272	127a	987/2	507/2	1.0	1/8	1/8	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
140	127	272	127a	989/2	509/2	0.5	3/8	3/8	2/4	4	1		viio6		Eb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
141	128	273	128a	495	255	0.5	0	0	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
141	128	273	128a	991/2	511/2	0.5	1/8	1/8	2/4	4	1		viio6		Eb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
141	128	273	128a	496	256	0.5	1/4	1/4	2/4	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
141	128	273	128a	993/2	513/2	0.5	3/8	3/8	2/4	4	1		I+6		Eb	I	I	I+6		I	+	6					+	0	0	4, 8, 0		0	4
142	129	274	129a	497	257	0.5	0	0	2/4	4	1		IV		Eb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
142	129	274	129a	995/2	515/2	0.5	1/8	1/8	2/4	4	1		viio		Eb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
142	129	274	129a	498	258	0.5	1/4	1/4	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
142	129	274	129a	997/2	517/2	0.5	3/8	3/8	2/4	4	1		V6		Eb	I	I	V6		V		6					M	0	0	5, 2, 1		1	5
143	130	275	130a	499	259	1.0	0	0	2/4	4	1		I]\\		Eb	I	I	I		I						\\	M	0	0	0, 4, 1		0	0
133	120	276	130a	500	240	4.5	0	1/4	2/4	4	1		I[I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
135	122	278	122b	1009/2	489/2	0.5	3/8	3/8	2/4	4	1		vii%7		Eb	I	I	vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
136	123	279	123b	505	245	0.5	0	0	2/4	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
136	123	279	123b	1011/2	491/2	0.5	1/8	1/8	2/4	4	1		vii%7		Eb	I	I	vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
136	123	279	123b	506	246	1.5	1/4	1/4	2/4	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
137	124	280	124b	1015/2	495/2	1.0	1/8	1/8	2/4	4	1		IV		Eb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
137	124	280	124b	1017/2	497/2	0.5	3/8	3/8	2/4	4	1		I64		Eb	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
138	125	281	125b	509	249	0.5	0	0	2/4	4	1		vi7		Eb	I	I	vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
138	125	281	125b	1019/2	499/2	0.5	1/8	1/8	2/4	4	1		viio		Eb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
138	125	281	125b	510	250	0.5	1/4	1/4	2/4	4	1		viio6		Eb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
138	125	281	125b	1021/2	501/2	1.0	3/8	3/8	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
139	126	282	126b	1023/2	503/2	1.0	1/8	1/8	2/4	4	1		viio64		Eb	I	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
139	126	282	126b	1025/2	505/2	0.5	3/8	3/8	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
140	127	283	127b	513	253	0.5	0	0	2/4	4	1		viio64		Eb	I	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
140	127	283	127b	1027/2	507/2	1.0	1/8	1/8	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
140	127	283	127b	1029/2	509/2	0.5	3/8	3/8	2/4	4	1		viio6		Eb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
141	128	284	128b	515	255	0.5	0	0	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
141	128	284	128b	1031/2	511/2	0.5	1/8	1/8	2/4	4	1		viio6		Eb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
141	128	284	128b	516	256	0.5	1/4	1/4	2/4	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
141	128	284	128b	1033/2	513/2	0.5	3/8	3/8	2/4	4	1		I+6		Eb	I	I	I+6		I	+	6					+	0	0	4, 8, 0		0	4
142	129	285	129b	517	257	0.5	0	0	2/4	4	1		IV		Eb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
142	129	285	129b	1035/2	515/2	0.5	1/8	1/8	2/4	4	1		viio		Eb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
142	129	285	129b	518	258	0.5	1/4	1/4	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
142	129	285	129b	1037/2	517/2	0.5	3/8	3/8	2/4	4	1		V6		Eb	I	I	V6		V		6					M	0	0	5, 2, 1		1	5
143	130	286	130b	519	259	1.0	0	0	2/4	4	1		I]\\		Eb	I	I	I		I						\\	M	0	0	0, 4, 1		0	0
144	130	287	130b	520	260	0.5	0	1/4	2/4	4	1		bVII.vi6(4)		Eb	bVII		vi6(4)		vi		6	4				m	0	0	2, 4, 3		3	2
144	130	287	130b	1041/2	521/2	0.5	1/8	3/8	2/4	4	1		vi6		Eb	bVII		vi6		vi		6					m	0	0	0, 4, 3		3	0
145	131	288	131a	521	261	2.0	0	0	2/4	4	1		I[I64		Eb	bVII	I	I64		I		64					M	0	0	1, 0, 4		0	1
146	132	289	132a	523	263	0.5	0	0	2/4	4	1		ii6		Eb	bVII	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
146	132	289	132a	1047/2	527/2	1.0	1/8	1/8	2/4	4	1		I6		Eb	bVII	I	I6		I		6					M	0	0	4, 1, 0		0	4
146	132	289	132a	1049/2	529/2	0.5	3/8	3/8	2/4	4	1		ii6		Eb	bVII	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
147	133	290	133a	525	265	1.0	0	0	2/4	4	1		viio6		Eb	bVII	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
147	133	290	133a	526	266	2.5	1/4	1/4	2/4	4	1		I6		Eb	bVII	I	I6		I		6					M	0	0	4, 1, 0		0	4
148	134	291	134a	1057/2	537/2	1.0	3/8	3/8	2/4	4	1		V		Eb	bVII	I	V		V							M	0	0	1, 5, 2		1	1
149	135	292	135a	1059/2	539/2	0.5	1/8	1/8	2/4	4	1		IV		Eb	bVII	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
149	135	292	135a	530	270	0.5	1/4	1/4	2/4	4	1		I6		Eb	bVII	I	I6		I		6					M	0	0	4, 1, 0		0	4
149	135	292	135a	1061/2	541/2	1.0	3/8	3/8	2/4	4	1		V		Eb	bVII	I	V		V							M	0	0	1, 5, 2		1	1
150	136	293	136a	1063/2	543/2	1.0	1/8	1/8	2/4	4	1		I		Eb	bVII	I	I		I							M	0	0	0, 4, 1		0	0
150	136	293	136a	1065/2	545/2	1.0	3/8	3/8	2/4	4	1		ii6		Eb	bVII	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
151	137	294	137a	1067/2	547/2	0.5	1/8	1/8	2/4	4	1		I6		Eb	bVII	I	I6		I		6					M	0	0	4, 1, 0		0	4
151	137	294	137a	534	274	0.5	1/4	1/4	2/4	4	1		I		Eb	bVII	I	I		I							M	0	0	0, 4, 1		0	0
151	137	294	137a	1069/2	549/2	0.5	3/8	3/8	2/4	4	1		ii		Eb	bVII	I	ii		ii							m	0	0	2, -1, 3		2	2
152	138	295	138a	535	275	0.5	0	0	2/4	4	1		I6]		Eb	bVII	I	I6		I		6					M	0	0	4, 1, 0		0	4
152	138	295	138a	1071/2	551/2	0.5	1/8	1/8	2/4	4	1		I.V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
152	138	295	138a	536	276	0.5	1/4	1/4	2/4	4	1		I[I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
152	138	295	138a	1073/2	553/2	0.5	3/8	3/8	2/4	4	1		vii%43		Eb	I	I	vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
153	139	296	139a	537	277	0.5	0	0	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
153	139	296	139a	1075/2	555/2	0.5	1/8	1/8	2/4	4	1		vii%43		Eb	I	I	vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
153	139	296	139a	538	278	1.5	1/4	1/4	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
154	140	297	140a	1079/2	559/2	0.5	1/8	1/8	2/4	4	1		IV		Eb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
154	140	297	140a	540	280	0.5	1/4	1/4	2/4	4	1		vii%7		Eb	I	I	vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
154	140	297	140a	1081/2	561/2	0.5	3/8	3/8	2/4	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
155	141	298	141a	541	281	0.5	0	0	2/4	4	1		viio6		Eb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
155	141	298	141a	1083/2	563/2	0.5	1/8	1/8	2/4	4	1		viio/IV		Eb	I	I	viio/IV		vii	o			IV			o	0	0	4, 1, -2		4	4
155	141	298	141a	542	282	0.5	1/4	1/4	2/4	4	1		IV		Eb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
155	141	298	141a	1085/2	565/2	0.5	3/8	3/8	2/4	4	1		V7		Eb	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
156	142	299	142a	543	283	1.0	0	0	2/4	4	1	1	I]\\		Eb	I	I	I		I						\\	M	0	0	0, 4, 1		0	0
144	130	300	142a	544	260	0.5	0	1/4	2/4	4	1		bVII.vi6(4)		Eb	bVII		vi6(4)		vi		6	4				m	0	0	2, 4, 3		3	2
144	130	300	142a	1089/2	521/2	0.5	1/8	3/8	2/4	4	1		vi6		Eb	bVII		vi6		vi		6					m	0	0	0, 4, 3		3	0
145	131	301	131b	545	261	2.0	0	0	2/4	4	1		I[I64		Eb	bVII	I	I64		I		64					M	0	0	1, 0, 4		0	1
146	132	302	132b	547	263	0.5	0	0	2/4	4	1		ii6		Eb	bVII	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
146	132	302	132b	1095/2	527/2	1.0	1/8	1/8	2/4	4	1		I6		Eb	bVII	I	I6		I		6					M	0	0	4, 1, 0		0	4
146	132	302	132b	1097/2	529/2	0.5	3/8	3/8	2/4	4	1		ii6		Eb	bVII	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
147	133	303	133b	549	265	1.0	0	0	2/4	4	1		viio6		Eb	bVII	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
147	133	303	133b	550	266	2.5	1/4	1/4	2/4	4	1		I6		Eb	bVII	I	I6		I		6					M	0	0	4, 1, 0		0	4
148	134	304	134b	1105/2	537/2	1.0	3/8	3/8	2/4	4	1		V		Eb	bVII	I	V		V							M	0	0	1, 5, 2		1	1
149	135	305	135b	1107/2	539/2	0.5	1/8	1/8	2/4	4	1		IV		Eb	bVII	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
149	135	305	135b	554	270	0.5	1/4	1/4	2/4	4	1		I6		Eb	bVII	I	I6		I		6					M	0	0	4, 1, 0		0	4
149	135	305	135b	1109/2	541/2	1.0	3/8	3/8	2/4	4	1		V		Eb	bVII	I	V		V							M	0	0	1, 5, 2		1	1
150	136	306	136b	1111/2	543/2	1.0	1/8	1/8	2/4	4	1		I		Eb	bVII	I	I		I							M	0	0	0, 4, 1		0	0
150	136	306	136b	1113/2	545/2	1.0	3/8	3/8	2/4	4	1		ii6		Eb	bVII	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
151	137	307	137b	1115/2	547/2	0.5	1/8	1/8	2/4	4	1		I6		Eb	bVII	I	I6		I		6					M	0	0	4, 1, 0		0	4
151	137	307	137b	558	274	0.5	1/4	1/4	2/4	4	1		I		Eb	bVII	I	I		I							M	0	0	0, 4, 1		0	0
151	137	307	137b	1117/2	549/2	0.5	3/8	3/8	2/4	4	1		ii		Eb	bVII	I	ii		ii							m	0	0	2, -1, 3		2	2
152	138	308	138b	559	275	0.5	0	0	2/4	4	1		I6]		Eb	bVII	I	I6		I		6					M	0	0	4, 1, 0		0	4
152	138	308	138b	1119/2	551/2	0.5	1/8	1/8	2/4	4	1		I.V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
152	138	308	138b	560	276	0.5	1/4	1/4	2/4	4	1		I[I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
152	138	308	138b	1121/2	553/2	0.5	3/8	3/8	2/4	4	1		vii%43		Eb	I	I	vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
153	139	309	139b	561	277	0.5	0	0	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
153	139	309	139b	1123/2	555/2	0.5	1/8	1/8	2/4	4	1		vii%43		Eb	I	I	vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
153	139	309	139b	562	278	1.5	1/4	1/4	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
154	140	310	140b	1127/2	559/2	0.5	1/8	1/8	2/4	4	1		IV		Eb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
154	140	310	140b	564	280	0.5	1/4	1/4	2/4	4	1		vii%7		Eb	I	I	vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
154	140	310	140b	1129/2	561/2	0.5	3/8	3/8	2/4	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
155	141	311	141b	565	281	0.5	0	0	2/4	4	1		viio6		Eb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
155	141	311	141b	1131/2	563/2	0.5	1/8	1/8	2/4	4	1		viio/IV		Eb	I	I	viio/IV		vii	o			IV			o	0	0	4, 1, -2		4	4
155	141	311	141b	566	282	0.5	1/4	1/4	2/4	4	1		IV		Eb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
155	141	311	141b	1133/2	565/2	0.5	3/8	3/8	2/4	4	1		V7		Eb	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
157	142	312	142b	567	284	2.0	0	0	2/4	4	1	2	I]		Eb	I		I		I							M	0	0	0, 4, 1		0	0
158	143	313	143a	569	286	2.0	0	0	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
159	144	314	144a	571	288	2.0	0	0	2/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
160	145	315	145a	573	290	2.0	0	0	2/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
161	146	316	146a	575	292	1.0	0	0	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
161	146	316	146a	576	293	1.0	1/4	1/4	2/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
162	147	317	147a	577	294	2.0	0	0	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
163	148	318	148a	579	296	2.0	0	0	2/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
164	149	319	149a	581	298	2.0	0	0	2/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
165	150	320	150a	583	300	1.0	0	0	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
165	150	320	150a	584	301	3.0	1/4	1/4	2/4	4	1		I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
167	152	322	152a	587	304	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
168	153	323	153a	589	306	1.5	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
168	153	323	153a	1181/2	615/2	0.5	3/8	3/8	2/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
169	154	324	154a	591	308	0.5	0	0	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
169	154	324	154a	1183/2	617/2	0.5	1/8	1/8	2/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
169	154	324	154a	592	309	1.0	1/4	1/4	2/4	4	1		V65/ii		Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
170	155	325	155a	593	310	1.0	0	0	2/4	4	1		V65/ii		Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
170	155	325	155a	594	311	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
171	156	326	156a	595	312	1.0	0	0	2/4	4	1		#vii6/ii		Eb	I		#vii6/ii		#vii		6		ii			m	0	0	4, 8, 7		7	4
171	156	326	156a	596	313	1.0	1/4	1/4	2/4	4	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
172	157	327	157a	597	314	1.0	0	0	2/4	4	1		V(64)		Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
172	157	327	157a	598	315	1.0	1/4	1/4	2/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
173	158	328	158a	599	316	1.0	0	0	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
173	158	328	158a	600	317	1.0	1/4	1/4	2/4	4	1		#viio7/ii		Eb	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
174	159	329	159a	601	318	1.0	0	0	2/4	4	1		V65/ii		Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
174	159	329	159a	602	319	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
175	160	330	160a	603	320	1.0	0	0	2/4	4	1		V65/ii		Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
175	160	330	160a	604	321	1.0	1/4	1/4	2/4	4	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
176	161	331	161a	605	322	1.0	0	0	2/4	4	1		V(64)		Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
176	161	331	161a	606	323	1.0	1/4	1/4	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
177	162	332	162a	607	324	2.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
178	163	333	163a	609	326	2.0	0	0	2/4	4	1		#viio2/ii		Eb	I		#viio2/ii		#vii	o	2		ii			o7	0	0	-2, 7, 4, 1		7	-2
179	164	334	164a	611	328	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
180	165	335	165a	613	330	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
181	166	336	166a	615	332	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
182	167	337	167a	617	334	2.0	0	0	2/4	4	1		#viio2/ii		Eb	I		#viio2/ii		#vii	o	2		ii			o7	0	0	-2, 7, 4, 1		7	-2
183	168	338	168a	619	336	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
184	169	339	169a	621	338	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
185	170	340	170a	623	340	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
186	171	341	171a	625	342	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
187	172	342	172a	627	344	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
188	173	343	173a	629	346	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
189	174	344	174a	631	348	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
190	175	345	175a	633	350	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
191	176	346	176a	635	352	1.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
191	176	346	176a	636	353	0.5	1/4	1/4	2/4	4	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
191	176	346	176a	1273/2	707/2	0.5	3/8	3/8	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
192	177	347	177a	637	354	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
193	178	348	178a	639	356	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
194	179	349	179a	641	358	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
195	180	350	180a	643	360	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
196	181	351	181a	645	362	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
197	182	352	182a	647	364	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
198	183	353	183a	649	366	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
199	184	354	184a	651	368	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
200	185	355	185a	653	370	4.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
202	187	357	187a	657	374	2.0	0	0	2/4	4	1		vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
203	188	358	188a	659	376	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
204	189	359	189a	661	378	3.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
205	190	360	190a	664	381	1.0	1/4	1/4	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
206	191	361	191a	665	382	1.25	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
206	191	361	191a	2665/4	1533/4	0.5	5/16	5/16	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
206	191	361	191a	2667/4	1535/4	0.25	7/16	7/16	2/4	4	1		#viio/ii		Eb	I		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
207	192	362	192a	667	384	0.5	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
207	192	362	192a	1335/2	769/2	0.25	1/8	1/8	2/4	4	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
207	192	362	192a	2671/4	1539/4	0.25	3/16	3/16	2/4	4	1		V6/V		Eb	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
207	192	362	192a	668	385	1.0	1/4	1/4	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
208	193	363	193a	669	386	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
209	194	364	194a	671	388	2.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
210	195	365	195a	673	390	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
