quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
453/4	0.25	38	38	9/16	9/16	6/8	3	1	1/16	1/16	1		-1	65		630
453/4	0.25	38	38	9/16	9/16	6/8	2	1	1/16	1/16	1		-4	68		622
227/2	0.5	38	38	5/8	5/8	6/8	4	1	1/8	1/8	1		-3	51		637
227/2	0.25	38	38	5/8	5/8	6/8	3	1	1/16	1/16	1		-1	65		631
227/2	0.25	38	38	5/8	5/8	6/8	2	1	1/16	1/16	1		-4	68		623
227/2	0.5	38	38	5/8	5/8	6/8	1	1	1/8	1/8	1		-2	82		615
455/4	0.25	38	38	11/16	11/16	6/8	3	1	1/16	1/16	1		-6	66		632
455/4	0.25	38	38	11/16	11/16	6/8	2	1	1/16	1/16	1		-2	70		624
114	1.0	39	39	0	0	6/8	4	1	1/4	1/4	1		-4	56		663
114	0.25	39	39	0	0	6/8	3	1	1/16	1/16	1		-6	66		653
114	0.25	39	39	0	0	6/8	2	1	1/16	1/16	1		-2	70		643
114	0.5	39	39	0	0	6/8	1	1	1/8	1/8	1		-2	82		638
457/4	0.25	39	39	1/16	1/16	6/8	3	1	1/16	1/16	1	1	-6	54		654
457/4	0.25	39	39	1/16	1/16	6/8	2	1	1/16	1/16	1	1	-3	63		644
229/2	0.75	39	39	1/8	1/8	6/8	3	1	3/16	1/8	3/2	-1	-6	54		655
229/2	0.75	39	39	1/8	1/8	6/8	2	1	3/16	1/8	3/2	-1	-3	63		645
229/2	0.5	39	39	1/8	1/8	6/8	1	1	1/8	1/8	1		-6	78		639
115	0.5	39	39	1/4	1/4	6/8	4	1	1/8	1/8	1		-4	56		664
115	0.5	39	39	1/4	1/4	6/8	1	1	1/8	1/8	1		-3	75		640
461/4	0.25	39	39	5/16	5/16	6/8	3	1	1/16	1/16	1	1	-6	54		656
461/4	0.25	39	39	5/16	5/16	6/8	2	1	1/16	1/16	1	1	0	60		646
231/2	0.25	39	39	3/8	3/8	6/8	3	1	1/16	1/16	1	-1	-6	54		657
231/2	0.5	39	39	3/8	3/8	6/8	4	1	1/8	1/8	1		-4	56		665
231/2	0.25	39	39	3/8	3/8	6/8	2	1	1/16	1/16	1	-1	0	60		647
231/2	1.0	39	39	3/8	3/8	6/8	1	1	1/4	1/4	1		-4	80		641
463/4	0.25	39	39	7/16	7/16	6/8	3	1	1/16	1/16	1	1	-1	53		658
463/4	0.25	39	39	7/16	7/16	6/8	2	1	1/16	1/16	1	1	-5	61		648
116	0.25	39	39	1/2	1/2	6/8	3	1	1/16	1/16	1	-1	-1	53		659
116	0.5	39	39	1/2	1/2	6/8	4	1	1/8	1/8	1		-1	53		666
116	0.25	39	39	1/2	1/2	6/8	2	1	1/16	1/16	1	-1	-5	61		649
465/4	0.25	39	39	9/16	9/16	6/8	3	1	1/16	1/16	1		-6	54		660
465/4	0.25	39	39	9/16	9/16	6/8	2	1	1/16	1/16	1		-3	63		650
233/2	0.5	39	39	5/8	5/8	6/8	4	1	1/8	1/8	1		-5	49		667
233/2	0.25	39	39	5/8	5/8	6/8	3	1	1/16	1/16	1		-6	54		661
233/2	0.25	39	39	5/8	5/8	6/8	2	1	1/16	1/16	1		-3	63		651
233/2	0.5	39	39	5/8	5/8	6/8	1	1	1/8	1/8	1		-4	80		642
467/4	0.25	39	39	11/16	11/16	6/8	3	1	1/16	1/16	1		-4	56		662
467/4	0.25	39	39	11/16	11/16	6/8	2	1	1/16	1/16	1		-1	65		652
117	0.5	40	40	0	0	6/8	4	1	1/8	1/8	1		-4	44		688
117	0.5	40	40	0	0	6/8	3	1	1/8	1/8	1		-5	61		680
117	0.75	40	40	0	0	6/8	2	1	3/16	1/8	3/2		-1	65		672
117	1.0	40	40	0	0	6/8	1	1	1/4	1/4	1		-4	80		668
235/2	0.5	40	40	1/8	1/8	6/8	4	1	1/8	1/8	1		-1	53		689
235/2	0.75	40	40	1/8	1/8	6/8	3	1	3/16	1/8	3/2		-4	56		681
471/4	0.25	40	40	3/16	3/16	6/8	2	1	1/16	1/16	1		-5	73		673
118	0.5	40	40	1/4	1/4	6/8	4	1	1/8	1/8	1		-3	51		690
118	0.5	40	40	1/4	1/4	6/8	2	1	1/8	1/8	1		0	72		674
118	0.5	40	40	1/4	1/4	6/8	1	1	1/8	1/8	1		0	84		669
473/4	0.25	40	40	5/16	5/16	6/8	3	1	1/16	1/16	1		-6	54		682
237/2	0.5	40	40	3/8	3/8	6/8	4	1	1/8	1/8	1		-5	49		691
237/2	0.25	40	40	3/8	3/8	6/8	3	1	1/16	1/16	1		-1	53		683
237/2	0.25	40	40	3/8	3/8	6/8	2	1	1/16	1/16	1		-5	73		675
237/2	1.0	40	40	3/8	3/8	6/8	1	1	1/4	1/4	1		-5	85		670
475/4	0.25	40	40	7/16	7/16	6/8	3	1	1/16	1/16	1	1	-1	65		684
475/4	0.25	40	40	7/16	7/16	6/8	2	1	1/16	1/16	1	1	-4	68		676
119	0.5	40	40	1/2	1/2	6/8	4	1	1/8	1/8	1		-1	41		692
119	0.25	40	40	1/2	1/2	6/8	3	1	1/16	1/16	1	-1	-1	65		685
119	0.25	40	40	1/2	1/2	6/8	2	1	1/16	1/16	1	-1	-4	68		677
477/4	0.25	40	40	9/16	9/16	6/8	3	1	1/16	1/16	1		-4	56		686
477/4	0.25	40	40	9/16	9/16	6/8	2	1	1/16	1/16	1		-1	77		678
239/2	0.5	40	40	5/8	5/8	6/8	4	1	1/8	1/8	1		-6	42		693
239/2	0.5	40	40	5/8	5/8	6/8	3	1	1/8	1/8	1		-6	54		687
239/2	0.5	40	40	5/8	5/8	6/8	2	1	1/8	1/8	1		-3	75		679
239/2	0.5	40	40	5/8	5/8	6/8	1	1	1/8	1/8	1	1	-4	80		671
120	1.5	41	41	0	0	6/8	4	1	3/8	1/4	3/2	1	-4	44		718
120	0.25	41	41	0	0	6/8	3	1	1/16	1/16	1		-1	53		709
120	0.25	41	41	0	0	6/8	2	1	1/16	1/16	1		-5	73		699
120	0.5	41	41	0	0	6/8	1	1	1/8	1/8	1	-1	-4	80		694
481/4	0.25	41	41	1/16	1/16	6/8	3	1	1/16	1/16	1	1	-5	49		710
481/4	0.25	41	41	1/16	1/16	6/8	2	1	1/16	1/16	1	1	-1	65		700
241/2	0.25	41	41	1/8	1/8	6/8	3	1	1/16	1/16	1	-1	-5	49		711
241/2	0.25	41	41	1/8	1/8	6/8	2	1	1/16	1/16	1	-1	-1	65		701
241/2	0.5	41	41	1/8	1/8	6/8	1	1	1/8	1/8	1		-1	89		695
483/4	0.25	41	41	3/16	3/16	6/8	3	1	1/16	1/16	1		-1	53		712
483/4	0.25	41	41	3/16	3/16	6/8	2	1	1/16	1/16	1		-5	73		702
121	0.5	41	41	1/4	1/4	6/8	3	1	1/8	1/8	1		-6	54		713
121	0.5	41	41	1/4	1/4	6/8	2	1	1/8	1/8	1		0	72		703
121	0.5	41	41	1/4	1/4	6/8	1	1	1/8	1/8	1		-3	87		696
243/2	0.5	41	41	3/8	3/8	6/8	4	1	1/8	1/8	1	-1	-4	44		719
243/2	0.5	41	41	3/8	3/8	6/8	3	1	1/8	1/8	1	1	-1	53		714
243/2	0.25	41	41	3/8	3/8	6/8	2	1	1/16	1/16	1		-5	73		704
243/2	1.0	41	41	3/8	3/8	6/8	1	1	1/4	1/4	1		-5	85		697
487/4	0.25	41	41	7/16	7/16	6/8	2	1	1/16	1/16	1	1	-5	61		705
122	0.5	41	41	1/2	1/2	6/8	4	1	1/8	1/8	1		-1	41		720
122	0.25	41	41	1/2	1/2	6/8	3	1	1/16	1/16	1	-1	-1	53		715
122	0.25	41	41	1/2	1/2	6/8	2	1	1/16	1/16	1	-1	-5	61		706
489/4	0.25	41	41	9/16	9/16	6/8	3	1	1/16	1/16	1		-5	61		716
489/4	0.25	41	41	9/16	9/16	6/8	2	1	1/16	1/16	1		-1	65		707
245/2	0.5	41	41	5/8	5/8	6/8	4	1	1/8	1/8	1		-6	42		721
245/2	0.5	41	41	5/8	5/8	6/8	3	1	1/8	1/8	1	1	0	60		717
245/2	0.5	41	41	5/8	5/8	6/8	2	1	1/8	1/8	1	1	-3	63		708
245/2	0.5	41	41	5/8	5/8	6/8	1	1	1/8	1/8	1	1	-4	80		698
123	0.5	42	42	0	0	6/8	4	1	1/8	1/8	1		-4	44		747
123	0.25	42	42	0	0	6/8	3	1	1/16	1/16	1	-1	0	60		737
123	0.25	42	42	0	0	6/8	2	1	1/16	1/16	1	-1	-3	63		727
123	1.0	42	42	0	0	6/8	1	1	1/4	1/4	1	-1	-4	80		722
493/4	0.25	42	42	1/16	1/16	6/8	3	1	1/16	1/16	1	1	-1	53		738
493/4	0.25	42	42	1/16	1/16	6/8	2	1	1/16	1/16	1	1	-5	61		728
247/2	0.25	42	42	1/8	1/8	6/8	3	1	1/16	1/16	1	-1	-1	53		739
247/2	0.5	42	42	1/8	1/8	6/8	4	1	1/8	1/8	1		-1	53		748
247/2	0.25	42	42	1/8	1/8	6/8	2	1	1/16	1/16	1	-1	-5	61		729
495/4	0.25	42	42	3/16	3/16	6/8	3	1	1/16	1/16	1	1	-4	56		740
495/4	0.25	42	42	3/16	3/16	6/8	2	1	1/16	1/16	1		-4	68		730
124	0.5	42	42	1/4	1/4	6/8	4	1	1/8	1/8	1		-3	51		749
124	0.5	42	42	1/4	1/4	6/8	3	1	1/8	1/8	1	0	-4	56		741
124	0.5	42	42	1/4	1/4	6/8	2	1	1/8	1/8	1	1	-6	66		731
124	0.5	42	42	1/4	1/4	6/8	1	1	1/8	1/8	1		0	84		723
249/2	0.5	42	42	3/8	3/8	6/8	4	1	1/8	1/8	1		-5	49		750
249/2	0.25	42	42	3/8	3/8	6/8	3	1	1/16	1/16	1	-1	-4	56		742
249/2	0.25	42	42	3/8	3/8	6/8	2	1	1/16	1/16	1	-1	-6	66		732
249/2	0.5	42	42	3/8	3/8	6/8	1	1	1/8	1/8	1		-5	85		724
499/4	0.5	42	42	7/16	7/16	6/8	3	1	1/8	1/8	1		-4	56		743
499/4	0.5	42	42	7/16	7/16	6/8	2	1	1/8	1/8	1		-1	65		733
125	0.5	42	42	1/2	1/2	6/8	4	1	1/8	1/8	1		-5	49		751
125	0.5	42	42	1/2	1/2	6/8	1	1	1/8	1/8	1		-2	82		725
501/4	0.25	42	42	9/16	9/16	6/8	3	1	1/16	1/16	1		-2	58		744
501/4	0.25	42	42	9/16	9/16	6/8	2	1	1/16	1/16	1		-6	66		734
251/2	0.5	42	42	5/8	5/8	6/8	4	1	1/8	1/8	1		-5	49		752
251/2	0.25	42	42	5/8	5/8	6/8	3	1	1/16	1/16	1		-2	58		745
251/2	0.25	42	42	5/8	5/8	6/8	2	1	1/16	1/16	1		-6	66		735
251/2	0.5	42	42	5/8	5/8	6/8	1	1	1/8	1/8	1		-6	78		726
503/4	0.25	42	42	11/16	11/16	6/8	3	1	1/16	1/16	1		0	60		746
503/4	0.25	42	42	11/16	11/16	6/8	2	1	1/16	1/16	1		-3	63		736
126	1.5	43	43	0	0	6/8	4	1	3/8	1/4	3/2		-5	49		775
126	0.25	43	43	0	0	6/8	2	1	1/16	1/16	1		-5	61		762
126	0.25	43	43	0	0	6/8	1	1	1/16	1/16	1		-1	77		753
505/4	0.25	43	43	1/16	1/16	6/8	3	1	1/16	1/16	1	1	-1	53		771
505/4	0.25	43	43	1/16	1/16	6/8	1	1	1/16	1/16	1		-1	77		754
253/2	1.0	43	43	1/8	1/8	6/8	3	1	1/4	1/4	1	-1	-1	53		772
253/2	0.25	43	43	1/8	1/8	6/8	2	1	1/16	1/16	1		-4	56		763
253/2	0.25	43	43	1/8	1/8	6/8	1	1	1/16	1/16	1		-3	75		755
507/4	0.25	43	43	3/16	3/16	6/8	2	1	1/16	1/16	1		-5	61		764
1015/8	0.125	43	43	7/32	7/32	6/8	1	1	1/32	1/32	1		-2	70		756
127	0.25	43	43	1/4	1/4	6/8	2	1	1/16	1/16	1		4	64		765
127	0.5	43	43	1/4	1/4	6/8	1	1	1/8	1/8	1		-4	68		757
509/4	0.25	43	43	5/16	5/16	6/8	2	1	1/16	1/16	1		-1	65		766
255/2	1.5	43	43	3/8	3/8	6/8	4	1	3/8	1/4	3/2		-3	51		776
511/4	0.25	43	43	7/16	7/16	6/8	3	1	1/16	1/16	1	1	-6	54		773
511/4	0.25	43	43	7/16	7/16	6/8	1	1	1/16	1/16	1		-5	73		758
128	1.0	43	43	1/2	1/2	6/8	3	1	1/4	1/4	1	-1	-6	54		774
128	0.25	43	43	1/2	1/2	6/8	2	1	1/16	1/16	1		-4	56		767
128	0.25	43	43	1/2	1/2	6/8	1	1	1/16	1/16	1		0	72		759
513/4	0.25	43	43	9/16	9/16	6/8	2	1	1/16	1/16	1		0	60		768
1027/8	0.125	43	43	19/32	19/32	6/8	1	1	1/32	1/32	1		-2	82		760
257/2	0.25	43	43	5/8	5/8	6/8	2	1	1/16	1/16	1		-1	65		769
257/2	0.5	43	43	5/8	5/8	6/8	1	1	1/8	1/8	1		-4	80		761
515/4	0.25	43	43	11/16	11/16	6/8	2	1	1/16	1/16	1		-6	66		770
129	1.5	44	44	0	0	6/8	4	1	3/8	1/4	3/2		-5	49		797
517/4	0.25	44	44	1/16	1/16	6/8	3	1	1/16	1/16	1	1	-1	53		793
517/4	0.25	44	44	1/16	1/16	6/8	1	1	1/16	1/16	1		-3	87		777
259/2	1.0	44	44	1/8	1/8	6/8	3	1	1/4	1/4	1	-1	-1	53		794
259/2	0.25	44	44	1/8	1/8	6/8	2	1	1/16	1/16	1		-4	56		785
259/2	0.25	44	44	1/8	1/8	6/8	1	1	1/16	1/16	1		-5	85		778
519/4	0.25	44	44	3/16	3/16	6/8	2	1	1/16	1/16	1		-5	61		786
1039/8	0.125	44	44	7/32	7/32	6/8	1	1	1/32	1/32	1		-2	82		779
130	0.25	44	44	1/4	1/4	6/8	2	1	1/16	1/16	1		4	64		787
130	0.5	44	44	1/4	1/4	6/8	1	1	1/8	1/8	1		-4	80		780
521/4	0.25	44	44	5/16	5/16	6/8	2	1	1/16	1/16	1		-1	65		788
261/2	1.5	44	44	3/8	3/8	6/8	4	1	3/8	1/4	3/2		0	48		798
523/4	0.25	44	44	7/16	7/16	6/8	3	1	1/16	1/16	1	1	-6	54		795
523/4	0.25	44	44	7/16	7/16	6/8	1	1	1/16	1/16	1		-1	77		781
131	1.0	44	44	1/2	1/2	6/8	3	1	1/4	1/4	1	-1	-6	54		796
131	0.25	44	44	1/2	1/2	6/8	2	1	1/16	1/16	1		-4	56		789
131	0.25	44	44	1/2	1/2	6/8	1	1	1/16	1/16	1		-3	75		782
525/4	0.25	44	44	9/16	9/16	6/8	2	1	1/16	1/16	1		-3	63		790
1051/8	0.125	44	44	19/32	19/32	6/8	1	1	1/32	1/32	1		-2	82		783
263/2	0.25	44	44	5/8	5/8	6/8	2	1	1/16	1/16	1		-1	65		791
263/2	0.5	44	44	5/8	5/8	6/8	1	1	1/8	1/8	1		-4	80		784
527/4	0.25	44	44	11/16	11/16	6/8	2	1	1/16	1/16	1		-6	66		792
132	1.5	45	45	0	0	6/8	4	1	3/8	1/4	3/2		-5	49		821
529/4	0.25	45	45	1/16	1/16	6/8	3	1	1/16	1/16	1	1	-1	53		817
529/4	0.25	45	45	1/16	1/16	6/8	1	1	1/16	1/16	1		-3	75		799
265/2	1.0	45	45	1/8	1/8	6/8	3	1	1/4	1/4	1	-1	-1	53		818
265/2	0.25	45	45	1/8	1/8	6/8	2	1	1/16	1/16	1		-4	56		809
265/2	0.25	45	45	1/8	1/8	6/8	1	1	1/16	1/16	1		-5	73		800
531/4	0.25	45	45	3/16	3/16	6/8	2	1	1/16	1/16	1		-5	61		810
531/4	0.125	45	45	3/16	3/16	6/8	1	1	1/32	1/32	1		-5	73		801
1063/8	0.125	45	45	7/32	7/32	6/8	1	1	1/32	1/32	1		-2	70		802
133	0.25	45	45	1/4	1/4	6/8	2	1	1/16	1/16	1		-1	65		811
133	0.5	45	45	1/4	1/4	6/8	1	1	1/8	1/8	1		-4	68		803
533/4	0.25	45	45	5/16	5/16	6/8	2	1	1/16	1/16	1		-1	65		812
267/2	1.5	45	45	3/8	3/8	6/8	4	1	3/8	1/4	3/2		-3	51		822
535/4	0.25	45	45	7/16	7/16	6/8	3	1	1/16	1/16	1	1	-6	54		819
535/4	0.25	45	45	7/16	7/16	6/8	1	1	1/16	1/16	1		-5	73		804
134	1.0	45	45	1/2	1/2	6/8	3	1	1/4	1/4	1	-1	-6	54		820
134	0.25	45	45	1/2	1/2	6/8	2	1	1/16	1/16	1		-4	56		813
134	0.25	45	45	1/2	1/2	6/8	1	1	1/16	1/16	1		0	72		805
537/4	0.25	45	45	9/16	9/16	6/8	2	1	1/16	1/16	1		0	60		814
537/4	0.125	45	45	9/16	9/16	6/8	1	1	1/32	1/32	1		0	72		806
1075/8	0.125	45	45	19/32	19/32	6/8	1	1	1/32	1/32	1		-2	82		807
269/2	0.25	45	45	5/8	5/8	6/8	2	1	1/16	1/16	1		-1	65		815
269/2	0.5	45	45	5/8	5/8	6/8	1	1	1/8	1/8	1		-4	80		808
539/4	0.25	45	45	11/16	11/16	6/8	2	1	1/16	1/16	1		-6	66		816
135	1.5	46	46	0	0	6/8	4	1	3/8	1/4	3/2		-5	49		849
541/4	0.25	46	46	1/16	1/16	6/8	3	1	1/16	1/16	1	1	-1	53		843
541/4	0.25	46	46	1/16	1/16	6/8	1	1	1/16	1/16	1		-3	87		823
271/2	1.0	46	46	1/8	1/8	6/8	3	1	1/4	1/4	1	-1	-1	53		844
271/2	0.25	46	46	1/8	1/8	6/8	2	1	1/16	1/16	1		-4	56		835
271/2	0.25	46	46	1/8	1/8	6/8	1	1	1/16	1/16	1		-5	85		824
543/4	0.25	46	46	3/16	3/16	6/8	2	1	1/16	1/16	1		-5	61		836
543/4	0.125	46	46	3/16	3/16	6/8	1	1	1/32	1/32	1		-5	85		825
1087/8	0.125	46	46	7/32	7/32	6/8	1	1	1/32	1/32	1		-2	82		826
136	0.25	46	46	1/4	1/4	6/8	2	1	1/16	1/16	1		4	64		837
136	0.5	46	46	1/4	1/4	6/8	1	1	1/8	1/8	1		-4	80		827
545/4	0.25	46	46	5/16	5/16	6/8	2	1	1/16	1/16	1		-1	65		838
273/2	1.0	46	46	3/8	3/8	6/8	4	1	1/4	1/4	1	1	0	48		850
547/4	0.25	46	46	7/16	7/16	6/8	3	1	1/16	1/16	1	1	-3	51		845
547/4	0.25	46	46	7/16	7/16	6/8	1	1	1/16	1/16	1		-1	77		828
137	0.5	46	46	1/2	1/2	6/8	3	1	1/8	1/8	1	0	-3	51		846
137	0.25	46	46	1/2	1/2	6/8	2	1	1/16	1/16	1		-4	56		839
137	0.25	46	46	1/2	1/2	6/8	1	1	1/16	1/16	1		-3	75		829
549/4	0.25	46	46	9/16	9/16	6/8	2	1	1/16	1/16	1		0	60		840
549/4	0.125	46	46	9/16	9/16	6/8	1	1	1/32	1/32	1		-3	75		830
1099/8	0.125	46	46	19/32	19/32	6/8	1	1	1/32	1/32	1		-2	82		831
275/2	0.25	46	46	5/8	5/8	6/8	4	1	1/16	1/16	1	-1	0	48		851
275/2	0.25	46	46	5/8	5/8	6/8	3	1	1/16	1/16	1	-1	-3	51		847
275/2	0.25	46	46	5/8	5/8	6/8	2	1	1/16	1/16	1		-3	63		841
275/2	0.25	46	46	5/8	5/8	6/8	1	1	1/16	1/16	1		-4	80		832
551/4	0.25	46	46	11/16	11/16	6/8	4	1	1/16	1/16	1		-2	46		852
551/4	0.25	46	46	11/16	11/16	6/8	3	1	1/16	1/16	1		-5	49		848
551/4	0.25	46	46	11/16	11/16	6/8	2	1	1/16	1/16	1		-6	66		842
551/4	0.125	46	46	11/16	11/16	6/8	1	1	1/32	1/32	1		-3	75		833
1103/8	0.125	46	46	23/32	23/32	6/8	1	1	1/32	1/32	1		-6	78		834
138	0.25	47	47	0	0	6/8	4	1	1/16	1/16	1		3	45		876
138	0.25	47	47	0	0	6/8	1	1	1/16	1/16	1		-1	77		853
553/4	0.25	47	47	1/16	1/16	6/8	4	1	1/16	1/16	1	1	3	57		877
553/4	0.25	47	47	1/16	1/16	6/8	3	1	1/16	1/16	1	1	0	60		872
553/4	0.25	47	47	1/16	1/16	6/8	1	1	1/16	1/16	1		-5	85		854
277/2	1.0	47	47	1/8	1/8	6/8	4	1	1/4	1/4	1	-1	3	57		878
277/2	1.0	47	47	1/8	1/8	6/8	3	1	1/4	1/4	1	-1	0	60		873
277/2	0.25	47	47	1/8	1/8	6/8	2	1	1/16	1/16	1		-3	63		864
277/2	0.25	47	47	1/8	1/8	6/8	1	1	1/16	1/16	1		0	84		855
555/4	0.25	47	47	3/16	3/16	6/8	2	1	1/16	1/16	1		-1	65		865
555/4	0.125	47	47	3/16	3/16	6/8	1	1	1/32	1/32	1		0	84		856
1111/8	0.125	47	47	7/32	7/32	6/8	1	1	1/32	1/32	1		-6	78		857
139	0.25	47	47	1/4	1/4	6/8	2	1	1/16	1/16	1		3	69		866
139	0.5	47	47	1/4	1/4	6/8	1	1	1/8	1/8	1		-1	77		858
557/4	0.25	47	47	5/16	5/16	6/8	2	1	1/16	1/16	1		0	72		867
279/2	0.25	47	47	3/8	3/8	6/8	4	1	1/16	1/16	1		-4	44		879
559/4	0.25	47	47	7/16	7/16	6/8	4	1	1/16	1/16	1	1	-4	56		880
559/4	0.25	47	47	7/16	7/16	6/8	3	1	1/16	1/16	1	1	-2	58		874
559/4	0.25	47	47	7/16	7/16	6/8	1	1	1/16	1/16	1		-6	78		859
140	1.0	47	47	1/2	1/2	6/8	4	1	1/4	1/4	1	-1	-4	56		881
140	1.0	47	47	1/2	1/2	6/8	3	1	1/4	1/4	1	-1	-2	58		875
140	0.25	47	47	1/2	1/2	6/8	2	1	1/16	1/16	1		2	62		868
140	0.25	47	47	1/2	1/2	6/8	1	1	1/16	1/16	1		-1	77		860
561/4	0.25	47	47	9/16	9/16	6/8	2	1	1/16	1/16	1		-1	65		869
561/4	0.125	47	47	9/16	9/16	6/8	1	1	1/32	1/32	1		-1	77		861
1123/8	0.125	47	47	19/32	19/32	6/8	1	1	1/32	1/32	1		-7	83		862
281/2	0.25	47	47	5/8	5/8	6/8	2	1	1/16	1/16	1		-4	68		870
281/2	0.25	47	47	5/8	5/8	6/8	1	1	1/16	1/16	1		-2	82		863
563/4	0.25	47	47	11/16	11/16	6/8	2	1	1/16	1/16	1		-2	70		871
141	0.25	48	48	0	0	6/8	4	1	1/16	1/16	1		1	43		904
565/4	0.25	48	48	1/16	1/16	6/8	4	1	1/16	1/16	1	1	1	55		905
565/4	0.25	48	48	1/16	1/16	6/8	3	1	1/16	1/16	1	1	-2	58		900
565/4	0.25	48	48	1/16	1/16	6/8	1	1	1/16	1/16	1		-7	83		882
283/2	1.0	48	48	1/8	1/8	6/8	4	1	1/4	1/4	1	-1	1	55		906
283/2	1.0	48	48	1/8	1/8	6/8	3	1	1/4	1/4	1	-1	-2	58		901
283/2	0.25	48	48	1/8	1/8	6/8	2	1	1/16	1/16	1		-5	61		892
283/2	0.25	48	48	1/8	1/8	6/8	1	1	1/16	1/16	1		-2	82		883
567/4	0.25	48	48	3/16	3/16	6/8	2	1	1/16	1/16	1		-3	63		893
567/4	0.125	48	48	3/16	3/16	6/8	1	1	1/32	1/32	1		-2	82		884
1135/8	0.125	48	48	7/32	7/32	6/8	1	1	1/32	1/32	1		-8	76		885
142	0.25	48	48	1/4	1/4	6/8	2	1	1/16	1/16	1		1	67		894
142	0.5	48	48	1/4	1/4	6/8	1	1	1/8	1/8	1		-3	75		886
569/4	0.25	48	48	5/16	5/16	6/8	2	1	1/16	1/16	1		-2	70		895
285/2	0.25	48	48	3/8	3/8	6/8	4	1	1/16	1/16	1		-6	42		907
571/4	0.25	48	48	7/16	7/16	6/8	4	1	1/16	1/16	1	1	-6	54		908
571/4	0.25	48	48	7/16	7/16	6/8	3	1	1/16	1/16	1	1	-4	56		902
571/4	0.25	48	48	7/16	7/16	6/8	1	1	1/16	1/16	1		-1	77		887
143	1.0	48	48	1/2	1/2	6/8	4	1	1/4	1/4	1	-1	-6	54		909
143	1.0	48	48	1/2	1/2	6/8	3	1	1/4	1/4	1	-1	-4	56		903
143	0.25	48	48	1/2	1/2	6/8	2	1	1/16	1/16	1		0	60		896
143	0.25	48	48	1/2	1/2	6/8	1	1	1/16	1/16	1		-3	75		888
573/4	0.25	48	48	9/16	9/16	6/8	2	1	1/16	1/16	1		-3	63		897
573/4	0.125	48	48	9/16	9/16	6/8	1	1	1/32	1/32	1		-3	75		889
1147/8	0.125	48	48	19/32	19/32	6/8	1	1	1/32	1/32	1		-2	82		890
287/2	0.25	48	48	5/8	5/8	6/8	2	1	1/16	1/16	1		-6	66		898
287/2	0.5	48	48	5/8	5/8	6/8	1	1	1/8	1/8	1		-4	80		891
575/4	0.25	48	48	11/16	11/16	6/8	2	1	1/16	1/16	1		-4	68		899
144	0.25	49	49	0	0	6/8	4	1	1/16	1/16	1		-6	42		932
577/4	0.25	49	49	1/16	1/16	6/8	4	1	1/16	1/16	1	1	-6	54		933
577/4	0.25	49	49	1/16	1/16	6/8	3	1	1/16	1/16	1	1	-4	56		928
577/4	0.25	49	49	1/16	1/16	6/8	1	1	1/16	1/16	1		-2	82		910
289/2	1.0	49	49	1/8	1/8	6/8	4	1	1/4	1/4	1	-1	-6	54		934
289/2	1.0	49	49	1/8	1/8	6/8	3	1	1/4	1/4	1	-1	-4	56		929
289/2	0.25	49	49	1/8	1/8	6/8	2	1	1/16	1/16	1		0	60		920
289/2	0.25	49	49	1/8	1/8	6/8	1	1	1/16	1/16	1		-4	80		911
579/4	0.25	49	49	3/16	3/16	6/8	2	1	1/16	1/16	1		-3	63		921
579/4	0.125	49	49	3/16	3/16	6/8	1	1	1/32	1/32	1		-4	80		912
1159/8	0.125	49	49	7/32	7/32	6/8	1	1	1/32	1/32	1		-1	77		913
145	0.25	49	49	1/4	1/4	6/8	2	1	1/16	1/16	1		-6	66		922
145	0.5	49	49	1/4	1/4	6/8	1	1	1/8	1/8	1		-3	75		914
581/4	0.25	49	49	5/16	5/16	6/8	2	1	1/16	1/16	1		-4	68		923
291/2	0.25	49	49	3/8	3/8	6/8	4	1	1/16	1/16	1		-1	41		935
583/4	0.25	49	49	7/16	7/16	6/8	4	1	1/16	1/16	1	1	-1	53		936
583/4	0.25	49	49	7/16	7/16	6/8	3	1	1/16	1/16	1	1	-4	56		930
583/4	0.25	49	49	7/16	7/16	6/8	1	1	1/16	1/16	1		-2	82		915
146	1.0	49	49	1/2	1/2	6/8	4	1	1/4	1/4	1	-1	-1	53		937
146	1.0	49	49	1/2	1/2	6/8	3	1	1/4	1/4	1	-1	-4	56		931
146	0.25	49	49	1/2	1/2	6/8	2	1	1/16	1/16	1		-5	61		924
146	0.25	49	49	1/2	1/2	6/8	1	1	1/16	1/16	1		-4	80		916
585/4	0.25	49	49	9/16	9/16	6/8	2	1	1/16	1/16	1		-1	65		925
585/4	0.125	49	49	9/16	9/16	6/8	1	1	1/32	1/32	1		-4	80		917
1171/8	0.125	49	49	19/32	19/32	6/8	1	1	1/32	1/32	1		-3	87		918
293/2	0.25	49	49	5/8	5/8	6/8	2	1	1/16	1/16	1		-4	68		926
293/2	0.5	49	49	5/8	5/8	6/8	1	1	1/8	1/8	1		-5	85		919
587/4	0.25	49	49	11/16	11/16	6/8	2	1	1/16	1/16	1		-5	73		927
147	0.25	50	50	0	0	6/8	4	1	1/16	1/16	1		-4	44		960
147	1.0	50	50	0	0	6/8	4	2	1/4	1/4	1		-4	44		967
589/4	0.25	50	50	1/16	1/16	6/8	4	1	1/16	1/16	1	1	-1	53		961
